
[00:00:00.000 --> 00:00:04.000]  好 大家早晨
[00:00:04.000 --> 00:00:08.000]  我講到通常都喜歡一連串的
[00:00:08.000 --> 00:00:12.000]  有少少系統
[00:00:12.000 --> 00:00:18.000]  不過去年就切合主題就講成為宣教的群體
[00:00:18.000 --> 00:00:24.000]  講了一些斷了上次哥倫多後書的系列
[00:00:24.000 --> 00:00:28.000]  不過不打算再回到哥倫多後書
[00:00:28.000 --> 00:00:32.000]  近來有時跟我說一般的教會
[00:00:32.000 --> 00:00:34.000]  不一定只一層
[00:00:34.000 --> 00:00:40.000]  通常講一些比較所謂教義或信仰的內容
[00:00:40.000 --> 00:00:44.000]  是甚麼道呢 通常會比較少
[00:00:44.000 --> 00:00:48.000]  所以既然老婆在點道
[00:00:48.000 --> 00:00:52.000]  即是人點唱 現在點道
[00:00:52.000 --> 00:00:57.000]  所以我就決定用使徒信經作為框架
[00:00:57.000 --> 00:00:59.000]  講一系列的道
[00:00:59.000 --> 00:01:05.000]  使徒信經開始就說我信天父
[00:01:05.000 --> 00:01:10.000]  所以第一篇就由我信開始
[00:01:10.000 --> 00:01:14.000]  我們首先讀一段經文
[00:01:14.000 --> 00:01:18.000]  希伯來書十一章一到六節
[00:01:18.000 --> 00:01:21.000]  六節經文而已 所以我們一起讀
[00:01:21.000 --> 00:01:29.000]  預備起 信就是所望之時的實底 是未見之時的確具
[00:01:29.000 --> 00:01:34.000]  古人在這線上得了美好的證據
[00:01:34.000 --> 00:01:40.000]  我們因著信就知道諸世界是藉著神話塑成的
[00:01:40.000 --> 00:01:47.000]  這樣所看見的並不是從顯然之物造出來的
[00:01:47.000 --> 00:01:53.000]  阿伯因著信獻祭於神 比該人所獻的更加美
[00:01:53.000 --> 00:01:57.000]  因此就得了清二的見證
[00:01:57.000 --> 00:02:01.000]  就是神指他禮物所作的見證
[00:02:01.000 --> 00:02:07.000]  他雖然死了 卻因這信營救說話
[00:02:07.000 --> 00:02:10.000]  以樂因著信被接去
[00:02:10.000 --> 00:02:14.000]  不至於見死人那找不著他
[00:02:14.000 --> 00:02:18.000]  因為神已經把他接去了
[00:02:18.000 --> 00:02:25.000]  只是他被接去而先已經得了神給予他的名證
[00:02:25.000 --> 00:02:30.000]  人非有信就不能得神的喜悅
[00:02:30.000 --> 00:02:35.000]  因為到神面前來的人必須信有神
[00:02:35.000 --> 00:02:39.000]  並且殺上次那尋求怕的人
[00:02:39.000 --> 00:02:41.000]  我們低頭再做個圖稿
[00:02:41.000 --> 00:02:43.000]  主耶穌求你幫助我們
[00:02:43.000 --> 00:02:46.000]  知道我們有小信的時候
[00:02:46.000 --> 00:02:52.000]  我們也知道靠著信才能討你的喜悅
[00:02:52.000 --> 00:02:53.000]  得到你的祝福
[00:02:53.000 --> 00:02:58.000]  幫助我們特別在風雨飄搖的社會裡
[00:02:58.000 --> 00:03:02.000]  能夠經常持著一份信心
[00:03:02.000 --> 00:03:03.000]  好好跟隨你
[00:03:03.000 --> 00:03:05.000]  今天一段聽到的時間
[00:03:05.000 --> 00:03:08.000]  求你去祝福鞏固我們的信心
[00:03:08.000 --> 00:03:10.000]  祈禱告託耶穌基督明
[00:03:10.000 --> 00:03:16.000]  我們由開始說信心的事
[00:03:16.000 --> 00:03:18.000]  為什麼說要信心
[00:03:18.000 --> 00:03:24.000]  用一些反語做一個例子
[00:03:24.000 --> 00:03:28.000]  說信心是不是一個問題呢
[00:03:28.000 --> 00:03:35.000]  對於我們所謂的科學年代的人
[00:03:35.000 --> 00:03:42.000]  你跟有些人說我們要見到神
[00:03:42.000 --> 00:03:43.000]  或者討神喜悅
[00:03:43.000 --> 00:03:45.000]  是要靠信心的
[00:03:45.000 --> 00:03:49.000]  有些擁抱科學的人可能會說
[00:03:49.000 --> 00:03:52.000]  信心就是沒有憑據的東西
[00:03:52.000 --> 00:03:53.000]  只是有說信心的
[00:03:53.000 --> 00:03:59.000]  譬如我相信現在有百多個人坐在我面前
[00:03:59.000 --> 00:04:01.000]  這個不需要信心的
[00:04:01.000 --> 00:04:04.000]  我眼見到有百多人坐在我面前
[00:04:04.000 --> 00:04:08.000]  所以我不是憑信相信有百多人坐在我面前
[00:04:08.000 --> 00:04:11.000]  而是憑眼見到有百多人坐在我面前
[00:04:11.000 --> 00:04:14.000]  所以我們今天這個科學年代
[00:04:14.000 --> 00:04:16.000]  是說見到的東西
[00:04:16.000 --> 00:04:19.000]  你見到的東西不到你不服的
[00:04:19.000 --> 00:04:24.000]  好像你最近有沒有試過玩Deep Seat
[00:04:24.000 --> 00:04:26.000]  玩AI人工智能
[00:04:26.000 --> 00:04:28.000]  現在人工智能
[00:04:28.000 --> 00:04:30.000]  你可以上去Deep Seat
[00:04:30.000 --> 00:04:34.000]  請你幫我做一篇講道
[00:04:34.000 --> 00:04:38.000]  用希伯來書11章1到6節做一篇講道
[00:04:38.000 --> 00:04:44.000]  Deep Seat就可以幾秒鐘就做一篇講道給你
[00:04:44.000 --> 00:04:47.000]  可能比某傳道好
[00:04:47.000 --> 00:04:50.000]  所以現在做神學院老師都很大威脅
[00:04:50.000 --> 00:04:52.000]  要跟Deep Seat競爭
[00:04:52.000 --> 00:04:55.000]  所以你說現在的人工智能厲害嗎
[00:04:55.000 --> 00:04:58.000]  你不服就立即去Deep Seat查
[00:04:58.000 --> 00:05:01.000]  嘆為觀止他能夠做的事
[00:05:01.000 --> 00:05:03.000]  所以我們這個科學年代
[00:05:03.000 --> 00:05:06.000]  是說見到的東西
[00:05:06.000 --> 00:05:11.000]  到這個年代還說看不到摸不到
[00:05:11.000 --> 00:05:12.000]  信神
[00:05:12.000 --> 00:05:14.000]  所以誇張一點
[00:05:14.000 --> 00:05:18.000]  有些人可能會這樣挑戰我們
[00:05:18.000 --> 00:05:19.000]  基督徒說信
