
[00:00:00.000 --> 00:00:04.480]  各位弟兄姐妹 平安
[00:00:04.480 --> 00:00:09.160]  我們來到《路加福音》中的城市宣教第七講
[00:00:09.160 --> 00:00:14.160]  今日給的題目是「論坐人 你是那類人」
[00:00:14.160 --> 00:00:16.920]  我們先看看一些問題
[00:00:16.920 --> 00:00:20.320]  上一次有弟兄問我
[00:00:20.320 --> 00:00:22.600]  魔鬼試探耶穌的時候
[00:00:22.600 --> 00:00:26.240]  一時說在曠野 一時又說在聖殿頂
[00:00:26.240 --> 00:00:28.160]  究竟是怎樣呢?
[00:00:28.160 --> 00:00:33.600]  是不是耶穌那時只看到一些幻象
[00:00:33.600 --> 00:00:35.440]  我們一會兒會看看
[00:00:35.440 --> 00:00:39.120]  另外一條是耶穌的mission statement
[00:00:39.120 --> 00:00:42.640]  好像只是說到解決了今生的痛苦
[00:00:42.640 --> 00:00:46.080]  但好像沒有觸及永生的角度
[00:00:46.080 --> 00:00:47.840]  我先回答這條問題
[00:00:47.840 --> 00:00:51.120]  上一次說到耶穌的mission statement
[00:00:51.120 --> 00:00:53.600]  在《路加福音》四章十八到十九節
[00:00:53.600 --> 00:01:00.160]  第二章說「叫我傳福音給貧窮的人」
[00:01:00.160 --> 00:01:04.560]  其實這個福音可以有很廣闊的意思
[00:01:04.560 --> 00:01:08.880]  相信這個福音一定包含著
[00:01:08.880 --> 00:01:11.920]  上帝是差遣耶穌來的
[00:01:11.920 --> 00:01:15.120]  而耶穌是預備為我們受死
[00:01:15.120 --> 00:01:18.080]  也預備了永恆的生命給我們
[00:01:18.080 --> 00:01:21.840]  所以祂說「我就是道路、真理、生命」
[00:01:21.840 --> 00:01:25.680]  「若不藉著祂 沒有人能到乎哪裡去」
[00:01:25.680 --> 00:01:29.120]  所以這裏真的有包含著
[00:01:29.120 --> 00:01:34.320]  今生和永遠的生命等待著我們
[00:01:34.320 --> 00:01:37.680]  有關於魔鬼
[00:01:37.680 --> 00:01:39.520]  在《路加福音》四章五節
[00:01:39.520 --> 00:01:43.040]  魔鬼又領耶穌上了高山
[00:01:43.040 --> 00:01:47.680]  然後另一個試探說又帶到祂去墊頂
[00:01:47.680 --> 00:01:49.840]  對我來說
[00:01:49.840 --> 00:01:52.720]  聖經這樣說 我就相信
[00:01:52.720 --> 00:01:56.640]  其實魔鬼也有一定的能力
[00:01:56.640 --> 00:01:57.840]  這也不奇怪
[00:01:57.840 --> 00:02:02.000]  第三 如果只是一個幻象
[00:02:02.000 --> 00:02:03.840]  而耶穌知道是幻象
[00:02:03.840 --> 00:02:05.200]  而叫祂跳下去
[00:02:05.200 --> 00:02:09.040]  我相信這個試探的意義不是太大
[00:02:09.040 --> 00:02:11.840]  真的去到墊頂
[00:02:11.840 --> 00:02:14.240]  然後看到下面
[00:02:14.240 --> 00:02:17.360]  如果有人說是四百五十呎那麼深
[00:02:17.360 --> 00:02:19.920]  看下去的那種震撼
[00:02:19.920 --> 00:02:25.360]  我相信這會更加貼切當時的環境
[00:02:25.360 --> 00:02:29.360]  今天說到三類助人的類型
[00:02:29.360 --> 00:02:32.320]  不如看看你自己是哪一類
[00:02:32.320 --> 00:02:33.760]  因為在城市裏面
[00:02:33.760 --> 00:02:36.800]  真的有不同的人
[00:02:36.800 --> 00:02:38.000]  當有人說
[00:02:38.000 --> 00:02:43.600]  「可以幫我一些忙嗎?幫幫忙嗎?」
[00:02:43.600 --> 00:02:46.560]  第一類人在心裏會想甚麼呢?
[00:02:46.560 --> 00:02:52.960]  他會想「這東西對我有甚麼好處?」
[00:02:52.960 --> 00:02:55.520]  「這東西對我有甚麼好處?」
[00:02:55.520 --> 00:02:58.400]  「我在這件事上可以得到甚麼呢?」
[00:02:58.400 --> 00:03:00.000]  「你認識這些人嗎?」
[00:03:00.000 --> 00:03:01.600]  「你是不是這些人呢?」
[00:03:01.600 --> 00:03:03.840]  或者另一種
[00:03:03.840 --> 00:03:05.440]  那個人會想
[00:03:05.440 --> 00:03:10.240]  「他會不會做相同的事來回報給我呢?」
[00:03:10.240 --> 00:03:11.920]  一會兒你看一看
[00:03:11.920 --> 00:03:14.720]  我會解釋第一類和第二類的人
[00:03:14.720 --> 00:03:17.280]  主要的分別在哪裏
[00:03:17.280 --> 00:03:19.520]  而第三類人會說
[00:03:19.520 --> 00:03:21.120]  「我很樂意幫忙」
[00:03:21.120 --> 00:03:23.680]  「我也認識一些這樣的人」
[00:03:23.680 --> 00:03:24.960]  「在教會也有很多」
[00:03:24.960 --> 00:03:27.280]  「我很樂意幫忙」
[00:03:27.280 --> 00:03:30.080]  原來第一類人有個名字給他
[00:03:30.080 --> 00:03:31.360]  叫Ticker
[00:03:31.360 --> 00:03:34.560]  Ticker就是想拿東西多一點
[00:03:34.560 --> 00:03:36.240]  即使幫了你
[00:03:36.240 --> 00:03:40.080]  他也想在你身上拿多一點東西
[00:03:40.080 --> 00:03:42.480]  另一種叫Matcher
[00:03:42.480 --> 00:03:45.040]  Matcher是很對等的
[00:03:45.040 --> 00:03:46.320]  「我也認識一些這樣的人」
[00:03:46.320 --> 00:03:48.240]  即是你請他吃一餐飯
[00:03:48.240 --> 00:03:50.480]  可能當30元
[00:03:50.480 --> 00:03:54.480]  轉頭或遲些他又給你一樣東西
[00:03:54.480 --> 00:03:57.600]  又差不多那個價錢
[00:03:57.600 --> 00:04:00.240]  這類人很講求
[00:04:00.240 --> 00:04:02.480]  即是幫了你
[00:04:02.480 --> 00:04:04.480]  他很想拿回相同的東西
[00:04:04.480 --> 00:04:05.520]  你幫了他
[00:04:05.520 --> 00:04:10.000]  他也一樣會給你相同的東西
[00:04:10.000 --> 00:04:12.560]  然後就是Giver
[00:04:12.560 --> 00:04:13.360]  甚麼是Giver呢
[00:04:13.360 --> 00:04:14.480]  就是剛才所說的
[00:04:14.480 --> 00:04:17.040]  就是很樂意幫助別人
[00:04:17.040 --> 00:04:19.520]  原來這個理論
[00:04:19.520 --> 00:04:20.720]  是由一位作者
[00:04:20.720 --> 00:04:22.480]  他有一本書叫做Give and Take
[00:04:22.480 --> 00:04:24.640]  他做了很多在職場
[00:04:24.640 --> 00:04:26.160]  即是在工作的地方
[00:04:26.160 --> 00:04:28.560]  做了很多的問卷調查
[00:04:28.560 --> 00:04:29.440]  然後他看到
[00:04:29.440 --> 00:04:32.480]  原來這個世界的職場
[00:04:32.480 --> 00:04:34.080]  最多的是哪一類人
[00:04:34.080 --> 00:04:35.120]  紅色那一類
[00:04:35.120 --> 00:04:37.840]  即是說是對等的
[00:04:37.840 --> 00:04:40.640]  他覺得安全感會大一點
[00:04:40.640 --> 00:04:42.240]  而最少的
[00:04:42.240 --> 00:04:45.040]  就是他真的很用心
[00:04:45.040 --> 00:04:47.840]  是放心去樂於助人
[00:04:47.840 --> 00:04:49.040]  而Tickers
[00:04:49.040 --> 00:04:50.400]  其實Tickers和Mattress
[00:04:50.400 --> 00:04:51.840]  有甚麼最大的分別呢
[00:04:51.840 --> 00:04:53.760]  就是Tickers很講
[00:04:53.760 --> 00:04:56.640]  他自己的利益是最重要
[00:04:56.640 --> 00:04:58.000]  就算我幫了你
[00:04:58.000 --> 00:05:00.640]  我都是想我的利益是最重要
[00:05:00.640 --> 00:05:02.480]  而Mattress
[00:05:02.480 --> 00:05:04.880]  可以是他又會想你
[00:05:04.880 --> 00:05:06.880]  又會想自己
[00:05:06.880 --> 00:05:09.440]  是很對等的
[00:05:09.440 --> 00:05:11.360]  這一刻在我們未講
[00:05:11.360 --> 00:05:14.560]  倫邦人你是哪一類人之前
[00:05:14.560 --> 00:05:16.000]  我們一起有個禱告
[00:05:16.000 --> 00:05:20.720]  求聖靈帶領我們
[00:05:20.720 --> 00:05:21.840]  七流天父多謝你
[00:05:21.840 --> 00:05:23.520]  再一次給我們機會
[00:05:23.520 --> 00:05:26.240]  去研讀你的話語
[00:05:26.240 --> 00:05:27.760]  今天我們會看
[00:05:27.760 --> 00:05:31.600]  耶穌會說一個比喻
[00:05:31.600 --> 00:05:32.560]  在比喻裏面
[00:05:32.560 --> 00:05:34.560]  讓我們更加認識
[00:05:34.560 --> 00:05:36.720]  更加看到上帝
[00:05:36.720 --> 00:05:39.680]  祢想我們怎樣做
[00:05:39.680 --> 00:05:41.200]  祢的好的門徒
[00:05:41.200 --> 00:05:44.160]  怎樣做祢的好的子女
[00:05:44.160 --> 00:05:45.440]  求聖靈帶領我們
[00:05:45.440 --> 00:05:47.360]  求祢親自開啟我們
[00:05:47.360 --> 00:05:48.640]  屬靈的眼睛
[00:05:48.640 --> 00:05:50.960]  讓我們明白得更加多
[00:05:50.960 --> 00:05:52.000]  我們這樣禱告
[00:05:52.000 --> 00:05:53.040]  是奉主耶穌基督
