
[00:00:00.000 --> 00:00:09.000]  早晨,剛才我們看傳道書有14個對比,我多加一個對比
[00:00:09.000 --> 00:00:12.000]  第15個對比就是聽道有時,傾計有時
[00:00:12.000 --> 00:00:16.000]  坐在這裡有時,去廁所有時
[00:00:16.000 --> 00:00:22.000]  現在是屬於聽道的時候,我就說話了
[00:00:22.000 --> 00:00:24.000]  到我說完話,你們說吧
[00:00:24.000 --> 00:00:30.000]  但這個不是聖經出來的,是純粹我講的
[00:00:30.000 --> 00:00:33.000]  請我們再一次向心低同,向徒寶
[00:00:33.000 --> 00:00:36.000]  天父,我們再一次感謝你,給你寶貴,說要作為他們生命的指引
[00:00:36.000 --> 00:00:40.000]  在日光之下,懂得怎樣去享受我們的人生
[00:00:40.000 --> 00:00:45.000]  求你教導,安慰,篤足,改變我們
[00:00:45.000 --> 00:00:48.000]  祈禱奉耶穌明求
[00:00:48.000 --> 00:00:52.000]  Paul Brand是美國一個很出名的骨科醫生
[00:00:52.000 --> 00:00:59.000]  他曾經屢獲殊榮,亦是世界衛生組織的一個名譽顧問
[00:00:59.000 --> 00:01:07.000]  他一個好基督徒,曾經在印度做宣教醫生,做了很多年
[00:01:07.000 --> 00:01:13.000]  他最厲害是做什麼呢?就是專醫的不痛症
[00:01:13.000 --> 00:01:19.000]  不痛是一個症狀,他就講過一個這樣的故事
[00:01:19.000 --> 00:01:26.000]  有一個女孩,叫Tanya,大概四、五歲左右
[00:01:26.000 --> 00:01:29.000]  有一天,媽媽帶著她來找他
[00:01:29.000 --> 00:01:35.000]  看著女孩,眼睛大大,皮膚白白,經常都笑
[00:01:35.000 --> 00:01:40.000]  看見一個很開心的女孩,很開心
[00:01:40.000 --> 00:01:44.000]  媽媽就帶她來看,醫生問她
[00:01:44.000 --> 00:01:53.000]  跟女孩談了一會,她真的很趣致,令人喜歡
[00:01:53.000 --> 00:01:58.000]  但媽媽就很苦,醫生問她什麼事
[00:01:58.000 --> 00:02:04.000]  醫生開始說,Tanya的問題,不懂得痛
[00:02:04.000 --> 00:02:10.000]  有一次,差不多半年前,她在廚房弄東西
[00:02:10.000 --> 00:02:13.000]  Tanya在玩遊戲機玩
[00:02:13.000 --> 00:02:17.000]  突然間,Tanya笑得很大聲
[00:02:17.000 --> 00:02:20.000]  笑得很開心
[00:02:20.000 --> 00:02:23.000]  媽媽以為發現了什麼新的玩意
[00:02:23.000 --> 00:02:27.000]  趕快去看,Tanya,你怎麼這麼開心
[00:02:27.000 --> 00:02:30.000]  她不看,嚇了一跳
[00:02:30.000 --> 00:02:34.000]  她的手不住流血
[00:02:34.000 --> 00:02:41.000]  接著,她在手指內,大力咬她
[00:02:41.000 --> 00:02:45.000]  媽媽說,你不要這樣做,痛嗎
[00:02:45.000 --> 00:02:48.000]  女孩看著她,笑笑口
[00:02:48.000 --> 00:02:50.000]  她不知道媽媽說什麼,痛嗎
[00:02:50.000 --> 00:02:56.000]  再咬一下,然後用她的血來在玩遊戲機畫圖
[00:02:56.000 --> 00:03:01.000]  媽媽嚇得腳軟了,趕快說你不要這樣做
[00:03:01.000 --> 00:03:04.000]  就紮住她的傷口
[00:03:04.000 --> 00:03:08.000]  自此之後,她發現Tanya有一個病
[00:03:08.000 --> 00:03:11.000]  她很喜歡咬自己,弄傷自己
[00:03:11.000 --> 00:03:17.000]  她覺得,當她咬傷的時候,有一種感覺令她很快樂
[00:03:17.000 --> 00:03:21.000]  所以,無緣無故她就傷,無緣無故她就傷
[00:03:21.000 --> 00:03:27.000]  醫生聽到之後,就發現她的腳是紮了紗布
[00:03:27.000 --> 00:03:30.000]  那些紗布是染了血水
[00:03:30.000 --> 00:03:33.000]  當她紮了紗布來看的時候
[00:03:33.000 --> 00:03:39.000]  就發現Tanya的腳可以扭轉
[00:03:39.000 --> 00:03:42.000]  全都爛了
[00:03:42.000 --> 00:03:44.000]  發炎
[00:03:44.000 --> 00:03:48.000]  嚇了她一跳
[00:03:48.000 --> 00:03:52.000]  原來,Tanya患上一種罕見的病
[00:03:52.000 --> 00:03:56.000]  那種病叫做Congenital Indifference to Pain
[00:03:56.000 --> 00:03:59.000]  就是天生不同值
[00:03:59.000 --> 00:04:04.000]  在今天的世界,大概有200萬人患上了這個病
[00:04:04.000 --> 00:04:07.000]  現在科學家就想研究一下
[00:04:07.000 --> 00:04:10.000]  怎樣令到一個人痛
[00:04:10.000 --> 00:04:12.000]  你會覺得奇怪
[00:04:12.000 --> 00:04:14.000]  不痛是一個病嗎?
[00:04:14.000 --> 00:04:16.000]  是啊
[00:04:16.000 --> 00:04:18.000]  如果你患上麻瘋病的時候
[00:04:18.000 --> 00:04:21.000]  其中一個特徵就是你不懂得痛
[00:04:21.000 --> 00:04:24.000]  因為麻瘋的病菌會侵襲你的腦細胞
[00:04:24.000 --> 00:04:26.000]  以致你不知道什麼是痛
[00:04:26.000 --> 00:04:29.000]  或者一個人是糖尿病
[00:04:29.000 --> 00:04:32.000]  很高深的糖尿病的時候
[00:04:32.000 --> 00:04:34.000]  也不知道是痛的
[00:04:34.000 --> 00:04:36.000]  不知道痛是一件很危險的事
[00:04:36.000 --> 00:04:40.000]  就好像一個國家完全沒有了防衛軍
[00:04:40.000 --> 00:04:43.000]  就好像三環市沒有了警察
[00:04:43.000 --> 00:04:45.000]  亂了
[00:04:45.000 --> 00:04:47.000]  你的身體沒有了痛症的時候
[00:04:47.000 --> 00:04:48.000]  就不懂得有警號
[00:04:48.000 --> 00:04:50.000]  告訴你你有些問題
[00:04:50.000 --> 00:04:53.000]  一個人怎麼做人有痛呢?
[00:04:53.000 --> 00:04:56.000]  痛其實是一件很寶貴的事
[00:04:56.000 --> 00:04:58.000]  所以Paul Brand就寫了一本書
[00:04:58.000 --> 00:05:03.000]  《The Pain that Nobody Wants to Give》
[00:05:03.000 --> 00:05:06.000]  他說是上帝的寶物
[00:05:06.000 --> 00:05:08.000]  但是沒有人喜歡
[00:05:08.000 --> 00:05:14.000]  原來痛是上帝給你一個很重要的防衛軍
[00:05:14.000 --> 00:05:16.000]  如果你不知道痛的時候
[00:05:16.000 --> 00:05:18.000]  你就不知道身體有問題
[00:05:18.000 --> 00:05:19.000]  當你有痛的時候
[00:05:19.000 --> 00:05:21.000]  是想告訴你你身體有問題
[00:05:21.000 --> 00:05:23.000]  你需要尋求醫治
[00:05:23.000 --> 00:05:26.000]  你需要去療理
[00:05:26.000 --> 00:05:29.000]  所以原來痛是一件很重要的事
[00:05:29.000 --> 00:05:30.000]  我就想一下
[00:05:30.000 --> 00:05:32.000]  一個人身體痛的時候
[00:05:32.000 --> 00:05:35.000]  他就會流血
[00:05:35.000 --> 00:05:37.000]  一個人心裡痛的時候
