
[00:00:00.000 --> 00:00:03.880]  我們空神學生現在差不多全球1600多個學生
[00:00:03.880 --> 00:00:07.360]  三年左右我們開始推動空神
[00:00:07.360 --> 00:00:09.880]  全國各省都有我們的學生
[00:00:09.880 --> 00:00:12.800]  包括西藏、新疆都有
[00:00:12.800 --> 00:00:15.440]  今年我們大概經過三年之後
[00:00:15.440 --> 00:00:18.640]  今年只有今年有200位學生畢業
[00:00:18.640 --> 00:00:20.680]  這些很多都是教會的全部人
[00:00:20.680 --> 00:00:21.760]  剛才你看到的
[00:00:21.760 --> 00:00:23.440]  有些是過去從來沒有訓練
[00:00:23.440 --> 00:00:25.440]  但是有教會需要他就出來做
[00:00:25.440 --> 00:00:28.400]  他們現在就參與這些神學訓練
[00:00:28.400 --> 00:00:32.040]  所以明年可能會有更多的神學生畢業
[00:00:32.040 --> 00:00:34.360]  我們供應他們有書有播放器
[00:00:34.360 --> 00:00:35.920]  我們還有一部平板電腦
[00:00:35.920 --> 00:00:38.200]  給一些可以用電腦的人學習
[00:00:38.200 --> 00:00:39.680]  學習得更加好
[00:00:39.680 --> 00:00:42.600]  所以也感謝全福堂過去的支持
[00:00:42.600 --> 00:00:45.400]  他們改的作業一年差不多6000份
[00:00:45.400 --> 00:00:48.160]  然後學生聚會250個
[00:00:48.160 --> 00:00:49.720]  我見過有同工
[00:00:49.720 --> 00:00:52.760]  你知道罰冠
[00:00:52.760 --> 00:00:54.640]  多數罰背部
[00:00:54.640 --> 00:00:55.720]  罰手
[00:00:56.720 --> 00:00:58.560]  因為做到
[00:00:58.560 --> 00:00:59.800]  我也改了一些作業
[00:00:59.800 --> 00:01:01.920]  最長一份10,000字一份
[00:01:01.920 --> 00:01:03.680]  你真的看到鬥雞眼
[00:01:03.680 --> 00:01:05.120]  但是你不改也不行
[00:01:05.120 --> 00:01:08.560]  因為學生很看重老師的評語
[00:01:08.560 --> 00:01:09.960]  所以一定要逐個字看
[00:01:09.960 --> 00:01:11.080]  很認真去改
[00:01:11.080 --> 00:01:12.040]  發給他們
[00:01:12.040 --> 00:01:13.480]  用電郵也好
[00:01:13.480 --> 00:01:14.800]  寄回去也好
[00:01:14.800 --> 00:01:16.720]  所以是很勞苦的工作
[00:01:16.720 --> 00:01:18.640]  但是很有意思的工作
[00:01:18.640 --> 00:01:20.640]  所以我自己覺得雖然是辛苦
[00:01:20.640 --> 00:01:22.880]  特別是用腦用神
[00:01:22.880 --> 00:01:26.520]  但是我覺得這些用腦用神是想不到的果後
[00:01:26.520 --> 00:01:30.160]  1,000多個學生可以代表可能過千間教會
[00:01:30.160 --> 00:01:32.080]  能夠服侍工人
[00:01:32.080 --> 00:01:33.640]  是一件真的很好的事
[00:01:33.640 --> 00:01:37.200]  所以我仍然很欣賞同工他們的勞苦
[00:01:37.200 --> 00:01:38.040]  所以也感謝你
[00:01:38.040 --> 00:01:39.000]  今次我是很特意
[00:01:39.000 --> 00:01:41.000]  來這裡是第一次來香港
[00:01:41.000 --> 00:01:43.200]  第一次來香港
[00:01:43.200 --> 00:01:44.040]  帶了一個嬰兒
[00:01:44.040 --> 00:01:45.280]  有機會你看看他的表情
[00:01:45.280 --> 00:01:46.480]  真的很可愛
[00:01:46.480 --> 00:01:47.520]  跟我差不多
[00:01:47.520 --> 00:01:49.840]  真的很可愛
[00:01:49.840 --> 00:01:50.600]  你看到這張照片
[00:01:50.600 --> 00:01:52.320]  真的很可愛
[00:01:52.320 --> 00:01:53.120]  真的很好
[00:01:53.120 --> 00:01:57.720]  我今次來是因為今年很忙
[00:01:57.720 --> 00:01:58.720]  因為空神真的很忙
[00:01:58.720 --> 00:01:59.840]  今年是第一年畢業
[00:01:59.840 --> 00:02:01.680]  所以很忙
[00:02:01.680 --> 00:02:03.360]  我寫書寫得慢
[00:02:03.360 --> 00:02:04.360]  雖然是慢
[00:02:04.360 --> 00:02:06.040]  明年我再回來的時候
[00:02:06.040 --> 00:02:08.400]  應該有三本新的小冊和兩本書
[00:02:08.400 --> 00:02:09.960]  現在正在賣
[00:02:09.960 --> 00:02:11.760]  希望大家也紀念
[00:02:11.760 --> 00:02:14.640]  因為我知道我對大陸人有負擔
[00:02:14.640 --> 00:02:16.160]  所以我將以前三本小冊
[00:02:16.160 --> 00:02:17.840]  《一生何求順事有緣回家》
[00:02:17.840 --> 00:02:18.880]  出了簡體版
[00:02:18.880 --> 00:02:19.680]  有個盒子
[00:02:20.040 --> 00:02:21.600]  所以我們很多國內同胞
[00:02:21.600 --> 00:02:22.880]  或者你回中國工作
[00:02:22.880 --> 00:02:24.480]  你將這些小冊送給他們
[00:02:24.480 --> 00:02:25.920]  不是說不懂看繁體字
[00:02:25.920 --> 00:02:26.800]  看得舒服一點
[00:02:26.800 --> 00:02:30.480]  另外《人生隨不再版》
[00:02:30.480 --> 00:02:31.120]  現在出了
[00:02:31.120 --> 00:02:32.120]  有簡繁體
[00:02:32.120 --> 00:02:32.880]  也在後面
[00:02:32.880 --> 00:02:34.280]  新的是這個
[00:02:34.280 --> 00:02:36.400]  但是後面我想是少於十盒
[00:02:36.400 --> 00:02:39.040]  叫做《四福音悼論》
[00:02:39.040 --> 00:02:40.480]  是我今年年初說的
[00:02:40.480 --> 00:02:42.200]  如果賣光了
[00:02:42.200 --> 00:02:43.160]  它是可以訂的
[00:02:43.160 --> 00:02:46.920]  10月希望可以送來教會給大家
[00:02:46.920 --> 00:02:48.440]  我就大致上是這樣
[00:02:49.880 --> 00:02:50.720]  最後提一提
[00:02:50.720 --> 00:02:52.440]  剛才有位弟兄和我聊天
[00:02:52.440 --> 00:02:53.880]  我又開心又不開心
[00:02:53.880 --> 00:02:55.440]  為什麼我開心呢
[00:02:55.440 --> 00:02:57.080]  他說他真的很好
[00:02:57.080 --> 00:02:59.400]  他說你累但是看不出來
[00:02:59.400 --> 00:03:01.240]  第二句我就不是很開心
[00:03:01.240 --> 00:03:02.720]  他說你瘦了我又看不出來
[00:03:02.720 --> 00:03:08.600]  我是瘦了一點的
[00:03:08.600 --> 00:03:10.400]  他居然看不出來
[00:03:10.400 --> 00:03:13.600]  你說做人還有什麼意思呢
[00:03:13.600 --> 00:03:15.560]  這麼辛苦
[00:03:15.560 --> 00:03:17.200]  居然看不出來
[00:03:18.400 --> 00:03:19.040]  不要緊
[00:03:19.040 --> 00:03:20.400]  我原諒他
[00:03:20.400 --> 00:03:21.840]  好
[00:03:21.840 --> 00:03:22.720]  我們先祈禱
[00:03:22.720 --> 00:03:26.880]  天父我們將這一刻的時間帶到恩主的面前
[00:03:26.880 --> 00:03:29.360]  孩子真的很感謝主
[00:03:29.360 --> 00:03:32.720]  雖然我們有在加拿大
[00:03:32.720 --> 00:03:33.360]  在中國
[00:03:33.360 --> 00:03:34.080]  在香港
[00:03:34.080 --> 00:03:35.840]  但是都是同一位主
[00:03:35.840 --> 00:03:36.640]  同一位神
[00:03:36.640 --> 00:03:38.080]  屬於神的家
[00:03:38.080 --> 00:03:41.360]  我們感謝主讓我們有不同的方面來配搭
[00:03:41.360 --> 00:03:44.320]  以致能夠好好地來建立神的教會
[00:03:44.320 --> 00:03:46.160]  我們求尊你恩代以下的時間
[00:03:46.160 --> 00:03:47.680]  因為當你打開整個話語
[00:03:47.760 --> 00:03:49.480]  求你建造我們的生命
[00:03:49.480 --> 00:03:50.840]  求你塑造我們的生命
[00:03:50.840 --> 00:03:52.560]  讓我們更加像我們的主
[00:03:52.560 --> 00:03:54.160]  更加愛我們的主
[00:03:54.160 --> 00:03:55.680]  更加能夠彰顯我們的主
[00:03:55.680 --> 00:03:56.920]  求你帶領一下時間
[00:03:56.920 --> 00:03:58.720]  幫助我們聆聽你的話語
[00:03:58.720 --> 00:04:00.200]  又遵行你的話語
[00:04:00.200 --> 00:04:02.840]  聽我們去禱告奉耶穌的名祈禱
[00:04:02.840 --> 00:04:03.440]  阿們
[00:04:03.440 --> 00:04:07.160]  這次來《起全腹堂》是三天五六天
[00:04:07.160 --> 00:04:08.480]  講約翰一書
[00:04:08.480 --> 00:04:10.560]  有八個小時
[00:04:10.560 --> 00:04:11.880]  已經講了五個小時了
[00:04:11.880 --> 00:04:14.160]  明天還有三個小時就講完了
[00:04:14.600 --> 00:04:16.280]  一開始跟容牧師商量
[00:04:16.280 --> 00:04:17.840]  希望能夠集中
[00:04:17.840 --> 00:04:19.760]  講完五六
[00:04:19.760 --> 00:04:20.720]  講完它
[00:04:20.720 --> 00:04:23.040]  星期日下午可以坐五點班機
[00:04:23.040 --> 00:04:24.280]  飛回多倫多
[00:04:24.280 --> 00:04:27.080]  但是容牧師怕弟兄姐妹辛苦
[00:04:27.080 --> 00:04:27.560]  不是
[00:04:27.560 --> 00:04:28.760]  他說怕我辛苦
[00:04:28.760 --> 00:04:30.560]  可能拉開一點比較好
[00:04:30.560 --> 00:04:33.160]  但是拉開一點迫使我要星期一才走
[00:04:33.160 --> 00:04:34.960]  你知道後果如何嗎?
[00:04:34.960 --> 00:04:36.400]  就是我中秋節
[00:04:36.400 --> 00:04:38.440]  在香港
[00:04:38.440 --> 00:04:39.880]  回不了家
[00:04:39.880 --> 00:04:41.840]  但是我不是怨
[00:04:41.840 --> 00:04:43.800]  我只是告訴大家而已
[00:04:44.440 --> 00:04:46.120]  但是有人送了月餅給我
[00:04:46.120 --> 00:04:47.560]  不過是危害健康的
[00:04:47.560 --> 00:04:49.560]  我會盡量吃
[00:04:49.560 --> 00:04:52.280]  但是不會吃得完
[00:04:52.280 --> 00:04:54.200]  我總共收了三盒月餅
[00:04:54.200 --> 00:04:55.680]  所以
[00:04:55.680 --> 00:04:57.280]  希望大家紀念我的身體
[00:04:57.280 --> 00:04:58.520]  因為相當危險
[00:04:58.520 --> 00:05:00.160]  我很喜歡吃月餅
[00:05:00.160 --> 00:05:01.600]  有時候我生日
[00:05:01.600 --> 00:05:02.560]  因為我生日是9月
[00:05:02.560 --> 00:05:04.560]  我是農曆8月13日
[00:05:04.560 --> 00:05:07.000]  所以我很多時候慶祝生日
[00:05:07.000 --> 00:05:08.720]  自己買個月餅慢慢吃
[00:05:08.720 --> 00:05:10.800]  這件事已經戒了很多年了
[00:05:11.120 --> 00:05:13.880]  今年可能要重新做一次
[00:05:13.880 --> 00:05:15.320]  拿著月餅慢慢吃
[00:05:15.320 --> 00:05:16.280]  OK
[00:05:16.280 --> 00:05:17.160]  今天講的題目
[00:05:17.160 --> 00:05:19.280]  所以我在《約翰一書》特地講
[00:05:19.280 --> 00:05:20.440]  有兩個主題
[00:05:20.440 --> 00:05:21.920]  神就是光
[00:05:21.920 --> 00:05:23.360]  神就是愛
[00:05:23.360 --> 00:05:24.960]  兩個很大的主題
[00:05:24.960 --> 00:05:26.720]  所以今次我預備兩篇講章
[00:05:26.720 --> 00:05:27.520]  一篇就是
[00:05:27.520 --> 00:05:29.560]  神就是光是星期六講的
[00:05:29.560 --> 00:05:30.960]  一篇就是明天講的
[00:05:30.960 --> 00:05:32.720]  叫做神就是愛
[00:05:32.720 --> 00:05:33.520]  這兩篇
[00:05:33.520 --> 00:05:35.800]  《約翰一書》第一章第五節
[00:05:35.800 --> 00:05:38.080]  到第二章第十一節
[00:05:38.920 --> 00:05:40.640]  教會將經文打出來
[00:05:40.640 --> 00:05:41.760]  一邊講的時候
[00:05:41.760 --> 00:05:43.920]  請大家留意手上的聖經
[00:05:43.920 --> 00:05:47.920]  或者打上銀幕上的經文
[00:05:47.920 --> 00:05:50.960]  神就是光
[00:05:50.960 --> 00:05:54.240]  我們知道光和黑暗是一個對比
[00:05:54.240 --> 00:05:56.360]  二者互不相干
[00:05:56.360 --> 00:05:57.720]  不能並存
[00:05:57.720 --> 00:06:00.080]  哥林德後書第六章十四節說
[00:06:00.080 --> 00:06:02.840]  光明和黑暗有什麼相通呢?
[00:06:02.840 --> 00:06:05.040]  但是今天我們發現很多人
[00:06:05.040 --> 00:06:05.880]  不斷地說
[00:06:05.880 --> 00:06:07.800]  光明和黑暗是相通的
[00:06:07.800 --> 00:06:09.720]  我們發現很多時候人
[00:06:09.720 --> 00:06:11.200]  光暗不分
[00:06:11.200 --> 00:06:12.640]  以光為暗
[00:06:12.640 --> 00:06:14.040]  以暗為光
[00:06:14.040 --> 00:06:15.360]  有一個網站
[00:06:15.360 --> 00:06:16.400]  有些人應該知道
[00:06:16.400 --> 00:06:18.520]  這個網站叫做Ashley Medicine
[00:06:18.520 --> 00:06:19.840]  知道嗎?
[00:06:19.840 --> 00:06:21.640]  沒有人知道?
[00:06:21.640 --> 00:06:24.000]  這個網站說什麼呢?
[00:06:24.000 --> 00:06:24.880]  它的會員
[00:06:24.880 --> 00:06:28.240]  多到3850萬零500
[00:06:28.240 --> 00:06:29.720]  就是我上網查的時候
[00:06:29.720 --> 00:06:32.600]  當時有3800萬會員
[00:06:32.600 --> 00:06:35.400]  是相當多的會員
[00:06:35.400 --> 00:06:38.800]  等於香港幾倍的總人口
[00:06:38.800 --> 00:06:40.840]  這個網站是做什麼的呢?
[00:06:40.840 --> 00:06:45.320]  就是幫助會員發展一夜情或者婚外情
[00:06:45.320 --> 00:06:49.800]  你相不相信有這樣的會呢?
[00:06:49.800 --> 00:06:51.960]  這個叫做Ashley Medicine
[00:06:51.960 --> 00:06:54.920]  所以你發現最近有些黑客侵入
[00:06:54.920 --> 00:06:56.440]  公佈名單
[00:06:56.440 --> 00:06:57.800]  搞到有些人要自殺
[00:06:57.800 --> 00:07:00.760]  因為被人知道這些醜事
[00:07:00.760 --> 00:07:03.800]  多倫多有位牧師跟我說
[00:07:03.800 --> 00:07:05.240]  他說在教會有一次講道
[00:07:05.360 --> 00:07:06.560]  跟青年人講道
[00:07:06.560 --> 00:07:07.520]  講什麼呢?
[00:07:07.520 --> 00:07:09.760]  就是盼望青年人在結婚之前
[00:07:09.760 --> 00:07:11.000]  不要越軌
[00:07:11.000 --> 00:07:12.720]  不要同居
[00:07:12.720 --> 00:07:15.200]  不要發生婚前性行為
[00:07:15.200 --> 00:07:20.200]  講完之後居然有青年人過去要求牧者跟他們道歉
[00:07:20.200 --> 00:07:21.240]  講什麼呢?
[00:07:21.240 --> 00:07:23.000]  他說你侵犯了我們的人權
[00:07:23.000 --> 00:07:25.360]  在多倫多
[00:07:25.360 --> 00:07:26.520]  我不知道香港有沒有
[00:07:26.520 --> 00:07:30.160]  有時候我們發現很多時候人的生活當中
[00:07:30.160 --> 00:07:31.840]  光暗不分的時候
[00:07:31.840 --> 00:07:32.920]  以光為暗
[00:07:32.920 --> 00:07:34.120]  以暗為光
[00:07:34.400 --> 00:07:37.240]  如何在黑暗世代中如明光照耀呢?
[00:07:37.240 --> 00:07:39.080]  可以出於污泥而不染
[00:07:39.080 --> 00:07:40.280]  如何做到呢?
[00:07:40.280 --> 00:07:41.920]  我們看看多倫多書第一章
[00:07:41.920 --> 00:07:45.840]  第一章第五節到第十一節中
[00:07:45.840 --> 00:07:48.280]  裡面總共有十次講到弱
[00:07:48.280 --> 00:07:49.400]  講到弱
[00:07:49.400 --> 00:07:51.040]  或者是如果
[00:07:51.040 --> 00:07:52.480]  五次是好的
[00:07:52.480 --> 00:07:53.920]  五次是不好的
[00:07:53.920 --> 00:07:56.160]  你跟著我看的時候
[00:07:56.160 --> 00:07:58.080]  第一章第六節
[00:07:58.080 --> 00:07:58.960]  他說
[00:07:58.960 --> 00:08:01.160]  "若說是與神相交"
