
[00:00:00.000 --> 00:00:05.880]  不知道大家有沒有去過聖地
[00:00:05.880 --> 00:00:08.960]  我1995年第一次去聖地
[00:00:08.960 --> 00:00:12.800]  我去完之後就愛上了這片地圖
[00:00:12.800 --> 00:00:19.200]  我愛上這片地圖主要原因不是因為氣候比其他地方好
[00:00:19.200 --> 00:00:24.080]  也不是因為其他地方的政局平穩
[00:00:24.080 --> 00:00:32.160]  有人問我等聖地政局比較穩定我才去
[00:00:32.160 --> 00:00:36.160]  我說我想你不用去
[00:00:36.160 --> 00:00:38.640]  因為永遠都不會平穩
[00:00:38.640 --> 00:00:42.640]  總而言之總是有些事情在搞
[00:00:42.640 --> 00:00:46.000]  所以我們去慣了就知道
[00:00:46.000 --> 00:00:50.320]  其實在不平穩的地方我們知道怎樣走
[00:00:50.320 --> 00:00:56.080]  我們可以避開那些沒需要被我們遇到的事
[00:00:56.080 --> 00:01:00.800]  為什麼我愛上了這片地圖
[00:01:00.800 --> 00:01:05.360]  為什麼我又不斷地帶人去這片地圖呢
[00:01:05.360 --> 00:01:13.360]  主要原因是因為我們的神在這片地圖上行過祂大能的作為
[00:01:13.360 --> 00:01:21.360]  因為這片地圖我救主耶穌在這留下了很多腳踪
[00:01:21.360 --> 00:01:26.160]  所以當我走的時候和我走普通的地方很不一樣
[00:01:26.160 --> 00:01:32.320]  當我去的時候我會心裏有一種振奮激動
[00:01:32.320 --> 00:01:38.720]  你知道有些人一進入赫西瑪利園就流眼淚
[00:01:38.720 --> 00:01:43.840]  你沒有去到一個很陌生的地方
[00:01:43.840 --> 00:01:47.680]  而你忽然間心裏有很大的觸動
[00:01:47.680 --> 00:01:49.600]  就只有聖地
[00:01:49.600 --> 00:01:55.360]  因為我們和聖經已經有了一種關係
[00:01:55.360 --> 00:02:01.120]  因為父神和主耶穌基督的恩情的感召
[00:02:01.120 --> 00:02:06.880]  所以在這個地方我們經常會遇到一些觸碰我們心靈
[00:02:06.880 --> 00:02:10.080]  振奮我們靈命的地方
[00:02:10.080 --> 00:02:17.280]  特別在加利利海我經常會帶頂子坐這種船
[00:02:17.280 --> 00:02:20.640]  這種船其實不是耶穌時代的船
[00:02:20.640 --> 00:02:24.160]  耶穌時代的船只能坐15人左右
[00:02:24.160 --> 00:02:29.120]  他們12個加上耶穌13個就差不多剛剛好
[00:02:29.120 --> 00:02:35.040]  所以他們在大風浪的時候就會感覺到喪命
[00:02:35.040 --> 00:02:37.280]  因為船太小
[00:02:37.280 --> 00:02:43.600]  坐這種船有這麼多風浪我們都不怕
[00:02:43.600 --> 00:02:46.720]  就算大風大浪我們都不怕
[00:02:46.720 --> 00:02:52.080]  不過遊客心態和命都很重要
[00:02:52.080 --> 00:02:57.840]  所以我們平時如果真的大風大浪我們就不會出去
[00:02:57.840 --> 00:03:05.200]  在這裡我們會到加利利海的中心停下來
[00:03:05.200 --> 00:03:07.840]  我們在那裡講道
[00:03:07.840 --> 00:03:11.760]  講耶穌基督在加利利海做過的一些神蹟
[00:03:11.760 --> 00:03:16.560]  我們也給大家一點時間可以安靜
[00:03:16.560 --> 00:03:23.840]  我曾經在加利利海的船上向神祈禱
[00:03:23.840 --> 00:03:27.600]  特別我要開這個聖賢廣道研究學院的時候
[00:03:27.600 --> 00:03:32.480]  在開這個學院之前我就在加利利海
[00:03:32.480 --> 00:03:34.880]  我求神說神啊
[00:03:34.880 --> 00:03:37.600]  現在這個擔子在我的身上
[00:03:37.600 --> 00:03:42.320]  我求神你昔日怎樣帶領彼得走在海面上
[00:03:42.320 --> 00:03:46.320]  那一股能力讓彼得那種信心支取你的能力
[00:03:46.320 --> 00:03:51.920]  今天讓你也在我的生命當中賜給我這份信心
[00:03:51.920 --> 00:03:56.640]  可以應戰超乎我能力所能擔當的挑戰
[00:03:56.640 --> 00:04:01.120]  另外一個地方就是加拿大婚宴堂
[00:04:01.120 --> 00:04:04.480]  大家應該知道
[00:04:04.480 --> 00:04:07.360]  是紀念主耶穌基督在這裡隨便走
[00:04:07.360 --> 00:04:08.800]  在婚禮上
[00:04:08.800 --> 00:04:13.280]  經常我們在這個地方會有額外的活動
[00:04:13.280 --> 00:04:22.560]  讓一些有心在加拿大婚宴堂重訂婚文的夫婦報名
[00:04:22.560 --> 00:04:29.200]  經常我們會有四五對
[00:04:29.200 --> 00:04:31.520]  最少兩三對
