
[00:00:00.000 --> 00:00:05.000]  雲霧人生
[00:00:05.000 --> 00:00:07.000]  當我一路預備的時候
[00:00:07.000 --> 00:00:09.000]  我就加多一個副題
[00:00:09.000 --> 00:00:14.000]  就是年終盤點迎接新年
[00:00:14.000 --> 00:00:16.000]  我見到盤點
[00:00:16.000 --> 00:00:18.000]  因為前幾個禮拜我走過某個商場
[00:00:18.000 --> 00:00:20.000]  就想去一間書店裏面
[00:00:20.000 --> 00:00:22.000]  去看看書
[00:00:22.000 --> 00:00:24.000]  那是日間來的 兩點鐘左右
[00:00:24.000 --> 00:00:26.000]  誰知一去到就亮燈了
[00:00:26.000 --> 00:00:28.000]  不過就見到掛著一個牌
[00:00:28.000 --> 00:00:30.000]  什麼牌 就是盤點
[00:00:30.000 --> 00:00:32.000]  就是盤點
[00:00:32.000 --> 00:00:34.000]  Stop ticking
[00:00:34.000 --> 00:00:36.000]  休息一天
[00:00:36.000 --> 00:00:39.000]  盤點很多時候都是公司會做的
[00:00:39.000 --> 00:00:42.000]  但發覺在北美或者外地
[00:00:42.000 --> 00:00:46.000]  用英文都要形容生意
[00:00:46.000 --> 00:00:48.000]  用business這個字
[00:00:48.000 --> 00:00:52.000]  有一天聽了一個人的演講
[00:00:52.000 --> 00:00:54.000]  他就說了一句說話
[00:00:54.000 --> 00:00:57.000]  I just sat down minding my own business
[00:00:57.000 --> 00:00:59.000]  And suddenly there is a man sitting
[00:00:59.000 --> 00:01:01.000]  他在說什麼呢
[00:01:01.000 --> 00:01:03.000]  他是不是在說他在做生意呢
[00:01:03.000 --> 00:01:05.000]  你猜他在做什麼呢
[00:01:05.000 --> 00:01:07.000]  原來他那時候
[00:01:07.000 --> 00:01:09.000]  就是準備坐在餐廳裏
[00:01:09.000 --> 00:01:11.000]  準備吃飯
[00:01:11.000 --> 00:01:13.000]  原來吃飯呢
[00:01:13.000 --> 00:01:16.000]  他們都會用business來形容
[00:01:16.000 --> 00:01:20.000]  他就說他在顧自己的生意
[00:01:20.000 --> 00:01:23.000]  聖經怎樣說呢
[00:01:23.000 --> 00:01:26.000]  在《雅各書》四章十四節下
[00:01:26.000 --> 00:01:29.000]  他說你們的生命是什麼呢
[00:01:29.000 --> 00:01:32.000]  你們原來是一片雲霧
[00:01:32.000 --> 00:01:35.000]  出現小時就不見了
[00:01:35.000 --> 00:01:37.000]  出現小時呢
[00:01:37.000 --> 00:01:39.000]  在新漢語譯本譯做
[00:01:39.000 --> 00:01:41.000]  出現瞬間
[00:01:41.000 --> 00:01:43.000]  就是閃一閃
[00:01:43.000 --> 00:01:45.000]  出了出 沒了
[00:01:45.000 --> 00:01:49.000]  然後在《伯記七章》七節裏說
[00:01:49.000 --> 00:01:52.000]  求你想念我的生命
[00:01:52.000 --> 00:01:55.000]  不過是一口氣
[00:01:55.000 --> 00:01:57.000]  即是怎樣呢
[00:01:57.000 --> 00:01:59.000]  即是戲呢
[00:01:59.000 --> 00:02:01.000]  有人有長有短
[00:02:01.000 --> 00:02:03.000]  即是你長氣一點就長命一點
[00:02:03.000 --> 00:02:05.000]  即是有時戲
[00:02:05.000 --> 00:02:07.000]  譬如說哼一個音
[00:02:07.000 --> 00:02:09.000]  鬥長氣
[00:02:09.000 --> 00:02:11.000]  這裏約伯就說
[00:02:11.000 --> 00:02:14.000]  我生命都自一口氣
[00:02:14.000 --> 00:02:17.000]  在詩篇一百零三篇
[00:02:17.000 --> 00:02:19.000]  十五到十六節
[00:02:19.000 --> 00:02:21.000]  他說至於世人
[00:02:21.000 --> 00:02:23.000]  他的年日好像草一樣
[00:02:23.000 --> 00:02:25.000]  望如野地的花
[00:02:25.000 --> 00:02:28.000]  驚風一吹便歸無有
[00:02:28.000 --> 00:02:32.000]  他的遠處也不再認識他
[00:02:32.000 --> 00:02:35.000]  好像花好像草
[00:02:35.000 --> 00:02:38.000]  即是可能我們今天的花都很漂亮
[00:02:38.000 --> 00:02:40.000]  有些很特別
[00:02:40.000 --> 00:02:42.000]  不同顏色的聖誕花
[00:02:42.000 --> 00:02:44.000]  聖誕花是什麼顏色
[00:02:44.000 --> 00:02:46.000]  聖誕花是什麼顏色
[00:02:46.000 --> 00:02:49.000]  你有機會來看清楚一點
[00:02:49.000 --> 00:02:51.000]  聖誕花不是紅色
[00:02:51.000 --> 00:02:53.000]  聖誕葉是紅色
[00:02:53.000 --> 00:02:55.000]  一般的聖誕葉是紅色
[00:02:55.000 --> 00:02:57.000]  現在還有些
[00:02:57.000 --> 00:02:59.000]  兄姐妹找到不同顏色的葉
[00:02:59.000 --> 00:03:02.000]  但花是黃色
[00:03:02.000 --> 00:03:04.000]  你留意一下
[00:03:04.000 --> 00:03:06.000]  很漂亮的花
[00:03:06.000 --> 00:03:07.000]  很漂亮
[00:03:07.000 --> 00:03:09.000]  但可能很快
[00:03:09.000 --> 00:03:11.000]  又凋謝了
[00:03:11.000 --> 00:03:14.000]  中國也有個名人
[00:03:14.000 --> 00:03:16.000]  蘇軾說過以下說話
[00:03:16.000 --> 00:03:18.000]  他說浮名浮利
[00:03:18.000 --> 00:03:20.000]  虛浮勞神
[00:03:20.000 --> 00:03:22.000]  嘆駒中驅
[00:03:22.000 --> 00:03:24.000]  石中火
[00:03:24.000 --> 00:03:26.000]  夢中身
[00:03:26.000 --> 00:03:28.000]  什麼意思呢
[00:03:28.000 --> 00:03:30.000]  名利也是虛浮
[00:03:30.000 --> 00:03:32.000]  沒理由很勞苦
[00:03:32.000 --> 00:03:35.000]  很傷神地追求名利
[00:03:35.000 --> 00:03:38.000]  他說時間快到像一隻馬
[00:03:38.000 --> 00:03:40.000]  在石駒那裡
[00:03:40.000 --> 00:03:42.000]  一跑就過
[00:03:42.000 --> 00:03:44.000]  或者像石頭撞擊
[00:03:44.000 --> 00:03:46.000]  有些火花一閃
[00:03:46.000 --> 00:03:48.000]  又或者
[00:03:48.000 --> 00:03:50.000]  好像做夢的你
[00:03:50.000 --> 00:03:52.000]  一會兒就做完了
[00:03:52.000 --> 00:03:56.000]  究竟你怎樣看人生呢
[00:03:56.000 --> 00:03:58.000]  通常去到年尾
[00:03:58.000 --> 00:04:00.000]  人們怎樣形容時間過得快呢
[00:04:00.000 --> 00:04:06.000]  眨眼就過了
[00:04:06.000 --> 00:04:08.000]  回顧好像一年前
[00:04:08.000 --> 00:04:11.000]  還好像歷歷在目
[00:04:11.000 --> 00:04:14.000]  但又這樣一年了
[00:04:14.000 --> 00:04:17.000]  我們怎樣看人生呢
[00:04:17.000 --> 00:04:20.000]  在亞國書我們一起思考
[00:04:20.000 --> 00:04:23.000]  讓我們更加了解
[00:04:23.000 --> 00:04:27.000]  更加能夠過到精彩的人生
[00:04:27.000 --> 00:04:30.000]  剛才第一個字是讀什麼
[00:04:30.000 --> 00:04:32.000]  唉
[00:04:32.000 --> 00:04:34.000]  真的不是很好
[00:04:34.000 --> 00:04:36.000]  如果查字典
[00:04:36.000 --> 00:04:42.000]  就是讀機械的械的音
[00:04:42.000 --> 00:04:45.000]  你怎樣理解這節經文呢
[00:04:45.000 --> 00:04:47.000]  要看多幾節才能明白
[00:04:47.000 --> 00:04:51.000]  背後所謂的語境是什麼意思
[00:04:51.000 --> 00:04:53.000]  用感嘆詞也對
[00:04:53.000 --> 00:04:55.000]  唉
[00:04:55.000 --> 00:04:57.000]  或者
[00:04:57.000 --> 00:04:59.000]  你聽到這個音嗎
[00:04:59.000 --> 00:05:01.000]  哼
[00:05:01.000 --> 00:05:03.000]  哼是什麼呢
[00:05:03.000 --> 00:05:05.000]  你見到一些很感嘆
[00:05:05.000 --> 00:05:07.000]  或者說竟然說這些
[00:05:07.000 --> 00:05:09.000]  說什麼呢
[00:05:09.000 --> 00:05:11.000]  你們有人說
[00:05:11.000 --> 00:05:16.000]  今天明天我們要往某個城裡去
[00:05:16.000 --> 00:05:18.000]  在那裡住一年
[00:05:18.000 --> 00:05:20.000]  做買賣得利
[00:05:20.000 --> 00:05:22.000]  那一字唉
[00:05:22.000 --> 00:05:24.000]  另一個譯本就說
[00:05:24.000 --> 00:05:26.000]  注意
[00:05:26.000 --> 00:05:29.000]  請留意這個人說什麼
[00:05:29.000 --> 00:05:32.000]  這個人說了他的計劃
[00:05:32.000 --> 00:05:34.000]  他的大計
[00:05:34.000 --> 00:05:36.000]  在NIV的譯本說
[00:05:36.000 --> 00:05:38.000]  Now listen
[00:05:38.000 --> 00:05:40.000]  Tomorrow
[00:05:40.000 --> 00:05:42.000]  We will go to this and that city
[00:05:42.000 --> 00:05:44.000]  Spend a year there
[00:05:44.000 --> 00:05:46.000]  Carry on business
[00:05:46.000 --> 00:05:48.000]  他們要在那裡做生意
[00:05:48.000 --> 00:05:50.000]  做生意為了什麼
[00:05:50.000 --> 00:05:52.000]  賺錢
