
[00:00:00.000 --> 00:00:07.000]  很多人當認識我之後
[00:00:07.000 --> 00:00:11.000]  很快就會問我一條問題
[00:00:11.000 --> 00:00:17.000]  黃牧師你搞什麼活動
[00:00:17.000 --> 00:00:22.000]  什麼團契
[00:00:22.000 --> 00:00:30.000]  或者有什麼其他的聯誼活動呢
[00:00:30.000 --> 00:00:34.000]  首先我要澄清一點
[00:00:34.000 --> 00:00:38.000]  問這條問題沒有什麼問題
[00:00:38.000 --> 00:00:40.000]  不是什麼犯罪問題
[00:00:40.000 --> 00:00:42.000]  如果你認識我是某間教會的牧者
[00:00:42.000 --> 00:00:47.000]  你問這條問題也是自然不告的問題
[00:00:47.000 --> 00:00:53.000]  不過這條問題正正反映出一個情況
[00:00:53.000 --> 00:01:01.000]  一般人認為教會都是由一些活動去組成的
[00:01:01.000 --> 00:01:08.000]  宗教團體就是要為了搞宗教活動而存在
[00:01:08.000 --> 00:01:22.000]  這種傳統甚至很牢固的思想是長期留在很多人的心上
[00:01:22.000 --> 00:01:36.000]  還有一件事就是今天絕多數人都認為教會甚至宗教團體都是為了慈善活動而存在
[00:01:36.000 --> 00:01:41.000]  因為這些都是好人
[00:01:41.000 --> 00:01:45.000]  所以這些好人存在教會當中
[00:01:45.000 --> 00:01:51.000]  就能夠讓他們一起去做多點好事
[00:01:51.000 --> 00:02:02.000]  好事對於一般人來講就是他們在這個世界上能夠做過多少慈慰的工作
[00:02:02.000 --> 00:02:13.000]  而不少信徒教會也以這種成為他們以為侍奉神的一個基礎
[00:02:13.000 --> 00:02:22.000]  但當我們回頭看耶穌在聖經當中對於教會的啟示的時候
[00:02:22.000 --> 00:02:26.000]  耶穌所指出的不是做什麼事
[00:02:26.000 --> 00:02:29.000]  或者做什麼事工
[00:02:29.000 --> 00:02:43.000]  當我們明白到耶穌的啟示和工作和我們今天所信的對教會和宗教的看法有這麼大的分別的時候
[00:02:43.000 --> 00:02:47.000]  我們就可以再仔細去問一下
[00:02:47.000 --> 00:02:51.000]  究竟我們的信是建基什麼
[00:02:51.000 --> 00:02:55.000]  我們參加教會是為了什麼目的
[00:02:55.000 --> 00:02:58.000]  我就比較直接的說
[00:02:58.000 --> 00:03:05.000]  通常人們如果問到我關於馬來西亞浸信會有什麼活動事工的時候
[00:03:05.000 --> 00:03:08.000]  我會很放膽的跟他們說
[00:03:08.000 --> 00:03:17.000]  我們教會只得上帝的說話和一同在上帝的裡面仰望的敬拜
[00:03:17.000 --> 00:03:25.000]  至於團契或者你所指的慈惠事工
[00:03:25.000 --> 00:03:31.000]  很多時候我們教會都不是用這種形式去運作的
[00:03:31.000 --> 00:03:35.000]  雖然我們間中會有一個聯誼的活動
[00:03:35.000 --> 00:03:38.000]  例如有愛言
[00:03:38.000 --> 00:03:42.000]  以前我們可能會有一個月聚在一起
[00:03:42.000 --> 00:03:48.000]  大家一起來分享大家用廣東話說的比較貼切的
[00:03:48.000 --> 00:03:51.000]  分享大家的手藝小菜
[00:03:51.000 --> 00:03:57.000]  看看大家將最好的廚藝和大家分享
[00:03:57.000 --> 00:04:00.000]  或者我們有時候有些戶外活動
[00:04:00.000 --> 00:04:03.000]  我們間中也會去行山
[00:04:03.000 --> 00:04:08.000]  去旅遊等等
[00:04:08.000 --> 00:04:09.000]  這些不多
[00:04:09.000 --> 00:04:12.000]  總的來說
[00:04:12.000 --> 00:04:18.000]  馬來西亞浸信會的基礎是以學習主的道理
[00:04:18.000 --> 00:04:21.000]  明白上帝的心思意念
[00:04:21.000 --> 00:04:25.000]  然後幫助大家在平日生活的見證
[00:04:25.000 --> 00:04:30.000]  這是我們教會馬來西亞的做法
[00:04:30.000 --> 00:04:31.000]  或者宗旨
[00:04:31.000 --> 00:04:35.000]  也是我從第一天開始侍奉的時候的原則
[00:04:35.000 --> 00:04:43.000]  我們是為了將上帝的說話來建造上帝的教會
[00:04:43.000 --> 00:04:47.000]  所以當我們在忙碌的生活裡
[00:04:47.000 --> 00:04:49.000]  我強調的一點就是
[00:04:49.000 --> 00:04:57.000]  為什麼教會盡量減少很多事工而成為大家的負擔呢?
[00:04:57.000 --> 00:04:59.000]  因為教會不是想大家
[00:04:59.000 --> 00:05:03.000]  於是乎你就可以少做一點
[00:05:03.000 --> 00:05:10.000]  雖然虔誠到可以有很多教會認為參加多少事工來量度
[00:05:10.000 --> 00:05:13.000]  以往是不用用這條尺去量度
[00:05:13.000 --> 00:05:16.000]  但是你所騰出來的時間心力
[00:05:16.000 --> 00:05:24.000]  其實是用來希望你和家人和朋友
[00:05:24.000 --> 00:05:30.000]  或者和你某種特定的原因相會
[00:05:30.000 --> 00:05:37.000]  然後藉此將基督的信向他們作出見證
[00:05:37.000 --> 00:05:40.000]  是為這件事而去預備的
[00:05:40.000 --> 00:05:46.000]  所以教會很多時候如果只是著重於事工
[00:05:46.000 --> 00:05:53.000]  或者甚至使用到很多煩擾人多到不堪的活動
[00:05:53.000 --> 00:05:57.000]  充斥在教會不同的環節裡
[00:05:57.000 --> 00:06:05.000]  這種做法反而可能成為了信徒在靈性上的誤導
[00:06:05.000 --> 00:06:12.000]  並且可能使信徒迷失在這些煩擾多的活動中
[00:06:12.000 --> 00:06:15.000]  以為自己是很屬靈
[00:06:15.000 --> 00:06:24.000]  但誰不知只不過是一些屬靈為題材或者藉口的圍爐活動
[00:06:24.000 --> 00:06:26.000]  什麼叫圍爐活動呢?
[00:06:26.000 --> 00:06:30.000]  大家一起圍著爐打下火鍋開心下吃餐
[00:06:30.000 --> 00:06:32.000]  這種心態
[00:06:32.000 --> 00:06:34.000]  教會不是這樣運作的
[00:06:34.000 --> 00:06:37.000]  而今天我們看這段聖經
[00:06:37.000 --> 00:06:41.000]  我們將會遇見一個年青人
[00:06:41.000 --> 00:06:49.000]  這個年青人可以說是和今天教會不斷塑造出來的信徒很相似
[00:06:49.000 --> 00:06:59.000]  因為他的心思意念也和我們今天很多教會塑造出來的教徒很類似
[00:06:59.000 --> 00:07:06.000]  而他的問題是他陷入了一個屬靈的深淵裡
[00:07:06.000 --> 00:07:10.000]  但他仍然不知道自己在這個深淵當中
[00:07:10.000 --> 00:07:12.000]  而在今天這段經文裡
[00:07:12.000 --> 00:07:18.000]  耶穌嘗試幫助這個年青人走出這個屬靈的深淵
[00:07:18.000 --> 00:07:20.000]  結果如何呢?
[00:07:20.000 --> 00:07:23.000]  又為我們今天帶來什麼教導呢?
[00:07:23.000 --> 00:07:31.000]  我會分兩堂主日崇拜和大家一起思想這段聖經
[00:07:31.000 --> 00:07:37.000]  從馬太福音第十九章第十六節至第三十節裡
[00:07:37.000 --> 00:07:42.000]  我會分開兩堂時間和大家一起去看一個題目
[00:07:42.000 --> 00:07:47.000]  叫做一個非常屬靈的靈性深淵
[00:07:47.000 --> 00:07:49.000]  今天是第一講
[00:07:49.000 --> 00:07:54.000]  我希望和大家一起去看一看原來我們在不知不覺的深淵裡
[00:07:54.000 --> 00:07:57.000]  掉進了這些深淵當中
[00:07:57.000 --> 00:08:00.000]  還以為自己很屬靈
[00:08:00.000 --> 00:08:03.000]  英文裡有一個字眼不知道大家認不認識
[00:08:03.000 --> 00:08:05.000]  叫做Oxymoron
[00:08:05.000 --> 00:08:07.000]  認不認識?Oxymoron
[00:08:07.000 --> 00:08:11.000]  Oxymoron這個字眼的意思就是說
[00:08:11.000 --> 00:08:17.000]  談論到一件事表達出來的時候
[00:08:17.000 --> 00:08:19.000]  表面上好像是這樣
[00:08:19.000 --> 00:08:22.000]  但其實意義正正相反
[00:08:22.000 --> 00:08:24.000]  所以這個題目
[00:08:24.000 --> 00:08:28.000]  一個非常屬靈的靈性深淵
[00:08:28.000 --> 00:08:29.000]  很屬靈的
[00:08:29.000 --> 00:08:32.000]  不過屬靈是一個靈性的深淵
[00:08:32.000 --> 00:08:35.000]  深淵就是使你進入一個陷阱裡
[00:08:35.000 --> 00:08:40.000]  為什麼有這麼屬靈的陷阱可以使你進入這個深淵當中呢?
[00:08:40.000 --> 00:08:43.000]  我們一起去嘗試去看看
[00:08:43.000 --> 00:08:47.000]  我們先回顧一下上文我們說了些什麼
[00:08:47.000 --> 00:08:54.000]  如果從第十九章我們剛剛去看的第十三節至第十五節的經文裡
[00:08:54.000 --> 00:08:59.000]  我們發現耶穌進入了一個很不一樣的教導
[00:08:59.000 --> 00:09:02.000]  就是要不住的去顛倒門徒
[00:09:02.000 --> 00:09:06.000]  或者甚至很多所謂的屬神的子民他們的思想
[00:09:06.000 --> 00:09:09.000]  希望他們能夠除舊立新
[00:09:09.000 --> 00:09:11.000]  而這個新是指什麼呢?
[00:09:11.000 --> 00:09:14.000]  是指在聖經裡的新天新地
[00:09:14.000 --> 00:09:16.000]  我們有新天新地的思想
[00:09:16.000 --> 00:09:22.000]  這個新天新地是指以上帝為中心的天國
[00:09:22.000 --> 00:09:24.000]  在這個天國裡
[00:09:24.000 --> 00:09:33.000]  我們是需要將很多我們過去的因序而帶來殘留的思想或者信仰
[00:09:33.000 --> 00:09:36.000]  將它逐一拆除
[00:09:36.000 --> 00:09:40.000]  所以上一次我們說到馬太福音當中
[00:09:40.000 --> 00:09:48.000]  特別提到耶穌去拆除以色列人一個他們很看重的就是聖殿
[00:09:48.000 --> 00:09:50.000]  馬太福音第27章40節當中
[00:09:50.000 --> 00:09:53.000]  耶穌向當時的人宣告
[00:09:53.000 --> 00:10:00.000]  我能拆毀神的殿三天內又建造起來
[00:10:00.000 --> 00:10:02.000]  用這句話去表達出來
[00:10:02.000 --> 00:10:05.000]  很多時候人以為我擁有一個聖殿
[00:10:05.000 --> 00:10:06.000]  有一個教堂
[00:10:06.000 --> 00:10:11.000]  有一個很漂亮的教堂的裝飾
[00:10:11.000 --> 00:10:13.000]  甚至我有一本很漂亮的聖經
[00:10:13.000 --> 00:10:15.000]  我那本聖經齊了所有人
[00:10:15.000 --> 00:10:17.000]  什麼專家神學家
[00:10:17.000 --> 00:10:19.000]  所有的解經
[00:10:19.000 --> 00:10:22.000]  好像猶太人的所謂湯門
[00:10:22.000 --> 00:10:27.000]  他們就是將一本聖經
[00:10:27.000 --> 00:10:30.000]  當然用他們的說法就是他們的聖經
[00:10:30.000 --> 00:10:34.000]  用很多家的說法將它們放在一起
[00:10:34.000 --> 00:10:44.000]  放在一起成為了後來我們所見到的巴勒斯坦或者巴比倫的猶太人聖經
[00:10:44.000 --> 00:10:50.000]  在這些過程當中他們以為自己已經得著了
[00:10:50.000 --> 00:10:55.000]  上帝要幫助他們拆除這些東西
[00:10:55.000 --> 00:10:59.000]  拆除的不是只是將聖經丟掉或撕掉
[00:10:59.000 --> 00:11:05.000]  不是 很多時候因為你罪裏面仍然捆綁著你的思維
[00:11:05.000 --> 00:11:07.000]  逐一拔走它
[00:11:07.000 --> 00:11:10.000]  這個我們稱為神聖的過程
[00:11:10.000 --> 00:11:12.000]  信徒沒有一個是完美的
[00:11:12.000 --> 00:11:14.000]  在這個世界裏面沒有
[00:11:14.000 --> 00:11:16.000]  從來都沒有
[00:11:16.000 --> 00:11:21.000]  但是信徒卻是向著完美屬神的方向而走
[00:11:21.000 --> 00:11:22.000]  一會兒我們會看的
[00:11:22.000 --> 00:11:25.000]  耶穌說了什麼叫完美
[00:11:25.000 --> 00:11:27.000]  但是讓我們去看看
[00:11:27.000 --> 00:11:28.000]  我們怎樣向著這個方向走
[00:11:28.000 --> 00:11:31.000]  而今天我們從這段經文裏面
[00:11:31.000 --> 00:11:33.000]  這個年輕人
[00:11:33.000 --> 00:11:35.000]  甚至我們可以說
[00:11:35.000 --> 00:11:37.000]  他是一個很虔誠的
[00:11:37.000 --> 00:11:38.000]  好像很虔誠
[00:11:38.000 --> 00:11:40.000]  特別是在猶太人的社群裏面
[00:11:40.000 --> 00:11:42.000]  一個很虔誠的人
[00:11:42.000 --> 00:11:44.000]  他是怎樣
[00:11:44.000 --> 00:11:47.000]  原來仍然有很多地方是需要
[00:11:47.000 --> 00:11:49.000]  根本地需要將他拆除
[00:11:49.000 --> 00:11:51.000]  不然的話
[00:11:51.000 --> 00:11:55.000]  我們可能變成他這種信仰
[00:11:55.000 --> 00:11:58.000]  叫做錦上添花的信仰
[00:11:58.000 --> 00:12:00.000]  我們一起看看
[00:12:00.000 --> 00:12:04.000]  我們會分開三個部分和大家去看
[00:12:04.000 --> 00:12:09.000]  首先我們看第十六節至第十七節
[00:12:09.000 --> 00:12:12.000]  在錯誤的虔誠中追求虔誠
[00:12:12.000 --> 00:12:14.000]  我們看看這個年輕人
[00:12:14.000 --> 00:12:17.000]  在錯誤的虔誠當中
[00:12:17.000 --> 00:12:21.000]  去追求他所定義的虔誠
[00:12:21.000 --> 00:12:24.000]  我們一起打開馬太福音第十九章
[00:12:24.000 --> 00:12:26.000]  我們先讀這兩節經文
[00:12:26.000 --> 00:12:28.000]  第十六和第十七節
[00:12:28.000 --> 00:12:30.000]  等一會我們一起讀
[00:12:30.000 --> 00:12:34.000]  有一個人來見耶穌說
[00:12:34.000 --> 00:12:40.000]  夫子,我該做什麼善事才能得永生?
[00:12:40.000 --> 00:12:42.000]  耶穌對他說
[00:12:42.000 --> 00:12:45.000]  你為什麼以善事問我?
[00:12:45.000 --> 00:12:48.000]  只有一位是善的
[00:12:48.000 --> 00:12:50.000]  你若要進入永生
[00:12:50.000 --> 00:12:53.000]  就當遵守誡命
[00:12:53.000 --> 00:12:59.000]  剛剛我們才談論到天國是什麼題目
[00:12:59.000 --> 00:13:04.000]  在前幾段經文中都有提及
[00:13:04.000 --> 00:13:07.000]  來到第十九章第十六節
[00:13:07.000 --> 00:13:10.000]  在原文中說
[00:13:10.000 --> 00:13:13.000]  請留意,就是這個時候
[00:13:13.000 --> 00:13:16.000]  遲些我會再詳細解釋這個字眼
[00:13:16.000 --> 00:13:20.000]  請留意,請看
[00:13:20.000 --> 00:13:28.000]  原來又發生一件令我們深刻的事情
[00:13:28.000 --> 00:13:33.000]  就是有一個人來見耶穌
[00:13:33.000 --> 00:13:37.000]  首先沒有詳細介紹這個人的背景
[00:13:37.000 --> 00:13:41.000]  只是說有一個人來見耶穌
