
[00:00:00.000 --> 00:00:08.380]  我們來到恆在地上的天國五廣裡面的第二廣
[00:00:08.380 --> 00:00:11.840]  上次我們說了天國子民的身份
[00:00:11.840 --> 00:00:15.880]  在世上要做鹽和乾的身份
[00:00:15.880 --> 00:00:19.840]  今天我們就說天國子民的內涵
[00:00:19.840 --> 00:00:21.840]  我們就看一段很長的經文
[00:00:21.840 --> 00:00:25.280]  記載在馬大方是五章17節
[00:00:25.280 --> 00:00:28.400]  我們會看到48節 我們會看完的
[00:00:28.400 --> 00:00:34.240]  開始之前就由第17節開始
[00:00:34.240 --> 00:00:36.240]  我們會跳來看
[00:00:36.240 --> 00:00:42.880]  中間會夾雜了耶穌基督用了六個illustration去illustrate
[00:00:42.880 --> 00:00:48.080]  就是他要說的五章第17節的這段很重要的經文
[00:00:48.080 --> 00:00:50.080]  第17節他說什麼
[00:00:50.080 --> 00:00:53.840]  他說不要以為我來是要廢掉律法
[00:00:53.840 --> 00:00:58.800]  和先知我來不是要廢掉而是要承傳
[00:00:58.800 --> 00:01:00.800]  這裡提到兩件很重要的事
[00:01:00.800 --> 00:01:03.760]  第一件事就是律法 第二件事就是先知
[00:01:03.760 --> 00:01:08.160]  律法和先知當我們打開看的時候
[00:01:08.160 --> 00:01:12.800]  我們就知道他在說的是我們今天打開的舊約聖經
[00:01:12.800 --> 00:01:17.360]  舊約聖經裡面他在說的律法就是摩西五經
[00:01:17.360 --> 00:01:19.360]  和先知書
[00:01:19.360 --> 00:01:23.120]  舊約整個的中心我們看的一幅圖畫
[00:01:23.120 --> 00:01:27.920]  就是要把耶穌基督舉薦出來
[00:01:27.920 --> 00:01:31.280]  舉薦這個字就是英文recommend
[00:01:31.280 --> 00:01:33.280]  我不是介紹給你
[00:01:33.280 --> 00:01:37.440]  我不是introduce耶穌基督給你知道
[00:01:37.440 --> 00:01:39.440]  不是介紹給你知道
[00:01:39.440 --> 00:01:41.440]  是把基督舉薦出來
[00:01:41.440 --> 00:01:43.440]  這個就是陳醫生
[00:01:43.440 --> 00:01:45.440]  我介紹給你認識
[00:01:45.440 --> 00:01:48.240]  不是 這個是陳醫生
[00:01:48.240 --> 00:01:50.960]  他心臟科是一流的
[00:01:50.960 --> 00:01:53.280]  我特別把他推薦給你
[00:01:53.280 --> 00:01:55.280]  你去看他吧
[00:01:55.280 --> 00:01:57.280]  是舉薦出來
[00:01:57.280 --> 00:02:03.120]  舊約的中心就是要讓我們看見基督是被舉薦出來
[00:02:03.120 --> 00:02:05.120]  我們知道這件事了
[00:02:05.120 --> 00:02:09.520]  看回例子羅馬書第十章四節都是這樣說的
[00:02:09.520 --> 00:02:15.600]  律法的總結就是基督使所有信他的人都能得罪
[00:02:15.600 --> 00:02:20.080]  律法最終所指向所表明的綱領
[00:02:20.080 --> 00:02:23.600]  叫我們看見的就是基督
[00:02:23.600 --> 00:02:26.480]  羅馬書第十章二十六節都有這樣說的
[00:02:26.480 --> 00:02:28.880]  或者奧秘如今顯示出來
[00:02:28.880 --> 00:02:30.880]  而且按照永生上帝的命令
[00:02:30.880 --> 00:02:36.720]  眾先知的書只是問為使他們因信而信服
[00:02:36.720 --> 00:02:40.080]  先知所指向的就是奧秘
[00:02:40.080 --> 00:02:42.080]  奧秘今天給我們看見的時間
[00:02:42.080 --> 00:02:44.960]  在羅馬書保羅給我們看見的就是
[00:02:44.960 --> 00:02:50.240]  主耶穌基督在十字架所成就的救恩
[00:02:50.240 --> 00:02:53.760]  所以羅馬書這兩段經文給我們看見的就是
[00:02:53.760 --> 00:03:02.240]  原來律法和先知是指向或者是在舉薦耶穌基督
[00:03:02.240 --> 00:03:06.640]  但很有趣這段經文在十七節裏面的時間
[00:03:06.640 --> 00:03:10.320]  他說你們不要以為我主耶穌基督來的時候
[00:03:10.320 --> 00:03:12.960]  是要廢掉這些律法和先知
[00:03:12.960 --> 00:03:16.800]  我來的時候不是要廢掉而是要成全
[00:03:16.800 --> 00:03:20.320]  耶穌的行動其實是很顛覆性的
[00:03:20.320 --> 00:03:23.360]  待會我們看見的時候會看見是很顛覆性的
[00:03:23.360 --> 00:03:29.360]  完全把整個循環改變了
[00:03:29.360 --> 00:03:31.920]  耶穌的行動帶有顛覆性
[00:03:31.920 --> 00:03:34.400]  我們看見的就是譬如舉個例子
[00:03:34.400 --> 00:03:37.280]  在福音書裏面的那些伯尼在說
[00:03:37.280 --> 00:03:46.000]  為什麼你那些跟隨你的徒弟門徒吃飯的時候不洗手
[00:03:46.000 --> 00:03:49.600]  好像不按外表做事一樣
[00:03:49.600 --> 00:03:51.840]  安息日的時間
[00:03:51.840 --> 00:03:53.920]  這個「安」字寫錯了
[00:03:53.920 --> 00:03:57.600]  不按外表的「不按」在這裏寫錯了
[00:03:57.600 --> 00:04:00.400]  不按外表做事的
[00:04:00.400 --> 00:04:03.440]  安息日的時間律法告訴你不能做事的
[00:04:03.440 --> 00:04:06.400]  但是你又到處去治病
[00:04:06.400 --> 00:04:08.160]  在安息日又做事
[00:04:08.160 --> 00:04:11.520]  即是發現耶穌的行動對他們來說是帶有顛覆性的
[00:04:11.520 --> 00:04:14.880]  所以他們如何閱讀耶穌行動的時間
[00:04:14.880 --> 00:04:20.240]  他們就會覺得耶穌來的時候是不是要把律法廢掉
[00:04:20.240 --> 00:04:21.600]  但耶穌說不是
[00:04:21.600 --> 00:04:24.160]  我來的時候不是要把律法廢掉
[00:04:24.160 --> 00:04:26.640]  我是要成全律法
[00:04:26.640 --> 00:04:28.320]  成全這個字很有趣
[00:04:28.320 --> 00:04:29.840]  如文希勒文這個字
[00:04:29.840 --> 00:04:33.360]  這個字的意思就是
[00:04:33.360 --> 00:04:36.560]  如果英文打開就是Fulfillment
[00:04:36.560 --> 00:04:38.880]  Fulfillment
[00:04:38.880 --> 00:04:41.360]  Hiromru這個希勒文
[00:04:41.360 --> 00:04:43.360]  英文的意思就是Fulfillment
[00:04:43.360 --> 00:04:44.880]  Fulfill是很好的
[00:04:44.880 --> 00:04:49.200]  這個字的如文其實是說一個洞
[00:04:49.200 --> 00:04:50.160]  一個洞
[00:04:50.160 --> 00:04:52.320]  然後填補它
[00:04:52.320 --> 00:04:54.960]  Fulfill就是填補那個洞的意思
[00:04:54.960 --> 00:04:57.360]  這個希勒的如文
[00:04:57.360 --> 00:04:59.840]  就好像水杯不夠水
[00:04:59.840 --> 00:05:03.520]  就倒些水進去填滿了那個杯
[00:05:03.520 --> 00:05:07.440]  所以耶穌說我來的時候不是要廢掉
[00:05:07.440 --> 00:05:08.960]  是要填滿
[00:05:08.960 --> 00:05:10.720]  是要把它充分的廢掉
[00:05:10.720 --> 00:05:13.120]  即是說律法和先知
[00:05:13.120 --> 00:05:17.120]  我來的時候不是要把它完全拿走
[00:05:17.120 --> 00:05:18.960]  換來一些新的東西
[00:05:18.960 --> 00:05:20.320]  不是把它廢掉
[00:05:20.320 --> 00:05:23.040]  而是要把它填滿
[00:05:23.040 --> 00:05:25.440]  甚至把這個律法和先知
[00:05:25.920 --> 00:05:31.760]  或者把舊約所指向所預表所舉薦的基督
[00:05:31.760 --> 00:05:35.040]  充分的發揮出來
[00:05:35.040 --> 00:05:36.880]  上次我們說到
[00:05:36.880 --> 00:05:41.760]  看天國子民的身份的時候
[00:05:41.760 --> 00:05:42.560]  我們說什麼
[00:05:42.560 --> 00:05:45.600]  我們說你們就是地上的鹽
[00:05:45.600 --> 00:05:48.480]  主要是說你們就是地上的鹽
[00:05:48.480 --> 00:05:50.240]  你們就是世上的乾
[00:05:50.240 --> 00:05:51.760]  我甚至特別強調到
[00:05:51.760 --> 00:05:57.360]  不是你們透過練習操練而成為地上的鹽
[00:05:57.360 --> 00:05:58.320]  世上的乾
[00:05:58.320 --> 00:06:01.120]  他是斬釘截鐵告訴你
[00:06:01.120 --> 00:06:02.640]  你就是地上的鹽
[00:06:02.640 --> 00:06:03.600]  世上的乾
[00:06:03.600 --> 00:06:04.720]  所以不是doing
[00:06:04.720 --> 00:06:06.240]  上次我們說的是being
[00:06:06.240 --> 00:06:09.040]  不是你做些什麼去成為地上的鹽
[00:06:09.040 --> 00:06:09.920]  世上的乾
[00:06:09.920 --> 00:06:15.360]  而是你本身就是地上的鹽和世上的乾
[00:06:15.360 --> 00:06:18.160]  然後將我們這個身份
[00:06:18.160 --> 00:06:21.440]  活現出來的時間就叫做
[00:06:21.440 --> 00:06:25.840]  榮耀歸給我們天上的天父
[00:06:25.840 --> 00:06:27.440]  這是上次說的
[00:06:27.440 --> 00:06:29.360]  我們問一個問題
[00:06:29.360 --> 00:06:30.960]  上次沒有解答到的
[00:06:30.960 --> 00:06:33.520]  我們怎樣
[00:06:33.520 --> 00:06:36.400]  我們不是操練
[00:06:36.400 --> 00:06:38.480]  我們要去認知那個身份
[00:06:38.480 --> 00:06:39.440]  我們上次說
[00:06:39.440 --> 00:06:41.440]  今天我們要看多一件事
[00:06:41.440 --> 00:06:43.120]  就是我們裏面的一件事
[00:06:43.120 --> 00:06:46.960]  上次我們知道我們天國子民的身份
[00:06:46.960 --> 00:06:51.840]  今天我們要看天國子民的身份背後
[00:06:51.840 --> 00:06:54.640]  我們有的那個內涵
[00:06:54.640 --> 00:06:57.360]  我們有了這個生命的內涵的時間
[00:06:57.360 --> 00:06:58.800]  當我們活現出來的時間
[00:06:58.800 --> 00:07:00.800]  就可以將天國的身份
[00:07:00.800 --> 00:07:02.640]  活現在人前
[00:07:02.640 --> 00:07:06.800]  以至榮耀歸給我們天上的天父
[00:07:06.800 --> 00:07:07.920]  所以主耶穌基督
[00:07:07.920 --> 00:07:11.040]  他說我來的時間不是要廢掉律法
[00:07:11.040 --> 00:07:13.040]  我來的時間是要成全
[00:07:13.040 --> 00:07:15.440]  成全這件事背後
[00:07:15.440 --> 00:07:19.280]  他用了六個的illustration
[00:07:19.280 --> 00:07:22.480]  六幅圖畫給我們看見
[00:07:22.480 --> 00:07:24.400]  他怎樣去成全
[00:07:24.400 --> 00:07:28.880]  這個律法和先知所指向的東西
[00:07:28.880 --> 00:07:31.120]  第一個記載在五章21節
[00:07:31.120 --> 00:07:32.880]  那裏
[00:07:32.880 --> 00:07:36.160]  他剛才說很革命性
[00:07:36.160 --> 00:07:37.360]  很顛覆性
[00:07:37.360 --> 00:07:39.120]  所以你聽見
[00:07:39.120 --> 00:07:41.520]  你沒聽見有對古人說
[00:07:41.520 --> 00:07:46.000]  古人 即以前的人在聖經裏面說的時候
[00:07:46.000 --> 00:07:47.680]  他們怎樣解釋給你聽
[00:07:47.680 --> 00:07:49.520]  你聽過有人這樣解釋給你聽
[00:07:49.520 --> 00:07:50.720]  他說怎樣
[00:07:50.720 --> 00:07:52.160]  是不可殺人
[00:07:52.160 --> 00:07:54.560]  凡殺人的就會必受審判
[00:07:54.560 --> 00:07:56.240]  但主耶穌基督來到的時間
[00:07:56.240 --> 00:07:58.080]  很革命性他告訴你
[00:07:58.080 --> 00:07:59.840]  但他告訴你
[00:07:59.840 --> 00:08:01.840]  以前的人你聽的時候
[00:08:01.840 --> 00:08:03.040]  他這樣告訴你
[00:08:03.040 --> 00:08:05.040]  你聽他們這樣告訴你
[00:08:05.040 --> 00:08:07.360]  但今天我來到你面前的時間
[00:08:07.360 --> 00:08:10.080]  我是再重新詮釋給你聽
[00:08:10.080 --> 00:08:12.640]  這句經文是怎樣去理解
[00:08:12.640 --> 00:08:13.920]  我告訴你
[00:08:13.920 --> 00:08:16.880]  不是只是殺人才受審判
[00:08:16.880 --> 00:08:17.760]  是怎樣
[00:08:17.760 --> 00:08:20.320]  是人家已經動怒
[00:08:20.320 --> 00:08:21.600]  就會受審判
[00:08:21.600 --> 00:08:23.680]  動怒的意思是甚麼
[00:08:23.680 --> 00:08:24.720]  很生氣
[00:08:24.720 --> 00:08:27.280]  那個人是會被人殺
[00:08:27.280 --> 00:08:29.760]  打他才會死才會殺
[00:08:29.760 --> 00:08:31.840]  你打他之前
[00:08:31.840 --> 00:08:36.000]  你動手會動怒很生氣
[00:08:36.000 --> 00:08:37.200]  然後你動手
[00:08:37.200 --> 00:08:38.880]  然後再下一步就和他打架
[00:08:38.880 --> 00:08:41.440]  殺死他就要受審判
[00:08:41.440 --> 00:08:42.720]  耶穌基督說不是
[00:08:42.720 --> 00:08:45.680]  當你還沒殺死他
[00:08:45.680 --> 00:08:47.840]  你很動怒甚至打架的時候
[00:08:47.840 --> 00:08:51.200]  其實你已經是必須要受審判
[00:08:51.200 --> 00:08:52.640]  然後再舉又一步
[00:08:52.640 --> 00:08:54.240]  當你罵他
[00:08:54.240 --> 00:08:56.320]  你還沒動手打他的時候
[00:08:56.320 --> 00:08:58.080]  你可能罵他
[00:08:58.080 --> 00:09:00.000]  說些很難聽的話
[00:09:00.000 --> 00:09:02.560]  說一些污言穢語去罵他
[00:09:02.560 --> 00:09:06.800]  當你罵你的弟兄是廢物
[00:09:06.800 --> 00:09:09.120]  罵他是白癡的時候
[00:09:09.120 --> 00:09:13.440]  你就必須受議會的審判
[00:09:13.440 --> 00:09:15.600]  也必須遭受地獄的火
[00:09:15.600 --> 00:09:17.760]  你罵到耶穌退後一步
[00:09:17.760 --> 00:09:19.360]  看這段經文很多時候都說
[00:09:19.360 --> 00:09:20.400]  不是你行動
[00:09:20.400 --> 00:09:22.160]  是從裏面
[00:09:22.160 --> 00:09:24.560]  還沒出來到外面的時候
[00:09:24.560 --> 00:09:26.480]  其實我們已經要警醒
[00:09:26.480 --> 00:09:29.200]  但這裏耶穌給我們看的那幅圖畫
[00:09:29.200 --> 00:09:30.720]  不單止是這樣
[00:09:30.720 --> 00:09:31.840]  給我們看的那幅圖畫就是
[00:09:31.840 --> 00:09:35.280]  當我們理解那段經文的時候
[00:09:35.280 --> 00:09:36.880]  他說你不可殺人
[00:09:36.880 --> 00:09:39.120]  凡殺人的必須受審判
[00:09:39.120 --> 00:09:40.800]  耶穌在這裏停下來
[00:09:40.800 --> 00:09:41.920]  他說不是
[00:09:41.920 --> 00:09:45.520]  你不要像金句式那樣背了那句經文
[00:09:45.520 --> 00:09:47.280]  我知道了不可殺人
[00:09:47.280 --> 00:09:49.680]  凡殺人的就受審判
[00:09:49.680 --> 00:09:51.680]  我們都知道他在說的東西
[00:09:51.680 --> 00:09:52.720]  也背了一件事
[00:09:52.720 --> 00:09:54.960]  甚至我們背了一件事去教人
[00:09:54.960 --> 00:09:56.240]  但耶穌說不是
[00:09:56.240 --> 00:09:58.800]  你要理解這句經文背後
[00:09:58.800 --> 00:10:00.800]  其實是想說些什麼
[00:10:00.800 --> 00:10:02.880]  就好像律法和先知
[00:10:02.880 --> 00:10:05.280]  是所指向基督
[00:10:05.280 --> 00:10:07.680]  是舉證基督一樣
[00:10:07.680 --> 00:10:09.280]  不可殺人
[00:10:09.280 --> 00:10:10.800]  殺人就會受審判
[00:10:10.800 --> 00:10:12.320]  背後其實是說
[00:10:12.320 --> 00:10:14.880]  原來你動怒的時候已經受審判
[00:10:14.880 --> 00:10:17.120]  原來你罵你的弟兄的時候
[00:10:17.120 --> 00:10:19.280]  你已經是審判
[00:10:19.280 --> 00:10:20.640]  所以他繼續說下去的時候
[00:10:20.640 --> 00:10:22.560]  很有趣的23、24節他說
[00:10:22.560 --> 00:10:27.040]  所以你在祭壇上獻祭物的時候
[00:10:27.040 --> 00:10:30.000]  如果你想起裏面的心
[00:10:30.000 --> 00:10:32.160]  有弟兄對你懷孕的時候
[00:10:32.160 --> 00:10:33.200]  很有趣的
[00:10:33.200 --> 00:10:36.000]  他說你將祭物留在壇前
[00:10:36.000 --> 00:10:38.320]  先去跟弟兄和好
[00:10:38.320 --> 00:10:40.400]  然後才回來獻祭物
[00:10:40.400 --> 00:10:42.160]  你發覺很難的一件事
[00:10:42.160 --> 00:10:45.600]  你知道以前的人拿那些祭物
[00:10:45.600 --> 00:10:46.880]  可能要走很遠
[00:10:46.880 --> 00:10:50.000]  拖著羊走很遠的路
[00:10:50.000 --> 00:10:52.720]  來到祭壇的前面
[00:10:52.720 --> 00:10:55.840]  殺了他然後獻祭物
[00:10:55.840 --> 00:11:00.480]  所以後期就不帶羊走那麼遠
[00:11:00.480 --> 00:11:04.960]  去到聖殿門口有個地方
[00:11:04.960 --> 00:11:07.360]  給了買一隻羊就拖進去
[00:11:07.360 --> 00:11:08.560]  但無論你怎樣也好
[00:11:08.560 --> 00:11:09.760]  你買了一隻羊也好
