
[00:00:00.000 --> 00:00:04.000]  頂子妹早晨
[00:00:04.000 --> 00:00:07.000]  包括在五樓和網上的頂子妹
[00:00:07.000 --> 00:00:12.000]  我開心地今天能夠回來自己的舞會
[00:00:12.000 --> 00:00:14.000]  跟大家分享上帝的說話
[00:00:14.000 --> 00:00:18.000]  過去這段時間我相信都有很多好消息
[00:00:18.000 --> 00:00:20.000]  可能大家和我一樣都很開心
[00:00:20.000 --> 00:00:24.000]  有專家說我們基本上清零
[00:00:24.000 --> 00:00:29.000]  然後我們也可以在實體崇拜裏
[00:00:29.000 --> 00:00:31.000]  運作了一段時間
[00:00:31.000 --> 00:00:33.000]  在這段時間裏面也沒有什麼太大的
[00:00:33.000 --> 00:00:36.000]  再一次要停的威脅
[00:00:36.000 --> 00:00:38.000]  但我最開心
[00:00:38.000 --> 00:00:42.000]  為了教會最開心還有其他事情
[00:00:42.000 --> 00:00:44.000]  上一次在年二大會裏面
[00:00:44.000 --> 00:00:51.000]  我聽見教會買這層樓的供款
[00:00:51.000 --> 00:00:58.000]  我們還差一步就完成所有債項
[00:00:58.000 --> 00:01:03.000]  為了進程感謝神
[00:01:03.000 --> 00:01:05.000]  希望今年之內可以完成
[00:01:05.000 --> 00:01:09.000]  將這個地方再一次呈現在神的手裏
[00:01:09.000 --> 00:01:11.000]  但我最開心的一件事
[00:01:11.000 --> 00:01:14.000]  就是上次年二大會有不少的弟兄姊妹
[00:01:14.000 --> 00:01:18.000]  在教會面對不少困難裏面
[00:01:18.000 --> 00:01:20.000]  願意走前一步侍奉
[00:01:20.000 --> 00:01:22.000]  我相信大家還記憶猶新
[00:01:22.000 --> 00:01:24.000]  上次年二大會裏面有很多弟兄姊妹
[00:01:24.000 --> 00:01:28.000]  他們願意走前一步
[00:01:28.000 --> 00:01:31.000]  這個侍奉的心令我非常激勵
[00:01:31.000 --> 00:01:34.000]  所以我今天在這個時間裏面
[00:01:34.000 --> 00:01:38.000]  和大家思想關於侍奉的題目
[00:01:38.000 --> 00:01:40.000]  我就想起《路加福音》這段聖經
[00:01:40.000 --> 00:01:42.000]  想和大家分享
[00:01:42.000 --> 00:01:49.000]  侍奉即是基督徒願意為了上帝的緣故
[00:01:49.000 --> 00:01:52.000]  去參與一些感動我們或教會的需要
[00:01:52.000 --> 00:01:55.000]  或見到一些需要
[00:01:55.000 --> 00:02:01.000]  一起去配搭和其他弟兄姊妹去做神的工作
[00:02:01.000 --> 00:02:05.000]  我們想看看這段經文
[00:02:05.000 --> 00:02:08.000]  我相信弟兄姊妹都不太陌生
[00:02:08.000 --> 00:02:10.000]  究竟從這段經文裏面
[00:02:10.000 --> 00:02:14.000]  讓我們重新再想想去侍奉神
[00:02:14.000 --> 00:02:16.000]  或者去參與教會
[00:02:16.000 --> 00:02:18.000]  參與上帝工作的時間
[00:02:18.000 --> 00:02:21.000]  我們有甚麼要留意呢?
[00:02:21.000 --> 00:02:24.000]  這段聖經記載在《路加福音》第十章
[00:02:24.000 --> 00:02:29.000]  第38至42節
[00:02:29.000 --> 00:02:35.000]  我們知道讀聖經最重要的解釋原則
[00:02:35.000 --> 00:02:37.000]  就是要看上文下理
[00:02:37.000 --> 00:02:39.000]  如果用經文獨立去看
[00:02:39.000 --> 00:02:44.000]  可能很多解釋的結論會有問題
[00:02:44.000 --> 00:02:48.000]  和上文下理之間的理解會出現錯誤
[00:02:48.000 --> 00:02:52.000]  所以我們先看看這段經文的上文下理
[00:02:52.000 --> 00:02:56.000]  我先和大家看接著的經文
[00:02:56.000 --> 00:03:01.000]  這段經文的上文原來有一個律法師
[00:03:01.000 --> 00:03:04.000]  即是有一個很熟悉舊約聖經的人
[00:03:04.000 --> 00:03:08.000]  一個專家問耶穌一個問題
[00:03:08.000 --> 00:03:10.000]  究竟整本聖經
[00:03:10.000 --> 00:03:12.000]  當然他說的是舊約聖經
[00:03:12.000 --> 00:03:14.000]  甚麼是中心思想
[00:03:14.000 --> 00:03:18.000]  這也是一百萬的問題
[00:03:18.000 --> 00:03:20.000]  問得很好
[00:03:20.000 --> 00:03:22.000]  耶穌反問他
[00:03:22.000 --> 00:03:24.000]  你認為聖經是怎樣說的呢?
[00:03:24.000 --> 00:03:28.000]  這個人說你要盡心盡性盡力
[00:03:28.000 --> 00:03:31.000]  盡義愛主你的神
[00:03:31.000 --> 00:03:34.000]  又要愛淪舍如同自己
[00:03:34.000 --> 00:03:37.000]  這個答案是相當正確的
[00:03:37.000 --> 00:03:39.000]  大家留意這段經文
[00:03:39.000 --> 00:03:42.000]  其實紅色的部分和藍色的部分
[00:03:42.000 --> 00:03:44.000]  是兩處不同的舊約聖經
[00:03:44.000 --> 00:03:48.000]  即是他能夠整合整本舊約聖經
[00:03:48.000 --> 00:03:49.000]  然後得出這樣的結論
[00:03:49.000 --> 00:03:51.000]  簡單說要愛神
[00:03:51.000 --> 00:03:52.000]  要愛人
[00:03:52.000 --> 00:03:57.000]  就總結了整個上帝在摩西律法裏的教導
[00:03:57.000 --> 00:04:00.000]  這樣的答案我認為是100分
[00:04:00.000 --> 00:04:01.000]  因為是耶穌說的
[00:04:01.000 --> 00:04:02.000]  你回答的事
[00:04:02.000 --> 00:04:04.000]  耶穌說的全對
[00:04:04.000 --> 00:04:08.000]  當然耶穌說你要這樣去做
[00:04:08.000 --> 00:04:10.000]  就得到永生
[00:04:10.000 --> 00:04:12.000]  猶太人的觀念
[00:04:12.000 --> 00:04:14.000]  是一個由現在到永遠
[00:04:14.000 --> 00:04:16.000]  一個有意義的生命
[00:04:16.000 --> 00:04:20.000]  上文是說要愛神愛人
[00:04:20.000 --> 00:04:23.000]  接下來就接著
[00:04:23.000 --> 00:04:26.000]  今天我們看聖經的緊接上文
[00:04:26.000 --> 00:04:29.000]  就是一個好撒瑪利亞人的比喻
[00:04:29.000 --> 00:04:30.000]  大家已經很熟悉了
[00:04:30.000 --> 00:04:33.000]  甚至連沒有教會的朋友們
[00:04:33.000 --> 00:04:38.000]  社會上都用這個名稱來叫好撒瑪利亞人
[00:04:38.000 --> 00:04:41.000]  樂意幫助一些不幸
