
[00:00:00.000 --> 00:00:03.280]  人生有很多的抉擇
[00:00:03.280 --> 00:00:05.280]  我想問問大家
[00:00:05.280 --> 00:00:07.280]  有多少人試過做錯了決定
[00:00:07.280 --> 00:00:09.280]  後悔過的
[00:00:09.280 --> 00:00:11.280]  可不可以舉手
[00:00:11.280 --> 00:00:14.160]  人生裡面很多事都會做錯決定
[00:00:14.160 --> 00:00:16.160]  同不同意
[00:00:16.160 --> 00:00:18.160]  舉個例
[00:00:18.160 --> 00:00:20.160]  未信之前
[00:00:20.160 --> 00:00:22.160]  可能是選科
[00:00:22.160 --> 00:00:24.160]  選男生
[00:00:24.160 --> 00:00:26.160]  選女生
[00:00:26.160 --> 00:00:28.160]  然後選你的職業
[00:00:28.160 --> 00:00:30.160]  然後
[00:00:30.160 --> 00:00:32.160]  借錢還是不借錢
[00:00:32.160 --> 00:00:34.160]  因為現在的廣告非常吸引
[00:00:34.160 --> 00:00:36.160]  記得睡了不久
[00:00:36.160 --> 00:00:38.160]  你看看廣告
[00:00:38.160 --> 00:00:40.160]  老公我這件又未買
[00:00:40.160 --> 00:00:42.160]  這件又未買
[00:00:42.160 --> 00:00:44.160]  那件又未買
[00:00:44.160 --> 00:00:46.160]  很多東西都未買
[00:00:46.160 --> 00:00:48.160]  未買就買
[00:00:48.160 --> 00:00:50.160]  但預算用完了
[00:00:50.160 --> 00:00:52.160]  不用怕
[00:00:52.160 --> 00:00:54.160]  幫民幫得利
[00:00:54.160 --> 00:00:56.160]  然後
[00:00:56.160 --> 00:00:58.160]  然後有很多
[00:00:58.160 --> 00:01:00.160]  一些財務公司
[00:01:00.160 --> 00:01:02.160]  借貸
[00:01:02.160 --> 00:01:04.160]  不用入息審查
[00:01:04.160 --> 00:01:06.160]  很方便
[00:01:06.160 --> 00:01:08.160]  很快搞定
[00:01:08.160 --> 00:01:10.160]  馬上幫你搞定
[00:01:10.160 --> 00:01:12.160]  吸不吸引呢
[00:01:12.160 --> 00:01:14.160]  很多時候
[00:01:14.160 --> 00:01:16.160]  我們見到人
[00:01:16.160 --> 00:01:18.160]  都是因為這些吸引
[00:01:18.160 --> 00:01:20.160]  很快做一個決定
[00:01:20.160 --> 00:01:22.160]  但沒想到那些決定
[00:01:22.160 --> 00:01:24.160]  原來就是一個陷阱
[00:01:24.160 --> 00:01:26.160]  我有一次幫一個
[00:01:26.160 --> 00:01:28.160]  朋友
[00:01:28.160 --> 00:01:30.160]  這個朋友
[00:01:30.160 --> 00:01:32.160]  就是因為
[00:01:32.160 --> 00:01:34.160]  身體的緣故
[00:01:34.160 --> 00:01:36.160]  精神不妥
[00:01:36.160 --> 00:01:38.160]  以致到
[00:01:38.160 --> 00:01:40.160]  那份工作沒辦法維持
[00:01:40.160 --> 00:01:42.160]  沒法維持之後
[00:01:42.160 --> 00:01:44.160]  竟然被
[00:01:44.160 --> 00:01:46.160]  十幾個不同的
[00:01:46.160 --> 00:01:48.160]  一些機構公司
[00:01:48.160 --> 00:01:50.160]  追討
[00:01:50.160 --> 00:01:52.160]  後來要破產
[00:01:52.160 --> 00:01:54.160]  這些追討
[00:01:54.160 --> 00:01:56.160]  不是很多錢
[00:01:56.160 --> 00:01:58.160]  幾萬元,十幾萬,有些幾十萬
[00:01:58.160 --> 00:02:00.160]  我說為何
[00:02:00.160 --> 00:02:02.160]  這麼多債儲
[00:02:02.160 --> 00:02:04.160]  看一看,嚇了我一跳
[00:02:04.160 --> 00:02:08.160]  什麼電器
[00:02:08.160 --> 00:02:10.160]  幾萬元欠債
[00:02:10.160 --> 00:02:12.160]  然後什麼傢俬
[00:02:12.160 --> 00:02:14.160]  幾萬元欠債
[00:02:14.160 --> 00:02:16.160]  然後什麼財務
[00:02:16.160 --> 00:02:18.160]  什麼銀行
[00:02:18.160 --> 00:02:20.160]  然後什麼公司
[00:02:20.160 --> 00:02:22.160]  很多東西
[00:02:22.160 --> 00:02:24.160]  都是先使未來先的
[00:02:24.160 --> 00:02:26.160]  是什麼意思呢?
[00:02:26.160 --> 00:02:28.160]  就是因為現在太方便
[00:02:28.160 --> 00:02:30.160]  iPhone
[00:02:30.160 --> 00:02:32.160]  不用付錢
[00:02:32.160 --> 00:02:36.160]  盡快
[00:02:36.160 --> 00:02:38.160]  iPhone 5可以用
[00:02:38.160 --> 00:02:40.160]  彩色電視
[00:02:40.160 --> 00:02:42.160]  3D
[00:02:42.160 --> 00:02:44.160]  不用錢
[00:02:44.160 --> 00:02:46.160]  你每個月供多少就可以搞定
[00:02:46.160 --> 00:02:48.160]  很多東西都是這樣
[00:02:48.160 --> 00:02:50.160]  連你睡的床
[00:02:50.160 --> 00:02:52.160]  都可以
[00:02:52.160 --> 00:02:54.160]  每樣東西都可以幫你分期付款
[00:02:54.160 --> 00:02:56.160]  有沒有聽過?
[00:02:56.160 --> 00:02:58.160]  有人因為
[00:02:58.160 --> 00:03:00.160]  這樣的緣故
[00:03:00.160 --> 00:03:02.160]  整間家裡可以十幾二十樣東西
[00:03:02.160 --> 00:03:04.160]  都是分期付款
[00:03:04.160 --> 00:03:06.160]  然後每個月
[00:03:06.160 --> 00:03:08.160]  要在銀行扣那些
[00:03:08.160 --> 00:03:10.160]  有時候我們感覺到
[00:03:10.160 --> 00:03:12.160]  這些是方便
[00:03:12.160 --> 00:03:14.160]  但方便之餘,很多人
[00:03:14.160 --> 00:03:16.160]  沒有計算代價
