
[00:00:00.000 --> 00:00:08.000]  各位觀眾朋友,請大家一起來看一看一幅圖畫
[00:00:08.000 --> 00:00:11.000]  《光輝歲月》
[00:00:11.000 --> 00:00:17.000]  我想大家一起來看一看,你認不認得這些人呢?
[00:00:17.000 --> 00:00:25.000]  之前的那幅畫呢?有沒有?認不認得他們?
[00:00:25.000 --> 00:00:28.000]  他們是誰?看不看得到?
[00:00:28.000 --> 00:00:34.000]  印度的聖人
[00:00:34.000 --> 00:00:41.000]  還有中華人民共和國的始創者
[00:00:41.000 --> 00:00:45.000]  還有中華民國的始創者
[00:00:45.000 --> 00:00:50.000]  還有南非共和國的始創者
[00:00:50.000 --> 00:00:52.000]  認不認得他們?
[00:00:52.000 --> 00:00:56.000]  還有美國的始創者
[00:00:56.000 --> 00:01:02.000]  看到他們的時候,我相信大家都看到有些特別的地方
[00:01:02.000 --> 00:01:09.000]  這個特別的地方呢,就是多多少少被認為是他們民族的英雄
[00:01:09.000 --> 00:01:11.000]  是他們的國父
[00:01:11.000 --> 00:01:15.000]  是某一個不同領域的始創者
[00:01:15.000 --> 00:01:20.000]  是萬人景仰、尊崇一些的領袖
[00:01:20.000 --> 00:01:28.000]  我們看看特別是最近離世的曼德拉
[00:01:28.000 --> 00:01:39.000]  我相信他的離開帶給所有南非的人有很多很複雜的感覺
[00:01:39.000 --> 00:01:44.000]  這個複雜的感覺一方面我們非常的感恩
[00:01:44.000 --> 00:01:49.000]  就是因為透過他能夠將真正的民主帶到南非
[00:01:49.000 --> 00:01:57.000]  以至於黑人是因為這樣的緣故能夠享受到與白人同起同坐的地位
[00:01:57.000 --> 00:02:04.000]  有被選舉、有選舉,甚至現在成為執政黨的一個這樣的地位
[00:02:04.000 --> 00:02:11.000]  所有其他的東西他們都可以共同享受
[00:02:11.000 --> 00:02:18.000]  但是複雜的感覺就是當這個民主開始在南非之後
[00:02:18.000 --> 00:02:25.000]  他們發覺窮的人不是越來越少,而反而是越來越多
[00:02:25.000 --> 00:02:33.000]  連屋都沒得住的人是越來越多,貧富越來越懸殊
[00:02:33.000 --> 00:02:40.000]  而第三,就是過去只是白人享有特權
[00:02:40.000 --> 00:02:45.000]  但是現在他們發覺到,現在不是只是白人享有特權
[00:02:45.000 --> 00:02:52.000]  而是那些執政者享有特權,實際上沒有大分別
[00:02:52.000 --> 00:03:00.000]  因為這樣就讓我想到有一本書叫做《動物農場》,《The Animal Farm》
[00:03:00.000 --> 00:03:05.000]  《The Animal Farm》就是講到在動物的裡面
[00:03:05.000 --> 00:03:11.000]  在主人繼續不斷在統治他們、治理他們過程當中
[00:03:11.000 --> 00:03:20.000]  其中有一些豬,一隻豬起來造反,動完動物就推翻主人
[00:03:20.000 --> 00:03:26.000]  推翻之後,他們說從今以後我們個個都有人權
[00:03:26.000 --> 00:03:31.000]  有我們的動物權,有我們的地位,我們可以自主了
[00:03:31.000 --> 00:03:40.000]  結果主人被攤了出去之後,動物就開始成為這個農場的主人
[00:03:40.000 --> 00:03:49.000]  不過經過一段時間,除了很少數的動物之外
[00:03:49.000 --> 00:03:55.000]  大部分的動物完勝在道,為什麼呢?
[00:03:55.000 --> 00:04:03.000]  他們仍然活在一種沒有自由、被統治、被壓迫、不公平的一個制度裡面
[00:04:03.000 --> 00:04:07.000]  唯一不同的就是主人換了
[00:04:07.000 --> 00:04:14.000]  以前是人,現在就是那隻豬,做了他們的統治者
[00:04:14.000 --> 00:04:22.000]  他們的情形仍然都是一樣,局面沒有轉變
[00:04:22.000 --> 00:04:31.000]  我昨天出席了一個別開生面,也可以這樣說
[00:04:31.000 --> 00:04:40.000]  是我自己感覺到很多不同的安息禮、追思禮當中,極難忘的其中一個追思禮
[00:04:40.000 --> 00:04:49.000]  我昨天就在這個地方,為這個追思禮的主人來講道
[00:04:49.000 --> 00:04:53.000]  昨天的追思禮我想問問有幾個人有出席的,可不可以舉手?
[00:04:53.000 --> 00:04:57.000]  有很多出席
[00:04:57.000 --> 00:05:04.000]  這是加薪創會的會長邱青泰博士他的太太
[00:05:04.000 --> 00:05:08.000]  因為她老岩離世
[00:05:08.000 --> 00:05:14.000]  離世之後,昨天借用我們這個地方舉行一個特別的追思禮
[00:05:14.000 --> 00:05:20.000]  主要原因是全球各地加薪的同工負責的人
[00:05:20.000 --> 00:05:28.000]  以及香港凡親參加過的恩愛夫妻營,他們都擔心可能小的地方未必能坐得下
[00:05:28.000 --> 00:05:31.000]  所以就借了這個地方來用
[00:05:31.000 --> 00:05:36.000]  令我最感動的一件事,就是會眾都很清楚看得見
[00:05:36.000 --> 00:05:42.000]  是一個這麼瀟灑的追思禮
[00:05:42.000 --> 00:05:46.000]  邱青泰博士打電話給我的時候,跟我說
[00:05:46.000 --> 00:05:53.000]  蘇姆斯,我們這個不是追思禮
[00:05:53.000 --> 00:05:58.000]  我們這個聚會是叫做Homecoming的慶典
[00:05:58.000 --> 00:06:03.000]  是回家的慶典
[00:06:03.000 --> 00:06:09.000]  所以我希望你鼓勵那些來出席的弟兄姊妹
[00:06:09.000 --> 00:06:13.000]  不要穿得太素
[00:06:13.000 --> 00:06:17.000]  應該穿上彩衣
[00:06:17.000 --> 00:06:23.000]  穿得漂亮一點,來出席這個慶典
[00:06:23.000 --> 00:06:28.000]  他們都是這樣來告知其他與會的人
[00:06:28.000 --> 00:06:32.000]  在我預備信息的時候
[00:06:32.000 --> 00:06:37.000]  我的心裏面一方面為他們感恩
[00:06:37.000 --> 00:06:44.000]  另一方面,我亦早就拿了他們的內容和見證之後
[00:06:44.000 --> 00:06:47.000]  我的心裏面更加充滿著感恩
[00:06:47.000 --> 00:06:51.000]  令我感恩的一件事
[00:06:51.000 --> 00:06:55.000]  就是讓我看得見竹君姊妹
[00:06:55.000 --> 00:07:00.000]  她臨離世前是這麼瀟灑來面對
[00:07:00.000 --> 00:07:04.000]  我記得他們回來香港住的時候,他們夫婦來到我辦公室
[00:07:04.000 --> 00:07:09.000]  找我,跟我說了這個意願他們會回來
[00:07:09.000 --> 00:07:15.000]  讓這個侍奉是更加的有效
[00:07:15.000 --> 00:07:18.000]  我記得在我辦公室的時候,我跟他們說
[00:07:18.000 --> 00:07:21.000]  在這段時間當中
[00:07:21.000 --> 00:07:25.000]  因為竹君做完手術之後
[00:07:25.000 --> 00:07:30.000]  醫生都說到是沒有辦法
[00:07:30.000 --> 00:07:34.000]  所以因為這樣的緣故,他們已經盡了他們的責任
[00:07:34.000 --> 00:07:38.000]  盡了他們的努力,做不到什麼
[00:07:38.000 --> 00:07:42.000]  然後叫他們有足夠心理的準備
[00:07:42.000 --> 00:07:46.000]  而反而走去的時候,竹君竟然感謝主
[00:07:46.000 --> 00:07:53.000]  從今以後,我不用再依賴醫生、藥物
[00:07:53.000 --> 00:07:59.000]  我就是輕輕鬆鬆靠主來過我這些日子
[00:07:59.000 --> 00:08:02.000]  三年多過去
[00:08:02.000 --> 00:08:08.000]  他就是完全靠著在主裡面的討好、等候
[00:08:08.000 --> 00:08:13.000]  繼續不斷去等待著那個日子的來臨
[00:08:13.000 --> 00:08:18.000]  在我辦公室的時候,我跟青苔說
[00:08:18.000 --> 00:08:21.000]  我說有些事情別人能代你
[00:08:21.000 --> 00:08:25.000]  但是有些事情別人代不了你
[00:08:25.000 --> 00:08:30.000]  當你的太太在身體有需要的時候
[00:08:30.000 --> 00:08:36.000]  我鼓勵她盡量將其他的侍奉減少
[00:08:36.000 --> 00:08:40.000]  多一點時間來陪伴她
[00:08:40.000 --> 00:08:43.000]  其實我知道我這樣說出來的時候
[00:08:43.000 --> 00:08:47.000]  對做丈夫的會帶來一種壓力
[00:08:47.000 --> 00:08:51.000]  甚至是會有一種罪疚感
[00:08:51.000 --> 00:08:55.000]  但是另一方面,當他要陪著他太太
[00:08:55.000 --> 00:08:57.000]  其他的事情都停止的時候
[00:08:57.000 --> 00:09:02.000]  同樣也會帶給太太有壓力,又有罪疚感
[00:09:02.000 --> 00:09:09.000]  是因為她的病,使得丈夫的侍奉完全不能夠暢所欲言
[00:09:09.000 --> 00:09:13.000]  來去實踐他們的夢
[00:09:13.000 --> 00:09:15.000]  但是我很感恩
[00:09:15.000 --> 00:09:20.000]  昨天在聚會當中,給我聽到一個很清楚的訊息
[00:09:20.000 --> 00:09:23.000]  就是竹君對她的丈夫很清楚地說
[00:09:23.000 --> 00:09:26.000]  青苔,你出去侍奉
[00:09:26.000 --> 00:09:29.000]  我在家裡討告
[00:09:29.000 --> 00:09:37.000]  成為一個用討告發電廠支持你的一個幕後的童工
[00:09:37.000 --> 00:09:39.000]  你去吧
[00:09:39.000 --> 00:09:44.000]  就是因為這種討告,就是因為這種鼓勵
[00:09:44.000 --> 00:09:50.000]  邱青泰博士在過去太太病的過程裡
[00:09:50.000 --> 00:09:53.000]  並沒有停止他的侍奉
[00:09:53.000 --> 00:09:57.000]  仍然繼續不斷四處奔波
[00:09:57.000 --> 00:10:00.000]  讓更多的夫婦得以建立
[00:10:00.000 --> 00:10:02.000]  更多的家庭得以建立
[00:10:02.000 --> 00:10:06.000]  實際上,當他太太離世的時候
[00:10:06.000 --> 00:10:09.000]  他是趕不及回來
[00:10:09.000 --> 00:10:12.000]  當我回來的時候,他太太已經離世
[00:10:12.000 --> 00:10:17.000]  但是他們並沒有因為這樣而後悔
[00:10:17.000 --> 00:10:22.000]  反而我昨天看到的有很多是之前錄了的
[00:10:22.000 --> 00:10:25.000]  就是他太太唱的詩歌
[00:10:25.000 --> 00:10:28.000]  他太太說的東西,做的東西
[00:10:28.000 --> 00:10:33.000]  是令到我的心裡非常受感動
[00:10:33.000 --> 00:10:36.000]  唱的詩歌
[00:10:36.000 --> 00:10:38.000]  活是主的人
[00:10:38.000 --> 00:10:41.000]  死也是主的人
[00:10:41.000 --> 00:10:47.000]  無論是活,是死,我們總是主的人
[00:10:47.000 --> 00:10:51.000]  另一件事,令到我心裡很感激
[00:10:51.000 --> 00:10:54.000]  也為這位姊妹充滿感恩
[00:10:54.000 --> 00:10:57.000]  她臨死前
[00:10:57.000 --> 00:11:02.000]  透過加薪的訊息
[00:11:02.000 --> 00:11:06.000]  讓全球各地的人回想一下
[00:11:06.000 --> 00:11:10.000]  如果過去是因為她的說話
[00:11:10.000 --> 00:11:15.000]  因為她的態度是令到他們受過傷害的
[00:11:15.000 --> 00:11:19.000]  希望他們很坦誠地告訴我
[00:11:19.000 --> 00:11:21.000]  告訴她之後
[00:11:21.000 --> 00:11:25.000]  她會一一向他們道歉
[00:11:25.000 --> 00:11:30.000]  這個心胸令到我的心裡非常感動
[00:11:30.000 --> 00:11:38.000]  也是我在今天都會和會眾同樣發出這個呼聲
[00:11:38.000 --> 00:11:40.000]  如果在過去的日子裡
[00:11:40.000 --> 00:11:44.000]  是因為我的說話、我的態度、我的行動
[00:11:44.000 --> 00:11:47.000]  令到你們感覺到不舒服的
[00:11:47.000 --> 00:11:51.000]  你們也可以寫回來,告訴我
[00:11:51.000 --> 00:11:54.000]  我不想等到離世的時候才做
[00:11:54.000 --> 00:11:58.000]  我們應該越快越好來做
[00:11:58.000 --> 00:12:00.000]  以至我們在主的裡面
[00:12:00.000 --> 00:12:03.000]  實踐耶穌基督的大使命
[00:12:03.000 --> 00:12:05.000]  你獻祭的時候
[00:12:05.000 --> 00:12:10.000]  倘若你知道或者想到有弟兄向你還願
[00:12:10.000 --> 00:12:13.000]  你就應該首先放下禮物
[00:12:13.000 --> 00:12:15.000]  先和他和好
[00:12:15.000 --> 00:12:18.000]  然後再獻上禮物
[00:12:18.000 --> 00:12:19.000]  如果不是的時候
[00:12:19.000 --> 00:12:22.000]  所獻的祭都不夢越立
[00:12:22.000 --> 00:12:24.000]  各位鄧姊妹
[00:12:24.000 --> 00:12:27.000]  第三方面,我在祖君身上
[00:12:27.000 --> 00:12:29.000]  我會看得很清楚
[00:12:29.000 --> 00:12:31.000]  她真是視死如歸
[00:12:31.000 --> 00:12:34.000]  青苔,我先去了
[00:12:34.000 --> 00:12:37.000]  我在那裡等你
[00:12:37.000 --> 00:12:39.000]  我很感恩
[00:12:39.000 --> 00:12:42.000]  她是去一個更美的家
[00:12:42.000 --> 00:12:47.000]  以至她是歡歡喜喜去見著的
[00:12:47.000 --> 00:12:51.000]  另一件事,我看到她很落實的門訓
[00:12:51.000 --> 00:12:53.000]  她的門訓
[00:12:53.000 --> 00:12:55.000]  首先在她的家裡開始
[00:12:55.000 --> 00:12:58.000]  對著她的子女
[00:12:58.000 --> 00:13:00.000]  用身體力行
[00:13:00.000 --> 00:13:03.000]  來將她的信仰活出來
[00:13:03.000 --> 00:13:07.000]  要三個子女在一個地方懷念媽媽的時候
[00:13:07.000 --> 00:13:10.000]  很清楚,仍然記得
[00:13:10.000 --> 00:13:13.000]  媽媽在他們身上所做的一切
[00:13:13.000 --> 00:13:15.000]  所教的教導
[00:13:15.000 --> 00:13:17.000]  和在主裡面怎樣建立他們
[00:13:17.000 --> 00:13:20.000]  他們也是按著媽媽給他們的
[00:13:20.000 --> 00:13:22.000]  現在教導他們的下一代
[00:13:22.000 --> 00:13:24.000]  我充滿著感恩
[00:13:24.000 --> 00:13:26.000]  各位親愛的鄧姊妹
[00:13:26.000 --> 00:13:28.000]  完成了安息禮之後
[00:13:28.000 --> 00:13:31.000]  完成了那個Homecoming Celebration之後
[00:13:31.000 --> 00:13:33.000]  有些女孩子走出來
[00:13:33.000 --> 00:13:35.000]  她跟我說
[00:13:35.000 --> 00:13:37.000]  沒事
[00:13:37.000 --> 00:13:40.000]  我也很想她這樣
[00:13:40.000 --> 00:13:43.000]  我跟著就說
[00:13:43.000 --> 00:13:45.000]  其實我相信在場的
[00:13:45.000 --> 00:13:47.000]  個個都很想像她一樣
[00:13:47.000 --> 00:13:48.000]  但是
[00:13:48.000 --> 00:13:51.000]  是不是個個都可以像她一樣呢?
[00:13:51.000 --> 00:13:54.000]  我不知道大家有多少人可以做得到
[00:13:54.000 --> 00:13:56.000]  當我離世的時候
[00:13:56.000 --> 00:13:58.000]  我會很清楚地看到
[00:13:58.000 --> 00:14:00.000]  我是去一個更美的家
[00:14:00.000 --> 00:14:03.000]  以至我會安慰我家裡所有的人
[00:14:03.000 --> 00:14:04.000]  我的親戚、我的朋友
[00:14:04.000 --> 00:14:05.000]  你們來的時候
[00:14:05.000 --> 00:14:08.000]  不要穿又黑又白
[00:14:08.000 --> 00:14:10.000]  不要弄得那麼傷心
[00:14:10.000 --> 00:14:11.000]  你們來的時候
[00:14:11.000 --> 00:14:13.000]  跟我一起慶祝
[00:14:13.000 --> 00:14:14.000]  我回家了
[00:14:14.000 --> 00:14:17.000]  我不知道有多少人可以做得到
[00:14:17.000 --> 00:14:21.000]  做到的舉手給我看看
[00:14:21.000 --> 00:14:24.000]  謝謝你們的手
[00:14:24.000 --> 00:14:28.000]  但是現在還沒到
[00:14:28.000 --> 00:14:30.000]  所以我們都在等待
[00:14:30.000 --> 00:14:33.000]  有一天我們都好像她一樣
[00:14:33.000 --> 00:14:37.000]  今天我要跟大家來分享
[00:14:37.000 --> 00:14:38.000]  想
[00:14:38.000 --> 00:14:40.000]  我們個個都很想
[00:14:40.000 --> 00:14:42.000]  活得豐盛
[00:14:42.000 --> 00:14:44.000]  好像她一樣
[00:14:44.000 --> 00:14:45.000]  但是事實上
[00:14:45.000 --> 00:14:46.000]  信念
[00:14:46.000 --> 00:14:48.000]  我們的信仰
[00:14:48.000 --> 00:14:50.000]  是最重要的
[00:14:50.000 --> 00:14:53.000]  到底我們今天信的是信什麼呢?
[00:14:53.000 --> 00:14:54.000]  如果我們信的
[00:14:54.000 --> 00:14:56.000]  不是她一樣這樣
[00:14:56.000 --> 00:14:58.000]  是這麼有把握
[00:14:58.000 --> 00:14:59.000]  和信得這麼扎實
[00:14:59.000 --> 00:15:02.000]  她信的就是基督已經復活了
[00:15:02.000 --> 00:15:03.000]  她怎樣復活
[00:15:03.000 --> 00:15:05.000]  我們都會怎樣復活
[00:15:05.000 --> 00:15:07.000]  是因為這樣的緣故
[00:15:07.000 --> 00:15:09.000]  死亡只不過是睡覺
[00:15:09.000 --> 00:15:11.000]  死亡只不過是搬家
[00:15:11.000 --> 00:15:13.000]  死亡只不過是移民
[00:15:13.000 --> 00:15:16.000]  是移到極美的家
[00:15:16.000 --> 00:15:17.000]  最美的家
[00:15:17.000 --> 00:15:18.000]  沒有眼淚
