
[00:00:00.000 --> 00:00:05.000]  大圍轉第七講
[00:00:05.000 --> 00:00:09.000]  今天我們要講十五以上的二十五章和二十六章
[00:00:09.000 --> 00:00:13.000]  在說這個訊息之前,我也想重申一下
[00:00:13.000 --> 00:00:18.000]  就是我的講道絕對不能代替大家讀經
[00:00:18.000 --> 00:00:21.000]  其實大家應該在自己家裡讀了經
[00:00:21.000 --> 00:00:26.000]  然後才來聽我的講道,就會相得益彰,事倍功倍
[00:00:26.000 --> 00:00:32.000]  但是如果你只是聽我講道,你自己不讀經的話,是沒有什麼好處
[00:00:32.000 --> 00:00:35.000]  所以大家要注意讀經是很重要
[00:00:35.000 --> 00:00:41.000]  今天的題目是什麼?不要自己身冤,神必報應
[00:00:41.000 --> 00:00:47.000]  其實這個題目和我前個禮拜的篇道是很相似
[00:00:47.000 --> 00:00:51.000]  大衛在隱居底的山洞有機會為自己報仇
[00:00:51.000 --> 00:00:53.000]  但是他沒有這樣做
[00:00:53.000 --> 00:00:57.000]  他說我不可伸手害神的受高者
[00:00:57.000 --> 00:01:03.000]  今天我們會看到大衛又有一次機會可以殺死素羅
[00:01:03.000 --> 00:01:05.000]  但是他也沒有這樣做
[00:01:05.000 --> 00:01:09.000]  我們首先看看我們今天的這篇道的大綱
[00:01:09.000 --> 00:01:15.000]  是有四個部分,和我上次的那篇道很相似
[00:01:15.000 --> 00:01:20.000]  上次也是有四個部分,但是由四個不同的地方來分段
[00:01:20.000 --> 00:01:24.000]  這次是四個不同的人物
[00:01:24.000 --> 00:01:26.000]  哪四個人物?
[00:01:26.000 --> 00:01:30.000]  第一和第四個都和大衛有很大的淵源
[00:01:30.000 --> 00:01:34.000]  第一個是薩姆爾,是大衛的好朋友
[00:01:34.000 --> 00:01:40.000]  第四個,剛剛相反,是他的對敵,是他的對頭
[00:01:40.000 --> 00:01:44.000]  追趕著大衛,要殺死大衛,這個就是素羅
[00:01:44.000 --> 00:01:48.000]  還有第二第三,是一對夫婦
[00:01:48.000 --> 00:01:54.000]  很有趣,這對夫婦的丈夫叫拿伯,是一個愚蠢的人
[00:01:54.000 --> 00:02:02.000]  但是他的太太是阿比蓋,一個非常有智慧,非常美麗的女人
[00:02:02.000 --> 00:02:07.000]  我們先看看第一個主角,就是薩姆爾
[00:02:07.000 --> 00:02:10.000]  經文兩次提到薩姆爾的死亡
[00:02:10.000 --> 00:02:15.000]  在薩姆爾上的25章一節和28章的三節
[00:02:15.000 --> 00:02:20.000]  薩姆爾可以說是事先時代最後的一個事先
[00:02:20.000 --> 00:02:25.000]  但也可以說是先知時代的第一個先知
[00:02:25.000 --> 00:02:28.000]  薩姆爾永遠都是將神放在首位
[00:02:28.000 --> 00:02:32.000]  他是敬畏神,他不敬畏人
[00:02:32.000 --> 00:02:37.000]  素羅剛剛相反,他非常敬畏人
[00:02:37.000 --> 00:02:40.000]  他最怕別人怎樣看他
[00:02:40.000 --> 00:02:45.000]  他永遠都是將人民怎樣看他放在首位
[00:02:45.000 --> 00:02:49.000]  神怎樣看他,反而他好像不太關心一樣
[00:02:49.000 --> 00:02:53.000]  薩姆爾就剛剛相反,他將神放在首位
[00:02:53.000 --> 00:02:57.000]  憑著信心、勇氣來帶領以色列人
[00:02:57.000 --> 00:03:00.000]  由事先時代進入君王時期
[00:03:00.000 --> 00:03:04.000]  他高納了素羅,也高納了大衛
[00:03:04.000 --> 00:03:08.000]  他不斷地保護大衛,忠告大衛
[00:03:08.000 --> 00:03:12.000]  因為他知道就算他自己去世以後
[00:03:12.000 --> 00:03:15.000]  若果以色列國在大衛的手中
[00:03:15.000 --> 00:03:18.000]  一定能夠得到興旺
[00:03:18.000 --> 00:03:23.000]  薩姆爾是一個非常謙卑的人
[00:03:23.000 --> 00:03:27.000]  他沒有為自己來納任何紀念碑
[00:03:27.000 --> 00:03:32.000]  他死後只希望能夠葬在自己的墳墓
[00:03:32.000 --> 00:03:35.000]  自己的墳墓是和合本的翻譯
[00:03:35.000 --> 00:03:38.000]  原文這個字希伯來文是甚麼?
[00:03:38.000 --> 00:03:42.000]  自己的家,他希望葬在自己的家
[00:03:42.000 --> 00:03:46.000]  可能是葬在自己的後院、自己的花園
[00:03:46.000 --> 00:03:51.000]  相對素羅為自己納了一個紀念碑
[00:03:51.000 --> 00:03:55.000]  因為素羅非常驕傲、非常自大
[00:03:55.000 --> 00:04:00.000]  這個紀念碑在迦勒,迦勒是一個很出名的地方
[00:04:00.000 --> 00:04:04.000]  但素羅的紀念碑不是在迦勒
[00:04:04.000 --> 00:04:07.000]  出名的迦勒,以利亞先知將來
[00:04:07.000 --> 00:04:12.000]  會面對450個巴力先知和他們鬥法
[00:04:12.000 --> 00:04:17.000]  這個迦勒是很出名的,在以色列的北部
[00:04:17.000 --> 00:04:21.000]  但素羅為自己納碑的地方在南面
[00:04:21.000 --> 00:04:25.000]  在希伯倫南面大概七里的地方
[00:04:25.000 --> 00:04:29.000]  薩姆爾在世的時候,以色列人都不服從他
[00:04:29.000 --> 00:04:31.000]  希望要納一位皇
[00:04:31.000 --> 00:04:36.000]  但他死後,以色列人都來表示他們的哀動
[00:04:36.000 --> 00:04:38.000]  向薩姆爾致敬
[00:04:38.000 --> 00:04:43.000]  不是所有的以色列人都參加了薩姆爾的喪禮
[00:04:43.000 --> 00:04:48.000]  我相信起碼12支派的領袖是有參加
[00:04:48.000 --> 00:04:52.000]  他們都來向薩姆爾表示敬意
[00:04:52.000 --> 00:04:55.000]  那你說素羅有沒有參加他的喪禮?
[00:04:55.000 --> 00:04:56.000]  我相信沒有
[00:04:56.000 --> 00:05:00.000]  因為素羅已經和薩姆爾斷絕了關係
[00:05:00.000 --> 00:05:02.000]  有七年多
[00:05:02.000 --> 00:05:07.000]  但素羅我們知道,就算薩姆爾死了
[00:05:07.000 --> 00:05:10.000]  他將會在薩姆爾上的28章
[00:05:10.000 --> 00:05:14.000]  仍然透過交軌、透過女巫
[00:05:14.000 --> 00:05:17.000]  來請薩姆爾的靈魂上來
[00:05:17.000 --> 00:05:21.000]  希望薩姆爾能夠給他最後的建議
[00:05:21.000 --> 00:05:25.000]  這個去到薩姆爾上的28章我們才說
[00:05:25.000 --> 00:05:29.000]  大衛你說有沒有參加薩姆爾的喪禮?
[00:05:29.000 --> 00:05:31.000]  我相信沒有
[00:05:31.000 --> 00:05:33.000]  眾目睽睽
[00:05:33.000 --> 00:05:36.000]  他出現在薩姆爾的喪禮
[00:05:36.000 --> 00:05:39.000]  不怕被素羅抓去殺他
[00:05:39.000 --> 00:05:41.000]  我相信他沒有參加
[00:05:41.000 --> 00:05:43.000]  他也不需要參加
[00:05:43.000 --> 00:05:45.000]  因為他在薩姆爾的生前
[00:05:45.000 --> 00:05:49.000]  已經對薩姆爾表示尊敬、表示愛意
[00:05:49.000 --> 00:05:51.000]  其實聖經告訴我們
[00:05:51.000 --> 00:05:53.000]  薩姆爾死的時候
[00:05:53.000 --> 00:05:57.000]  大衛正在山寨堡壘這個地方
[00:05:57.000 --> 00:06:00.000]  我跟大家說過這個就是馬薩達
[00:06:00.000 --> 00:06:03.000]  他一聽見薩姆爾的死訊
[00:06:03.000 --> 00:06:07.000]  他就一口氣跑到馬薩達南邊
[00:06:07.000 --> 00:06:11.000]  一百多里的巴蘭礦野那裡
[00:06:11.000 --> 00:06:13.000]  去躲起來
[00:06:13.000 --> 00:06:15.000]  那你說為什麼走到這麼遠?
[00:06:15.000 --> 00:06:17.000]  薩姆爾死了之後
[00:06:17.000 --> 00:06:20.000]  我相信他覺得少了一個靠山
[00:06:20.000 --> 00:06:22.000]  少了一個保護
[00:06:22.000 --> 00:06:23.000]  他很害怕
[00:06:23.000 --> 00:06:27.000]  他想著他應該逃離素羅越遠越好
[00:06:27.000 --> 00:06:30.000]  所以他去了巴蘭的礦野
[00:06:30.000 --> 00:06:32.000]  但是他沒有留在那裡很久
[00:06:32.000 --> 00:06:39.000]  他很快就回到加密附近馬雲礦野的地方
[00:06:39.000 --> 00:06:42.000]  這樣第二個主角就出現了
[00:06:42.000 --> 00:06:44.000]  這個就是拿伯
[00:06:44.000 --> 00:06:47.000]  拿伯是一個富有的人
[00:06:47.000 --> 00:06:49.000]  他很富有
[00:06:49.000 --> 00:06:50.000]  經文告訴我們
[00:06:50.000 --> 00:06:53.000]  他有三千隻綿羊有一千隻山羊
[00:06:53.000 --> 00:06:55.000]  他很富有
[00:06:55.000 --> 00:06:59.000]  在那個時候那些富有的人家業主
[00:06:59.000 --> 00:07:03.000]  都很怕敵人來搶掠他們的東西
[00:07:03.000 --> 00:07:06.000]  例如是斐理士人或者是阿瑪力人
[00:07:06.000 --> 00:07:10.000]  所以每當收城的時候他們就很怕
[00:07:10.000 --> 00:07:14.000]  因為敵人是揀選在收城的時候才來攻擊他們
[00:07:14.000 --> 00:07:18.000]  在史詩記的時候我也跟大家說過
[00:07:18.000 --> 00:07:25.000]  很多時候這些業主就僱用一些小型的隊伍來保護自己的產業
[00:07:25.000 --> 00:07:30.000]  就好像大衛的隊伍一樣來保護他們
[00:07:30.000 --> 00:07:34.000]  但是這個拿伯雖然他很有錢
[00:07:34.000 --> 00:07:36.000]  但是他很孤寒
[00:07:36.000 --> 00:07:42.000]  在剪羊毛的日子就是春天或者是秋初
[00:07:42.000 --> 00:07:45.000]  是兩個時候就是剪羊毛的時候
[00:07:45.000 --> 00:07:48.000]  這個時候敵人就會來攻擊
[00:07:48.000 --> 00:07:52.000]  所以大衛會保護拿伯的羊群
[00:07:52.000 --> 00:07:54.000]  保護了他的羊群
[00:07:54.000 --> 00:07:58.000]  大衛就說你可不可以給一些食物給我的手下
[00:07:58.000 --> 00:08:01.000]  這個要求是合情合理的
[00:08:01.000 --> 00:08:04.000]  在當時的人的習慣來的
[00:08:04.000 --> 00:08:05.000]  是習俗來的
[00:08:05.000 --> 00:08:08.000]  你保護我的羊好像收保護費一樣
[00:08:08.000 --> 00:08:11.000]  我就給一些食物給你
[00:08:11.000 --> 00:08:15.000]  當時的人也都認為好客是美德
[00:08:15.000 --> 00:08:20.000]  所以照顧保護你的人絕對是理所當然
[00:08:20.000 --> 00:08:23.000]  但是我們看到拿伯是怎樣
[00:08:23.000 --> 00:08:26.000]  他是一個非常愚蠢的人
[00:08:26.000 --> 00:08:30.000]  和合本叫他做剛愎兇惡
[00:08:30.000 --> 00:08:32.000]  我又要多謝Betty Lee姐妹
[00:08:32.000 --> 00:08:36.000]  她看到我的PowerPoint打錯一個字
[00:08:36.000 --> 00:08:38.000]  我打了剛服兇惡
[00:08:38.000 --> 00:08:40.000]  很多時候我們會讀什麼
[00:08:40.000 --> 00:08:42.000]  剛服自用
[00:08:42.000 --> 00:08:45.000]  其實原來是剛愎自用
[00:08:45.000 --> 00:08:47.000]  剛愎自用是什麼意思
[00:08:47.000 --> 00:08:49.000]  一個人不聽人說
[00:08:49.000 --> 00:08:52.000]  非常自我不聽人說
[00:08:52.000 --> 00:08:54.000]  這個人非常兇惡
[00:08:54.000 --> 00:08:57.000]  在聖經新譯本和當代譯本
[00:08:57.000 --> 00:09:01.000]  將翻譯成粗暴兇惡
[00:09:01.000 --> 00:09:04.000]  這個人是不是因為這樣而有錢呢
[00:09:04.000 --> 00:09:07.000]  我們沒有辦法知道
[00:09:07.000 --> 00:09:09.000]  但是聖經告訴我們
[00:09:09.000 --> 00:09:13.000]  拿伯是屬於迦納的家族
[00:09:13.000 --> 00:09:15.000]  迦納是誰呢
[00:09:15.000 --> 00:09:18.000]  當以色列人進入迦南地的時候
[00:09:18.000 --> 00:09:20.000]  記不記得十二個探子
[00:09:20.000 --> 00:09:22.000]  其中有兩個好探子
[00:09:22.000 --> 00:09:24.000]  就是迦納和約書亞
[00:09:24.000 --> 00:09:27.000]  只有這兩個人是照著神的話語
[00:09:27.000 --> 00:09:29.000]  希望進入迦南地
[00:09:29.000 --> 00:09:33.000]  但是其他十個探子都不主張
[00:09:33.000 --> 00:09:37.000]  所以迦納對以色列人來說是英雄
[00:09:37.000 --> 00:09:40.000]  但是也有學者注意到
[00:09:40.000 --> 00:09:44.000]  這個字迦納的希伯來文是什麼
[00:09:44.000 --> 00:09:46.000]  是狗
[00:09:46.000 --> 00:09:48.000]  所以有人認為
[00:09:48.000 --> 00:09:53.000]  這段經文是不是在影射拿伯
[00:09:53.000 --> 00:09:57.000]  說他好像野狗一樣兇暴呢
[00:09:57.000 --> 00:09:59.000]  有這樣的可能
[00:09:59.000 --> 00:10:00.000]  經文告訴我們
[00:10:00.000 --> 00:10:01.000]  什麽呢?
[00:10:01.000 --> 00:10:03.000]  撒姆爾上的二十五章十七節
[00:10:03.000 --> 00:10:06.000]  說沒有人敢和他講話
[00:10:06.000 --> 00:10:08.000]  還有他自己的手下
[00:10:08.000 --> 00:10:10.000]  叫他做比利亞的兒子
[00:10:10.000 --> 00:10:12.000]  什麼叫做比利亞
[00:10:12.000 --> 00:10:14.000]  就是一個一文不值的人
[00:10:14.000 --> 00:10:16.000]  他自己的太太
[00:10:16.000 --> 00:10:19.000]  說他人如其名
[00:10:19.000 --> 00:10:22.000]  那他的名字的意思是什麼呢
[00:10:22.000 --> 00:10:23.000]  拿伯的意思
[00:10:23.000 --> 00:10:26.000]  希伯來文就是愚蠢的意思
[00:10:26.000 --> 00:10:28.000]  那你說做爸爸媽媽
[00:10:28.000 --> 00:10:31.000]  怎會和兒子改這樣的名字呢
[00:10:31.000 --> 00:10:35.000]  相信拿伯小時候已經很愚蠢
[00:10:35.000 --> 00:10:39.000]  所以家人給他改了這樣的名字
[00:10:39.000 --> 00:10:41.000]  拿伯除了愚蠢
[00:10:41.000 --> 00:10:44.000]  他是一個非常殘暴的人
[00:10:44.000 --> 00:10:47.000]  當大衛的使者來到拿伯那裏
[00:10:47.000 --> 00:10:49.000]  希望得到食物
[00:10:49.000 --> 00:10:51.000]  拿伯怎樣呢?
[00:10:51.000 --> 00:10:52.000]  馬上發脾氣
[00:10:52.000 --> 00:10:55.000]  經文說他侮辱大衛的使者
[00:10:55.000 --> 00:10:58.000]  三號以上的二十五章十四節
[00:10:58.000 --> 00:11:02.000]  原文的希伯來文侮辱這個字是什麼意思呢
[00:11:02.000 --> 00:11:04.000]  代表一隻飛禽
[00:11:04.000 --> 00:11:07.000]  飛下來想暴裂他的獵物
[00:11:07.000 --> 00:11:09.000]  撕裂他的獵物的身體的時候
[00:11:09.000 --> 00:11:11.000]  發出來的尖叫聲
[00:11:11.000 --> 00:11:14.000]  這個就是拿伯
[00:11:14.000 --> 00:11:16.000]  還有呢
[00:11:16.000 --> 00:11:17.000]  他不感恩
[00:11:17.000 --> 00:11:22.000]  大衛的手下幫他保護他的羊群
[00:11:22.000 --> 00:11:25.000]  他自己的手下說
[00:11:25.000 --> 00:11:28.000]  大衛的軍隊沒有欺負我們
[00:11:28.000 --> 00:11:30.000]  在大衛的保護之下
[00:11:30.000 --> 00:11:32.000]  我們沒有任何損失
[00:11:32.000 --> 00:11:35.000]  在三號以上的二十五章第十節
[00:11:35.000 --> 00:11:37.000]  但是拿伯就不感恩
[00:11:37.000 --> 00:11:39.000]  不肯給大衛食物
[00:11:39.000 --> 00:11:42.000]  他甚至不敢謝神
[00:11:42.000 --> 00:11:43.000]  我們怎麼知道呢
[00:11:43.000 --> 00:11:46.000]  在三號以上的二十五章十一節
[00:11:46.000 --> 00:11:48.000]  他說我豈可將我的飲食
[00:11:48.000 --> 00:11:51.000]  和我展羊毛的人所宰的肉
[00:11:51.000 --> 00:11:55.000]  給我不知從那裡來的人
[00:11:55.000 --> 00:11:59.000]  他說我怎麼可以將我的飲食
[00:11:59.000 --> 00:12:01.000]  這是和合本的翻譯
