
[00:00:00.000 --> 00:00:09.000]  教會成長是上帝的旨意
[00:00:09.000 --> 00:00:12.000]  是神的應許
[00:00:12.000 --> 00:00:16.000]  寶狼寫以不所書
[00:00:16.000 --> 00:00:21.000]  其實它的主題就是教會
[00:00:21.000 --> 00:00:25.000]  不是個別的信徒 是教會整體
[00:00:25.000 --> 00:00:28.000]  你和第一章結束
[00:00:28.000 --> 00:00:32.000]  第一章最後那兩節開始
[00:00:32.000 --> 00:00:35.000]  你就會發覺 寶狼提到
[00:00:35.000 --> 00:00:39.000]  神將萬有伏在基督的腳下
[00:00:39.000 --> 00:00:45.000]  使基督為教會作萬有之首
[00:00:45.000 --> 00:00:51.000]  然後他說教會就是基督的身體
[00:00:51.000 --> 00:00:54.000]  三章第十節
[00:00:54.000 --> 00:00:58.000]  寶狼又說 為要藉著教會
[00:00:58.000 --> 00:01:01.000]  使天上執政掌權
[00:01:01.000 --> 00:01:09.000]  現在可以得知到神百般的智慧
[00:01:09.000 --> 00:01:18.000]  神的智慧不是叫世上的萬國萬民知道
[00:01:18.000 --> 00:01:28.000]  這裡說 神藉著教會使天上屬靈空中掌權
[00:01:28.000 --> 00:01:33.000]  知道神百般的智慧
[00:01:33.000 --> 00:01:35.000]  三章結束的時候
[00:01:35.000 --> 00:01:40.000]  寶狼又說 但願神在教會當中
[00:01:40.000 --> 00:01:44.000]  並在基督耶穌裡面得著榮耀
[00:01:44.000 --> 00:01:51.000]  直到世世代代永永遠遠 阿們
[00:01:51.000 --> 00:01:54.000]  神在教會當中
[00:01:54.000 --> 00:01:58.000]  神在基督耶穌裡面
[00:01:58.000 --> 00:02:01.000]  兩件事情是平衡的
[00:02:01.000 --> 00:02:03.000]  是同樣的重要
[00:02:03.000 --> 00:02:05.000]  所以來到第四章
[00:02:05.000 --> 00:02:08.000]  寶狼說到成長
[00:02:08.000 --> 00:02:13.000]  這裡說 得以長大成人
[00:02:13.000 --> 00:02:17.000]  本有基督長成的新娘
[00:02:17.000 --> 00:02:20.000]  全身靠基督聯絡
[00:02:20.000 --> 00:02:23.000]  百節各按各職
[00:02:23.000 --> 00:02:25.000]  然後彼此相助
[00:02:25.000 --> 00:02:28.000]  叫身體漸漸增長
[00:02:28.000 --> 00:02:32.000]  在愛中建立自己
[00:02:32.000 --> 00:02:35.000]  寶狼說的是教會
[00:02:35.000 --> 00:02:37.000]  我們就要小心了
[00:02:37.000 --> 00:02:39.000]  因為今天我們通常說教會
[00:02:39.000 --> 00:02:41.000]  有另一個意思
[00:02:41.000 --> 00:02:43.000]  就是回教會
[00:02:43.000 --> 00:02:44.000]  去哪裡?
[00:02:44.000 --> 00:02:45.000]  我去教會
[00:02:45.000 --> 00:02:47.000]  那個變成是地方
[00:02:47.000 --> 00:02:52.000]  是 這個地方有一座禮拜堂
[00:02:52.000 --> 00:02:54.000]  或者我們今天說教堂
[00:02:54.000 --> 00:02:56.000]  廣東話用堂堂
[00:02:56.000 --> 00:02:57.000]  教堂
[00:02:57.000 --> 00:02:59.000]  那個是地方
[00:02:59.000 --> 00:03:03.000]  教會不是指建築物
[00:03:03.000 --> 00:03:06.000]  用今天電腦IT的說法
[00:03:06.000 --> 00:03:11.000]  教會不是說外面的硬件
[00:03:11.000 --> 00:03:14.000]  而是說裡面的軟件
[00:03:14.000 --> 00:03:15.000]  說你和我
[00:03:15.000 --> 00:03:17.000]  說我們這群人
[00:03:17.000 --> 00:03:20.000]  所以教會成長
[00:03:20.000 --> 00:03:22.000]  不是說成北華基
[00:03:22.000 --> 00:03:24.000]  Phase 1, Phase 2, Phase 3
[00:03:24.000 --> 00:03:26.000]  我們還有沒有Phase 4?
[00:03:26.000 --> 00:03:27.000]  有的
[00:03:27.000 --> 00:03:28.000]  今早早堂
[00:03:28.000 --> 00:03:30.000]  黃牧師已經點頭了
[00:03:30.000 --> 00:03:31.000]  等著來吧
[00:03:31.000 --> 00:03:33.000]  我們人數增加
[00:03:33.000 --> 00:03:35.000]  我們地方不夠用
[00:03:35.000 --> 00:03:40.000]  因為建築物要擴建
[00:03:40.000 --> 00:03:42.000]  但那個不是教會成長
[00:03:42.000 --> 00:03:44.000]  第二不要混淆
[00:03:44.000 --> 00:03:50.000]  教會增長和教會成長
[00:03:50.000 --> 00:03:52.000]  又是兩回事
[00:03:52.000 --> 00:03:55.000]  增長是說人數
[00:03:55.000 --> 00:03:57.000]  人數增加
[00:03:57.000 --> 00:03:58.000]  這個是對的
[00:03:58.000 --> 00:03:59.000]  很正常的
[00:03:59.000 --> 00:04:01.000]  教會願意傳福音
[00:04:01.000 --> 00:04:02.000]  做見證
[00:04:02.000 --> 00:04:06.000]  人被吸引到神的面前
[00:04:06.000 --> 00:04:09.000]  11個人上星期缺志信主
[00:04:09.000 --> 00:04:10.000]  接著受洗
[00:04:10.000 --> 00:04:12.000]  加入教會
[00:04:12.000 --> 00:04:14.000]  人數增長
[00:04:14.000 --> 00:04:17.000]  我們可以為人數的增加
[00:04:17.000 --> 00:04:19.000]  定下目標
[00:04:19.000 --> 00:04:20.000]  我們說今年
[00:04:20.000 --> 00:04:21.000]  我們希望
[00:04:21.000 --> 00:04:23.000]  我們團契增加多少人
[00:04:23.000 --> 00:04:26.000]  我們希望教會增加多少人
[00:04:26.000 --> 00:04:29.000]  如果你去國語堂聚崇拜
[00:04:29.000 --> 00:04:31.000]  你就不用定目標了
[00:04:31.000 --> 00:04:32.000]  坐在那裡
[00:04:32.000 --> 00:04:35.000]  每個星期很多新朋友來
[00:04:35.000 --> 00:04:38.000]  一年五百多個新來賓
[00:04:38.000 --> 00:04:40.000]  根本都不知道怎麼辦
[00:04:40.000 --> 00:04:41.000]  要跟進
[00:04:41.000 --> 00:04:43.000]  要去follow up
[00:04:43.000 --> 00:04:45.000]  來不及做這麼多
[00:04:45.000 --> 00:04:46.000]  很興奮的
[00:04:46.000 --> 00:04:48.000]  這個是增長
[00:04:48.000 --> 00:04:51.000]  這個是人數的增加
[00:04:51.000 --> 00:04:52.000]  很重要
[00:04:52.000 --> 00:04:53.000]  人數增加
[00:04:53.000 --> 00:04:55.000]  建築物要擴大
[00:04:55.000 --> 00:04:58.000]  但是保羅在二弗所書第四章
[00:04:58.000 --> 00:05:05.000]  跟我們說的是教會的成長
[00:05:05.000 --> 00:05:09.000]  成長就不能定目標
[00:05:09.000 --> 00:05:11.000]  你不可以對一個嬰兒說
[00:05:11.000 --> 00:05:15.000]  我命令你三年之內長大
[00:05:15.000 --> 00:05:18.000]  成長要等
[00:05:18.000 --> 00:05:20.000]  所以剛才你有沒有留意到
[00:05:20.000 --> 00:05:22.000]  四章十三節
[00:05:22.000 --> 00:05:23.000]  保羅說什麼
[00:05:23.000 --> 00:05:24.000]  不考慮了
[00:05:24.000 --> 00:05:25.000]  你偷看一下
[00:05:25.000 --> 00:05:28.000]  頭三個字保羅說
[00:05:28.000 --> 00:05:39.000]  「直等到我們眾人在真道上同歸於一」
[00:05:39.000 --> 00:05:42.000]  我們很緊張後面那一串說話
[00:05:42.000 --> 00:05:48.000]  往往就聽不到保羅說要等
[00:05:48.000 --> 00:05:51.000]  成長是一個過程
[00:05:51.000 --> 00:05:53.000]  沒有捷徑
[00:05:53.000 --> 00:05:54.000]  沒有快高長大
[00:05:54.000 --> 00:05:55.000]  有
[00:05:55.000 --> 00:05:57.000]  我們中國的成語
[00:05:57.000 --> 00:05:59.000]  你懂得讀也大概不會寫
[00:05:59.000 --> 00:06:03.000]  「壓苗坐長」
[00:06:03.000 --> 00:06:05.000]  我們常常讀「拔苗坐長」
[00:06:05.000 --> 00:06:06.000]  不是
[00:06:06.000 --> 00:06:07.000]  那個字是壓字
[00:06:07.000 --> 00:06:08.000]  怎麼寫
[00:06:08.000 --> 00:06:10.000]  去中文班問老師
[00:06:10.000 --> 00:06:11.000]  很難寫
