
[00:00:00.000 --> 00:00:04.280]  各位大型姐妹平安
[00:00:04.280 --> 00:00:07.640]  我們來到從創造到新創造的第23講
[00:00:07.640 --> 00:00:10.280]  迎難而上的尼熙米
[00:00:10.280 --> 00:00:12.640]  究竟尼熙米遇到什麼難呢?
[00:00:12.640 --> 00:00:16.240]  一會兒你會看到他要離開舒適的生活
[00:00:16.240 --> 00:00:18.560]  一會兒你會看到他要面對
[00:00:18.560 --> 00:00:20.800]  當他去到耶路撒冷的時候
[00:00:20.800 --> 00:00:24.280]  那種變遷裏面有他職業的變遷
[00:00:24.280 --> 00:00:25.920]  有地理上的變遷
[00:00:25.920 --> 00:00:27.640]  有文化上的變遷
[00:00:27.640 --> 00:00:32.120]  有他的朋友之間的社交生活的改變
[00:00:32.120 --> 00:00:35.520]  究竟建成城牆難不難呢?
[00:00:35.520 --> 00:00:37.320]  可能你一邊看尼熙米記的時候
[00:00:37.320 --> 00:00:38.440]  你會說建成城牆難
[00:00:38.440 --> 00:00:40.000]  那些石頭又那麼大塊
[00:00:40.000 --> 00:00:42.120]  但是否是最難呢?
[00:00:42.120 --> 00:00:45.040]  還是說他當他建的時候
[00:00:45.040 --> 00:00:47.480]  他要面對內憂
[00:00:47.480 --> 00:00:49.760]  要面對外患
[00:00:49.760 --> 00:00:50.960]  更加難呢?
[00:00:50.960 --> 00:00:53.920]  上次我們看到以斯拉紀
[00:00:53.920 --> 00:00:57.520]  我們看到他是重建聖殿
[00:00:57.720 --> 00:00:59.520]  重建靈命
[00:00:59.520 --> 00:01:03.280]  今天你會看到尼熙米記是重建城牆
[00:01:03.280 --> 00:01:06.160]  好了 由我們正式進入尼熙米記
[00:01:06.160 --> 00:01:06.960]  大家還記得
[00:01:06.960 --> 00:01:08.520]  每一章聖經
[00:01:08.520 --> 00:01:11.760]  可能很多時候就是第一章第一節
[00:01:11.760 --> 00:01:15.000]  都會告訴你很多的背景
[00:01:15.000 --> 00:01:16.280]  這裡也不例外
[00:01:16.280 --> 00:01:17.720]  一章一節說
[00:01:17.720 --> 00:01:18.400]  他說
[00:01:18.400 --> 00:01:22.800]  「哈加利亞的兒子尼熙米記言語如下」
[00:01:22.800 --> 00:01:25.280]  如果你見到言語如下
[00:01:25.400 --> 00:01:28.840]  其實就是說尼熙米自己去複述
[00:01:28.840 --> 00:01:31.080]  他一直在這個城牆的時候
[00:01:31.080 --> 00:01:32.400]  發生了什麼事情
[00:01:32.400 --> 00:01:33.560]  所以你一邊看的時候
[00:01:33.560 --> 00:01:34.000]  他會說
[00:01:34.000 --> 00:01:36.440]  我這樣說 我這樣說 我這樣說
[00:01:36.440 --> 00:01:40.040]  就是「亞達舍西王統治的時候
[00:01:40.040 --> 00:01:41.000]  二十年
[00:01:41.000 --> 00:01:42.600]  基斯留月
[00:01:42.600 --> 00:01:45.680]  我在書山城堡中」
[00:01:45.680 --> 00:01:47.080]  大家有沒有印象
[00:01:47.080 --> 00:01:48.680]  一說書山城
[00:01:48.680 --> 00:01:50.320]  你記起誰了?
[00:01:50.320 --> 00:01:52.560]  上次說這篇道的時候
[00:01:52.560 --> 00:01:55.080]  就是關於以斯帖記
[00:01:55.400 --> 00:01:58.200]  原來都是發生在書山城的裡面
[00:01:58.200 --> 00:02:01.880]  書山城是現今伊朗的西南部
[00:02:01.880 --> 00:02:03.160]  好了
[00:02:03.160 --> 00:02:04.840]  第二節說
[00:02:04.840 --> 00:02:05.440]  他說什麼呢?
[00:02:05.440 --> 00:02:07.120]  他說那時候有一群
[00:02:07.120 --> 00:02:09.200]  他形容為他的兄弟
[00:02:09.200 --> 00:02:10.080]  哈拿尼
[00:02:10.080 --> 00:02:13.400]  和幾個人在猶大那裡去找他
[00:02:13.400 --> 00:02:17.080]  他就問他們那些被老歸回的
[00:02:17.080 --> 00:02:19.240]  剩下殘存的猶太人
[00:02:19.240 --> 00:02:21.880]  在耶路撒冷的情況是怎樣
[00:02:21.880 --> 00:02:23.280]  在第三節
[00:02:23.280 --> 00:02:24.720]  他說他們跟他說
[00:02:25.440 --> 00:02:28.040]  那些被老歸回剩下的漁民
[00:02:28.040 --> 00:02:31.760]  在猶大省那裡遭大難
[00:02:31.760 --> 00:02:33.560]  受凌辱
