
[00:00:00.000 --> 00:00:05.000]  大家好 早晨
[00:00:05.000 --> 00:00:07.000]  我們在聆聽上主的說話
[00:00:07.000 --> 00:00:09.000]  讓我們一起同心低頭禱告
[00:00:09.000 --> 00:00:11.000]  願我們主為誓
[00:00:11.000 --> 00:00:13.000]  父神多謝你給我們生命氣息
[00:00:13.000 --> 00:00:16.000]  再次回來在你的面前一同學習
[00:00:16.000 --> 00:00:18.000]  明白上主你的心思
[00:00:18.000 --> 00:00:21.000]  明白上主你的行事作風
[00:00:21.000 --> 00:00:26.000]  以及明白上主你怎樣在這個世界上
[00:00:26.000 --> 00:00:29.000]  彰顯你是真正的主
[00:00:29.000 --> 00:00:31.000]  掌管世界的王
[00:00:31.000 --> 00:00:33.000]  要求你幫助我們
[00:00:33.000 --> 00:00:37.000]  透過今天在聆聽主導的過程中
[00:00:37.000 --> 00:00:39.000]  能夠學會怎樣作為一個
[00:00:39.000 --> 00:00:41.000]  活在這個時代中的
[00:00:41.000 --> 00:00:45.000]  屬神子民應有的行事作風
[00:00:45.000 --> 00:00:48.000]  滅掉我們在這個時候
[00:00:48.000 --> 00:00:51.000]  只憑己意按照自己的私心
[00:00:51.000 --> 00:00:53.000]  來活出一個
[00:00:53.000 --> 00:00:56.000]  似是而非的基督徒的生命
[00:00:56.000 --> 00:00:57.000]  求你的帶領
[00:00:57.000 --> 00:01:01.000]  讓我們從聖經中再次重新找到
[00:01:01.000 --> 00:01:04.000]  基督徒應有的樣式是如何
[00:01:04.000 --> 00:01:07.000]  並且能夠確切在我們每一天的
[00:01:07.000 --> 00:01:10.000]  生命生活中活出來
[00:01:10.000 --> 00:01:11.000]  我們同心的禱告
[00:01:11.000 --> 00:01:14.000]  奉靠主耶穌基督得勝的名字而求
[00:01:14.000 --> 00:01:15.000]  阿們
[00:01:15.000 --> 00:01:19.000]  不知道大家有沒有聽過
[00:01:19.000 --> 00:01:22.000]  最近很流行的幾個說法
[00:01:22.000 --> 00:01:26.000]  其中一個叫MAGA
[00:01:26.000 --> 00:01:28.000]  什麼叫MAGA呢
[00:01:28.000 --> 00:01:30.000]  翻譯回來就是
[00:01:30.000 --> 00:01:34.000]  Make America Great Again
[00:01:34.000 --> 00:01:38.000]  因為美國有這樣的口號
[00:01:38.000 --> 00:01:41.000]  於是加拿大又出了類似的口號
[00:01:41.000 --> 00:01:44.000]  叫Make Canada Great Again
[00:01:44.000 --> 00:01:47.000]  叫MCGA
[00:01:47.000 --> 00:01:49.000]  其實這些說法
[00:01:49.000 --> 00:01:52.000]  不只是北美洲兩個大國家
[00:01:52.000 --> 00:01:54.000]  在說這兩樣東西
[00:01:54.000 --> 00:01:57.000]  很多其他國家都在說
[00:01:57.000 --> 00:02:00.000]  類似的說法也都介紹了出來
[00:02:00.000 --> 00:02:03.000]  不過有時候當我們去看
[00:02:03.000 --> 00:02:07.000]  宣傳這些口號的時候
[00:02:07.000 --> 00:02:09.000]  他們所做出來的結果
[00:02:09.000 --> 00:02:11.000]  卻不是他們所期望的
[00:02:11.000 --> 00:02:14.000]  所謂Make America Great Again
[00:02:14.000 --> 00:02:18.000]  使美國更加強大
[00:02:18.000 --> 00:02:20.000]  或再次強大
