
[00:00:00.000 --> 00:00:06.100]  各位大兄姐妹平安
[00:00:06.100 --> 00:00:08.660]  接下来有几次的崇拜
[00:00:08.660 --> 00:00:12.020]  我们会一起去思考一个人物
[00:00:12.020 --> 00:00:16.040]  这个人物就是大卫David
[00:00:16.040 --> 00:00:17.860]  大家见到这个人物
[00:00:17.860 --> 00:00:19.540]  你会想起什么?
[00:00:19.540 --> 00:00:22.260]  马上在你脑海里面出现什么?
[00:00:22.260 --> 00:00:24.820]  关于大卫的
[00:00:24.820 --> 00:00:26.220]  哥尼亚
[00:00:26.220 --> 00:00:29.700]  大卫杀死了巨人哥尼亚
[00:00:29.700 --> 00:00:30.760]  你会想起
[00:00:30.760 --> 00:00:33.340]  刚才我听到一些小声的声音
[00:00:33.340 --> 00:00:36.940]  圣经是怎样形容大卫的?
[00:00:36.940 --> 00:00:38.420]  怎样形容大卫?
[00:00:38.420 --> 00:00:41.820]  是合神心意的
[00:00:41.820 --> 00:00:44.700]  在《撒慕尔记》上13章13节
[00:00:44.700 --> 00:00:47.860]  对扫罗王有番话
[00:00:47.860 --> 00:00:49.420]  是指大卫的
[00:00:49.420 --> 00:00:52.900]  他说:现在你的王位就必不长久了
[00:00:52.900 --> 00:00:57.500]  耶和说已经找到一个合他心意的人
[00:00:57.500 --> 00:00:58.980]  上帝说得很清楚
[00:00:58.980 --> 00:01:02.700]  说大卫是合他的心意的
[00:01:02.700 --> 00:01:06.980]  那就是说大卫是一个好人
[00:01:06.980 --> 00:01:09.100]  大卫是不是好人?
[00:01:09.100 --> 00:01:11.300]  咦?有很多人认同
[00:01:11.300 --> 00:01:12.980]  为什么这么多人认同?
[00:01:12.980 --> 00:01:14.260]  但是又对
[00:01:14.260 --> 00:01:16.660]  因为大卫曾经犯了很多罪
[00:01:16.660 --> 00:01:19.220]  最严重或者最令人知道的
[00:01:19.220 --> 00:01:21.540]  就是犯奸淫罪
[00:01:21.540 --> 00:01:25.580]  他抢了别人的老婆
[00:01:25.580 --> 00:01:28.020]  还搞大了肚子
[00:01:28.020 --> 00:01:29.700]  令他有了孩子
[00:01:29.700 --> 00:01:34.580]  然后还要想用妓女杀了别人的老公
[00:01:34.580 --> 00:01:38.020]  他也是一个很糟糕的爸爸
[00:01:38.020 --> 00:01:39.980]  你说这样一个人
[00:01:39.980 --> 00:01:43.980]  上帝要揀选他做王?
[00:01:43.980 --> 00:01:45.100]  这样一个人
[00:01:45.100 --> 00:01:48.180]  上帝都说合他的心意?
[00:01:48.180 --> 00:01:49.020]  所以我想
[00:01:49.020 --> 00:01:51.020]  当我们去思考这个人物的时候
[00:01:51.020 --> 00:01:54.060]  我们会更加了解上帝
[00:01:54.060 --> 00:01:56.780]  我们会更加了解大卫
[00:01:56.780 --> 00:02:00.060]  我们都会更加了解自己
[00:02:00.060 --> 00:02:01.460]  如果要认识大卫
[00:02:01.460 --> 00:02:04.780]  就要从他小时候讲起
[00:02:04.780 --> 00:02:08.780]  原来上帝要揀选这个合他心意的人
[00:02:08.780 --> 00:02:13.220]  竟然曾经是被遗忘的一个
[00:02:13.220 --> 00:02:15.660]  大卫的故事是这样开始的
[00:02:15.660 --> 00:02:18.860]  相信那时候是一个本来平静的村庄
[00:02:18.860 --> 00:02:20.220]  伯利衡
[00:02:20.220 --> 00:02:22.140]  突然间变得热闹起来
[00:02:22.140 --> 00:02:25.860]  因为有一个很伟大的先知来到
[00:02:25.860 --> 00:02:27.300]  当撒姆尔到访的时候
[00:02:27.300 --> 00:02:29.580]  城里面的人气氛很紧张
[00:02:29.580 --> 00:02:31.100]  紧张的原因是什么呢?
[00:02:31.100 --> 00:02:33.180]  那些长老就去问撒姆尔
[00:02:33.180 --> 00:02:34.140]  他问了他
[00:02:34.140 --> 00:02:37.060]  你是不是为平安而来的?
[00:02:37.060 --> 00:02:37.900]  为什么这么问呢?
[00:02:37.900 --> 00:02:40.020]  因为通常那些先知来到
[00:02:40.020 --> 00:02:41.700]  都是说你有罪
[00:02:41.700 --> 00:02:42.740]  你有悔改
[00:02:42.740 --> 00:02:44.340]  不然你的城就会被灭掉
[00:02:44.340 --> 00:02:46.060]  哇!那么大的先知来到
[00:02:46.060 --> 00:02:47.300]  那些长老就很害怕
[00:02:47.300 --> 00:02:48.020]  然后问
[00:02:48.020 --> 00:02:50.660]  你是不是为平安而来的?
[00:02:50.660 --> 00:02:51.900]  撒姆尔就说
[00:02:51.900 --> 00:02:52.700]  是啊
[00:02:52.700 --> 00:02:53.940]  我是为平安而来的
[00:02:53.940 --> 00:02:55.780]  我是来献祭的
[00:02:55.780 --> 00:02:58.660]  其实他是听从上帝的吩咐
[00:02:58.660 --> 00:03:01.340]  要找人做接班人
[00:03:01.340 --> 00:03:03.660]  接替扫罗王的位置
[00:03:03.660 --> 00:03:06.660]  当撒姆尔为耶稣和祂的儿子
[00:03:06.660 --> 00:03:08.060]  进行结证礼的时候
[00:03:08.060 --> 00:03:10.460]  就邀请他们一起去献祭
[00:03:10.460 --> 00:03:12.340]  其实这是一个面试
[00:03:12.340 --> 00:03:13.500]  一个面试
