
[00:00:00.000 --> 00:00:04.000]  謝謝大家
[00:00:04.000 --> 00:00:06.000]  其實我都是新朋友來的
[00:00:06.000 --> 00:00:08.000]  我都是第一次來當中
[00:00:08.000 --> 00:00:10.000]  兩位新朋友你不用擔心
[00:00:10.000 --> 00:00:12.000]  我和你一樣 我都是第一次來的
[00:00:12.000 --> 00:00:16.000]  最初跟我說
[00:00:16.000 --> 00:00:18.000]  泊車在上面
[00:00:18.000 --> 00:00:20.000]  然後十分鐘 這麼有趣
[00:00:20.000 --> 00:00:22.000]  我終於明白了
[00:00:22.000 --> 00:00:23.000]  加上一些檔室路
[00:00:23.000 --> 00:00:25.000]  所以今天來得比較匆忙一點
[00:00:25.000 --> 00:00:26.000]  都是教會
[00:00:26.000 --> 00:00:28.000]  我見到鼎姐妹都很認真
[00:00:28.000 --> 00:00:30.000]  安排這個聚會
[00:00:30.000 --> 00:00:32.000]  無論之前的聯絡
[00:00:32.000 --> 00:00:35.000]  或者整個流程都很認真地去計劃
[00:00:35.000 --> 00:00:36.000]  去編排
[00:00:36.000 --> 00:00:38.000]  為了教會體重
[00:00:38.000 --> 00:00:40.000]  這個聚會體重
[00:00:40.000 --> 00:00:41.000]  研究聖經真理
[00:00:41.000 --> 00:00:43.000]  我為你感謝神
[00:00:43.000 --> 00:00:45.000]  星期日下午有很多聚會
[00:00:45.000 --> 00:00:46.000]  有很多活動
[00:00:46.000 --> 00:00:47.000]  有很多事可以做的
[00:00:47.000 --> 00:00:49.000]  甚至回去睡覺都是其中一個選擇
[00:00:49.000 --> 00:00:53.000]  大家選擇了一起去參加講座
[00:00:53.000 --> 00:00:55.000]  我為你感謝神
[00:00:55.000 --> 00:00:58.000]  我經常在想星期日做什麼好呢
[00:00:58.000 --> 00:01:01.000]  在十九世紀末
[00:01:01.000 --> 00:01:03.000]  有一個神學家
[00:01:03.000 --> 00:01:04.000]  我很欣賞他
[00:01:04.000 --> 00:01:07.000]  因為都是我寫論文的對象
[00:01:07.000 --> 00:01:08.000]  他叫B.B. Warfield
[00:01:08.000 --> 00:01:09.000]  Benjamin Warfield
[00:01:09.000 --> 00:01:11.000]  他在美國普林斯敦的神學院
[00:01:11.000 --> 00:01:16.000]  是系統神學系的主任
[00:01:16.000 --> 00:01:18.000]  他星期日下午大約黃昏時間
[00:01:18.000 --> 00:01:20.000]  開了一些神學講座
[00:01:20.000 --> 00:01:23.000]  那些同學那裡居民來聽
[00:01:23.000 --> 00:01:24.000]  在一個小的chapel裡面
[00:01:24.000 --> 00:01:26.000]  我想香港搞這些事情
[00:01:26.000 --> 00:01:27.000]  有多少人來聽呢
[00:01:27.000 --> 00:01:29.000]  有沒有人來聽呢
[00:01:29.000 --> 00:01:33.000]  結果我很欣賞這樣的做法
[00:01:33.000 --> 00:01:38.000]  今天我來到桂堂
[00:01:38.000 --> 00:01:40.000]  我剛才跟娘傳道說
[00:01:40.000 --> 00:01:43.000]  除了我自己所屬的舞會之外
[00:01:43.000 --> 00:01:47.000]  我想答應得最多聚會的2014年就是曉麗堂
[00:01:47.000 --> 00:01:50.000]  我也不明白為什麼答應多一個
[00:01:50.000 --> 00:01:51.000]  數數萬萬我出了一個
[00:01:51.000 --> 00:01:52.000]  不是啊 是兩個來的
[00:01:52.000 --> 00:01:54.000]  是兩個來的 不同的
[00:01:54.000 --> 00:01:55.000]  多謝主給我的機會
[00:01:55.000 --> 00:01:59.000]  多謝娘傳道賞識給我這麼多機會
[00:01:59.000 --> 00:02:00.000]  你叫我郭牧師就行了
[00:02:00.000 --> 00:02:02.000]  我不習慣叫我郭博士
[00:02:02.000 --> 00:02:03.000]  更加請你不要叫我做院長
[00:02:03.000 --> 00:02:04.000]  我也是剛開始
[00:02:04.000 --> 00:02:05.000]  我在學習
[00:02:05.000 --> 00:02:06.000]  所以請大家
[00:02:06.000 --> 00:02:08.000]  我覺得牧師的身份已經很尊貴
[00:02:08.000 --> 00:02:11.000]  請你叫我牧師就行了
