
[00:00:00.000 --> 00:00:04.000]  天父我們感謝祢
[00:00:04.000 --> 00:00:06.000]  祢將祢的話語賜給我們
[00:00:06.000 --> 00:00:10.000]  祢將二千多年前的事都記下來
[00:00:10.000 --> 00:00:13.000]  今日是讓我們在這些事裏學習到
[00:00:13.000 --> 00:00:15.000]  祢要我們所學習的功課
[00:00:15.000 --> 00:00:20.000]  當我們看到祢怎樣來對待以色列的時候
[00:00:20.000 --> 00:00:23.000]  我們就更加認識祢的性情
[00:00:23.000 --> 00:00:24.000]  我們感謝祢
[00:00:24.000 --> 00:00:26.000]  祢是那麼恩待以色列
[00:00:26.000 --> 00:00:30.000]  雖然以色列人幾千年來都是那麼叛逆
[00:00:30.000 --> 00:00:33.000]  但是祢的慈愛仍然臨到他們
[00:00:33.000 --> 00:00:37.000]  今晚我們要查考的經文都在我們手中
[00:00:37.000 --> 00:00:40.000]  求聖靈在這裏做教導的工作
[00:00:40.000 --> 00:00:41.000]  我們祈禱
[00:00:41.000 --> 00:00:42.000]  奉主耶穌基督的名求
[00:00:42.000 --> 00:00:43.000]  阿們
[00:00:43.000 --> 00:00:48.000]  今晚我們去到以色列書的第36章
[00:00:48.000 --> 00:00:51.000]  我們今晚只查一章
[00:00:51.000 --> 00:00:54.000]  有38節的經文
[00:00:54.000 --> 00:00:56.000]  我們已經進入以色列的結書
[00:00:56.000 --> 00:00:58.000]  可以說是尾段
[00:00:58.000 --> 00:01:01.000]  36、37章
[00:01:01.000 --> 00:01:08.000]  就是講到有關於以色列將會復興的預言
[00:01:08.000 --> 00:01:13.000]  以色列人看36、37章是會很興奮的
[00:01:13.000 --> 00:01:15.000]  我們看到也都很興奮的
[00:01:15.000 --> 00:01:21.000]  因為我們都希望以色列會復興
[00:01:21.000 --> 00:01:25.000]  但是到38、39章
[00:01:25.000 --> 00:01:28.000]  就是有一場很大的戰爭
[00:01:28.000 --> 00:01:33.000]  這場戰爭是列國一起來圍攻以色列的
[00:01:33.000 --> 00:01:40.000]  我們38、39會再錄一次才看
[00:01:40.000 --> 00:01:44.000]  然後到第40章開始一直到尾
[00:01:44.000 --> 00:01:46.000]  我們不會花太多時間的
[00:01:46.000 --> 00:01:51.000]  因為那裡都是講第四聖殿的結構
[00:01:51.000 --> 00:01:58.000]  但是在38、39章那場戰爭
[00:01:58.000 --> 00:02:00.000]  我們會多放一些時間
[00:02:00.000 --> 00:02:05.000]  因為那裡有很多事情是和今天時事有關的
[00:02:05.000 --> 00:02:09.000]  所以我們會慢慢地查那兩章
[00:02:09.000 --> 00:02:12.000]  今晚我們只查以色列的第36章
[00:02:12.000 --> 00:02:16.000]  講到以色列的復興
[00:02:16.000 --> 00:02:19.000]  我們要提醒我們自己
[00:02:19.000 --> 00:02:21.000]  我們在這裡一邊講
[00:02:21.000 --> 00:02:25.000]  我們看預言的時候要留意一個現象
[00:02:25.000 --> 00:02:28.000]  就是眾山重疊
[00:02:28.000 --> 00:02:31.000]  眾山重疊就是說一個預言說了出來
