
[00:00:00.000 --> 00:00:02.680]  最近這一個多月裡面
[00:00:02.680 --> 00:00:07.360]  有一個新聞深深吸引了我的心
[00:00:07.360 --> 00:00:13.700]  伊斯蘭國殺的那些被擄者
[00:00:13.700 --> 00:00:16.840]  已經成為家常便飯
[00:00:16.840 --> 00:00:18.840]  但是這麼多被殺的人當中
[00:00:18.840 --> 00:00:21.200]  最吸引我的其中一個
[00:00:21.200 --> 00:00:24.280]  就是日本第二個被殺的
[00:00:24.280 --> 00:00:29.840]  他的名字叫做後藤健二
[00:00:29.840 --> 00:00:31.920]  為什麼會特別吸引我呢
[00:00:31.920 --> 00:00:35.320]  就是當日本第一個人質被殺的時候
[00:00:35.320 --> 00:00:38.480]  日本都沒有這麼大的哄動
[00:00:38.480 --> 00:00:40.320]  但是當第二個人質
[00:00:40.320 --> 00:00:43.280]  就是這個後藤健二被殺的時候
[00:00:43.280 --> 00:00:46.440]  我發現全球很多不同的地方
[00:00:46.440 --> 00:00:48.560]  帶來很多的哄動
[00:00:48.560 --> 00:00:50.440]  我特別感動的一樣東西
[00:00:50.440 --> 00:00:52.240]  令到我一定要上網看看
[00:00:52.240 --> 00:00:54.720]  到底這個記者是什麼人
[00:00:54.720 --> 00:00:56.800]  就是第一個人質
[00:00:56.800 --> 00:01:01.000]  他的名字叫做湯川瑤菜被殺的時候
[00:01:01.000 --> 00:01:03.760]  他的爸爸都沒有這麼激動
[00:01:03.760 --> 00:01:07.360]  他自己的兒子死了 他都沒有這麼激動
[00:01:07.360 --> 00:01:10.160]  但是他的悲動之情
[00:01:10.160 --> 00:01:13.160]  在第二個人質被殺的時候
[00:01:13.160 --> 00:01:16.320]  全部顯露出來
[00:01:16.320 --> 00:01:19.280]  所以我就上網看看他是什麼人
[00:01:19.280 --> 00:01:21.440]  我看完之後
[00:01:21.440 --> 00:01:23.920]  我心裡面很感恩
[00:01:23.920 --> 00:01:26.240]  原來這個是一個弟兄
[00:01:26.240 --> 00:01:28.960]  47歲
[00:01:28.960 --> 00:01:31.240]  他做記者的時候
[00:01:31.240 --> 00:01:34.200]  曾經在一些很著名的電視台
[00:01:34.200 --> 00:01:39.440]  NHK、朝日電視台等等做過記者
[00:01:39.440 --> 00:01:41.480]  他最有負擔的
[00:01:41.480 --> 00:01:44.760]  是要去到人間地獄的地方
[00:01:44.760 --> 00:01:47.200]  打仗打到飛起
[00:01:47.200 --> 00:01:52.400]  甚至招藉條命都不保的地方去採訪
[00:01:52.400 --> 00:01:58.720]  他將在這些戰爭下受苦的人的心聲顯露出來
[00:01:58.720 --> 00:02:00.400]  他自己有一個心願
[00:02:00.400 --> 00:02:02.160]  當他採訪的時候
[00:02:02.160 --> 00:02:04.440]  他是去幫那裡的人
[00:02:04.440 --> 00:02:06.440]  去救那裡的人
[00:02:06.440 --> 00:02:10.600]  但是當他去到遍地看見這麼多人被強姦
[00:02:10.600 --> 00:02:12.640]  這麼多人被火燒
[00:02:12.640 --> 00:02:14.200]  這麼多人被殺
[00:02:14.200 --> 00:02:17.000]  這麼多人被虐待
[00:02:17.000 --> 00:02:19.080]  他自己做得很少
[00:02:19.080 --> 00:02:21.080]  所以因為這樣他抱著一個使命
[00:02:21.080 --> 00:02:23.560]  能夠將這些最真實的情形
[00:02:23.560 --> 00:02:26.880]  無論你是哪一邊來顯露出來
[00:02:26.880 --> 00:02:29.080]  讓全世界的人
[00:02:29.080 --> 00:02:31.240]  眾目睽睽去看一看
[00:02:31.240 --> 00:02:34.120]  這些地方的需要到底是什麼
[00:02:34.120 --> 00:02:36.680]  他採訪那個地方
[00:02:36.680 --> 00:02:38.520]  是打仗最激烈的時候
[00:02:38.520 --> 00:02:46.080]  盧旺達、索馬里、車臣、阿富汗
[00:02:46.080 --> 00:02:48.280]  和現在的敘利亞
[00:02:48.280 --> 00:02:50.440]  他也去過伊拉克
[00:02:50.440 --> 00:02:52.920]  也是打到飛起的時候
[00:02:52.920 --> 00:02:56.600]  他去到那個地方來採訪
[00:02:56.600 --> 00:02:58.120]  採訪的時候
[00:02:58.120 --> 00:03:02.160]  他不忘記那些受苦的人
[00:03:02.160 --> 00:03:05.560]  所以他對其中一些被強姦了
[00:03:05.560 --> 00:03:08.640]  是因為這個戰爭殘廢了的人
[00:03:08.640 --> 00:03:11.160]  他們的真相
[00:03:11.160 --> 00:03:14.400]  有血有肉披露出來
[00:03:14.400 --> 00:03:18.440]  他也將那些被強姦之後患上愛滋病的人
[00:03:18.440 --> 00:03:20.240]  他們的苦況
[00:03:20.240 --> 00:03:23.800]  甚至是很年輕的女孩
[00:03:23.800 --> 00:03:26.560]  他們的苦況揭露出來
[00:03:26.560 --> 00:03:29.000]  去完非洲那些地方
[00:03:29.000 --> 00:03:30.960]  他寫了一本書
[00:03:30.960 --> 00:03:34.920]  就將非洲那些連吃都不夠的人
[00:03:34.920 --> 00:03:38.400]  但是繼續不斷地為了
[00:03:38.400 --> 00:03:41.960]  全世界那些企業去找鑽石
[00:03:41.960 --> 00:03:44.760]  這些人甚至包括兒童
[00:03:44.760 --> 00:03:46.960]  發出他們的心聲
[00:03:46.960 --> 00:03:48.640]  那本書的名字叫做
[00:03:48.640 --> 00:03:51.800]  We want peace and not diamond
[00:03:51.800 --> 00:03:53.600]  我們要的是和平
[00:03:53.600 --> 00:03:57.800]  不是要鑽石來寫出來
[00:03:57.800 --> 00:04:00.040]  結果因為這樣的緣故
[00:04:00.040 --> 00:04:03.840]  他自己是享有一個非常大的盛名
[00:04:03.840 --> 00:04:05.520]  就是因為他要去這些地方
[00:04:05.520 --> 00:04:07.320]  NHK、朝日電視台
[00:04:07.320 --> 00:04:10.440]  還有那些有名的傳媒機構
[00:04:10.440 --> 00:04:14.560]  其實都不敢來批他去那些地方
[00:04:14.560 --> 00:04:18.400]  而他自己就用一個自由記者的身份
[00:04:18.400 --> 00:04:21.320]  去到這些地方去採訪
[00:04:21.320 --> 00:04:25.880]  他的被殺是因為湯村瑤菜
[00:04:25.880 --> 00:04:30.480]  他的好朋友被捕、被綁架
[00:04:30.480 --> 00:04:36.560]  他知道落在了伊斯蘭國的人的手中
[00:04:36.560 --> 00:04:42.520]  所以他就很想透過他和敘利亞那些反對派的關係
[00:04:42.520 --> 00:04:46.400]  因為他曾經幫過敘利亞反對派
[00:04:46.400 --> 00:04:48.240]  做過他們的翻譯
[00:04:48.240 --> 00:04:51.560]  而實際上他的報道有很多方面
[00:04:51.560 --> 00:04:53.920]  其實都是他不是幫一邊
[00:04:53.920 --> 00:04:56.640]  而是將真相揭露出來
[00:04:56.640 --> 00:04:59.120]  將反對派被炸的時候
[00:04:59.120 --> 00:05:02.960]  那些無辜的平民被殺的事情揭露出來
[00:05:02.960 --> 00:05:06.840]  是因為這樣反對派其實對他有好感
[00:05:06.840 --> 00:05:09.280]  很可惜
[00:05:09.280 --> 00:05:14.840]  當他請求反對派來幫他聯絡
[00:05:14.840 --> 00:05:19.720]  以致可以見到湯村瑤菜
[00:05:19.720 --> 00:05:22.080]  希望將他救出來的時候
[00:05:22.080 --> 00:05:26.600]  他竟然被反對派綁架了
[00:05:26.600 --> 00:05:32.240]  綁架了之後 將他交給了伊斯蘭國
[00:05:32.240 --> 00:05:36.040]  我不知道那個交易會不會涉及錢
[00:05:36.040 --> 00:05:40.360]  給他一些錢 然後就出賣了這位記者
[00:05:40.360 --> 00:05:44.200]  而到最後大家都知道
[00:05:44.200 --> 00:05:48.720]  要求贖金 不得要領
[00:05:48.720 --> 00:05:57.680]  要求交換一個其中一個恐襲的分子
[00:05:57.680 --> 00:06:06.680]  不得要領 而最後這個記者就是這樣死了
[00:06:06.680 --> 00:06:07.520]  當我看完的時候
[00:06:07.520 --> 00:06:10.280]  我心裏面有一個很深的感觸
[00:06:10.280 --> 00:06:12.120]  這個感觸就是一般的人說
[00:06:12.120 --> 00:06:14.800]  人不為己 天誅地滅
[00:06:14.800 --> 00:06:17.280]  但是這位記者 這位弟兄
[00:06:17.280 --> 00:06:21.360]  當見到自己的朋友有難 他願意去
[00:06:21.360 --> 00:06:24.840]  我初期以為是他太天真
[00:06:24.840 --> 00:06:29.040]  所以就以為反對派不會抓他 不會什麼的
[00:06:29.040 --> 00:06:30.840]  但是當上網看多一點的時候
[00:06:30.840 --> 00:06:33.440]  原來有這個朋友才說得出
[00:06:33.440 --> 00:06:36.080]  其實他每一次出訪的時候
[00:06:36.080 --> 00:06:41.800]  他都已經當了那一次是他最後一次
[00:06:41.800 --> 00:06:46.200]  所以他叫家人 他叫認識他的朋友
[00:06:46.200 --> 00:06:52.520]  其實都是告訴他們 他有心理準備
[00:06:52.520 --> 00:06:56.840]  這個可能是我最後一次的採訪
