
[00:00:00.000 --> 00:00:05.000]  我相信大部分人昨天都有來
[00:00:05.000 --> 00:00:09.000]  好像我昨天所說的
[00:00:09.000 --> 00:00:16.000]  在下午討論一個很大的題目是一個很大的挑戰
[00:00:16.000 --> 00:00:23.000]  昨天我們淺談基督論
[00:00:23.000 --> 00:00:26.000]  我主要講三一神的觀念
[00:00:26.000 --> 00:00:30.000]  今天我們講救恩論
[00:00:30.000 --> 00:00:31.000]  也是一個很大的題目
[00:00:31.000 --> 00:00:36.000]  在星期一晚上感謝大會介紹我的背景
[00:00:36.000 --> 00:00:40.000]  但是有一些資料需要更新一下
[00:00:40.000 --> 00:00:43.000]  救恩論其實我已經寫完了
[00:00:43.000 --> 00:00:46.000]  在2014年已經出版了
[00:00:46.000 --> 00:00:50.000]  所以我已經寫了聖經論和救恩論
[00:00:50.000 --> 00:00:55.000]  主要許可我希望在今年的下半年能夠完成另一本關於聖靈論的寫作
[00:00:55.000 --> 00:01:02.000]  如果就以我這本救恩論為例
[00:01:02.000 --> 00:01:07.000]  我大概將我寫的救恩論題目講一次給大家聽
[00:01:07.000 --> 00:01:12.000]  除了導論資料之外
[00:01:12.000 --> 00:01:17.000]  我講到近代救恩論的挑戰
[00:01:17.000 --> 00:01:21.000]  傳統對救恩的看法
[00:01:21.000 --> 00:01:26.000]  過去一二百年面對著很大的挑戰
[00:01:26.000 --> 00:01:31.000]  很多神學家開始不同意傳統的看法
[00:01:31.000 --> 00:01:35.000]  比如包括社會福音派
[00:01:35.000 --> 00:01:37.000]  解放神學
[00:01:37.000 --> 00:01:39.000]  普救論
[00:01:39.000 --> 00:01:42.000]  存在主義式的救恩論
[00:01:42.000 --> 00:01:44.000]  甚至是靈恩運動
[00:01:44.000 --> 00:01:49.000]  所以這些看法對傳統的救恩有不同的看法
[00:01:49.000 --> 00:01:53.000]  另外一個題目
[00:01:53.000 --> 00:01:55.000]  原罪
[00:01:55.000 --> 00:01:58.000]  我們生下來就是一個罪人
[00:01:58.000 --> 00:02:01.000]  對很多人來說很難接受
[00:02:01.000 --> 00:02:03.000]  如果真有原罪的話
[00:02:03.000 --> 00:02:06.000]  人到底有沒有真正的自由意志呢
[00:02:06.000 --> 00:02:11.000]  所以有一章我特別討論了原罪和自由意志的問題
[00:02:11.000 --> 00:02:15.000]  在救恩論中有一個很大的題目
[00:02:15.000 --> 00:02:17.000]  就是預定論
[00:02:17.000 --> 00:02:20.000]  我花了兩章聖經去討論
[00:02:20.000 --> 00:02:22.000]  就是勝負的預定
[00:02:22.000 --> 00:02:25.000]  救恩論當中當然要講十字架
[00:02:25.000 --> 00:02:29.000]  我用兩章聖經講聖子的十字架救恩
[00:02:29.000 --> 00:02:37.000]  包括了恩信清義的教義
[00:02:37.000 --> 00:02:42.000]  我用兩章的蝙蝠講聖靈的救恩論
[00:02:42.000 --> 00:02:47.000]  就是聖靈的重生
[00:02:47.000 --> 00:02:52.000]  以及聖靈是我們承聖的工作
[00:02:52.000 --> 00:03:00.000]  如果下個星期你去英國的話
[00:03:00.000 --> 00:03:04.000]  碰巧我下個星期要去英國
[00:03:04.000 --> 00:03:07.000]  如果你有時間去SOHO那間教會
[00:03:07.000 --> 00:03:10.000]  我就會講這個承聖的問題
[00:03:10.000 --> 00:03:13.000]  下個星期六我會去SOHO教會講承聖的問題
[00:03:13.000 --> 00:03:15.000]  我處理一個我覺得很有興趣的問題
[00:03:15.000 --> 00:03:17.000]  我處理一個我覺得非常有興趣的問題
[00:03:17.000 --> 00:03:22.000]  基督徒可不可以今生成為完全人呢
[00:03:22.000 --> 00:03:23.000]  可不可以呢
[00:03:23.000 --> 00:03:25.000]  能嗎
[00:03:25.000 --> 00:03:28.000]  可能我的答案會給你有驚訝
[00:03:28.000 --> 00:03:31.000]  說不定我給你的答案會讓你很大驚訝
[00:03:31.000 --> 00:03:38.000]  明天晚上的晚堂我會提到一點
[00:03:38.000 --> 00:03:44.000]  所以兩章講聖父兩章講聖子兩章講聖靈
[00:03:44.000 --> 00:03:46.000]  第十章我會講一次得救永遠得救
[00:03:46.000 --> 00:03:48.000]  這是不是一個我們接受的教義呢
[00:03:48.000 --> 00:03:51.000]  然後一章我就講到一次得救永遠得救
[00:03:51.000 --> 00:03:52.000]  是不是我們接受的教義呢
[00:03:52.000 --> 00:03:55.000]  這本書還有兩個附錄
[00:03:55.000 --> 00:03:56.000]  這本書還有兩個附錄
[00:03:56.000 --> 00:03:57.000]  附錄多數人最有興趣的
[00:03:57.000 --> 00:03:58.000]  附錄通常是人們最有興趣的
[00:03:58.000 --> 00:03:59.000]  第一個附錄是講
[00:03:59.000 --> 00:04:00.000]  第一個附錄就是講
[00:04:00.000 --> 00:04:04.000]  嬰兒夭折可不可以得救呢
[00:04:04.000 --> 00:04:05.000]  第二個附錄
[00:04:05.000 --> 00:04:06.000]  第二個附錄
[00:04:06.000 --> 00:04:07.000]  第三個附錄
[00:04:07.000 --> 00:04:08.000]  第三個附錄
[00:04:08.000 --> 00:04:09.000]  第三個附錄
[00:04:09.000 --> 00:04:10.000]  第三個附錄
[00:04:10.000 --> 00:04:11.000]  第三個附錄
[00:04:11.000 --> 00:04:12.000]  第三個附錄
[00:04:12.000 --> 00:04:15.000]  所以在今天大約一個半小時的時間裏面
[00:04:15.000 --> 00:04:17.000]  究竟我怎樣選材呢
[00:04:17.000 --> 00:04:20.000]  如果每樣都講一點
[00:04:20.000 --> 00:04:22.000]  基本上就是每樣都沒有講
[00:04:22.000 --> 00:04:24.000]  基本上就等於什麼都沒有說
[00:04:24.000 --> 00:04:27.000]  所以我就決定選擇一個比較核心的題目
[00:04:27.000 --> 00:04:31.000]  就是昨天我講的關於預定論的問題
[00:04:31.000 --> 00:04:34.000]  所以不是舊恩論只是預定論
[00:04:34.000 --> 00:04:36.000]  不是的 舊恩論是很闊的
[00:04:36.000 --> 00:04:38.000]  並非說舊恩論就表示預定論
[00:04:38.000 --> 00:04:39.000]  其實不是這樣的
[00:04:39.000 --> 00:04:41.000]  舊恩論是非常廣闊的一個話題
[00:04:41.000 --> 00:04:42.000]  只是因為時間關係
[00:04:42.000 --> 00:04:44.000]  我就選擇了這個題目
[00:04:44.000 --> 00:04:45.000]  僅僅是因為時間問題
[00:04:45.000 --> 00:04:47.000]  所以我只挑了預定論
[00:04:47.000 --> 00:04:48.000]  在這裏我略略提一提
[00:04:48.000 --> 00:04:50.000]  這裏我簡略提一下
[00:04:50.000 --> 00:04:52.000]  在大約十年前
[00:04:52.000 --> 00:04:54.000]  大約十年前
[00:04:54.000 --> 00:04:56.000]  加拿大遠東方廣播
[00:04:56.000 --> 00:04:58.000]  加拿大遠東福音廣播
[00:04:58.000 --> 00:05:00.000]  他們有人奉獻了一筆錢出來
[00:05:00.000 --> 00:05:01.000]  有人奉獻了一筆錢
[00:05:01.000 --> 00:05:06.000]  用DVD的方法拍攝一套神學教材
[00:05:06.000 --> 00:05:09.000]  想用拍DVD的方法去拍一套神學教材
[00:05:09.000 --> 00:05:10.000]  有人介紹之下
[00:05:10.000 --> 00:05:12.000]  我就負責拍攝系統神學
[00:05:12.000 --> 00:05:14.000]  有人在別人介紹之下
[00:05:14.000 --> 00:05:15.000]  我就負責拍攝系統神學
[00:05:15.000 --> 00:05:17.000]  當初和我接觸的時候
[00:05:17.000 --> 00:05:18.000]  我說拍多少
[00:05:18.000 --> 00:05:20.000]  當時他們剛跟我接觸的時候
[00:05:20.000 --> 00:05:21.000]  我就問你要拍多少
[00:05:21.000 --> 00:05:22.000]  他說拍一集
[00:05:22.000 --> 00:05:23.000]  他說那就拍一集吧
[00:05:23.000 --> 00:05:25.000]  我一集怎麽可以講完系統神學
[00:05:25.000 --> 00:05:27.000]  我說那一集怎麽可能講完系統神學
[00:05:27.000 --> 00:05:28.000]  結果他就聽我說
[00:05:28.000 --> 00:05:29.000]  然後他就聽我說
[00:05:29.000 --> 00:05:30.000]  我總共拍了八集
[00:05:30.000 --> 00:05:32.000]  然後我就拍了八集
[00:05:32.000 --> 00:05:35.000]  將系統神學主要的八個論錄下
[00:05:35.000 --> 00:05:39.000]  然後我把系統神學主要的八個論錄下
[00:05:39.000 --> 00:05:42.000]  然後每一集裏面有七課
[00:05:42.000 --> 00:05:43.000]  每一集裏面有七課
[00:05:43.000 --> 00:05:44.000]  總共有五十六課
[00:05:44.000 --> 00:05:46.000]  總共有五十六課
[00:05:46.000 --> 00:05:51.000]  這樣就比較少少對系統神學有概論的認識
[00:05:51.000 --> 00:05:55.000]  由此你就稍微能對系統神學有個比較概論性的認識
[00:05:55.000 --> 00:05:56.000]  在神經點之下
[00:05:56.000 --> 00:05:57.000]  在神經點之下
[00:05:57.000 --> 00:05:58.000]  系統神學
[00:05:58.000 --> 00:05:59.000]  系統神學
[00:05:59.000 --> 00:06:03.000]  包括其他牧者拍攝一些聖經教材
[00:06:03.000 --> 00:06:05.000]  慢慢組成一個課程
[00:06:05.000 --> 00:06:06.000]  慢慢組成一個課程
[00:06:06.000 --> 00:06:07.000]  現在國內裏面
[00:06:07.000 --> 00:06:11.000]  我們有跟弟兄姊妹分享
[00:06:11.000 --> 00:06:13.000]  主要是看DVD
[00:06:13.000 --> 00:06:16.000]  但我們都會上去和他們有問答的時間
[00:06:16.000 --> 00:06:18.000]  但我們都會上去和他們有問答的時間
[00:06:18.000 --> 00:06:23.000]  協助國內教會裏面培訓他們的弟兄姊妹
[00:06:23.000 --> 00:06:24.000]  協助國內教會裏面培訓他們的弟兄姊妹
[00:06:24.000 --> 00:06:25.000]  感謝神
[00:06:25.000 --> 00:06:26.000]  感謝神
[00:06:26.000 --> 00:06:27.000]  可以做越興奮這個事工
[00:06:27.000 --> 00:06:28.000]  這個事工我越做越興奮
[00:06:28.000 --> 00:06:31.000]  本來我們在過去兩年試兩間禮拜堂
[00:06:31.000 --> 00:06:34.000]  本來是我們在過往兩年嘗試了兩間禮拜堂
[00:06:34.000 --> 00:06:35.000]  今年開始
