
[00:00:00.000 --> 00:00:06.000]  今天是聖誕節後第一個主日
[00:00:06.000 --> 00:00:10.000]  其實我很想講一個有關聖誕節的訊息
[00:00:10.000 --> 00:00:14.000]  但是我隨即想到現在在講羅馬書
[00:00:14.000 --> 00:00:16.000]  今天的主題是什麼?
[00:00:16.000 --> 00:00:19.000]  永不能與主的愛隔絕
[00:00:19.000 --> 00:00:25.000]  聖誕節是耶穌基督到城肉身來到世上與我們同在
[00:00:25.000 --> 00:00:32.000]  有什麼訊息能夠使我們與耶穌基督的愛隔絕
[00:00:32.000 --> 00:00:35.000]  這也是一個非常好的訊息
[00:00:35.000 --> 00:00:37.000]  今年最後一個主日的訊息
[00:00:37.000 --> 00:00:42.000]  就是下一年我們都能夠有這個盼望
[00:00:42.000 --> 00:00:46.000]  主的愛永遠不會與我們隔絕
[00:00:46.000 --> 00:00:50.000]  其實上一次我已經開始講這一節的經文
[00:00:50.000 --> 00:00:52.000]  就是萬事互相效力
[00:00:52.000 --> 00:00:54.000]  要愛神的人不道益處
[00:00:54.000 --> 00:00:58.000]  有人說如果羅馬書是一個筵席的話
[00:00:58.000 --> 00:01:02.000]  羅馬書的第八章就好像是主菜一樣
[00:01:02.000 --> 00:01:08.000]  我們粵語堂敬拜完之後都很喜歡去同一間餐館
[00:01:08.000 --> 00:01:11.000]  每個星期都去那裡聚餐
[00:01:11.000 --> 00:01:16.000]  老闆覺得我們去得多就送一些甜品給我們
[00:01:16.000 --> 00:01:18.000]  送一些煎堆仔給我們吃
[00:01:18.000 --> 00:01:21.000]  我時時都說這裡才是主菜
[00:01:21.000 --> 00:01:24.000]  因為我很喜歡吃這些煎堆仔
[00:01:24.000 --> 00:01:27.000]  如果羅馬書真的是一個筵席的話
[00:01:27.000 --> 00:01:31.000]  這些煎堆仔就是羅馬書的第八章
[00:01:31.000 --> 00:01:34.000]  羅馬書其實很重要給我們看到的
[00:01:34.000 --> 00:01:37.000]  就是我們得到救贖的保障
[00:01:37.000 --> 00:01:41.000]  早在羅馬書的第五章我們已經看到
[00:01:41.000 --> 00:01:45.000]  是耶穌基督為我們釘十字架救贖了我們
[00:01:45.000 --> 00:01:48.000]  這個是非常可靠的
[00:01:48.000 --> 00:01:52.000]  每一個接受他的人都能夠被他救贖
[00:01:52.000 --> 00:01:55.000]  現在去到羅馬書的第八章
[00:01:55.000 --> 00:01:58.000]  是聖靈為我們工作
[00:01:58.000 --> 00:02:01.000]  三位一體的神友兩位都幫助我們
[00:02:01.000 --> 00:02:04.000]  聖子耶穌基督救贖我們
[00:02:04.000 --> 00:02:09.000]  聖靈保障我們能夠完成我們的救贖
[00:02:09.000 --> 00:02:13.000]  羅馬書真的可以說是一氣呵成
[00:02:13.000 --> 00:02:17.000]  羅馬書的第八章就更加有連貫性
[00:02:17.000 --> 00:02:19.000]  一開始就說
[00:02:19.000 --> 00:02:24.000]  如今那些在基督耶穌裡的就不定罪了
[00:02:24.000 --> 00:02:28.000]  然後去到羅馬書的最後一章
[00:02:28.000 --> 00:02:30.000]  第八章34節
[00:02:30.000 --> 00:02:33.000]  保羅問有誰能定他們的罪呢?
[00:02:33.000 --> 00:02:35.000]  答案是什麼呢?
[00:02:35.000 --> 00:02:39.000]  沒有人能夠定我們的罪
[00:02:39.000 --> 00:02:41.000]  為什麼呢?
[00:02:41.000 --> 00:02:43.000]  因為耶穌基督救贖我們
[00:02:43.000 --> 00:02:45.000]  因為聖靈繼續幫助我們
[00:02:45.000 --> 00:02:47.000]  羅馬書的第八章28節
[00:02:47.000 --> 00:02:51.000]  其實可以說是羅馬書第八章的一個總結
[00:02:51.000 --> 00:02:54.000]  我們得救的原因是什麼呢?
[00:02:54.000 --> 00:02:58.000]  神要將榮耀歸給自己
[00:02:58.000 --> 00:03:00.000]  但是在這個過程當中
[00:03:00.000 --> 00:03:02.000]  萬事互相效力
[00:03:02.000 --> 00:03:04.000]  要愛神的人不一處
[00:03:04.000 --> 00:03:08.000]  就是按著他旨意被召的人
[00:03:08.000 --> 00:03:12.000]  有一個清教徒說了一句話很有意義
[00:03:12.000 --> 00:03:15.000]  神就像一位名醫
[00:03:15.000 --> 00:03:18.000]  一位很厲害的藥劑師一樣
[00:03:18.000 --> 00:03:21.000]  他開的方子裡開的藥丹裡
[00:03:21.000 --> 00:03:25.000]  可能甚至獨立來說有些藥是有毒的
[00:03:25.000 --> 00:03:29.000]  但是就是透過全部這些藥加在一起
[00:03:29.000 --> 00:03:31.000]  就能夠醫治人
[00:03:31.000 --> 00:03:35.000]  所以今天保羅所說的也是一樣
[00:03:35.000 --> 00:03:37.000]  萬事互相效力
[00:03:37.000 --> 00:03:40.000]  是要愛神的人得到益處
[00:03:40.000 --> 00:03:43.000]  就算我們生命當中有逆境的話
[00:03:43.000 --> 00:03:47.000]  神都能夠幫助我們完成我們的救贖
[00:03:47.000 --> 00:03:52.000]  在聖經的歷史裡真的有很多這些例子
[00:03:52.000 --> 00:03:55.000]  尤其是在以色列人身上
[00:03:55.000 --> 00:03:57.000]  在新命紀的八章16節
[00:03:57.000 --> 00:04:02.000]  神帶領以色列人40年漂流在曠野的生活
[00:04:02.000 --> 00:04:04.000]  為了什麼呢?
[00:04:04.000 --> 00:04:06.000]  就是要磨練他們
[00:04:06.000 --> 00:04:09.000]  幫助他們進入英許之地
[00:04:09.000 --> 00:04:12.000]  能夠得到英許之地的祝福
[00:04:12.000 --> 00:04:16.000]  在耶利米蘇的二十四章第五節
[00:04:16.000 --> 00:04:20.000]  甚至神將以色列人趕出英許之地
[00:04:20.000 --> 00:04:22.000]  又是為了什麼呢?
[00:04:22.000 --> 00:04:24.000]  都是為了他們的好處
[00:04:24.000 --> 00:04:26.000]  就像修理無花果樹一樣
[00:04:26.000 --> 00:04:29.000]  要他們得到最後的益處
[00:04:29.000 --> 00:04:33.000]  在哥倫多後書的四章十五節
[00:04:33.000 --> 00:04:37.000]  保羅也有說:凡事都是為你們
[00:04:37.000 --> 00:04:41.000]  好叫因為因人多 越發加真
[00:04:41.000 --> 00:04:46.000]  感謝額外顯多 以致榮耀歸於神
[00:04:46.000 --> 00:04:50.000]  這節的經文跟我們今天的經文很相似
[00:04:50.000 --> 00:04:55.000]  都是為了你們要將榮耀歸給神
[00:04:55.000 --> 00:04:58.000]  其實在人類的歷史當中
[00:04:58.000 --> 00:05:00.000]  有一個非常好的例子
[00:05:00.000 --> 00:05:04.000]  神透過一件不好的事使人得益
[00:05:04.000 --> 00:05:05.000]  是什麼呢?
[00:05:05.000 --> 00:05:09.000]  就是耶穌基督在十字架上為我們所做
[00:05:09.000 --> 00:05:10.000]  無論你怎麼看
[00:05:10.000 --> 00:05:14.000]  將一個義人無罪的人釘在十字架上
[00:05:14.000 --> 00:05:16.000]  都是一件壞事
[00:05:16.000 --> 00:05:21.000]  但神就是透過這件事使萬人得救
[00:05:21.000 --> 00:05:24.000]  這就是一個很好的例子
[00:05:24.000 --> 00:05:27.000]  我上次也跟大家說過
[00:05:27.000 --> 00:05:29.000]  羅馬書的八章二十八節
[00:05:29.000 --> 00:05:33.000]  是一節很被人濫用的經文
[00:05:33.000 --> 00:05:36.000]  很多時候我們自己做錯了事就會怎樣?
[00:05:36.000 --> 00:05:38.000]  哎呀不要緊
[00:05:38.000 --> 00:05:42.000]  萬事互相效力都是要我得益處
[00:05:42.000 --> 00:05:43.000]  很對不起
[00:05:43.000 --> 00:05:46.000]  這節的經文是在說救贖
[00:05:46.000 --> 00:05:50.000]  不是說你做錯事都是有益處
[00:05:50.000 --> 00:05:53.000]  是救贖萬事互相效力
[00:05:53.000 --> 00:05:58.000]  要愛神的人就是按他旨意備召的人得益處
[00:05:58.000 --> 00:06:02.000]  就是要完成神給我們的救贖
[00:06:02.000 --> 00:06:06.000]  這個益處這個益字或者是好處
[00:06:06.000 --> 00:06:10.000]  原文希臘文的Agathon這個字
[00:06:10.000 --> 00:06:13.000]  不是物質上的好
[00:06:13.000 --> 00:06:15.000]  不是外在的好
[00:06:15.000 --> 00:06:19.000]  是內在的好和本質上的好
[00:06:19.000 --> 00:06:22.000]  也可以說是道德上的好
[00:06:22.000 --> 00:06:26.000]  所以不是說神顛倒是非黑白
[00:06:26.000 --> 00:06:28.000]  明明是壞事他說是好的
[00:06:28.000 --> 00:06:31.000]  明明是好事他又說是壞的
[00:06:31.000 --> 00:06:34.000]  而是要完成他在我們身上的救贖
[00:06:34.000 --> 00:06:37.000]  然後將榮耀歸給自己
[00:06:37.000 --> 00:06:39.000]  你可能會問
[00:06:39.000 --> 00:06:44.000]  有什麼壞事發生在我們身上?
[00:06:44.000 --> 00:06:47.000]  可能是一些苦難
[00:06:47.000 --> 00:06:50.000]  所有的苦難都和罪有關
[00:06:50.000 --> 00:06:52.000]  未必是你自己的罪
[00:06:52.000 --> 00:06:55.000]  但所有的苦難都是和罪有關
[00:06:55.000 --> 00:06:58.000]  是和亞當夏娃的罪有關
[00:06:58.000 --> 00:07:00.000]  因為當他們未墮落
[00:07:00.000 --> 00:07:01.000]  未犯罪之前
[00:07:01.000 --> 00:07:03.000]  這個世上是沒有罪
[00:07:03.000 --> 00:07:05.000]  是沒有苦難
[00:07:05.000 --> 00:07:07.000]  就是因為他們犯罪之後
[00:07:07.000 --> 00:07:10.000]  苦難就淋到這個世界
[00:07:10.000 --> 00:07:15.000]  但不是所有的苦難都和你自己的罪有關
[00:07:15.000 --> 00:07:18.000]  和你的罪有關的是什麼?
[00:07:18.000 --> 00:07:20.000]  神的管教
[00:07:20.000 --> 00:07:22.000]  當你犯罪之後
[00:07:22.000 --> 00:07:24.000]  如果你是神的兒女的話
[00:07:24.000 --> 00:07:26.000]  神會管教你
[00:07:26.000 --> 00:07:29.000]  就好像他管教以色列人一樣
[00:07:29.000 --> 00:07:31.000]  當神管教你的時候
[00:07:31.000 --> 00:07:34.000]  你就知道你自己真的是神的兒女
[00:07:34.000 --> 00:07:38.000]  希伯來書的十二章第八節
[00:07:38.000 --> 00:07:42.000]  約伯他的朋友也有對約伯說
[00:07:42.000 --> 00:07:45.000]  神所懲治的人是有福的
[00:07:45.000 --> 00:07:49.000]  所以你不可輕看全能者的管教
[00:07:49.000 --> 00:07:52.000]  千萬不要輕看神的管教
[00:07:52.000 --> 00:07:54.000]  如果是他的兒女犯罪的話
[00:07:54.000 --> 00:07:56.000]  他會管教我們
[00:07:56.000 --> 00:07:58.000]  還有一種的苦難
[00:07:58.000 --> 00:08:01.000]  是和我們的罪無關
[00:08:01.000 --> 00:08:04.000]  這個就是磨練
[00:08:04.000 --> 00:08:08.000]  神會容許苦難淋到我們的身上來磨練我們
[00:08:08.000 --> 00:08:10.000]  就好像約伯
[00:08:10.000 --> 00:08:15.000]  記不記得約伯有苦難淋到他和他家人的身上
[00:08:15.000 --> 00:08:17.000]  是不是因為他犯罪?
[00:08:17.000 --> 00:08:20.000]  不是的 是因為神要磨練他
[00:08:20.000 --> 00:08:24.000]  另外在舊約有一個好的例子就是約瑟
[00:08:24.000 --> 00:08:28.000]  神容許苦難淋到約瑟的身上
[00:08:28.000 --> 00:08:29.000]  為了什麼呢?
[00:08:29.000 --> 00:08:30.000]  是要磨練他
[00:08:30.000 --> 00:08:34.000]  以至他將來能夠救贖他的家人
[00:08:34.000 --> 00:08:36.000]  當以色列有饑荒的時候
[00:08:36.000 --> 00:08:40.000]  神已經差派他去埃及成為宰相
[00:08:40.000 --> 00:08:44.000]  能夠透過他在埃及的苦難
[00:08:44.000 --> 00:08:47.000]  慢慢成為埃及人的宰相
[00:08:47.000 --> 00:08:51.000]  以至他將來能夠救贖他的家人
[00:08:51.000 --> 00:08:54.000]  新約另外有個例子就是保羅自己
[00:08:54.000 --> 00:08:56.000]  他身上有一斤刺
[00:08:56.000 --> 00:08:58.000]  求神三次
[00:08:58.000 --> 00:09:01.000]  拿開這斤刺神都沒有拿開
[00:09:01.000 --> 00:09:05.000]  因為神知道這斤刺對他有益處
[00:09:05.000 --> 00:09:09.000]  可以幫助他信靠神 倚靠神
[00:09:09.000 --> 00:09:15.000]  聖經裏經常用煉銀來代表
[00:09:15.000 --> 00:09:18.000]  比喻一個人被神磨練
[00:09:18.000 --> 00:09:20.000]  你想想真的很貼切
[00:09:20.000 --> 00:09:22.000]  你怎樣來煉銀呢?
[00:09:22.000 --> 00:09:26.000]  你是要用火來燒銀
[00:09:26.000 --> 00:09:30.000]  火代表那些苦難的磨練
[00:09:30.000 --> 00:09:34.000]  慢慢燒到銀紅的時候
[00:09:34.000 --> 00:09:35.000]  除去雜質
[00:09:35.000 --> 00:09:38.000]  就好像一個人被神磨練
[00:09:38.000 --> 00:09:40.000]  除去他身上的雜質
[00:09:40.000 --> 00:09:44.000]  越來越清潔 越來越像耶穌基督
[00:09:44.000 --> 00:09:47.000]  所以詩篇第66篇第10節
[00:09:47.000 --> 00:09:51.000]  神啊 你曾試驗我們 磨練我們
[00:09:51.000 --> 00:09:55.000]  與磨練銀紙一樣
[00:09:55.000 --> 00:10:00.000]  那你說神容許發生在我們身上的苦難
[00:10:00.000 --> 00:10:02.000]  會有什麼後果呢?
[00:10:02.000 --> 00:10:04.000]  一共有四個後果
[00:10:04.000 --> 00:10:09.000]  第一個後果就是會幫助我們憎恨罪
[00:10:09.000 --> 00:10:14.000]  這就像大衛被敵人追殺的時候
[00:10:14.000 --> 00:10:17.000]  他懇求神懲罰敵人
[00:10:17.000 --> 00:10:19.000]  因為他憎恨敵人的罪
[00:10:19.000 --> 00:10:22.000]  在詩篇第109篇我們看到
[00:10:22.000 --> 00:10:25.000]  在這裏要做一個廣告
[00:10:25.000 --> 00:10:27.000]  下一年我會說大衛的故事
[00:10:27.000 --> 00:10:30.000]  會說很多大衛的詩歌
[00:10:30.000 --> 00:10:34.000]  今年我們知道英文課是講詩篇
[00:10:34.000 --> 00:10:36.000]  國語部也是講詩篇
[00:10:36.000 --> 00:10:39.000]  但我就先不說了
[00:10:39.000 --> 00:10:42.000]  因為我知道下一年會說很多大衛的詩歌
[00:10:42.000 --> 00:10:45.000]  所以我就留待下一年再說
[00:10:45.000 --> 00:10:50.000]  另外在新約拉薩路的事我們也看到
[00:10:50.000 --> 00:10:53.000]  耶穌基督去到拉薩路的家裏
[00:10:53.000 --> 00:10:55.000]  祂是哭泣
[00:10:55.000 --> 00:10:57.000]  那你說為什麼這麼奇怪呢?
[00:10:57.000 --> 00:11:02.000]  耶穌基督知道很快會使拉薩路起死回生
[00:11:02.000 --> 00:11:04.000]  使祂復活
[00:11:04.000 --> 00:11:07.000]  那為什麼還要為拉薩路哭泣呢?
[00:11:07.000 --> 00:11:11.000]  其實祂不是為拉薩路的死而哭泣
[00:11:11.000 --> 00:11:14.000]  祂是為人的罪而哭泣
[00:11:14.000 --> 00:11:17.000]  因為亞當夏娃還沒有犯罪之前
