
[00:00:00.000 --> 00:00:03.200]  (看片段)
[00:00:03.200 --> 00:00:09.200]  但以你就是第一批被俘虜到巴比倫的亡國奴
[00:00:09.200 --> 00:00:14.200]  在第二章我們看到這個王是有一個夢
[00:00:14.200 --> 00:00:16.200]  但是他忘記了夢是什麼
[00:00:16.200 --> 00:00:19.600]  全國解夢的人都沒有辦法幫他
[00:00:19.600 --> 00:00:22.200]  如果一個夢你都忘記了
[00:00:22.200 --> 00:00:24.200]  其他人怎麼能夠幫你呢?
[00:00:24.200 --> 00:00:27.800]  這是一個不可能完成的工作
[00:00:27.800 --> 00:00:36.000]  但是神卻用這件事來讓彈爾利在被捕後大概三年多的時候
[00:00:36.000 --> 00:00:38.400]  我相信他還沒到二十歲
[00:00:38.400 --> 00:00:41.400]  但是神已經預備好這個年輕人
[00:00:41.400 --> 00:00:44.600]  所以神也給他一個機會在那個時候
[00:00:44.600 --> 00:00:49.800]  他能夠不單止將夢很準確地說出來
[00:00:49.800 --> 00:00:52.600]  而且他可以將這個夢解釋
[00:00:52.600 --> 00:00:54.600]  所以前一次我們看到
[00:00:54.600 --> 00:01:00.200]  那個王是發夢的那個金像乃是神擺在他的夢裡面
[00:01:00.200 --> 00:01:04.600]  是透過王將世界以後所有的歷史
[00:01:04.600 --> 00:01:08.600]  一路從彈爾利的時代到世界的終結
[00:01:08.600 --> 00:01:12.200]  都是透過那個金像說出來
[00:01:12.200 --> 00:01:16.600]  當然不是很多的詳細的資料在裡面
[00:01:16.600 --> 00:01:20.000]  但是我們說到裡面是有四個的朝代
[00:01:20.000 --> 00:01:23.200]  一個就是那個尼泊爾加利沙王
[00:01:23.200 --> 00:01:26.800]  但是之後是一個一個朝代是沒發生的事情
[00:01:26.800 --> 00:01:32.800]  透過這個異夢彈爾利的解釋是記載在第二章裡面
[00:01:32.800 --> 00:01:36.200]  就是將世界以後將會發生的事情
[00:01:36.200 --> 00:01:38.800]  這些我們叫做預言是已經說了出來
[00:01:38.800 --> 00:01:42.200]  在第二章我們也開始看到這個王
[00:01:42.200 --> 00:01:44.800]  這個王也是彈爾利書的主角
[00:01:44.800 --> 00:01:48.800]  我們不要只看彈爾利和他的三個朋友
[00:01:48.800 --> 00:01:53.200]  其實尼泊爾加利沙王在人類的歷史當中
[00:01:53.200 --> 00:01:55.200]  都有一個非常重要的地位
[00:01:55.200 --> 00:01:57.600]  不單止好像我剛才說的
[00:01:57.600 --> 00:02:01.800]  他是一位君士家在當時他征服了當時的天下
[00:02:01.800 --> 00:02:05.400]  當他在埃及回來的時候
[00:02:05.400 --> 00:02:07.600]  在半路他的爸爸是過了身
[00:02:07.600 --> 00:02:10.000]  所以當他回來的時候他就做皇帝
[00:02:10.000 --> 00:02:12.400]  他是一個政治家
[00:02:12.400 --> 00:02:14.800]  他很厲害的外交家
[00:02:14.800 --> 00:02:18.400]  所以他在他的國他做了47年皇帝
[00:02:18.400 --> 00:02:21.200]  那個時候是天下太平
[00:02:21.200 --> 00:02:24.200]  他在聖經裡面都有一個很重要的地位
[00:02:24.200 --> 00:02:26.200]  除了他發這個夢
[00:02:26.200 --> 00:02:30.600]  神透過他將人類以後要發生的事情
[00:02:30.600 --> 00:02:32.000]  是說了出來之外
[00:02:32.000 --> 00:02:34.800]  我們看到原來神要用這個王
[00:02:34.800 --> 00:02:36.400]  來帶出一些真理來
[00:02:36.400 --> 00:02:42.200]  所以當他的夢被彈爾利解到的時候
[00:02:42.200 --> 00:02:45.800]  他面對面看到彈爾利這個神
[00:02:45.800 --> 00:02:48.800]  知道這位神是帶有權能的神
[00:02:48.800 --> 00:02:50.000]  但是我們不要忘記
[00:02:50.000 --> 00:02:52.400]  尼泊爾加尼沙王是一個外邦人
[00:02:52.400 --> 00:02:53.600]  他不是猶太人
[00:02:53.600 --> 00:02:57.400]  他不認識這位創造宇宙萬力的主
[00:02:57.400 --> 00:03:00.600]  他那種環境是一個多神的環境
[00:03:00.600 --> 00:03:03.800]  就是他們的國家好像現在有很多的人
[00:03:03.800 --> 00:03:06.600]  都是拜很多不同的神
[00:03:06.600 --> 00:03:08.600]  甚至去到第三章的時候
[00:03:08.600 --> 00:03:10.200]  他見那個金像
[00:03:10.200 --> 00:03:13.200]  其實他是叫人向他下拜
[00:03:13.200 --> 00:03:15.800]  他就是代表那個金像
[00:03:15.800 --> 00:03:18.200]  尼泊爾加尼沙是一個這樣的人
[00:03:18.200 --> 00:03:22.000]  是一個很不合理很殘暴的王
[00:03:22.000 --> 00:03:25.800]  但是他卻是大權在握
[00:03:25.800 --> 00:03:30.400]  我們來看看這個王在彈爾利解了夢之後
[00:03:30.400 --> 00:03:32.400]  在第二章尾的時候
[00:03:32.400 --> 00:03:34.000]  他有什麼反應
[00:03:34.000 --> 00:03:37.800]  他見到彈爾利能夠將他的夢這麼清楚講出來
[00:03:37.800 --> 00:03:41.600]  並且能夠解釋他知道這個彈爾利
[00:03:41.600 --> 00:03:43.800]  是有神在他裡面的
[00:03:43.800 --> 00:03:45.400]  所以第二章第46節
[00:03:45.400 --> 00:03:48.000]  尼泊爾加尼沙王是俯伏在地下的
[00:03:48.000 --> 00:03:53.800]  這個王能夠謙卑到俯伏在地下向彈爾利下拜
