
[00:00:00.000 --> 00:00:03.000]  大家好 後面聽到嗎?聽到 好
[00:00:03.000 --> 00:00:05.920]  剛才美商就說8年
[00:00:05.920 --> 00:00:07.920]  經證的東西
[00:00:07.920 --> 00:00:09.920]  有什麼東西 我也不止8年
[00:00:09.920 --> 00:00:13.520]  我想14年前左右
[00:00:13.520 --> 00:00:16.520]  就短信了一個董事跟我說
[00:00:16.520 --> 00:00:20.020]  他說你找夠10個人替你接班
[00:00:20.020 --> 00:00:22.020]  你才可以退休
[00:00:22.020 --> 00:00:26.020]  最後我真的很想找10個人
[00:00:26.020 --> 00:00:30.020]  一直都是我做的工作
[00:00:30.020 --> 00:00:33.020]  最後到現在為止
[00:00:33.020 --> 00:00:36.020]  我是有9個
[00:00:36.020 --> 00:00:39.020]  等那個最後的等很久等不到
[00:00:39.020 --> 00:00:41.020]  到現在還是沒有的
[00:00:41.020 --> 00:00:44.020]  意思就是我平日做的東西
[00:00:44.020 --> 00:00:47.020]  我有9個人替我做
[00:00:47.020 --> 00:00:49.020]  今天的題目名呢
[00:00:49.020 --> 00:00:52.020]  也是我找不到替工要說的
[00:00:52.020 --> 00:00:54.020]  就是抗疫的問題
[00:00:54.020 --> 00:00:57.020]  你留意中文字
[00:00:57.020 --> 00:01:00.020]  抗 通常是抗什麼呢
[00:01:00.020 --> 00:01:02.020]  抗拒
[00:01:02.020 --> 00:01:04.020]  但這個字剛剛在疫情
[00:01:04.020 --> 00:01:06.020]  就不行的
[00:01:06.020 --> 00:01:08.020]  你不可以拒
[00:01:08.020 --> 00:01:10.020]  但你可以抗
[00:01:10.020 --> 00:01:13.020]  你不可以拒絕這個世界沒有疫症
[00:01:13.020 --> 00:01:17.020]  沒有一個人可以有能力去拒絕這件事出現
[00:01:17.020 --> 00:01:19.020]  但你可以抗
[00:01:19.020 --> 00:01:21.020]  你可以努力
[00:01:21.020 --> 00:01:24.020]  用你自己
[00:01:24.020 --> 00:01:26.020]  用幫手
[00:01:26.020 --> 00:01:28.020]  或者我們基督徒
[00:01:28.020 --> 00:01:30.020]  你可以說靠上帝
[00:01:30.020 --> 00:01:32.020]  你可以抗
[00:01:32.020 --> 00:01:34.020]  不過抗成怎樣呢
[00:01:34.020 --> 00:01:36.020]  大家的結果就不同了
[00:01:36.020 --> 00:01:38.020]  所以今晚我們研究下這個字眼
[00:01:38.020 --> 00:01:40.020]  究竟呢
[00:01:40.020 --> 00:01:43.020]  這個還要興盛是怎樣的東西
[00:01:43.020 --> 00:01:45.020]  或者封城
[00:01:45.020 --> 00:01:47.020]  聖經就用昌盛
[00:01:47.020 --> 00:01:49.020]  其實我開始講的時候
[00:01:49.020 --> 00:01:52.020]  我都在講我自己12年的事情
[00:01:52.020 --> 00:01:54.020]  這次聖經呢
[00:01:54.020 --> 00:01:56.020]  在《創世紀》41章
[00:01:56.020 --> 00:01:58.020]  差不多可以說是我印象
[00:01:58.020 --> 00:02:02.020]  經歷比較深的一節聖經
[00:02:02.020 --> 00:02:06.020]  在講兩個
[00:02:06.020 --> 00:02:09.020]  一個人大兒子叫馬拿西
[00:02:09.020 --> 00:02:12.020]  一個第二兒子叫二百年
[00:02:12.020 --> 00:02:14.020]  他們兩個名字都有意思的
[00:02:14.020 --> 00:02:16.020]  馬拿西的名字呢
[00:02:16.020 --> 00:02:19.020]  就是神叫他
[00:02:19.020 --> 00:02:23.020]  將一切困苦
[00:02:23.020 --> 00:02:25.020]  都忘記了
[00:02:25.020 --> 00:02:27.020]  還包括了
[00:02:27.020 --> 00:02:29.020]  我父全家
[00:02:29.020 --> 00:02:31.020]  他父親
[00:02:31.020 --> 00:02:33.020]  他家裡所有的苦
[00:02:33.020 --> 00:02:35.020]  受過的經過的
[00:02:35.020 --> 00:02:37.020]  都忘記了
[00:02:37.020 --> 00:02:39.020]  而第二個兒子呢
[00:02:39.020 --> 00:02:41.020]  他很特別
[00:02:41.020 --> 00:02:43.020]  他不是忘記了
[00:02:43.020 --> 00:02:47.020]  他是在曾經痛苦的地方
[00:02:47.020 --> 00:02:49.020]  昌盛
[00:02:49.020 --> 00:02:51.020]  他很慘的地方
[00:02:51.020 --> 00:02:53.020]  竟然在那裡很成功
[00:02:53.020 --> 00:02:55.020]  還發展了很多東西
[00:02:55.020 --> 00:02:57.020]  我看這些聖經呢
[00:02:57.020 --> 00:03:01.020]  就想起14年前我媽媽
[00:03:01.020 --> 00:03:03.020]  我媽媽有個很特別的病
[00:03:03.020 --> 00:03:05.020]  這個病本來就不特別的
[00:03:05.020 --> 00:03:07.020]  就是老人痴呆
[00:03:07.020 --> 00:03:09.020]  或者叫退化症
[00:03:09.020 --> 00:03:11.020]  但也很特別的
[00:03:11.020 --> 00:03:13.020]  就是唯一我媽媽呢
[00:03:13.020 --> 00:03:15.020]  記性程度是
[00:03:15.020 --> 00:03:17.020]  14年
[00:03:17.020 --> 00:03:19.020]  就是她去年死了
[00:03:19.020 --> 00:03:21.020]  都沒什麼退化的
[00:03:21.020 --> 00:03:23.020]  她還可以和醫生說
[00:03:23.020 --> 00:03:25.020]  我打球的
[00:03:25.020 --> 00:03:27.020]  你打一份好不好
[00:03:27.020 --> 00:03:29.020]  這樣
[00:03:29.020 --> 00:03:31.020]  醫生都笑得不能動
[00:03:31.020 --> 00:03:33.020]  看著這個阿婆
[00:03:33.020 --> 00:03:35.020]  就留她打球
[00:03:35.020 --> 00:03:37.020]  因為我媽媽記得她以前打球
[00:03:37.020 --> 00:03:39.020]  不過這樣
[00:03:39.020 --> 00:03:41.020]  她真的忘記了兩件事
[00:03:41.020 --> 00:03:43.020]  是一個神跡
[00:03:43.020 --> 00:03:45.020]  她記得我
[00:03:45.020 --> 00:03:47.020]  我是她的兒子
[00:03:47.020 --> 00:03:49.020]  她記得我弟弟
[00:03:49.020 --> 00:03:51.020]  她第二個兒子
[00:03:51.020 --> 00:03:53.020]  但她忘記了我太太
[00:03:53.020 --> 00:03:55.020]  我太太在12年前
[00:03:55.020 --> 00:03:57.020]  胰臟癌死
[00:03:57.020 --> 00:03:59.020]  14年前
[00:03:59.020 --> 00:04:01.020]  她就患癌症
[00:04:01.020 --> 00:04:03.020]  兩年後死了
[00:04:03.020 --> 00:04:05.020]  我媽媽又忘記她老公
[00:04:05.020 --> 00:04:07.020]  雖然她老公在她臨死那天
[00:04:07.020 --> 00:04:09.020]  那個星期
[00:04:09.020 --> 00:04:11.020]  都有探望她
[00:04:11.020 --> 00:04:13.020]  但探望完那天就忘記了她老公
[00:04:13.020 --> 00:04:15.020]  所以我媽媽就
[00:04:15.020 --> 00:04:17.020]  在我太太死
[00:04:17.020 --> 00:04:19.020]  她丈夫死
[00:04:19.020 --> 00:04:21.020]  我媽媽就沒痛苦
[00:04:21.020 --> 00:04:23.020]  因為她忘記了這兩個人
[00:04:23.020 --> 00:04:25.020]  她忘記的地步是
[00:04:25.020 --> 00:04:27.020]  我放在相簿
[00:04:27.020 --> 00:04:29.020]  是有她和她的媳婦
[00:04:29.020 --> 00:04:31.020]  和我和她老公
[00:04:31.020 --> 00:04:33.020]  一起拍的照片
[00:04:33.020 --> 00:04:35.020]  放在她前面
[00:04:35.020 --> 00:04:37.020]  她都忘記了
[00:04:37.020 --> 00:04:39.020]  她看到是沒什麼
[00:04:39.020 --> 00:04:41.020]  不會傷心
[00:04:41.020 --> 00:04:43.020]  她不知道是誰
[00:04:43.020 --> 00:04:45.020]  是不是騙我呢
[00:04:45.020 --> 00:04:47.020]  我想沒可能騙到我
[00:04:47.020 --> 00:04:49.020]  這麼多年騙到我
[00:04:49.020 --> 00:04:51.020]  包括她老公死
[00:04:51.020 --> 00:04:53.020]  我爸爸5年前死的時候
[00:04:53.020 --> 00:04:55.020]  我走去告訴他
[00:04:55.020 --> 00:04:57.020]  你知不知道今天少了一個人來探望你
[00:04:57.020 --> 00:04:59.020]  他說你都來了
[00:04:59.020 --> 00:05:01.020]  她都想不起她有個老公
[00:05:01.020 --> 00:05:03.020]  很多人說
[00:05:03.020 --> 00:05:05.020]  這個女士
[00:05:05.020 --> 00:05:07.020]  一生都幸福
[00:05:07.020 --> 00:05:09.020]  愛她的人
[00:05:09.020 --> 00:05:11.020]  愛到最後還記得
[00:05:11.020 --> 00:05:13.020]  但跟著死了
[00:05:13.020 --> 00:05:15.020]  她又忘記了她在這
[00:05:15.020 --> 00:05:17.020]  所以她沒痛苦過
[00:05:17.020 --> 00:05:19.020]  一直以來我們都以為
[00:05:19.020 --> 00:05:21.020]  不記得痛苦是最好的
[00:05:21.020 --> 00:05:23.020]  是真的
[00:05:23.020 --> 00:05:25.020]  我做精神科
[00:05:25.020 --> 00:05:27.020]  抑鬱症的工作
[00:05:27.020 --> 00:05:29.020]  很多精神科醫生都說
[00:05:29.020 --> 00:05:31.020]  有時都不太捨得病人
[00:05:31.020 --> 00:05:33.020]  但很捨得病人
[00:05:33.020 --> 00:05:35.020]  痊癒
[00:05:35.020 --> 00:05:37.020]  為什麼呢
[00:05:37.020 --> 00:05:39.020]  因為病人的太太
[00:05:39.020 --> 00:05:41.020]  家人都搬家
[00:05:41.020 --> 00:05:43.020]  不想再見他
[00:05:43.020 --> 00:05:45.020]  很怕他復發
[00:05:45.020 --> 00:05:47.020]  很怕他精神病出來
[00:05:47.020 --> 00:05:49.020]  做一些很癲狂
