
[00:00:00.000 --> 00:00:06.000]  字很小,不過不要緊
[00:00:06.000 --> 00:00:18.000]  這只是今年我們四次一同打開出埃及記的主題經文
[00:00:18.000 --> 00:00:25.000]  出埃及記我們講過,其實不是講出埃及的
[00:00:25.000 --> 00:00:37.000]  明明是講出埃及的,重點不是自由,我們得自由,我們無王管
[00:00:37.000 --> 00:00:44.000]  不是,出埃及記的重點從開頭到結束
[00:00:44.000 --> 00:00:53.000]  我們說是聚焦集中焦點在神的榮耀
[00:00:53.000 --> 00:01:03.000]  所以這四次我們就試著跟著出埃及記的焦點
[00:01:03.000 --> 00:01:14.000]  一同打開聖經,好好掌握出埃及記這本書到底講什麼
[00:01:14.000 --> 00:01:24.000]  我們從尾講上頭,我們從40章上一次
[00:01:24.000 --> 00:01:29.000]  不要問你記不記得,這麼多東西記,這些我們不記的
[00:01:29.000 --> 00:01:37.000]  不要緊,我們開始的時候是先從出埃及記最後的三分一
[00:01:37.000 --> 00:01:47.000]  25章到40章,這16章的經文是講建造回望
[00:01:47.000 --> 00:01:59.000]  所以上一堂我們就集中看40章回望完成神的榮耀
[00:01:59.000 --> 00:02:08.000]  和合本翻譯榮光,其實是同一個字,神的榮耀充滿百姓
[00:02:08.000 --> 00:02:16.000]  你可以講同心合意,你也可以講七手八腳
[00:02:16.000 --> 00:02:23.000]  大家有什麼就拿什麼出來,這樣造成的一個回望
[00:02:23.000 --> 00:02:32.000]  你說是否有點鬧彆扭,是有很好的設計,天上的陽色
[00:02:32.000 --> 00:02:37.000]  不過在曠野,你有什麼就要拿什麼出來
[00:02:37.000 --> 00:02:49.000]  在這樣的情況之下,上帝沒有嫌棄那一代神的百姓
[00:02:49.000 --> 00:02:56.000]  在西乃山下所造成的回望是怎樣?
[00:02:56.000 --> 00:03:04.000]  神的榮耀就充滿這個回望
[00:03:04.000 --> 00:03:10.000]  明不明白出埃及記的重點?不明白,那個回望最神聖
[00:03:10.000 --> 00:03:19.000]  我再講一次,在廣恩堂上帝招聚我們這班弟兄姊妹
[00:03:19.000 --> 00:03:24.000]  我們不是在曠野,不過我們都是這樣的
[00:03:24.000 --> 00:03:32.000]  這樣的弟兄姊妹一起聚集在這個教會當中
[00:03:32.000 --> 00:03:42.000]  出埃及記告訴我們,神的榮耀就充滿在其中
[00:03:42.000 --> 00:03:47.000]  這是上一堂我不重複再和你溫習
[00:03:47.000 --> 00:03:54.000]  這是出埃及記一個很重要的總結
[00:03:54.000 --> 00:04:02.000]  今天我們仍然在最後的三分之一,25到40章
[00:04:02.000 --> 00:04:14.000]  不過今天我們要讀的經文就屬於在建造回望的過程當中的一段插曲
[00:04:14.000 --> 00:04:25.000]  既然你肯定了建造回望是主題,金牛讀事件就是一個插曲
[00:04:25.000 --> 00:04:33.000]  不讀它也無所謂,因為在32到34章的經文當中
[00:04:33.000 --> 00:04:44.000]  神的榮耀又出現,不是出現很多,全卷書出現四次
[00:04:44.000 --> 00:04:53.000]  所以今年剛剛四堂主日崇拜,我就選了這個題目和大家一起打開聖經去讀
[00:04:53.000 --> 00:05:08.000]  所以四分之一關於神的榮耀出現在金牛讀事件的記載當中
[00:05:08.000 --> 00:05:15.000]  你告訴我們這三章的經文重要嗎?不重要嗎?
[00:05:15.000 --> 00:05:20.000]  就看你怎麼看了,插曲,我可以睡覺了
[00:05:20.000 --> 00:05:31.000]  神的榮耀,有什麼是這段聖經教我們而我們看不到的?
[00:05:31.000 --> 00:05:40.000]  這是今天我們嘗試一起讀的聖經
[00:05:40.000 --> 00:05:46.000]  金牛讀事件我們熟悉,但又不是很熟悉
[00:05:46.000 --> 00:05:57.000]  插曲,所以很少提及,其實它的敘述是很有文露的
[00:05:57.000 --> 00:06:03.000]  這樣說比較古老,很有結構的,很清楚的
[00:06:03.000 --> 00:06:17.000]  它是用記序和對話作為交替出現的寫作方法
[00:06:17.000 --> 00:06:26.000]  你今天下午回去,我鼓勵你坐下來,倒杯香片茶,關掉電話
[00:06:26.000 --> 00:06:35.000]  你讀一次這段聖經,不要只是回來崇拜才是唯一
[00:06:35.000 --> 00:06:41.000]  還要在PowerPoint上看自己的聖經,摸都不用摸
[00:06:41.000 --> 00:06:51.000]  你打開讀,你會看到那個記載其實是很有層次,很有味道的
[00:06:51.000 --> 00:07:02.000]  四段記載,開頭32章1至6節記載做金牛讀
[00:07:02.000 --> 00:07:05.000]  我們的重點不是這一說
[00:07:05.000 --> 00:07:12.000]  不過跟著第7到14節第一段的對話
[00:07:12.000 --> 00:07:15.000]  我們就知道這件事非同小可
[00:07:15.000 --> 00:07:18.000]  做隻金牛讀有什麼大事
[00:07:18.000 --> 00:07:26.000]  剛剛上帝才說過十句說話的第二句
[00:07:26.000 --> 00:07:35.000]  不可為自己雕刻任何的神像
[00:07:35.000 --> 00:07:38.000]  百姓怎樣回答摩西
[00:07:38.000 --> 00:07:46.000]  凡耶和華所吩咐我們的,我們必定遵守
[00:07:46.000 --> 00:07:55.000]  很正式很嚴肅很認真的回答原來只有個「講」字
[00:07:55.000 --> 00:08:01.000]  是呀,很不幸,你和我時時都是這樣的
[00:08:01.000 --> 00:08:05.000]  所以上帝不是這樣玩泥沙的
[00:08:05.000 --> 00:08:11.000]  上帝說了的就是重要的,不要這樣做
[00:08:11.000 --> 00:08:16.000]  所以上帝這一說,經文告訴我們
[00:08:16.000 --> 00:08:22.000]  他後悔,我們又舉手問舊約蘭提
[00:08:22.000 --> 00:08:24.000]  上帝會後悔的嗎?
[00:08:24.000 --> 00:08:29.000]  其實最早記載的是洪水的事件
[00:08:29.000 --> 00:08:33.000]  不過這裡上帝的後悔很有意思
[00:08:33.000 --> 00:08:35.000]  所以我們一定要自己回去讀
[00:08:35.000 --> 00:08:38.000]  我告訴你水過鴨背
[00:08:38.000 --> 00:08:42.000]  Water of the duck,一點都不會流花
[00:08:42.000 --> 00:08:48.000]  後悔和以色列納約,不是
[00:08:48.000 --> 00:08:54.000]  上帝仍然會帶他的百姓入迦南
[00:08:54.000 --> 00:08:57.000]  你看很清楚,上帝沒有後悔
[00:08:57.000 --> 00:09:00.000]  上帝只是說我不和你們去南
[00:09:00.000 --> 00:09:04.000]  我差顯示者,那我後悔,不是
[00:09:04.000 --> 00:09:08.000]  上帝早就這樣說,不過我們又不記得
[00:09:08.000 --> 00:09:12.000]  如果你記得約書,Book of the Covenant
[00:09:12.000 --> 00:09:17.000]  最後那一大段,二十四章
[00:09:17.000 --> 00:09:21.000]  我們去年最後一堂所讀的經文
[00:09:21.000 --> 00:09:24.000]  上帝說我差顯示者
[00:09:24.000 --> 00:09:28.000]  和你們趕出迦南地的居民
[00:09:28.000 --> 00:09:31.000]  你們不用怕,你們去,你們跟著去
[00:09:31.000 --> 00:09:35.000]  上帝為何自己不去呢?
[00:09:35.000 --> 00:09:44.000]  其實你可以說上帝都是為百姓的好處
[00:09:44.000 --> 00:09:53.000]  上帝的神聖,上帝不是你可以和他玩泥沙
[00:09:53.000 --> 00:09:57.000]  我們經常都以為無所謂,不是的
[00:09:57.000 --> 00:10:05.000]  上帝生氣的時候,你得罪上帝是很嚴重的後果
[00:10:05.000 --> 00:10:10.000]  有時候唱詩都似乎輕鬆了很多
[00:10:10.000 --> 00:10:14.000]  有後果的,會死的
[00:10:14.000 --> 00:10:20.000]  從創世紀開始,你吃這個果子的日子必定死
[00:10:20.000 --> 00:10:29.000]  上帝的警告臨到,上帝很清楚這些不是玩泥沙的事情
[00:10:29.000 --> 00:10:39.000]  但是如果你留心看一下三十二章第七節到十四節那裡說的後悔
[00:10:39.000 --> 00:10:49.000]  是上帝並沒有因為他的憤怒而滅絕他的百姓
[00:10:49.000 --> 00:10:56.000]  是這件事情後悔,不是立約後悔
[00:10:56.000 --> 00:11:01.000]  所以跟著記載的敘述,十五到二十九節
[00:11:01.000 --> 00:11:17.000]  摩西下山打碎了兩塊石板並且懲罰帶頭做金牛毒的人
[00:11:17.000 --> 00:11:21.000]  整件事情是很嚴重的
[00:11:21.000 --> 00:11:28.000]  跟著也有第二段對話
[00:11:28.000 --> 00:11:33.000]  就是上帝很清楚地說
[00:11:33.000 --> 00:11:37.000]  我不去,我差遣使者帶你們去
[00:11:37.000 --> 00:11:43.000]  上帝仍然守他的諾言信用
[00:11:43.000 --> 00:11:48.000]  不是反悔,我不認這班百姓,不是不是
[00:11:48.000 --> 00:11:55.000]  上帝跟百姓立約,帶他們到應許之地
[00:11:55.000 --> 00:11:59.000]  但是上帝說如果我跟他們去很危險
[00:11:59.000 --> 00:12:04.000]  在路上我們再讀下去知道其實不斷出事
