
[00:00:00.000 --> 00:00:05.000]  希望我們在你面前
[00:00:05.000 --> 00:00:09.000]  恭敬將到這個火情交在你的手中
[00:00:09.000 --> 00:00:16.000]  我們為著一直有很多屬於你自己的信徒
[00:00:16.000 --> 00:00:19.000]  他們願意放下很多日來到中國
[00:00:19.000 --> 00:00:21.000]  將你的信息傳給我們中國人
[00:00:21.000 --> 00:00:23.000]  我們維持我們多謝你
[00:00:23.000 --> 00:00:26.000]  我們紀念得到歷世歷代以來
[00:00:26.000 --> 00:00:31.000]  有很多人為了福音的緣故將他們的一切擺上
[00:00:31.000 --> 00:00:37.000]  更為了中國的緣故將他們的很多放下
[00:00:37.000 --> 00:00:42.000]  求主你幫助我們在這個火情裡更深認識得到
[00:00:42.000 --> 00:00:45.000]  在過往歷史當中
[00:00:45.000 --> 00:00:48.000]  不同時代的信徒不同傳統的信徒
[00:00:48.000 --> 00:00:52.000]  他們怎樣在中國裡試圖將你的福音傳開
[00:00:52.000 --> 00:00:55.000]  而他們的心智成為我們的鼓勵
[00:00:55.000 --> 00:00:58.000]  他們遇到的困難是我們的借鏡
[00:00:58.000 --> 00:01:01.000]  願你帶領我們奉耶穌基督明知已求
[00:01:01.000 --> 00:01:05.000]  我們回看基督教傳到中國
[00:01:05.000 --> 00:01:07.000]  或者福音信仰傳到中國
[00:01:07.000 --> 00:01:11.000]  通常我們以馬里信為開始
[00:01:11.000 --> 00:01:14.000]  其實它來自一百七十年左右
[00:01:14.000 --> 00:01:17.000]  但如果我們從嚴格的歷史來說
[00:01:17.000 --> 00:01:21.000]  早在更早的時候再做一批
[00:01:21.000 --> 00:01:23.000]  就是明末的時候的耶穌會
[00:01:23.000 --> 00:01:29.000]  再早一點是元朝的方濟會時
[00:01:29.000 --> 00:01:31.000]  但我們要留意一點
[00:01:31.000 --> 00:01:35.000]  在十五世紀以前或者十六世紀以前的時候
[00:01:35.000 --> 00:01:39.000]  基督教裡面並沒有分我們今天這麼多的派系
[00:01:39.000 --> 00:01:43.000]  起碼那裡沒有分所謂天主教或者基督教
[00:01:43.000 --> 00:01:49.000]  故知我們千萬不要以今天的良代標準去看以前的信仰是怎樣
[00:01:49.000 --> 00:01:52.000]  因為我們在歷史上不是這樣評論方法的
[00:01:52.000 --> 00:01:54.000]  那時候你也不能評論的
[00:01:54.000 --> 00:01:56.000]  那時候只有一個教會就是大公教會
[00:01:56.000 --> 00:01:58.000]  還有東方教會就是東正教
[00:01:58.000 --> 00:02:00.000]  起碼在十五世紀以前
[00:02:00.000 --> 00:02:07.000]  在十六世紀之後才會有所謂新教和羅馬為首的羅馬天主教
[00:02:07.000 --> 00:02:09.000]  他們有不同的差會
[00:02:09.000 --> 00:02:11.000]  甚至到了十九世紀的時候
[00:02:11.000 --> 00:02:15.000]  在不同的差會裡面也有不同的派系分裂出來
[00:02:15.000 --> 00:02:20.000]  我們今天的注意力並不是看十六世紀以後的事
[00:02:20.000 --> 00:02:22.000]  而是看早一點的時候
[00:02:22.000 --> 00:02:24.000]  早一點的時候
[00:02:24.000 --> 00:02:26.000]  其實我們發覺很早的時候
[00:02:26.000 --> 00:02:28.000]  起碼在唐朝已經很清楚地記載
[00:02:28.000 --> 00:02:31.000]  是有基督教信仰傳到中國的
[00:02:31.000 --> 00:02:35.000]  而他們的流傳的時間有二三百年之久
[00:02:35.000 --> 00:02:37.000]  遍佈中國那時候
[00:02:37.000 --> 00:02:41.000]  主要有二十幾個省份都有他們的宗旨
[00:02:41.000 --> 00:02:44.000]  傳了好幾百年後來就停頓了
[00:02:44.000 --> 00:02:48.000]  後來再去到元朝的時候再次又興起
[00:02:48.000 --> 00:02:50.000]  有一百年之久
[00:02:50.000 --> 00:02:52.000]  很明顯有很多教會存在在那時候
[00:02:52.000 --> 00:02:54.000]  後來又停頓了一段時期
[00:02:54.000 --> 00:02:58.000]  停頓的意思只不過是在中國裡面稍微減弱他們的活動
[00:02:58.000 --> 00:03:01.000]  但是他們在西北一帶仍然有很強的教會跟隨他們
[00:03:01.000 --> 00:03:05.000]  他們那時候西北就不屬於我們今天所謂的中土
[00:03:05.000 --> 00:03:09.000]  還有他們很多時候就是我們今天所謂的少數民族裡面那裡
[00:03:09.000 --> 00:03:11.000]  例如維吾爾族那些地方
[00:03:11.000 --> 00:03:15.000]  而我們看的時候
[00:03:15.000 --> 00:03:17.000]  我們首先要定一些東西
[00:03:17.000 --> 00:03:19.000]  我們今天不是去
[00:03:19.000 --> 00:03:22.000]  不是那麼注意他們信仰跟我們有什麼分別
[00:03:22.000 --> 00:03:24.000]  但是主要就是那時候的信仰
[00:03:24.000 --> 00:03:26.000]  我們記得是第四第五第六世紀
[00:03:26.000 --> 00:03:28.000]  起碼去到第十世紀的時候
[00:03:28.000 --> 00:03:30.000]  那時候教會只有一個教會
[00:03:30.000 --> 00:03:34.000]  去到第十世紀之後就慢慢成為了東方教會
[00:03:34.000 --> 00:03:35.000]  即是今天的東正教
[00:03:35.000 --> 00:03:37.000]  還有西方教會即是拉丁語系
[00:03:37.000 --> 00:03:39.000]  或者羅馬為首教會
[00:03:39.000 --> 00:03:42.000]  去到十五世紀之後才再分入近代的新教
[00:03:42.000 --> 00:03:44.000]  即是基督教
[00:03:44.000 --> 00:03:46.000]  所以從歷史角度來看的時候
[00:03:46.000 --> 00:03:48.000]  我們從十五世紀以前那些東西來看
[00:03:48.000 --> 00:03:50.000]  我們並不將它分成怎樣
[00:03:50.000 --> 00:03:52.000]  因為它是不能分的
[00:03:52.000 --> 00:03:54.000]  例如你問到是
[00:03:54.000 --> 00:03:56.000]  如果我們問當時的警教是屬於什麼教派呢
[00:03:56.000 --> 00:03:58.000]  等於我們今天這樣東西
[00:03:58.000 --> 00:04:00.000]  浸水會還是宣導會是不能回答的問題
[00:04:00.000 --> 00:04:02.000]  正如你問黃安石他是共產黨還是國民黨
[00:04:02.000 --> 00:04:04.000]  一樣的無意義的問題
[00:04:04.000 --> 00:04:06.000]  即是歷史上
[00:04:06.000 --> 00:04:08.000]  如果我這樣問的時候
[00:04:08.000 --> 00:04:10.000]  黃安石是共產黨還是國民黨
[00:04:10.000 --> 00:04:12.000]  一樣的意思
[00:04:12.000 --> 00:04:14.000]  所以我們不會問這個問題
[00:04:14.000 --> 00:04:16.000]  是究竟發生什麼事
[00:04:16.000 --> 00:04:18.000]  發生的過程遇到什麼事
[00:04:18.000 --> 00:04:20.000]  我們主要在這裡
[00:04:20.000 --> 00:04:22.000]  另外一方面
[00:04:22.000 --> 00:04:24.000]  首先我講了剛才的大前提
[00:04:24.000 --> 00:04:26.000]  另外一個大前提就是我們會講到很多
[00:04:26.000 --> 00:04:28.000]  是中國的歷史
[00:04:28.000 --> 00:04:30.000]  因為我們集中注意力在中國
[00:04:30.000 --> 00:04:32.000]  即是基督教的行徑在中國裡面所發現的東西
[00:04:32.000 --> 00:04:34.000]  很多時候牽涉到中國歷史
[00:04:34.000 --> 00:04:38.000]  那裡我們也有個問題
[00:04:38.000 --> 00:04:40.000]  究竟什麼是中國呢
[00:04:40.000 --> 00:04:42.000]  很難定義的
[00:04:42.000 --> 00:04:44.000]  包括現在很多不是屬於中國的版圖
[00:04:44.000 --> 00:04:46.000]  元朝的時候更加是
[00:04:46.000 --> 00:04:48.000]  故知我說到
[00:04:48.000 --> 00:04:50.000]  如果元朝的時候在中國裡面的教會
[00:04:50.000 --> 00:04:52.000]  的意思是怎樣
[00:04:52.000 --> 00:04:54.000]  可能包括土耳其那邊
[00:04:54.000 --> 00:04:56.000]  甚至包括莫斯科
[00:04:56.000 --> 00:04:58.000]  即是過回這一邊
[00:04:58.000 --> 00:05:00.000]  還有整個西伯利亞那邊甚至外蒙古
[00:05:00.000 --> 00:05:02.000]  但那些不是今天的中國
[00:05:02.000 --> 00:05:04.000]  那裡牽涉到很多很實際的問題
[00:05:04.000 --> 00:05:06.000]  我怎樣定義
[00:05:06.000 --> 00:05:08.000]  還有那時候好像唐朝的時候
[00:05:08.000 --> 00:05:10.000]  有很多那些所謂
[00:05:10.000 --> 00:05:12.000]  藩邦、藩屬國、附屬國
[00:05:12.000 --> 00:05:14.000]  那些附屬國是不是屬於
[00:05:14.000 --> 00:05:16.000]  中國的管理範圍呢
[00:05:16.000 --> 00:05:18.000]  但屬於中國的影響範圍
[00:05:18.000 --> 00:05:20.000]  天海航的制度建立之後就屬於那裡
[00:05:20.000 --> 00:05:22.000]  但他又不是中國的
[00:05:22.000 --> 00:05:24.000]  加上那時候好像在長安
[00:05:24.000 --> 00:05:26.000]  唐朝的時候
[00:05:26.000 --> 00:05:28.000]  國際都會來的
[00:05:28.000 --> 00:05:30.000]  什麼人都有的
[00:05:30.000 --> 00:05:32.000]  很亂的
[00:05:32.000 --> 00:05:34.000]  還有我們發現很多時候基督教
[00:05:34.000 --> 00:05:36.000]  他們的行跡留在那裡
[00:05:36.000 --> 00:05:38.000]  就是一些少數民族
[00:05:38.000 --> 00:05:40.000]  有些是蒙古族
[00:05:40.000 --> 00:05:42.000]  還有幾族的
[00:05:42.000 --> 00:05:44.000]  現在的維吾爾族
[00:05:44.000 --> 00:05:46.000]  但是他們算不算中國人呢
[00:05:46.000 --> 00:05:48.000]  但他們很明顯不是漢族
[00:05:48.000 --> 00:05:50.000]  所以我那個範圍就放鬆一點
[00:05:50.000 --> 00:05:52.000]  是不是所謂中國呢
[00:05:52.000 --> 00:05:54.000]  我不敢用這個字
[00:05:54.000 --> 00:05:56.000]  因為那時候都不用中國這個字
[00:05:56.000 --> 00:05:58.000]  那時候就是唐朝
[00:05:58.000 --> 00:06:00.000]  遠朝就是遠朝的勢力範圍
[00:06:00.000 --> 00:06:02.000]  所以那裡可能會鬆一點
[00:06:02.000 --> 00:06:04.000]  如果鬆一點的話
[00:06:04.000 --> 00:06:06.000]  那時候就可能會有
[00:06:06.000 --> 00:06:08.000]  所以那裡可能會鬆一點
[00:06:08.000 --> 00:06:10.000]  如果鬆一點的話我們就比較寬一點去看
[00:06:10.000 --> 00:06:12.000]  不一定是維繫於漢族那裡
[00:06:12.000 --> 00:06:14.000]  中國或者這個觀念會寬一點
[00:06:14.000 --> 00:06:16.000]  是視乎當時的政治環境
[00:06:16.000 --> 00:06:18.000]  而他們的影響範圍
[00:06:18.000 --> 00:06:20.000]  和他們所涉及的版圖而定
[00:06:20.000 --> 00:06:22.000]  其實這裡呢
[00:06:22.000 --> 00:06:24.000]  也都是說到
[00:06:24.000 --> 00:06:26.000]  中外一個所謂交通史的問題
[00:06:26.000 --> 00:06:28.000]  因為很多時候
[00:06:28.000 --> 00:06:30.000]  當西方的
[00:06:30.000 --> 00:06:32.000]  無論是宗教
[00:06:32.000 --> 00:06:34.000]  或者是政治那方面影響你
[00:06:34.000 --> 00:06:36.000]  來到中國的時候
[00:06:36.000 --> 00:06:38.000]  和中國都有互相的交流
[00:06:38.000 --> 00:06:40.000]  很出名的絲綢之路
[00:06:40.000 --> 00:06:42.000]  就是這個交流經常遇到的
[00:06:42.000 --> 00:06:44.000]  必經之路
[00:06:44.000 --> 00:06:46.000]  在基督教的記載裡
[00:06:46.000 --> 00:06:48.000]  就是說現在我們有
[00:06:48.000 --> 00:06:50.000]  教會歷史的教父記載裡
[00:06:50.000 --> 00:06:52.000]  早在公元300年的時候
[00:06:52.000 --> 00:06:54.000]  已經有一個
[00:06:54.000 --> 00:06:56.000]  的胡教家說得到
[00:06:56.000 --> 00:06:58.000]  有這樣的隱約的記載
[00:06:58.000 --> 00:07:00.000]  比較明確的記載
[00:07:00.000 --> 00:07:02.000]  就是說他們的基督徒
[00:07:02.000 --> 00:07:04.000]  開始在東部那邊活動
[00:07:04.000 --> 00:07:06.000]  那時候他用了一個
[00:07:06.000 --> 00:07:08.000]  很特別的字眼
[00:07:08.000 --> 00:07:10.000]  因為原本的文獻
[00:07:10.000 --> 00:07:12.000]  是拉丁文寫的
[00:07:12.000 --> 00:07:14.000]  他說我們的基督徒
