
[00:00:00.000 --> 00:00:04.000]  大家晚安
[00:00:04.000 --> 00:00:11.000]  這次實在是我這一年講到的主題之中的第三講
[00:00:11.000 --> 00:00:16.000]  如果大家有聽的,第一次是講罪的赦免
[00:00:16.000 --> 00:00:23.000]  第二就是救恩,現在就是講到我們成性的過程
[00:00:23.000 --> 00:00:25.000]  信了主之後又怎樣呢?
[00:00:25.000 --> 00:00:32.000]  事實上我們每個人,我相信搬屋都搬了很多次
[00:00:32.000 --> 00:00:34.000]  我自己也搬了很多次
[00:00:34.000 --> 00:00:38.000]  最後一次我們要搬就是搬去天家
[00:00:38.000 --> 00:00:41.000]  或者我們說新天新地
[00:00:41.000 --> 00:00:44.000]  老實講,如果這個世界去到新天新地
[00:00:44.000 --> 00:00:46.000]  基本上就好像移民一樣
[00:00:46.000 --> 00:00:49.000]  去到另一個我們不是很熟悉的世界
[00:00:49.000 --> 00:00:52.000]  這個世界是有罪惡的,是否有勞苦的
[00:00:52.000 --> 00:00:54.000]  那個世界呢?不是
[00:00:54.000 --> 00:00:59.000]  大家有沒有想過,當我們真的要去另一個國家的時候
[00:00:59.000 --> 00:01:02.000]  移民去另一個國家,實在是遇到一些適應的
[00:01:02.000 --> 00:01:06.000]  可能去到別人都會考考我們的語言可不可以
[00:01:06.000 --> 00:01:08.000]  知不知道你的歷史等等
[00:01:08.000 --> 00:01:12.000]  天國又怎樣呢?新天新地又怎樣呢?
[00:01:12.000 --> 00:01:19.000]  當我們要準備去到我們最後的家鄉的時候
[00:01:19.000 --> 00:01:21.000]  我們有沒有什麼準備呢?
[00:01:21.000 --> 00:01:26.000]  今天經文教導我們正正做這件事
[00:01:26.000 --> 00:01:30.000]  如果我們說信諸諸之後,我們要作主的門徒
[00:01:30.000 --> 00:01:32.000]  最低限度有兩樣東西要講的
[00:01:32.000 --> 00:01:36.000]  一,就是要侍奉主
[00:01:36.000 --> 00:01:40.000]  我們說奉獻,傳福音
[00:01:40.000 --> 00:01:46.000]  在教會有侍奉,或者教會課程等等
[00:01:46.000 --> 00:01:48.000]  我覺得這件事反而容易
[00:01:48.000 --> 00:01:51.000]  對很多人來說,做事反而容易
[00:01:51.000 --> 00:01:54.000]  因為要做點東西出來
[00:01:54.000 --> 00:01:57.000]  這件事就容易
[00:01:57.000 --> 00:01:59.000]  不過還有另外一部分
[00:01:59.000 --> 00:02:01.000]  另外一部分是什麼呢?
