
[00:00:00.000 --> 00:00:05.000]  各位聽眾大家好
[00:00:05.000 --> 00:00:07.400]  中國人很會計算
[00:00:07.400 --> 00:00:11.400]  從小就訓練得很好
[00:00:11.400 --> 00:00:16.400]  所以數學好的人容易經營財富
[00:00:16.400 --> 00:00:18.800]  在東南亞的國家
[00:00:18.800 --> 00:00:24.800]  很多中國人移居的地方算是外國人
[00:00:24.800 --> 00:00:29.200]  但他們能夠執掌當地經濟命脈
[00:00:29.200 --> 00:00:33.600]  我曾經在一個東南亞國家買郵票
[00:00:33.600 --> 00:00:37.800]  我要買十個九毫的郵票
[00:00:37.800 --> 00:00:42.400]  他沒有九毫子 只有六毫子和三毫子
[00:00:42.400 --> 00:00:44.600]  我要買十個
[00:00:44.600 --> 00:00:50.200]  我站在那裡看著他拿
[00:00:50.200 --> 00:00:55.800]  一個六毫 一個三毫 一個六毫 一個三毫 二
[00:00:55.800 --> 00:01:00.400]  一個六毫 一個三毫 三毫 一直數十次
[00:01:00.400 --> 00:01:08.400]  然後就賣了十個三毫加六毫的郵票給我
[00:01:08.400 --> 00:01:11.200]  我站在那裡真的想笑
[00:01:11.200 --> 00:01:15.800]  但我不敢笑 免得他以為我在做什麼
[00:01:15.800 --> 00:01:19.600]  所以為什麼中國人能夠在東南亞的地方
[00:01:19.600 --> 00:01:22.600]  能夠執掌他們經濟的牛耳
[00:01:22.600 --> 00:01:24.200]  其實是有原因的
[00:01:24.200 --> 00:01:27.000]  因為他們比較懂得計算
[00:01:27.000 --> 00:01:31.200]  懂得計算的人應該是比較聰明的人
[00:01:31.200 --> 00:01:33.400]  智商可能比較高
[00:01:33.400 --> 00:01:38.600]  而且他們懂得生財有度
[00:01:38.600 --> 00:01:45.600]  但問題是這些人所計算的數目多數是外表的
[00:01:45.600 --> 00:01:52.600]  很多時候自己計算自己的財富、產業、物資等等
[00:01:52.600 --> 00:01:58.800]  太多的時候我們花時間在一些身外物裡面
[00:01:58.800 --> 00:02:01.800]  我們有時候會忽略了生命中
[00:02:01.800 --> 00:02:07.200]  其實有一樣東西是更加需要我們去數算的
[00:02:07.200 --> 00:02:10.000]  是數算什麼呢?
[00:02:10.000 --> 00:02:12.200]  就是數算我們的年日
[00:02:12.200 --> 00:02:17.800]  太多時候我們會計算外表的東西
[00:02:17.800 --> 00:02:26.800]  有時候我們會把最寶貴的光陰消磨、打發、甚至浪費
[00:02:26.800 --> 00:02:28.800]  我們不懂得計算
[00:02:28.800 --> 00:02:31.800]  所以曾經有人說時間就是金錢
[00:02:31.800 --> 00:02:35.800]  更有人說時間就是生命
[00:02:35.800 --> 00:02:38.800]  我覺得時間是金錢
[00:02:38.800 --> 00:02:41.400]  這是比較淺的說法
[00:02:41.400 --> 00:02:44.000]  更深的說法是時間是生命
[00:02:44.000 --> 00:02:46.400]  我覺得是對的
[00:02:46.400 --> 00:02:52.000]  因為我們的生命就是以時間累積計算在一起
[00:02:52.000 --> 00:02:54.400]  如果我們虛度光陰糟蹋人生
[00:02:54.400 --> 00:02:56.400]  就是糟蹋我們的生命
[00:02:56.400 --> 00:03:04.400]  《舊約詩》第九十篇其實是一篇人生之詩
[00:03:04.400 --> 00:03:10.800]  這篇人生之詩我們今天要用來講智慧人生的第二講
[00:03:10.800 --> 00:03:15.400]  就是「洞透天年,不枉此生」
[00:03:15.400 --> 00:03:18.400]  我們講了四講
[00:03:18.400 --> 00:03:20.400]  或者說我們有四講
[00:03:20.400 --> 00:03:26.400]  其中一講就是詩篇第九十篇
[00:03:26.400 --> 00:03:31.400]  詩篇九十篇是人類最古老的一篇詩篇
[00:03:31.400 --> 00:03:36.400]  人類最古老的詩篇其實不單單在《舊約》
[00:03:36.400 --> 00:03:37.800]  在猶太人的中間
[00:03:37.800 --> 00:03:39.800]  我覺得在國際舞台上
[00:03:39.800 --> 00:03:42.800]  它應該也是最古老的詩篇
[00:03:42.800 --> 00:03:50.800]  因為李白、杜甫、蘇東坡、中國的歌德、河馬等
[00:03:50.800 --> 00:03:54.800]  其實都有講到人生的感悟
[00:03:54.800 --> 00:03:59.800]  但是他們是比摩西後來的
[00:03:59.800 --> 00:04:05.800]  摩西他和這些詩人的看法不是很一樣
[00:04:05.800 --> 00:04:10.800]  其實主要是因為他從神領受了啟示
[00:04:10.800 --> 00:04:12.800]  我們今天要和大家講一下
[00:04:12.800 --> 00:04:16.800]  我們所算的智慧
[00:04:16.800 --> 00:04:18.800]  怎樣來計算
[00:04:18.800 --> 00:04:20.800]  要計算什麼
[00:04:20.800 --> 00:04:25.800]  讓我們能夠成為一個更智慧的人
[00:04:25.800 --> 00:04:27.800]  詩篇第九十篇
[00:04:27.800 --> 00:04:31.800]  我們可以分成若干個段落
[00:04:31.800 --> 00:04:32.800]  重點在哪裡呢?
[00:04:32.800 --> 00:04:36.800]  我要和大家簡單來看一看
[00:04:36.800 --> 00:04:41.800]  詩篇第九十篇可以分為五個段落
[00:04:41.800 --> 00:04:43.800]  第一個是引言
[00:04:43.800 --> 00:04:44.800]  是一個開始
[00:04:44.800 --> 00:04:46.800]  講到神的永恆性
[00:04:46.800 --> 00:04:49.800]  神世世代代作我們的居所
[00:04:49.800 --> 00:04:52.800]  然後有一個感嘆
[00:04:52.800 --> 00:04:54.800]  感嘆在神的震怒之下
[00:04:54.800 --> 00:04:58.800]  人生短暫牢固轉迅即逝
[00:04:58.800 --> 00:05:02.800]  然後有一個很重要的轉捩點
[00:05:02.800 --> 00:05:05.800]  這個轉捩點是求主教導我
[00:05:05.800 --> 00:05:07.800]  怎樣來數算自己的日子
[00:05:07.800 --> 00:05:10.800]  使我們得智慧的心
[00:05:10.800 --> 00:05:12.800]  然後有一個祈求
[00:05:12.800 --> 00:05:15.800]  就是祈求神來寬憂
[00:05:15.800 --> 00:05:17.800]  神回轉
[00:05:17.800 --> 00:05:23.800]  然後讓他們能夠早早達寶得神的慈愛而歡樂
[00:05:23.800 --> 00:05:25.800]  歡喜快樂
[00:05:25.800 --> 00:05:27.800]  最後有一個討怨
[00:05:27.800 --> 00:05:30.800]  這個討怨是根據神的永恆性
[00:05:30.800 --> 00:05:35.800]  讓神在他們的身上建立他們的工作
[00:05:35.800 --> 00:05:39.800]  讓他們的工作能夠永久持續
[00:05:39.800 --> 00:05:41.800]  所以這樣看
[00:05:41.800 --> 00:05:44.800]  十二節其實就是他的轉捩點
[00:05:44.800 --> 00:05:45.800]  就是他的分水嶺
[00:05:45.800 --> 00:05:48.800]  也是這段經文的主題
[00:05:48.800 --> 00:05:54.800]  就是要數算年日而得智慧的心
[00:05:54.800 --> 00:05:58.800]  洞透天年
[00:05:58.800 --> 00:06:01.800]  這節聖經我們先讀
[00:06:01.800 --> 00:06:05.800]  因為從轉捩點我們先切入
[00:06:05.800 --> 00:06:09.800]  求祢指教我們怎樣數算自己的日子
[00:06:09.800 --> 00:06:13.800]  好叫我們得著智慧的心
[00:06:13.800 --> 00:06:19.800]  這整段經文可以讓我們看到
[00:06:19.800 --> 00:06:25.800]  整段詩篇有一個叫做「起、成、轉、合」
[00:06:25.800 --> 00:06:32.800]  完全都是根據這個數算日子而來
[00:06:32.800 --> 00:06:35.800]  第一就是數算日子知道人生苦短
[00:06:35.800 --> 00:06:40.800]  然後數算日子因為軟弱和聚污
[00:06:40.800 --> 00:06:44.800]  而數算日子就得智慧的心
[00:06:44.800 --> 00:06:48.800]  最後數算日子要靠主前行
[00:06:48.800 --> 00:06:53.800]  讀這篇詩篇我們經常說我們要欣賞詩篇
[00:06:53.800 --> 00:06:57.800]  就要體會到一些情緒的變化
[00:06:57.800 --> 00:07:01.800]  一些高潮怎樣堆砌
[00:07:01.800 --> 00:07:05.800]  這篇詩篇的情緒變化開始時是很堅定的
[00:07:05.800 --> 00:07:10.800]  是一種宣告主啊你世世代代作我們的居所
[00:07:10.800 --> 00:07:13.800]  然後接著就看到人的軟弱
[00:07:13.800 --> 00:07:16.800]  有一些無奈和哀愁
[00:07:16.800 --> 00:07:19.800]  我們可以稱這個為悲嘆
[00:07:19.800 --> 00:07:24.800]  然後最後就有一種迫切感
[00:07:24.800 --> 00:07:28.800]  向神祈求、懇求的迫切感
[00:07:28.800 --> 00:07:33.800]  我們一段一段來說這篇詩篇
[00:07:33.800 --> 00:07:37.800]  我們先看它的「起」
[00:07:37.800 --> 00:07:41.800]  就是數算日子知道人生苦短
[00:07:41.800 --> 00:07:45.800]  一開始我剛才說是一個很堅定的宣告
[00:07:45.800 --> 00:07:50.800]  這個宣告主啊你世世代代作我們的居所
[00:07:50.800 --> 00:07:55.800]  珠山未曾生出地與世界你未曾造成
[00:07:55.800 --> 00:07:59.800]  從耿古到永遠你是神
[00:07:59.800 --> 00:08:05.800]  這篇詩篇的開始很多都是說到時間有關
[00:08:05.800 --> 00:08:09.800]  譬如世世代代從耿古到永遠
[00:08:09.800 --> 00:08:13.800]  第三到第六節就說到千年如已過的昨日
[00:08:13.800 --> 00:08:15.800]  又如夜間的一更
[00:08:15.800 --> 00:08:21.800]  然後說到睡覺由早晨到晚上等等
[00:08:21.800 --> 00:08:24.800]  這些都是與時間非常有關
[00:08:24.800 --> 00:08:27.800]  詩人很明顯在說什麼呢?
[00:08:27.800 --> 00:08:31.800]  在地上我們看時間
[00:08:31.800 --> 00:08:36.800]  看到我們人生與永恆的主的區別
[00:08:36.800 --> 00:08:39.800]  就是短暫與永恆
[00:08:39.800 --> 00:08:42.800]  有限與無限的分別
[00:08:42.800 --> 00:08:45.800]  神是我們的居所
[00:08:45.800 --> 00:08:48.800]  居所其實就是住處
[00:08:48.800 --> 00:08:52.800]  就是避難所和我們自己所屬的地方
[00:08:52.800 --> 00:08:54.800]  其實我們經常說
[00:08:54.800 --> 00:08:59.800]  就算皇宮都不及我們家的狗窩
[00:08:59.800 --> 00:09:01.800]  即是狗窩
[00:09:01.800 --> 00:09:04.800]  即是說如果回到自己的家
[00:09:04.800 --> 00:09:06.800]  有一種安全感
[00:09:06.800 --> 00:09:09.800]  有一種歸宿的感覺
[00:09:09.800 --> 00:09:14.800]  其實人生在地上的歸宿不是在地上
[00:09:14.800 --> 00:09:17.800]  歸宿應該在神那裡
[00:09:17.800 --> 00:09:20.800]  人到底從哪裡來呢?
[00:09:20.800 --> 00:09:24.800]  人又會從哪裡離開呢?
[00:09:24.800 --> 00:09:26.800]  人從哪裡來
[00:09:26.800 --> 00:09:28.800]  人從哪裡離開呢?
[00:09:28.800 --> 00:09:32.800]  這個問題其實很重要
[00:09:32.800 --> 00:09:37.800]  很多人在人生當中要找人生的方向
[00:09:37.800 --> 00:09:39.800]  解決人生的謎
[00:09:39.800 --> 00:09:44.800]  其實人最終的歸宿是回歸到神那裡
[00:09:44.800 --> 00:09:47.800]  主啊!你世世代代作我們的居所
[00:09:47.800 --> 00:09:50.800]  以神為居所的生活
[00:09:50.800 --> 00:09:55.800]  是與神聯合與神建立關係的一種生活
[00:09:55.800 --> 00:09:58.800]  我們經常看見路邊有些人
[00:09:58.800 --> 00:10:02.800]  拿著無家可歸的牌子
[00:10:02.800 --> 00:10:03.800]  Homeless
[00:10:03.800 --> 00:10:05.800]  我們如果看到真正的Homeless
[00:10:05.800 --> 00:10:08.800]  他們也真的很可憐
[00:10:08.800 --> 00:10:11.800]  他們無家可歸
[00:10:11.800 --> 00:10:14.800]  有溫馨的家是一個很大的福氣
[00:10:14.800 --> 00:10:16.800]  神不單單是我們的居所
[00:10:16.800 --> 00:10:18.800]  祂也是我們永恆的居所
[00:10:18.800 --> 00:10:22.800]  世世代代原文是強調
[00:10:22.800 --> 00:10:25.800]  是說到神的永恆性
[00:10:25.800 --> 00:10:29.800]  神是永遠存在
[00:10:29.800 --> 00:10:32.800]  祂也是我們最終的歸宿
[00:10:34.800 --> 00:10:36.800]  只有認識神
[00:10:36.800 --> 00:10:39.800]  相信神與他建立一個美好的關係
[00:10:39.800 --> 00:10:44.800]  我們才能夠讓神成為我們的居所
[00:10:44.800 --> 00:10:48.800]  解除我們人生最終極的渴望
[00:10:48.800 --> 00:10:53.800]  我們現在看看第三到第六節
[00:10:53.800 --> 00:10:56.800]  第三到第六節我稱為感悟
[00:10:56.800 --> 00:11:00.800]  感悟短暫的人生
[00:11:00.800 --> 00:11:02.800]  這裡用好幾個比方
[00:11:02.800 --> 00:11:04.800]  第一個比方是歸回
[00:11:04.800 --> 00:11:09.800]  歸回陳土說你們世人要歸回
[00:11:09.800 --> 00:11:14.800]  歸回就是回到我們原本的地方
[00:11:14.800 --> 00:11:16.800]  這就是歸回
[00:11:16.800 --> 00:11:21.800]  曾經有人說人生如山嶺鐵路
[00:11:21.800 --> 00:11:24.800]  始至遙南終於無
[00:11:24.800 --> 00:11:28.800]  其實我們最終的不是焚無
[00:11:28.800 --> 00:11:33.800]  我們最終要面對的是一位創造主
[00:11:33.800 --> 00:11:38.800]  歸回就是歸回到我們永恆的歸宿
[00:11:38.800 --> 00:11:40.800]  如果我們相信神的人
[00:11:40.800 --> 00:11:43.800]  那是一個美好的歸宿
[00:11:43.800 --> 00:11:45.800]  如果我們不相信神的人
[00:11:45.800 --> 00:11:49.800]  我們可能找不到最終的歸宿
[00:11:49.800 --> 00:11:55.800]  然後他提到時差問題
[00:11:55.800 --> 00:11:57.800]  時間的差別
[00:11:57.800 --> 00:12:00.800]  在你看來千年如已過的昨日
[00:12:00.800 --> 00:12:03.800]  又如夜間的一更
[00:12:03.800 --> 00:12:07.800]  如已過的昨日如夜間的一更
[00:12:07.800 --> 00:12:11.800]  我們可以看到神是超越時間的
[00:12:11.800 --> 00:12:13.800]  神是超越時間的
[00:12:13.800 --> 00:12:17.800]  千年好像短到像昨日一樣
[00:12:17.800 --> 00:12:20.800]  又好像夜間的一更
[00:12:20.800 --> 00:12:22.800]  所以神是超越時間的
[00:12:22.800 --> 00:12:29.800]  所以摩西是在永恆神的時間裏體會人生
[00:12:29.800 --> 00:12:34.800]  人很多時候都妄想做時間的主人
