
[00:00:00.000 --> 00:00:07.520]  父神多謝祢讓我們再次回到祢寶貴說話面前的學習
[00:00:07.520 --> 00:00:11.600]  求祢的聖靈觸摸我們每個人的身心靈
[00:00:11.600 --> 00:00:16.200]  在祢的引導之下去明白上主祢的心思
[00:00:16.200 --> 00:00:19.280]  要透過主祢的啟示
[00:00:19.280 --> 00:00:25.680]  讓我們能夠明白一間在上帝祢的靈裏所建立的教會
[00:00:25.680 --> 00:00:30.560]  在祢真道的基礎之上所成立的一個屬靈群體
[00:00:30.560 --> 00:00:33.360]  它應當如何被建立起來
[00:00:33.360 --> 00:00:37.600]  我們為此再次祈求主祢幫助我們
[00:00:37.600 --> 00:00:41.640]  讓今天的講道能夠成為我們眾弟兄姊妹
[00:00:41.640 --> 00:00:45.160]  怎樣在教會裏面的一同參與
[00:00:45.160 --> 00:00:48.720]  以及怎樣在整個普世的教會當中
[00:00:48.720 --> 00:00:52.280]  我們怎樣去成就一個合神心意的群體
[00:00:52.280 --> 00:00:55.840]  為此我們向主祢再次祈求
[00:00:55.840 --> 00:01:00.400]  讓我們有智慧去領受上主祢的奧秘
[00:01:00.400 --> 00:01:04.360]  禱告奉靠主耶穌基督得勝的明智而求
[00:01:04.360 --> 00:01:05.360]  阿們
[00:01:05.360 --> 00:01:09.880]  很多時候我們都會討論到一個問題
[00:01:09.880 --> 00:01:15.080]  就叫做禱告怎樣才是真正合宜的
[00:01:15.080 --> 00:01:19.600]  其實在過去這兩個多月裏面
[00:01:19.600 --> 00:01:24.280]  我們的講道當中亦都重複在不同的時代
[00:01:24.280 --> 00:01:25.960]  不同的經文裏面
[00:01:25.960 --> 00:01:31.640]  甚至在主要學的裏面都談論到禱告的問題
[00:01:31.640 --> 00:01:36.360]  但其實禱告這個題目看似簡單
[00:01:36.360 --> 00:01:42.000]  但卻是最為一般的信徒一知半解
[00:01:42.000 --> 00:01:45.360]  或者誤會的一個題目
[00:01:45.360 --> 00:01:49.160]  而他們甚至跌入一些誤解的情況
[00:01:49.160 --> 00:01:58.520]  將禱告成為一種像上帝賜予我們的武器來運作
[00:01:58.520 --> 00:02:04.360]  所以今天我會再次透過哥羅西書這段經文
[00:02:04.360 --> 00:02:09.520]  在第四章從第二節至第六節的經文裏面
[00:02:09.520 --> 00:02:14.080]  嘗試去幫助大家去澄清
[00:02:14.080 --> 00:02:19.520]  或者去脫離這個這麼混亂的局面
[00:02:19.520 --> 00:02:23.400]  因為很多時候如果我們在教會當中
[00:02:23.400 --> 00:02:30.520]  我們發現到因為教會的士工高度化的影響
[00:02:30.520 --> 00:02:37.360]  造成了我們當禱告好像一個上帝給我們的獨門秘方
[00:02:37.360 --> 00:02:41.720]  來去打一場美好的仗
[00:02:41.720 --> 00:02:45.840]  甚至我們用禱告好像一種武器
[00:02:45.840 --> 00:02:50.800]  來去和魔鬼捏過 死過
[00:02:50.800 --> 00:02:53.680]  究竟是不是真的有這樣的作用呢
[00:02:53.680 --> 00:02:55.800]  聖經是不是有這樣的解釋呢
[00:02:55.800 --> 00:02:59.480]  甚至有些經文 譬如以弗所書裏面
[00:02:59.480 --> 00:03:03.320]  談論到有關於屬靈的軍裝等等
[00:03:03.320 --> 00:03:08.800]  其實是不是禱告就是一個讓我們成為一種武器呢
[00:03:08.800 --> 00:03:12.600]  那我想希望今天透過哥羅西書
[00:03:12.600 --> 00:03:20.640]  來解開以上的一連串的誤會以及疑惑
[00:03:20.640 --> 00:03:25.680]  好使我們能夠更掌握禱告是什麼一回事
[00:03:25.680 --> 00:03:32.600]  並且原來有一個幫助我們塑造教會的一個很重要的原則
[00:03:32.600 --> 00:03:37.080]  希望我們大家一起去打開這段聖經
[00:03:37.080 --> 00:03:41.840]  哥羅西書第四章第二至第六節
[00:03:41.840 --> 00:03:43.880]  我們再次讀一下 好不好
[00:03:43.880 --> 00:03:47.960]  讓我們先熟悉一下這段經文所講的內容
[00:03:47.960 --> 00:03:54.240]  然後我們就逐一去了解上帝的啟示是什麼
[00:03:54.240 --> 00:03:58.320]  哥羅西書第四章第二至第六節
[00:03:58.320 --> 00:04:02.240]  打開之後我們一起讀
[00:04:02.240 --> 00:04:08.400]  「你們要行切禱告 在此警醒感恩
[00:04:08.400 --> 00:04:15.040]  也要為我們禱告 求神給我們開傳道的門
[00:04:15.040 --> 00:04:21.040]  能以講基督的奧秘 我為此被困所
[00:04:21.040 --> 00:04:27.480]  叫我按著所該說的話 將這奧秘發明出來
[00:04:27.480 --> 00:04:33.680]  你們要愛惜光陰 用智慧與愛人交往
[00:04:33.680 --> 00:04:38.160]  你們的言語要常常帶著和氣
[00:04:38.160 --> 00:04:46.520]  好像用鹽調和 就可知道怎樣回答各人」
[00:04:46.520 --> 00:04:55.760]  在上文我們剛剛所看到的就是關乎於一個基督群體的建立
[00:04:55.760 --> 00:04:58.880]  我再次重申多一次
[00:04:58.880 --> 00:05:03.040]  一個基督的團體或者群體
[00:05:03.040 --> 00:05:07.240]  或者喜歡簡稱教會
[00:05:07.240 --> 00:05:14.560]  不是透過一個個人修道就可以修煉出來的一個群體
[00:05:14.560 --> 00:05:20.160]  過程其實要靠所有的弟兄姊妹參與其中
[00:05:20.160 --> 00:05:26.680]  在參與過程當中可能有很多碰撞
[00:05:26.680 --> 00:05:36.960]  有很多不協調的地方 甚至可能有爭執 意見不同
[00:05:36.960 --> 00:05:40.280]  教會實際的狀態是這樣
[00:05:40.280 --> 00:05:43.680]  但這不是一個可怕之事
[00:05:43.680 --> 00:05:52.200]  正正反而是一個我們看到教會成形的一個很重要的過程
[00:05:52.200 --> 00:05:55.360]  所以雖然這個過程有碰撞
[00:05:55.360 --> 00:05:59.360]  好像上次我說 一條鎖匙就拼不響
[00:05:59.360 --> 00:06:02.360]  一抽鎖匙就啷啷響
[00:06:02.360 --> 00:06:09.600]  一個能夠發揮出 顯明出屬靈生命 有神像式的教會
[00:06:09.600 --> 00:06:13.320]  在這個過程當中其實是反映到
[00:06:13.320 --> 00:06:17.880]  我們真正的屬靈的成長過程
[00:06:17.880 --> 00:06:22.520]  所以弟兄姊妹不要害怕在教會有時有不同意見
[00:06:22.520 --> 00:06:25.200]  或者防備有不同意見
[00:06:25.200 --> 00:06:27.920]  於是為了合一 大家不要說了
[00:06:27.920 --> 00:06:30.640]  說在心裏
[00:06:30.640 --> 00:06:34.880]  說在心裏 事情沒有解決 也沒有成長的結局
[00:06:34.880 --> 00:06:38.560]  只不過使事情更加惡化到某一個程度
[00:06:38.560 --> 00:06:42.720]  以核爆的形式去展現
[00:06:42.720 --> 00:06:45.720]  教會 弟兄姊妹有不同的看法
[00:06:45.720 --> 00:06:51.160]  不同的意見和不同的處理處事方法
[00:06:51.160 --> 00:06:52.880]  是絕對平常
[00:06:52.880 --> 00:06:57.560]  但在這個過程當中卻是能夠讓我們磨合
[00:06:57.560 --> 00:07:00.960]  你不磨就不合 但要磨就很痛苦
[00:07:00.960 --> 00:07:05.440]  所以這個現象 在上文我們已經看到
[00:07:05.440 --> 00:07:10.720]  保羅對於哥羅西教會真是有一個很長遠的遠見
[00:07:10.720 --> 00:07:18.440]  能夠讓他看到 教會是需要一群弟兄姊妹一起去建立的
[00:07:18.440 --> 00:07:23.200]  而在這個建立的過程當中 有一個特色
[00:07:23.200 --> 00:07:26.200]  上文我們也說過了
[00:07:26.200 --> 00:07:30.480]  就是說 不是每個人以自己利益去考量
[00:07:30.480 --> 00:07:32.760]  然後就去建立教會
[00:07:32.760 --> 00:07:34.880]  換句話來說 用個例子
[00:07:34.880 --> 00:07:38.880]  不是說我有些什麼感受 或者有什麼領受
[00:07:38.880 --> 00:07:43.160]  於是大家聽我的意見 那我們就能夠成就一間教會
[00:07:43.160 --> 00:07:48.640]  更加可怕的就是 教會很多時候被一些傳道人用這種形式去說
[00:07:48.640 --> 00:07:53.120]  於是每個人都要聽牧師的話 要聽傳道人的話
[00:07:53.120 --> 00:07:58.320]  如果不聽話 教會就不和諧 教會就不會成長
[00:07:58.320 --> 00:08:09.880]  原來 教會的建立是眾弟兄姊妹為對方最大的優點或者好處去著想去付出
[00:08:09.880 --> 00:08:16.880]  看似好像沒有了自我了 沒有了為自己的好處去考量了
[00:08:16.880 --> 00:08:25.000]  其實當大家眾弟兄姊妹都以對方的屬靈生命的好處去著想的時候
[00:08:25.000 --> 00:08:31.200]  結果你好像退讓 或者放棄你自己的意見
[00:08:31.200 --> 00:08:38.200]  或者放低自己一些的意見去成就某個人的屬靈好處的時候
[00:08:38.200 --> 00:08:44.600]  當大家都這樣想的時候 反而造成一種給予付出的建立
[00:08:44.600 --> 00:08:52.720]  讓一間教會能夠真正顯示出 他們是能夠彼此相愛這個題目
[00:08:52.720 --> 00:08:56.560]  所以聖經其實不是單一段聖經存在的
[00:08:56.560 --> 00:09:04.040]  和其他聖經部分 和耶穌講述的東西 其實彼此是互相連結起來的
[00:09:04.040 --> 00:09:09.480]  來到今天第四章的第二節到第六節裏面
[00:09:09.480 --> 00:09:15.280]  保羅又跳進去禱告這個題目 為什麼呢?
[00:09:15.280 --> 00:09:18.920]  因為從這段聖經裏面我們看到
[00:09:18.920 --> 00:09:31.560]  禱告原來可以將它塑造成為教會整個對上帝的生命和樣式的理解和去領受
[00:09:31.560 --> 00:09:35.720]  所以今天我和大家一起講的這段聖經給了一個題目
[00:09:35.720 --> 00:09:41.760]  它叫做將心比己的禱告 侍奉
[00:09:41.760 --> 00:09:46.520]  如果教會要講侍奉 又要將禱告拉在一起
[00:09:46.520 --> 00:09:54.520]  就不是將禱告成為一種武器 而是將禱告成為一種將心比己的操練
[00:09:54.520 --> 00:09:58.040]  我們一起去看看這段聖經究竟說些什麼
[00:09:58.040 --> 00:10:01.840]  我分開三個部分和大家去看
[00:10:01.840 --> 00:10:06.440]  第一個部分 第四章的第二節
[00:10:06.440 --> 00:10:11.920]  我給一個副題 它叫怎樣投入在禱告的侍奉當中
[00:10:11.920 --> 00:10:15.720]  第一樣經常說禱告 禱告如果是一種侍奉
[00:10:15.720 --> 00:10:22.160]  怎樣去投入下去呢 是不是只是回到祈禱會 回到聚會就是呢
[00:10:22.160 --> 00:10:25.720]  我們來看看 第四章第二節這樣說
[00:10:25.720 --> 00:10:36.040]  你們要行徹禱告 在此警醒感恩
[00:10:36.040 --> 00:10:39.080]  哥羅西書的第一章第九至十四節裏面
[00:10:39.080 --> 00:10:50.800]  我們已經談論過保羅提及有關如何代禱及怎樣去接受人的代禱
[00:10:50.800 --> 00:11:01.280]  尤其是是關於禱告的內容是要以匹配主所喜悅的事情為起點
[00:11:01.280 --> 00:11:09.120]  去作出禱告的內容 所以禱告不是喜歡怎樣禱告就怎樣禱告的
[00:11:09.120 --> 00:11:16.960]  禱告其實是讓我們在當中去揣摩清楚上帝的心思意念
[00:11:16.960 --> 00:11:22.480]  來到這一段的經文 保羅要進一步向哥羅西教會指出
[00:11:22.480 --> 00:11:32.760]  怎樣結合禱告和侍奉 第四章第二節這樣說
[00:11:32.760 --> 00:11:44.240]  保羅來到要求或者鼓勵哥羅西教會的人的禱告有兩個很重要的元素
[00:11:44.240 --> 00:11:56.400]  第一個元素就是行徹 行徹這個字眼在原文聖經裏面
[00:11:56.400 --> 00:12:05.000]  用了另一個字眼翻譯會比較好一點 叫做保持警惕
[00:12:05.000 --> 00:12:11.680]  所以你看有時讀中文聖經有些字眼你會有些誤會
[00:12:11.680 --> 00:12:18.960]  行徹即是常常 常常做什麼 你應該多問一句常常
[00:12:18.960 --> 00:12:24.280]  很多目者就會說多些祈禱 行常嘛 是不是
[00:12:24.280 --> 00:12:29.480]  原來原文聖經那個字眼當你看甚至一些英文翻譯的時候
[00:12:29.480 --> 00:12:33.480]  譬如NET 我很喜歡用NET 日本New English Translation
[00:12:33.480 --> 00:12:45.040]  他用了keeping alert 保持長期留心 所以NET就翻譯了這個字眼
[00:12:45.040 --> 00:12:56.160]  devoted and keeping alert 是用一個長期有警惕性的作用
[00:12:56.160 --> 00:13:06.480]  原來禱告的投入不只是次數多少 而是禱告的時候有沒有觸及到
[00:13:06.480 --> 00:13:18.680]  你有一種更常常留意著 警惕著你的禱告的內容和那種態度呢
[00:13:18.680 --> 00:13:28.280]  警惕用什麼做好例子呢 我家以前養狗 有沒有人喜歡養狗
[00:13:28.280 --> 00:13:36.560]  我好喜歡狗 如果家裡有狗真的通知我 我有空去玩到你的狗瘋了都可以
[00:13:36.560 --> 00:13:41.920]  我家以前養狗的狗叫阿忽 我好喜歡阿忽
[00:13:41.920 --> 00:13:49.600]  阿忽是一隻雜種的沙皮狗 純種沙皮狗是難養的
[00:13:49.600 --> 00:13:55.280]  雜種狗是有特色的 因為他雜種了一隻唐狗
[00:13:55.280 --> 00:13:59.800]  唐狗出名是什麼呢 忠心
[00:13:59.800 --> 00:14:07.280]  不知道是不是唐人比較奴性大一點 不敢這樣說
[00:14:07.280 --> 00:14:14.560]  但是唐狗真是很忠心 阿忽就算睡在我旁邊也好
[00:14:14.560 --> 00:14:21.480]  我好喜歡見到他 他睡在我旁邊的時候 我看著他
[00:14:21.480 --> 00:14:26.760]  他的眼睛 不知道為什麼狗很靈 他的耳朵會動一動
[00:14:26.760 --> 00:14:32.160]  然後再看多一看 他的眼睛就稍微看著我
[00:14:32.160 --> 00:14:40.680]  好像主人有什麼指示一樣 養狗很開心 比養人還要好
[00:14:40.680 --> 00:14:49.720]  他伏在那裡 你以為他睡了覺 原來他的眼睛不斷地看
[00:14:49.720 --> 00:14:53.920]  你動一動他就看是不是主人有什麼吩咐
[00:14:53.920 --> 00:14:58.720]  是不是叫我起床有東西吃 阿忽很貪吃的
[00:14:58.720 --> 00:15:12.560]  我不是叫你做狗 但祈禱的心態就是你很留心身邊周圍的弟兄姊妹環境
[00:15:12.560 --> 00:15:18.240]  這個世界的發展 所以基督徒不應該不看時事新聞
[00:15:18.240 --> 00:15:25.480]  如果你說我做基督徒很超脫的 我和上帝有交通的
[00:15:25.480 --> 00:15:31.200]  我和這個世界沒有關聯的 那我就請你重新思想一下
[00:15:31.200 --> 00:15:38.000]  你應該很留心這個世界發展 發生什麼事 你身邊有什麼人
[00:15:38.000 --> 00:15:47.800]  究竟有弟兄姊妹他們的狀態如何 你有沒有留意到他們的情況和屬靈需要
[00:15:47.800 --> 00:15:58.200]  保持警惕 之前一章已經說過你的禱告內容是一定要自己留心
[00:15:58.200 --> 00:16:01.040]  不是喜歡祈什麼祈什麼 你喜歡說什麼說什麼
[00:16:01.040 --> 00:16:08.400]  而是你在祈禱裡面常常要問上帝 上帝我這樣祈禱合不合心意
[00:16:08.400 --> 00:16:11.600]  合不合你的心意呢 合我心意的 當然合我心意
[00:16:11.600 --> 00:16:17.880]  但是合不合你心意呢 如果不合你告訴我什麼才合你心意的事我才能去做呢
[00:16:17.880 --> 00:16:23.280]  所以有些弟兄姊妹經常問我 牧師我的禱告事項很自私的
[00:16:23.280 --> 00:16:28.560]  我為了自己想是否正確 你真的給我一個很大的踹踏板
[00:16:28.560 --> 00:16:36.560]  你應該問上帝 上帝我這樣想是否正確呢
[00:16:36.560 --> 00:16:46.440]  甚至有時不是合不合的問題 是否上帝在這一刻在你屬靈生命上首要追求呢
[00:16:46.440 --> 00:16:57.520]  有人說我想祈求上主 年輕的那些 給我一個美麗的 疼我的弟兄來娶我做老婆
[00:16:57.520 --> 00:17:02.440]  或者一個姊妹 就說很想上帝賜予我一個白馬王子
[00:17:02.440 --> 00:17:08.440]  你不用夢想沒有白馬王子這回事 是不是這樣
[00:17:08.440 --> 00:17:15.320]  還是你祈求上主 上主在這一刻 沒錯 我很想結婚 我想有個配偶
[00:17:15.320 --> 00:17:22.680]  但是你可不可以為我預備好我自己 怎樣成為一個好的配偶呢
[00:17:22.680 --> 00:17:32.120]  或者在這一刻 上帝是呀 我很想怎樣 但是可不可以預備到我成為一個合理心意的基督徒呢
[00:17:32.120 --> 00:17:39.920]  這些的留心 keeping alert 隨時保持警惕
[00:17:39.920 --> 00:17:46.600]  就是保羅在這裡第一句說 你們要行刺禱告 不是說刺掃
[00:17:46.600 --> 00:17:53.640]  你祈禱一千次都不代表那件事 如果不合神心意會變成合神心意 不會的
[00:17:53.640 --> 00:17:59.000]  如果大家還記得馬太福音裡面 耶穌談論到禱告的時候
[00:17:59.000 --> 00:18:07.960]  耶穌說千萬千萬不要學那些在十字路口上不斷多次重複禱告的人的態度
[00:18:07.960 --> 00:18:15.320]  所以聖經說到禱告不是刺掃的問題 是恆常
[00:18:15.320 --> 00:18:22.440]  你留心你的祈禱 每次你的祈禱有沒有留心裡面的內容
[00:18:22.440 --> 00:18:30.200]  和留心實踐的機會呢 如果弟兄姊妹留心到它需要的
[00:18:30.200 --> 00:18:38.280]  你有沒有去提供幫助 上帝給你的資源可以去幫助弟兄姊妹
[00:18:38.280 --> 00:18:43.640]  或者甚至不是一定弟兄姊妹 可能在你身邊 上帝帶一個人來到你身邊
[00:18:43.640 --> 00:18:52.840]  交給你去傳福音給祂知道 那你有沒有留意祂的屬靈需要呢
[00:18:52.840 --> 00:19:01.320]  為這些事去禱告 好像我女兒剛剛跟我分享
[00:19:01.320 --> 00:19:08.440]  她說不知道為什麼上帝好像叫我傳福音只是和香港人傳福音
[00:19:08.440 --> 00:19:14.760]  不知道為什麼常常帶香港人來到加拿大的那些新移民
[00:19:14.760 --> 00:19:19.080]  年輕的女孩子讓我接觸到 她又和我做同事
[00:19:19.080 --> 00:19:25.000]  我打算特意去找這些人傳福音 不過祂在我身邊
[00:19:25.000 --> 00:19:31.640]  你留意到 你就去預備自己去幫祂傳福音
[00:19:31.640 --> 00:19:38.440]  比如我女兒有時中文不行 我很難說她中文不行
[00:19:38.440 --> 00:19:42.680]  但有些字眼她不懂 但香港人是這樣說
[00:19:42.680 --> 00:19:48.440]  那你就要學會知道祂說什麼 祂有時就走來 祂說什麼
[00:19:48.440 --> 00:19:56.600]  等於我上次說的批丹 我都要想一會 用英文翻譯中文出來
