
[00:00:00.000 --> 00:00:09.000]  今天和大家再次回到馬太福音登山補訓的部分
[00:00:09.000 --> 00:00:12.800]  繼續進行登山補訓的學習
[00:00:12.800 --> 00:00:19.320]  今天會一起思想的經文是出自於馬太福音第六章
[00:00:19.320 --> 00:00:22.600]  從第十六節到第十八節
[00:00:22.600 --> 00:00:24.520]  即是三節的經文
[00:00:24.520 --> 00:00:29.600]  今天講的是「沒有虔誠外表的虔誠」
[00:00:29.600 --> 00:00:32.440]  在不久之前
[00:00:32.440 --> 00:00:37.600]  其實當我們看到教會的發展過程當中
[00:00:37.600 --> 00:00:43.600]  很多信徒對於他們要去回教會參加聚會的時候
[00:00:43.600 --> 00:00:45.840]  特別他們的衣著
[00:00:45.840 --> 00:00:49.720]  都有一些特定的要求
[00:00:49.720 --> 00:00:52.920]  因為他們覺得回到教會裡面
[00:00:52.920 --> 00:00:59.280]  其實敬拜就等同於與上帝一起相遇
[00:00:59.280 --> 00:01:02.800]  所以當他們回到教會的時候
[00:01:02.800 --> 00:01:07.800]  他們對他們的衣飾是特別有一些安排的
[00:01:07.800 --> 00:01:11.400]  他們不會穿得很隨便
[00:01:11.400 --> 00:01:17.200]  往往他們會認為最恰當而是最整齊的衣服
[00:01:17.200 --> 00:01:19.640]  他們就會選擇一套這樣的衣服
[00:01:19.640 --> 00:01:24.200]  來參加崇拜或者教會的聚會
[00:01:24.200 --> 00:01:27.440]  肌膊實又不會誇張
[00:01:27.440 --> 00:01:31.600]  而且更重要的是要整齊整潔
[00:01:31.600 --> 00:01:34.600]  而不會是雜亂無章
[00:01:34.600 --> 00:01:38.640]  而當他們去到教會面前的時候
[00:01:38.640 --> 00:01:41.760]  他們更加因為認為是與主相會
[00:01:41.760 --> 00:01:44.960]  所以他覺得他應該對於他的面容
[00:01:44.960 --> 00:01:47.840]  應該有一些整理 梳洗
[00:01:47.840 --> 00:01:50.640]  所以一定要處理得乾乾淨淨
[00:01:50.640 --> 00:01:55.600]  這個是以往我在教會裡面生活的時候
[00:01:55.600 --> 00:01:59.120]  有不少的信徒都是帶著這種心態
[00:01:59.120 --> 00:02:01.280]  來參加教會的聚會
[00:02:01.280 --> 00:02:02.840]  我覺得沒什麼問題的
[00:02:02.840 --> 00:02:07.640]  因為也是對上帝一種尊重的一個表現
[00:02:07.640 --> 00:02:13.280]  後來因為教會為了招攬更多的所謂教徒
[00:02:13.280 --> 00:02:17.680]  回到去參加教會不同形式的活動
[00:02:17.680 --> 00:02:19.560]  所以這種思想
[00:02:19.560 --> 00:02:26.920]  這種對上帝從外表上要自己整裝待發的心態
[00:02:26.920 --> 00:02:29.920]  就產生了驚人的發展
[00:02:29.920 --> 00:02:33.240]  甚至可能有些傳道人他們自己
[00:02:33.240 --> 00:02:36.280]  也都穿得非常潮
[00:02:36.280 --> 00:02:39.000]  最簡單的一個例子
[00:02:39.000 --> 00:02:42.560]  就是我曾經見過一些牧者傳道人
[00:02:42.560 --> 00:02:47.800]  他穿的衣著可以說穿得穿洞牛仔褲
[00:02:47.800 --> 00:02:50.880]  甚至戴上耳環鼻環
[00:02:50.880 --> 00:02:54.520]  來主持崇拜港道
[00:02:54.520 --> 00:02:58.280]  我在這裡不是作一些什麼外表的批評
[00:02:58.280 --> 00:03:00.280]  因為有時候外表未必一定
[00:03:00.280 --> 00:03:05.440]  真的反映到一個人的內心的靈性的狀態
[00:03:05.440 --> 00:03:08.960]  但是我剛剛所陳述的這個環境
[00:03:08.960 --> 00:03:10.960]  或者這些現象
[00:03:10.960 --> 00:03:14.280]  其實就誘發了我們去思想這個題目
[00:03:14.280 --> 00:03:17.360]  究竟一個信徒的外表
[00:03:17.360 --> 00:03:20.400]  能不能夠真的充分反映出一個人
[00:03:20.400 --> 00:03:22.840]  他的靈性的狀態呢?
[00:03:22.840 --> 00:03:28.280]  就成為了一個很重要的一個考量的題目
[00:03:28.280 --> 00:03:33.840]  特別是關於那些要去侍奉主的弟兄姊妹
[00:03:33.840 --> 00:03:35.720]  今天我們侍奉主
[00:03:35.720 --> 00:03:38.840]  不只是說真的是牧師傳道人的
[00:03:38.840 --> 00:03:43.040]  我們認為我們無時無刻都是在侍奉主
[00:03:43.040 --> 00:03:45.600]  只要你是信了主的時候
[00:03:45.600 --> 00:03:47.600]  你就是侍奉主了
[00:03:47.600 --> 00:03:50.920]  因此很多的信徒
[00:03:50.920 --> 00:03:53.240]  他們就會認為我要侍奉主
[00:03:53.240 --> 00:03:56.000]  所以有不同的形式的參與
[00:03:56.000 --> 00:03:57.680]  比如做師士
[00:03:57.680 --> 00:04:00.080]  可能做團長
[00:04:00.080 --> 00:04:01.880]  團契的職員
[00:04:01.880 --> 00:04:05.600]  或者是做師班的師班員
[00:04:05.600 --> 00:04:10.160]  等等這些種種的其他的教會的侍奉
[00:04:10.160 --> 00:04:12.520]  他們都對於自己的衣著
[00:04:12.520 --> 00:04:14.640]  甚至對於其他人的衣著
[00:04:14.640 --> 00:04:16.840]  有特定的要求
[00:04:16.840 --> 00:04:19.440]  這一條的問題
[00:04:19.440 --> 00:04:25.520]  究竟一個人的外表能否充分反映出一個人的屬靈的狀態
[00:04:25.520 --> 00:04:33.640]  這條題目可以說是一條不能夠一言以蔽之的一個簡單答案去涵括
[00:04:33.640 --> 00:04:38.600]  所以今天為什麼我就透過所看的這段經文
[00:04:38.600 --> 00:04:42.160]  《馬太福音》第六章第十六至第十八節
[00:04:42.160 --> 00:04:44.160]  就給了這個題目
[00:04:44.160 --> 00:04:48.440]  就叫做沒有虔誠外表的虔誠
[00:04:48.440 --> 00:04:50.720]  用這條題目
[00:04:50.720 --> 00:04:54.080]  希望誘發我們去從上帝
[00:04:54.080 --> 00:04:56.600]  藉著耶穌基督的講道
[00:04:56.600 --> 00:04:58.600]  他的啟示
[00:04:58.600 --> 00:05:04.960]  讓我們能夠有更多對於這方面的啟發性的思想
[00:05:04.960 --> 00:05:08.480]  好了 因為這段經文雖然短短三節
[00:05:08.480 --> 00:05:12.800]  但是也是一般的信徒比較陌生的經文
[00:05:12.800 --> 00:05:19.680]  不如我們一起再次打開《馬太福音》第六章第十六至十八節
[00:05:19.680 --> 00:05:22.400]  你們禁食的時候
[00:05:22.400 --> 00:05:26.280]  不可像那假冒為善的人
[00:05:26.280 --> 00:05:29.040]  臉上帶著仇容
[00:05:29.040 --> 00:05:33.280]  因為他們把臉弄得難看
[00:05:33.280 --> 00:05:37.640]  故意叫人看出他們是禁食
[00:05:37.640 --> 00:05:40.120]  我實在告訴你們
[00:05:40.120 --> 00:05:43.840]  他們已經得了他們的賞賜
[00:05:43.840 --> 00:05:45.840]  你禁食的時候
[00:05:45.840 --> 00:05:48.560]  要梳頭洗臉
[00:05:48.560 --> 00:05:51.560]  不叫人看出你禁食來
[00:05:51.560 --> 00:05:54.680]  只叫你暗中的赴漢見
[00:05:54.680 --> 00:05:57.360]  你赴在暗中察看
[00:05:57.360 --> 00:06:00.160]  必然報答你
[00:06:00.160 --> 00:06:06.680]  我們在《馬太福音》從第六章一至十八節裡面
[00:06:06.680 --> 00:06:13.280]  我們曾經說過這段經文是包括了三個重要的課題
[00:06:13.280 --> 00:06:19.160]  我們已經看過第一個從第一至四節就是論施捨的題目
[00:06:19.160 --> 00:06:22.960]  然後在過往從第五節至第十五節裡面
[00:06:22.960 --> 00:06:26.560]  我們也看過論禱告這個題目
[00:06:26.560 --> 00:06:29.280]  而今天我們就會來到最後的一部分
[00:06:29.280 --> 00:06:31.280]  第十六節至十八節裡面
[00:06:31.280 --> 00:06:35.680]  我們會看第三個題目叫做論禁食
[00:06:35.680 --> 00:06:40.760]  這三樣東西施捨、禱告和禁食
[00:06:40.760 --> 00:06:43.240]  可以說是猶太人
[00:06:43.240 --> 00:06:46.840]  甚至今時今日的基督教裡面
[00:06:46.840 --> 00:06:53.480]  三個重要的宗教活動的其中的三樣東西
[00:06:53.480 --> 00:06:56.480]  而這三樣的宗教活動
[00:06:56.480 --> 00:06:59.960]  也是互相緊緊的扣連
[00:06:59.960 --> 00:07:03.600]  不是只是分開去處理的題目
[00:07:03.600 --> 00:07:07.320]  所以當我們今天來到最後的部分的時候
[00:07:07.320 --> 00:07:08.800]  我們就很有福氣了
[00:07:08.800 --> 00:07:15.720]  我們就會涵括看到上文所討論的論施捨和禱告的題目
[00:07:15.720 --> 00:07:24.120]  怎樣將這些觀念集合在今天我們所看的論禁食的題目裡面
[00:07:24.120 --> 00:07:29.400]  這部分的經文我會分為兩個部分跟大家一起思想的
[00:07:29.400 --> 00:07:33.600]  第一個部分就是從第六章的第十六節
[00:07:33.600 --> 00:07:35.960]  在這裡我想給一個副題
[00:07:35.960 --> 00:07:40.960]  叫做初五焦點的宗教活動表徵
[00:07:40.960 --> 00:07:46.400]  The traces of wrong-focused piety
[00:07:46.400 --> 00:07:51.440]  在今時今日的世界的世情裡面
[00:07:51.440 --> 00:07:54.800]  人人都喜歡講飲講食
[00:07:54.800 --> 00:08:00.480]  如果我們再看看在這個所謂YouTube的上面
[00:08:00.480 --> 00:08:04.800]  最多觀眾去收看的影片
[00:08:04.800 --> 00:08:09.640]  往往也是關乎於飲食的題目
