
[00:00:00.000 --> 00:00:05.000]  各位電影姐妹、各位朋友,你們好!
[00:00:05.000 --> 00:00:10.000]  歡迎大家參加我們三藩市播道會五堂的網上崇拜
[00:00:10.000 --> 00:00:14.000]  今天我們繼續思想啟示錄的信息
[00:00:14.000 --> 00:00:18.000]  我們去到啟示錄第七章,一節至第八節
[00:00:18.000 --> 00:00:22.000]  或者未開始的時候請你同心低頭,我們同託告
[00:00:22.000 --> 00:00:25.000]  慈悲人,我的天父,我們滿心多謝你
[00:00:25.000 --> 00:00:31.000]  繼續啟示錄的信息,讓我們提醒,勸勉,安慰,督察
[00:00:31.000 --> 00:00:35.000]  啟開我們的眼睛,開我們的耳朵
[00:00:35.000 --> 00:00:42.000]  讓我們有一個神服的心,去明白,理解你的話語
[00:00:42.000 --> 00:00:45.000]  以致我們的生命可以有改變
[00:00:45.000 --> 00:00:48.000]  我們這樣祈禱,那是奉耶穌基督名銬
[00:00:48.000 --> 00:00:56.000]  對的,凝視等候,等候真的很不容易
[00:00:56.000 --> 00:01:01.000]  美國人有一句話,神求你賜我忍耐的心
[00:01:01.000 --> 00:01:04.000]  但我不想等,我要立即得到
[00:01:04.000 --> 00:01:10.000]  他就想求忍耐的心,但是他又不能等
[00:01:10.000 --> 00:01:15.000]  真的有點矛盾,其實等候是一個非常難學的功課
[00:01:15.000 --> 00:01:21.000]  過去四個星期前,太太因為要做Hip Surgery手術
[00:01:21.000 --> 00:01:25.000]  要去驗身,看看有沒有COVID-19的病毒
[00:01:25.000 --> 00:01:29.000]  出乎我們意料之外,竟然驗出是弱性
[00:01:29.000 --> 00:01:35.000]  真的嚇了我們一跳,因為她什麼病徵都沒有
[00:01:35.000 --> 00:01:41.000]  但從那天開始,我們處在一個非常艱難的日子
[00:01:41.000 --> 00:01:47.000]  第一,感染病毒的人需要三至十四天的時間
[00:01:47.000 --> 00:01:51.000]  出現這個病徵,或者開始的時候
[00:01:51.000 --> 00:01:55.000]  喉嚨痛,繼而發燒,咳嗽,呼吸困難
[00:01:55.000 --> 00:01:59.000]  在這個時候就要立即入院,甚至要插喉
[00:01:59.000 --> 00:02:02.000]  甚至引起生命危險
[00:02:02.000 --> 00:02:05.000]  第二,她也會傳染到美額
[00:02:05.000 --> 00:02:09.000]  因為我們這麼接近的接觸,所以我又要去測驗
[00:02:09.000 --> 00:02:12.000]  看看有沒有病毒
[00:02:12.000 --> 00:02:15.000]  結果測完之後發現是陰性
[00:02:15.000 --> 00:02:20.000]  即是說我很有可能之後會感染到這個病毒
[00:02:20.000 --> 00:02:26.000]  所以又要很緊張看看有沒有這個病徵的出現
[00:02:26.000 --> 00:02:30.000]  這樣的情形就要兩個至三個星期
[00:02:30.000 --> 00:02:33.000]  看看情況如何
[00:02:33.000 --> 00:02:37.000]  什麼都不能夠做,能夠做的就是等
[00:02:37.000 --> 00:02:39.000]  等什麼?看看有沒有病徵出現
[00:02:39.000 --> 00:02:43.000]  一有病徵出現的時候,要特別留意,甚至要進醫院
[00:02:43.000 --> 00:02:49.000]  每一天發現一切以上,心又稍微開放
[00:02:49.000 --> 00:02:51.000]  但又不知道明天會怎樣
[00:02:51.000 --> 00:02:54.000]  日子好像過得很慢,很慢
[00:02:54.000 --> 00:02:56.000]  中醫捱過了三個星期
[00:02:56.000 --> 00:03:00.000]  我和太太都沒有任何這個病徵
[00:03:00.000 --> 00:03:02.000]  沒有發燒,沒有氣速
[00:03:02.000 --> 00:03:04.000]  非常感謝神
[00:03:04.000 --> 00:03:07.000]  但一想起這個等待的日子
[00:03:07.000 --> 00:03:09.000]  真是不寒而慄
[00:03:09.000 --> 00:03:14.000]  原來等待在聖經是一個非常重要的主題
[00:03:14.000 --> 00:03:18.000]  等待這個字在聖經出現過,巴哈有千次這麼多
[00:03:18.000 --> 00:03:20.000]  等,等,等
[00:03:20.000 --> 00:03:23.000]  你們要等候的東西,必從新得力
[00:03:23.000 --> 00:03:27.000]  我們發現聖經裡面不少先知私人都同樣問神一個問題
[00:03:27.000 --> 00:03:33.000]  我們眼見不公不義的事情呈現在我們眼前
[00:03:33.000 --> 00:03:37.000]  我們要等到什麼時候你才會為我們伸於呢?
[00:03:37.000 --> 00:03:39.000]  先前我們讀過哈巴谷書
