
[00:00:00.000 --> 00:00:02.000]  (字幕組: 梁家鑫)
[00:00:03.000 --> 00:00:06.000]  (主持人: 蕭牧師,我都好多謝你昨晚)
[00:00:06.000 --> 00:00:08.000]  (主持人: 其實我們每個人都好感動)
[00:00:08.000 --> 00:00:12.000]  (主持人: 我們在露宿的經驗那裡)
[00:00:12.000 --> 00:00:15.000]  (主持人: 原來你都是同時絕食的)
[00:00:15.000 --> 00:00:17.000]  (主持人: 那我們大家也...)
[00:00:17.000 --> 00:00:21.000]  (主持人: 禁食,不好意思)
[00:00:21.000 --> 00:00:26.000]  (主持人: 我都一早說了,我上到來)
[00:00:26.000 --> 00:00:28.000]  (主持人: 是無意中動篤笑的)
[00:00:29.000 --> 00:00:35.000]  (主持人: 我們都應該感謝牧師)
[00:00:35.000 --> 00:00:43.000]  (主持人: 你後來是不是都知道)
[00:00:43.000 --> 00:00:45.000]  (主持人: 吃了一個很豐富的早餐呢?)
[00:00:45.000 --> 00:00:47.000]  (蕭牧師: 是)
[00:00:47.000 --> 00:00:50.000]  (主持人: 那也好)
[00:00:50.000 --> 00:00:53.000]  (主持人: 我想問你,牧師)
[00:00:53.000 --> 00:00:55.000]  (主持人: 有一個都幾難的問題)
[00:00:55.000 --> 00:00:58.000]  (主持人: 在你這麼豐富的經驗當中)
[00:00:58.000 --> 00:01:01.000]  (主持人: 你覺得見識了那麼多)
[00:01:01.000 --> 00:01:04.000]  (主持人: 從香港長大,或者)
[00:01:04.000 --> 00:01:07.000]  (主持人: 來自香港的青少年)
[00:01:07.000 --> 00:01:09.000]  (主持人: 他們最大的挑戰)
[00:01:09.000 --> 00:01:12.000]  (主持人: 在他們的生活和思想)
[00:01:12.000 --> 00:01:14.000]  (主持人: 應該是在哪方面呢?)
[00:01:14.000 --> 00:01:22.000]  (蕭牧師: 好多方面)
[00:01:22.000 --> 00:01:25.000]  (主持人: 如果我可以讓你選擇)
[00:01:25.000 --> 00:01:29.000]  (主持人: 一個你想和我們分享的是哪個方面呢?)
[00:01:29.000 --> 00:01:32.000]  (蕭牧師: 未免很多心思或即時想到)
[00:01:32.000 --> 00:01:35.000]  (蕭牧師: 香港的文化叫快餐文化)
[00:01:35.000 --> 00:01:37.000]  (蕭牧師: 大家知道)
[00:01:37.000 --> 00:01:40.000]  (蕭牧師: 很多人都想在短時間內完成很多事情)
[00:01:40.000 --> 00:01:42.000]  (蕭牧師: 其實來到澳洲)
[00:01:42.000 --> 00:01:45.000]  (蕭牧師: 亦有很多急速的節奏)
[00:01:45.000 --> 00:01:47.000]  (蕭牧師: 但我越來越發覺)
[00:01:47.000 --> 00:01:49.000]  (蕭牧師: 來自香港,或者香港長大)
[00:01:49.000 --> 00:01:52.000]  (蕭牧師: 或者過來讀書,或者移民等等)
[00:01:52.000 --> 00:01:57.000]  (蕭牧師: 重新學習一個不急速的祈禱)
[00:01:57.000 --> 00:02:00.000]  (蕭牧師: 有時我們祈禱都會很快速)
[00:02:00.000 --> 00:02:03.000]  (蕭牧師: 就好像拍照一份資料給神)
[00:02:03.000 --> 00:02:06.000]  (蕭牧師: 按一按按鈕,算了,搞定)
[00:02:06.000 --> 00:02:08.000]  (蕭牧師: 我想說的不急速的祈禱)
[00:02:08.000 --> 00:02:11.000]  (蕭牧師: 因為祈禱是關係)
[00:02:11.000 --> 00:02:14.000]  (蕭牧師: 如果你想結合關係,需要時間)
[00:02:14.000 --> 00:02:17.000]  (蕭牧師: 在關係當中,你會感受神給你的引導)
[00:02:17.000 --> 00:02:21.000]  (蕭牧師: 提醒,帶領,你真心地將事情交托給祂)
[00:02:21.000 --> 00:02:24.000]  (蕭牧師: 所謂英文所說的 Enhancing Prayer)
[00:02:24.000 --> 00:02:26.000]  (蕭牧師: 是一個很重要的)
[00:02:26.000 --> 00:02:30.000]  (蕭牧師: 在這種文化成長的人學習追求)
[00:02:30.000 --> 00:02:34.000]  多謝蕭牧師,這個時間就交給你了
[00:02:34.000 --> 00:02:37.000]  我今天做了一件平時沒有做的事情
[00:02:37.000 --> 00:02:41.000]  Wilson 導師請我為大家介紹一些書
[00:02:41.000 --> 00:02:45.000]  請我講一講你那幾本書
[00:02:45.000 --> 00:02:49.000]  我很少會在聚會介紹自己的書
[00:02:49.000 --> 00:02:53.000]  不過我想不要緊,大家都可以
[00:02:53.000 --> 00:02:57.000]  我先介紹幾本書,然後再和大家分享訊息
[00:02:57.000 --> 00:03:03.000]  有一本書是很多年的書,叫作《走進世界》
[00:03:03.000 --> 00:03:06.000]  但英文的名稱是很特別的
[00:03:06.000 --> 00:03:09.000]  叫作《Out of the Short Shaker》
[00:03:09.000 --> 00:03:13.000]  「鹽瓶」走出來
[00:03:13.000 --> 00:03:16.000]  走出來的是甚麼?是鹽
[00:03:16.000 --> 00:03:21.000]  我們光是鹽,就應該去到世界外
[00:03:21.000 --> 00:03:24.000]  而不是藏在鹽罐內
[00:03:24.000 --> 00:03:27.000]  所以叫作《Out of the Short Shaker》
[00:03:27.000 --> 00:03:30.000]  這本書其實是一本很出名的書
[00:03:30.000 --> 00:03:32.000]  很多人都看過
[00:03:32.000 --> 00:03:35.000]  是講述一位作者的親身經歷
[00:03:35.000 --> 00:03:36.000]  Rebecca Bippert
[00:03:36.000 --> 00:03:39.000]  她去到不同的地方做報道
[00:03:39.000 --> 00:03:42.000]  但這報道不是一些很勉強的報道
[00:03:42.000 --> 00:03:46.000]  是一種自然的友誼的報道
[00:03:46.000 --> 00:03:50.000]  怎能在你的朋輩當中自然地分享信仰
[00:03:50.000 --> 00:03:52.000]  這本差不多是一本必讀的書
[00:03:52.000 --> 00:03:55.000]  我以前讀的時候帶給我很大幫助
[00:03:55.000 --> 00:03:57.000]  這本書以前的翻譯叫作
[00:03:57.000 --> 00:04:00.000]  是《請君出甕》
[00:04:00.000 --> 00:04:05.000]  可能大家在澳洲成長未必很熟悉這些文字
[00:04:05.000 --> 00:04:09.000]  在一個甕罐裏面,一個鐘裏面
[00:04:09.000 --> 00:04:13.000]  不是鐘,是在裏面走出來
[00:04:13.000 --> 00:04:16.000]  不要躲藏,跟你們這次大會的主題有點相似
[00:04:16.000 --> 00:04:19.000]  不要躲藏在井底,而是出來
[00:04:19.000 --> 00:04:22.000]  這本書大家要小心去看
[00:04:22.000 --> 00:04:24.000]  還有一本導讀本連在一起
[00:04:24.000 --> 00:04:29.000]  第二本就是關乎這一套小冊子
[00:04:29.000 --> 00:04:32.000]  這套小冊子是天道出的真相系列
[00:04:32.000 --> 00:04:35.000]  是講述很多方面的真相
[00:04:35.000 --> 00:04:38.000]  很多本都是很簡易的文字,很容易讀的
[00:04:38.000 --> 00:04:43.000]  是值得大家找一些喜歡的題材來讀
[00:04:43.000 --> 00:04:47.000]  這本是講天使的,剛才有人提及天使
[00:04:47.000 --> 00:04:51.000]  我想問問你們,你們見過天使沒有?
[00:04:51.000 --> 00:04:55.000]  你不要以為你一定沒有見過
[00:04:55.000 --> 00:04:57.000]  我相信我見過
[00:04:57.000 --> 00:05:00.000]  但那些天使不一定是穿著白衣服
[00:05:00.000 --> 00:05:03.000]  有對白色的翼在你面前出現那些
[00:05:03.000 --> 00:05:06.000]  很多時候天使有不同的形態會出現
[00:05:06.000 --> 00:05:11.000]  但你要小心,有些是裝扮成天使的邪靈
[00:05:11.000 --> 00:05:15.000]  你要小心認識,究竟如何講天使呢?
[00:05:15.000 --> 00:05:17.000]  這本小書有提及
[00:05:17.000 --> 00:05:20.000]  其他很多不同的題目,在書中也有提及
[00:05:20.000 --> 00:05:24.000]  另一本書是關於崇拜多面體
[00:05:24.000 --> 00:05:26.000]  是陳康博士
[00:05:26.000 --> 00:05:32.000]  陳康博士是香港前浸信會神學院的一位教聖學的老師
[00:05:32.000 --> 00:05:35.000]  我很喜歡看他的書,這本書有很多小文章
[00:05:35.000 --> 00:05:38.000]  簡單介紹甚麼是敬拜
[00:05:38.000 --> 00:05:41.000]  大家常常每次聚會都有半小時的敬拜
