
[00:00:00.000 --> 00:00:04.400]  多謝敬拜隊幫我們唱了很多榮耀的詩歌
[00:00:04.400 --> 00:00:05.920]  將我們帶到將來
[00:00:05.920 --> 00:00:07.800]  尤其是新的詩歌
[00:00:07.800 --> 00:00:09.000]  一直帶到我們去
[00:00:09.000 --> 00:00:11.000]  如果你熟悉啟示錄的話
[00:00:11.000 --> 00:00:14.400]  就會知道很多歌詞都是來自啟示錄
[00:00:14.400 --> 00:00:19.400]  我們將來在榮耀裡面的盼望
[00:00:19.400 --> 00:00:24.400]  我自己在過去差不多幾個月
[00:00:24.400 --> 00:00:28.400]  都是不斷在寫作當中
[00:00:28.400 --> 00:00:34.800]  而且大部分時間都是看著啟示錄
[00:00:34.800 --> 00:00:36.600]  所以對於我來說
[00:00:36.600 --> 00:00:40.200]  今天的詩歌是特別的共鳴
[00:00:40.200 --> 00:00:47.800]  如果人神的恩典容許的話
[00:00:47.800 --> 00:00:51.200]  今年的七月我會出另一本書
[00:00:51.200 --> 00:00:53.800]  也是我系列裡面的第五本
[00:00:53.800 --> 00:00:55.000]  也是最後一本
[00:00:55.000 --> 00:00:56.600]  叫《今生來世》
[00:00:56.600 --> 00:01:01.000]  《今生來世》將我們的信仰帶到永恆當中
[00:01:01.000 --> 00:01:05.400]  討論我們在永恆裡面的生命究竟如何
[00:01:05.400 --> 00:01:08.200]  《復活節》我心裡有這個負擔
[00:01:08.200 --> 00:01:10.600]  想跟大家一起分享這本書裡
[00:01:10.600 --> 00:01:14.400]  我所得到的一些學到的東西
[00:01:14.400 --> 00:01:16.400]  其中一點點的部分
[00:01:16.400 --> 00:01:19.200]  因為那本書比較厚
[00:01:19.200 --> 00:01:21.400]  所以今天只能說一點點的部分
[00:01:21.400 --> 00:01:22.400]  但我說這些
[00:01:22.400 --> 00:01:27.400]  跟我們今天復活的主日是很重要的
[00:01:27.400 --> 00:01:33.200]  《復活節》是一個充滿了盼望和榮耀的日子
[00:01:33.200 --> 00:01:37.200]  我們經過了昨晚
[00:01:37.200 --> 00:01:40.200]  我們在十字架的默想裡面
[00:01:40.200 --> 00:01:41.800]  看見我們的主的受苦
[00:01:41.800 --> 00:01:45.000]  看見祂為我們的愛和犧牲
[00:01:45.000 --> 00:01:46.000]  但是今天開始
[00:01:46.000 --> 00:01:48.000]  我們帶著一個榮耀的盼望
[00:01:48.000 --> 00:01:51.000]  我們等候是星期日
[00:01:51.000 --> 00:01:55.000]  我們明天我們的主復活所帶來的盼望
[00:01:55.000 --> 00:02:00.400]  所以今天我跟大家分享的內容
[00:02:00.400 --> 00:02:04.000]  就是寫在我們這個分頁
[00:02:04.000 --> 00:02:05.000]  大家可以拿出來
[00:02:05.000 --> 00:02:07.000]  因為待會我有些經文
[00:02:07.000 --> 00:02:09.000]  有些東西要跟大家一起看
[00:02:09.000 --> 00:02:12.200]  剛才讀的那段經文其實在後面
[00:02:12.200 --> 00:02:16.600]  主要是來自哥倫多前書的第15章
[00:02:16.600 --> 00:02:19.000]  當中有很多很寶貴的經文
[00:02:19.000 --> 00:02:20.600]  有很多寶貴的意思
[00:02:20.600 --> 00:02:23.600]  但是今天我們不能夠只停留在這章的聖經
[00:02:23.600 --> 00:02:28.600]  我們會把聖經裡面很多很重要的經文
[00:02:28.600 --> 00:02:30.600]  尤其是在啟示錄裡面
[00:02:30.600 --> 00:02:32.600]  《誕以禮書》裡面
[00:02:32.600 --> 00:02:35.600]  跟大家一起分享
[00:02:35.600 --> 00:02:37.600]  剛才我們說
[00:02:37.600 --> 00:02:39.600]  通常我們復活節的主人
[00:02:39.600 --> 00:02:43.600]  我們都說很多是回顧在2000年前
[00:02:43.600 --> 00:02:46.600]  我們主人秀復活那天發生什麼事
[00:02:46.600 --> 00:02:48.600]  後來產生什麼影響
[00:02:48.600 --> 00:02:51.600]  這個當然是最重要最重要的一個信息
[00:02:51.600 --> 00:02:54.600]  但是今天我有一點點不同的做法
[00:02:54.600 --> 00:02:57.600]  我希望將我們不是帶向回顧2000年前
[00:02:57.600 --> 00:03:01.600]  我們主人秀復活這件轟天動地的事
[00:03:01.600 --> 00:03:04.600]  我想跟大家由這個耶穌基督復活
[00:03:04.600 --> 00:03:07.600]  我們帶到永恆前瞻
[00:03:07.600 --> 00:03:10.600]  而前瞻的我們不單止看見那位復活的主
[00:03:10.600 --> 00:03:12.600]  將來在寶座上
[00:03:12.600 --> 00:03:14.600]  我們還看見我們自己
[00:03:14.600 --> 00:03:15.600]  這次的主
[00:03:15.600 --> 00:03:17.600]  我們看見我們自己都在那裡
[00:03:17.600 --> 00:03:19.600]  今天我們看看那裡
[00:03:19.600 --> 00:03:21.600]  我們向前來看
[00:03:21.600 --> 00:03:23.600]  我們就試一試
[00:03:23.600 --> 00:03:25.600]  用這半個小時的時間
[00:03:25.600 --> 00:03:27.600]  走這個永恆的旅程
