
[00:00:00.000 --> 00:00:06.000]  而謙卑力行公義
[00:00:06.000 --> 00:00:11.000]  這是我們基督教的風聖生命堂
[00:00:11.000 --> 00:00:21.000]  四重使命、家庭、質苦、文化
[00:00:21.000 --> 00:00:26.000]  第四方面,我們講到這個公義
[00:00:26.000 --> 00:00:31.000]  我不知道大家對於這個力行公義
[00:00:31.000 --> 00:00:36.000]  到底有什麼想法、有什麼看法
[00:00:36.000 --> 00:00:42.000]  比較習慣的就是關乎社會公義的事
[00:00:42.000 --> 00:00:47.000]  大概是一些社會行動家他們做的事
[00:00:47.000 --> 00:00:51.000]  我們只不過是一個普普通通的教會
[00:00:51.000 --> 00:00:54.000]  普普通通的信徒
[00:00:54.000 --> 00:00:56.000]  我們是一個督信聖經
[00:00:56.000 --> 00:01:01.000]  相信死後永生、靈魂得救的教會
[00:01:01.000 --> 00:01:07.000]  我們是一個願意追求屬靈
[00:01:07.000 --> 00:01:14.000]  不願意花時間在俗世方面的爭議
[00:01:14.000 --> 00:01:17.000]  一個群體,是不是呢?
[00:01:17.000 --> 00:01:19.000]  到底我們是一個怎樣的群體呢?
[00:01:19.000 --> 00:01:24.000]  風聖生命堂到底應該是怎樣的呢?
[00:01:24.000 --> 00:01:28.000]  其實在我們思想這個使命的時候
[00:01:28.000 --> 00:01:34.000]  都不外乎是想沉溯自己在基督裡
[00:01:34.000 --> 00:01:37.000]  在上主的計劃當中
[00:01:37.000 --> 00:01:39.000]  我們這個教會的身份
[00:01:39.000 --> 00:01:41.000]  我們作為其中的一員
[00:01:41.000 --> 00:01:45.000]  我們的身份到底是什麼
[00:01:45.000 --> 00:01:47.000]  而基於這個身份
[00:01:47.000 --> 00:01:51.000]  我們應該做的,我們奉上主的託付
[00:01:51.000 --> 00:01:53.000]  奉上主的差遣
[00:01:53.000 --> 00:01:56.000]  我如何差遣了我
[00:01:56.000 --> 00:01:59.000]  我照樣差遣你
[00:01:59.000 --> 00:02:01.000]  我們不是想做自己的事
[00:02:01.000 --> 00:02:03.000]  不是想自把自為
[00:02:03.000 --> 00:02:08.000]  我們是想找回自己在上帝的計劃裡面
[00:02:08.000 --> 00:02:12.000]  我們的身份和我們的照明
[00:02:12.000 --> 00:02:14.000]  很多年了
[00:02:14.000 --> 00:02:16.000]  我看過一篇的講章
[00:02:16.000 --> 00:02:18.000]  一直沒有忘記
[00:02:18.000 --> 00:02:20.000]  我發覺這一篇的講章
[00:02:20.000 --> 00:02:22.000]  正正是提醒我
[00:02:22.000 --> 00:02:25.000]  原來我們作為一個熟齡的群體
[00:02:25.000 --> 00:02:27.000]  作為基督的教會
[00:02:27.000 --> 00:02:34.000]  我們不可能對於社會政治不公義的事
[00:02:34.000 --> 00:02:37.000]  是置身到外
[00:02:37.000 --> 00:02:41.000]  我們是不可能求明哲保身
[00:02:41.000 --> 00:02:44.000]  我們不可能是完全沒有立場
[00:02:44.000 --> 00:02:46.000]  完全沒有發言
[00:02:46.000 --> 00:02:49.000]  其實這個以謙卑力行公義
[00:02:49.000 --> 00:02:52.000]  這個使命其中一樣的
[00:02:52.000 --> 00:02:53.000]  我們要學習的
[00:02:53.000 --> 00:02:58.000]  就是學習來重新定位我們的思想
[00:02:58.000 --> 00:03:00.000]  也許經過今天
[00:03:00.000 --> 00:03:05.000]  你未必會走去堵塞中環的通道
[00:03:05.000 --> 00:03:08.000]  也許經過今天你未必會參政
[00:03:08.000 --> 00:03:12.000]  或者你成為一個社會活動家
[00:03:12.000 --> 00:03:15.000]  也許你什麼都不會做
[00:03:15.000 --> 00:03:18.000]  但是我希望在今天
[00:03:18.000 --> 00:03:20.000]  儲備恩典我們
[00:03:20.000 --> 00:03:23.000]  打開我們思想裡面的窗戶
[00:03:23.000 --> 00:03:25.000]  以至聖靈
[00:03:25.000 --> 00:03:26.000]  藉著聖經
[00:03:26.000 --> 00:03:30.000]  藉著歷世歷代美好的榜樣
[00:03:30.000 --> 00:03:32.000]  先知的訓言
[00:03:32.000 --> 00:03:36.000]  教導我們怎樣可以真是去到關心
[00:03:36.000 --> 00:03:38.000]  什麼是不公義
[00:03:38.000 --> 00:03:43.000]  去到關心怎樣促進那個公義的世界
[00:03:43.000 --> 00:03:45.000]  公義的社會
[00:03:45.000 --> 00:03:47.000]  各位幕者
[00:03:47.000 --> 00:03:51.000]  如果你過去聽我分享信息
[00:03:51.000 --> 00:03:56.000]  幾十年來理事上聽見這個G. Campbell Morgan
[00:03:56.000 --> 00:03:57.000]  這個的名字
[00:03:57.000 --> 00:04:00.000]  叫做解經王子
[00:04:00.000 --> 00:04:02.000]  是專門講聖經
[00:04:02.000 --> 00:04:04.000]  似乎除聖經之外
[00:04:04.000 --> 00:04:07.000]  什麼都不會多講
[00:04:07.000 --> 00:04:11.000]  但是我就讀了他這篇的講章
[00:04:11.000 --> 00:04:13.000]  我非常之感動
[00:04:13.000 --> 00:04:17.000]  原來他是一個都追求公義
[00:04:17.000 --> 00:04:21.000]  他是一個都夠膽對著政府
[00:04:21.000 --> 00:04:23.000]  來講說話的一個傳道人
[00:04:23.000 --> 00:04:26.000]  他說我今晚在這裡講的信息
[00:04:26.000 --> 00:04:27.000]  沒有灰色的地帶
[00:04:27.000 --> 00:04:31.000]  我今天首要的身份是上帝的僕人求主幫助我
[00:04:31.000 --> 00:04:32.000]  但是我都是英國人
[00:04:32.000 --> 00:04:35.000]  是時候不能夠再拖泥帶水了
[00:04:35.000 --> 00:04:37.000]  你們不能夠侍奉上帝
[00:04:37.000 --> 00:04:40.000]  侍奉馬門
[00:04:40.000 --> 00:04:45.000]  不過我們英國有我們英國的國策
[00:04:45.000 --> 00:04:46.000]  我們有政治
[00:04:46.000 --> 00:04:48.000]  政治的領域歸政治
[00:04:48.000 --> 00:04:50.000]  教會不應該過問
[00:04:50.000 --> 00:04:51.000]  然而無論如何
[00:04:51.000 --> 00:04:53.000]  在關鍵的時刻
[00:04:53.000 --> 00:04:56.000]  上帝的教會總要站在人的旁邊
[00:04:56.000 --> 00:04:58.000]  當著全國的人面前
[00:04:58.000 --> 00:05:02.000]  來堅持上帝所設立的基督
[00:05:02.000 --> 00:05:09.000]  他是有嚴格、清晰、明確、善良的界線
[00:05:09.000 --> 00:05:12.000]  上帝的基督是有道德感
[00:05:12.000 --> 00:05:13.000]  有正義感
[00:05:13.000 --> 00:05:17.000]  有清楚的教導
[00:05:17.000 --> 00:05:20.000]  教會有責任
[00:05:20.000 --> 00:05:22.000]  是分別左右
[00:05:22.000 --> 00:05:24.000]  講明生死
[00:05:24.000 --> 00:05:26.000]  講明光暗
[00:05:26.000 --> 00:05:28.000]  講明天堂地獄
[00:05:28.000 --> 00:05:29.000]  無論為個人
[00:05:29.000 --> 00:05:32.000]  為全國都要向他傳這個信息
[00:05:32.000 --> 00:05:33.000]  你不能夠侍奉上帝
[00:05:33.000 --> 00:05:38.000]  侍奉馬門
[00:05:38.000 --> 00:05:40.000]  對不對聽各位
[00:05:40.000 --> 00:05:45.000]  這些信息有沒有能力
[00:05:45.000 --> 00:05:46.000]  對著政府講
[00:05:46.000 --> 00:05:47.000]  你不能夠侍奉上帝
[00:05:47.000 --> 00:05:49.000]  有侍奉馬門
[00:05:49.000 --> 00:05:50.000]  有什麼關係
[00:05:50.000 --> 00:05:54.000]  怎樣落地是一個問題
[00:05:54.000 --> 00:05:58.000]  他說明天在上海就要召開一個大會
[00:05:58.000 --> 00:06:03.000]  英國教會有多少人關心這個上海開的大會
[00:06:03.000 --> 00:06:05.000]  其實教會沒什麼說的
[00:06:05.000 --> 00:06:06.000]  零零碎碎
[00:06:06.000 --> 00:06:09.000]  反而外面的報紙就說得很多
[00:06:09.000 --> 00:06:13.000]  教會在睡覺
[00:06:13.000 --> 00:06:17.000]  這個大會是由美國川普引線
[00:06:17.000 --> 00:06:20.000]  有12個國家出席的
[00:06:20.000 --> 00:06:22.000]  大概是1910年代
[00:06:22.000 --> 00:06:25.000]  確實是期我沒有去找
[00:06:25.000 --> 00:06:34.000]  中日、暹羅、波斯、俄羅斯、德法、英、意、荷蘭、葡萄牙、美國
[00:06:34.000 --> 00:06:37.000]  那個大會的題目大家聽聽
[00:06:37.000 --> 00:06:41.000]  鴉片的習慣對中國人的影響
[00:06:41.000 --> 00:06:46.000]  貿易的數量、來源和商人的權利
[00:06:46.000 --> 00:06:48.000]  一個這樣的大會
[00:06:48.000 --> 00:06:52.000]  和英國教會有什麼關係
[00:06:52.000 --> 00:06:56.000]  都是很技術性的東西
[00:06:56.000 --> 00:06:59.000]  摩根說我自問對外交
[00:06:59.000 --> 00:07:02.000]  對於這些政府的怎麼訂立的政策
[00:07:02.000 --> 00:07:04.000]  是門外看
[00:07:04.000 --> 00:07:09.000]  而且也是需要很謙卑去學習去認識的
[00:07:09.000 --> 00:07:11.000]  但是從另外一個角度
