
[00:00:00.000 --> 00:00:03.000]  (音聲)
[00:00:03.000 --> 00:00:04.000]  接著回午安
[00:00:04.000 --> 00:00:07.000]  好像不是第一次來
[00:00:07.000 --> 00:00:11.000]  我們在溫哥華不算很久
[00:00:11.000 --> 00:00:13.000]  有時都會回香港
[00:00:13.000 --> 00:00:14.000]  我們現在退休
[00:00:14.000 --> 00:00:17.000]  以前在建道在中城
[00:00:17.000 --> 00:00:19.000]  老師在香港都沒會
[00:00:19.000 --> 00:00:21.000]  最早就在屋泰畫
[00:00:21.000 --> 00:00:24.000]  所以有位弟兄黎明三弟兄
[00:00:24.000 --> 00:00:26.000]  當時是學生來的
[00:00:26.000 --> 00:00:28.000]  很可愛很年輕
[00:00:28.000 --> 00:00:30.000]  現在都很可愛
[00:00:30.000 --> 00:00:33.000]  現在大師很可愛的小粉絲
[00:00:33.000 --> 00:00:36.000]  上帝很大的恩典
[00:00:36.000 --> 00:00:39.000]  在主裡邊一直成長
[00:00:39.000 --> 00:00:42.000]  今天和大家去看經文
[00:00:42.000 --> 00:00:45.000]  永恆的教會
[00:00:45.000 --> 00:00:47.000]  在第一節里
[00:00:47.000 --> 00:00:52.000]  他說我們得了不能振動的覺
[00:00:52.000 --> 00:00:55.000]  什麼叫不能振動的覺呢
[00:00:55.000 --> 00:00:58.000]  不能振動的覺就是指上帝
[00:00:58.000 --> 00:01:03.000]  為我們預備永恆的角度
[00:01:03.000 --> 00:01:05.000]  教會是永恆的角度
[00:01:05.000 --> 00:01:08.000]  但是又不是完全
[00:01:08.000 --> 00:01:11.000]  因為教會今天還在地上
[00:01:11.000 --> 00:01:14.000]  當耶穌基督升天的時候
[00:01:14.000 --> 00:01:18.000]  門徒當時都很擔心的
[00:01:18.000 --> 00:01:20.000]  不知道何時回來
[00:01:20.000 --> 00:01:25.000]  耶穌在世的時候看得到摸得到
[00:01:25.000 --> 00:01:28.000]  他說的話聽得到很具體
[00:01:28.000 --> 00:01:31.000]  如果升天之後人再看到他
[00:01:31.000 --> 00:01:33.000]  也聽不到他說話
[00:01:33.000 --> 00:01:35.000]  好像離開了
[00:01:35.000 --> 00:01:38.000]  後來在保羅的神學上
[00:01:38.000 --> 00:01:42.000]  保羅就說耶穌基督沒有離開我們
[00:01:42.000 --> 00:01:45.000]  他是重新降臨
[00:01:45.000 --> 00:01:48.000]  但是他是以群體的形式
[00:01:48.000 --> 00:01:51.000]  降臨在我們當中
[00:01:51.000 --> 00:01:55.000]  所以今天的基督
[00:01:55.000 --> 00:01:58.000]  仍然是看得到摸得到
[00:01:58.000 --> 00:01:59.000]  什麼意思呢
[00:01:59.000 --> 00:02:02.000]  耶穌說你們就是基督的身體
[00:02:02.000 --> 00:02:04.000]  基督的身體升了天
[00:02:04.000 --> 00:02:06.000]  但是以群體形式
[00:02:06.000 --> 00:02:09.000]  就是以他得贖的
[00:02:09.000 --> 00:02:11.000]  承受他生命的
[00:02:11.000 --> 00:02:15.000]  在地上將他彰顯出來
[00:02:15.000 --> 00:02:19.000]  這群人就是基督的身體
[00:02:19.000 --> 00:02:24.000]  而基督的身體是可以看得到摸得到
[00:02:24.000 --> 00:02:29.000]  因為他們是承計了上帝給他一個永恆的身份
[00:02:29.000 --> 00:02:32.000]  因著他們的得贖
[00:02:32.000 --> 00:02:34.000]  因為基督的寶血的洗淨
[00:02:34.000 --> 00:02:36.000]  成為上帝的兒女
[00:02:36.000 --> 00:02:39.000]  而這群人就組成
[00:02:39.000 --> 00:02:42.000]  就成為了基督的身體
[00:02:42.000 --> 00:02:46.000]  所以基督的身體是從今天直到永遠
[00:02:46.000 --> 00:02:48.000]  永恆地存在
[00:02:48.000 --> 00:02:50.000]  教會在地上
[00:02:50.000 --> 00:02:53.000]  我們今天所講的教會
[00:02:53.000 --> 00:02:55.000]  很具體的這個教堂
[00:02:55.000 --> 00:02:57.000]  很漂亮
[00:02:57.000 --> 00:02:58.000]  有它的歷史
[00:02:58.000 --> 00:03:03.000]  但是這個教堂或者教會不是永恆
[00:03:03.000 --> 00:03:05.000]  有多少年歷史啊
[00:03:05.000 --> 00:03:06.000]  這個禮拜堂
[00:03:06.000 --> 00:03:09.000]  二十、三十、五十
[00:03:09.000 --> 00:03:11.000]  大概沒一百吧
[00:03:11.000 --> 00:03:13.000]  一百年前這個教堂不存在
[00:03:13.000 --> 00:03:16.000]  大概一百年後也未必存在
[00:03:16.000 --> 00:03:19.000]  或者二百年後不在
[00:03:19.000 --> 00:03:21.000]  但是教堂裡面
[00:03:21.000 --> 00:03:25.000]  我們這群被救贖的人
[00:03:25.000 --> 00:03:27.000]  就永恆地存在
[00:03:27.000 --> 00:03:31.000]  因為我們擁有上帝給我們永恆的生命
[00:03:31.000 --> 00:03:34.000]  幾年前我在杭州的時候
[00:03:34.000 --> 00:03:38.000]  剛好遇到教會被拆
[00:03:38.000 --> 00:03:42.000]  當時的電影節目很傷心
[00:03:42.000 --> 00:03:45.000]  政府說要把那些要拆掉
[00:03:45.000 --> 00:03:48.000]  全面全部拆掉
[00:03:48.000 --> 00:03:50.000]  但是當日的牧師港道
[00:03:50.000 --> 00:03:52.000]  很深刻印象
[00:03:52.000 --> 00:03:54.000]  他說
[00:03:54.000 --> 00:03:57.000]  教堂可以被拆
[00:03:57.000 --> 00:03:59.000]  教會永遠拆不了
[00:03:59.000 --> 00:04:01.000]  教會是什麼呢
[00:04:01.000 --> 00:04:04.000]  教會就是基督的身體
[00:04:04.000 --> 00:04:06.000]  保羅很清楚講
[00:04:06.000 --> 00:04:09.000]  教會就是我們
[00:04:09.000 --> 00:04:13.000]  而因為領受了永恆的身份
[00:04:13.000 --> 00:04:15.000]  我們這群得熟的人
[00:04:15.000 --> 00:04:16.000]  在這個地上
[00:04:16.000 --> 00:04:18.000]  就見證著基督
[00:04:18.000 --> 00:04:20.000]  宣揚著基督
[00:04:20.000 --> 00:04:24.000]  並且我們等候著將來與基督一起
[00:04:24.000 --> 00:04:28.000]  所以不能遙動的角度
[00:04:28.000 --> 00:04:31.000]  就是指導我們這群
[00:04:31.000 --> 00:04:34.000]  領受了上帝救贖的
[00:04:34.000 --> 00:04:37.000]  很特殊的福分
[00:04:37.000 --> 00:04:40.000]  他說既然我們得了
[00:04:40.000 --> 00:04:44.000]  他用動詞是一個過程
[00:04:44.000 --> 00:04:45.000]  我們已經得了
[00:04:45.000 --> 00:04:47.000]  上帝的角度得了
[00:04:47.000 --> 00:04:50.000]  但是還沒完全彰顯出來
[00:04:50.000 --> 00:04:52.000]  直到將來基督在來的時候
[00:04:52.000 --> 00:04:54.000]  那個榮耀才彰顯
[00:04:54.000 --> 00:04:56.000]  所以今天我們已經得到
[00:04:56.000 --> 00:04:58.000]  我們已經重生
[00:04:58.000 --> 00:05:00.000]  我們已經有個身份
[00:05:00.000 --> 00:05:02.000]  但是我們仍然未完全的
[00:05:02.000 --> 00:05:06.000]  看到上帝的降臨
[00:05:06.000 --> 00:05:10.000]  教會一定是末世
[00:05:10.000 --> 00:05:15.000]  所以末世是有未來的事業
[00:05:15.000 --> 00:05:18.000]  教會一定是迎向未來
[00:05:18.000 --> 00:05:21.000]  每一個聖餐大家記得
[00:05:21.000 --> 00:05:23.000]  耶穌怎麼說
[00:05:23.000 --> 00:05:26.000]  我不和你喝最後的杯
[00:05:26.000 --> 00:05:28.000]  直到將來的日子
[00:05:28.000 --> 00:05:30.000]  我才和你喝
[00:05:30.000 --> 00:05:32.000]  耶穌怎麼說
[00:05:32.000 --> 00:05:36.000]  因為耶穌和門徒
[00:05:36.000 --> 00:05:39.000]  吃聖餐的時候
[00:05:39.000 --> 00:05:41.000]  基督班是聖餐
[00:05:41.000 --> 00:05:43.000]  這個聖餐未完的
[00:05:43.000 --> 00:05:45.000]  等到將來
[00:05:45.000 --> 00:05:47.000]  就會和我們
[00:05:47.000 --> 00:05:51.000]  最後完成的聖餐
[00:05:51.000 --> 00:05:52.000]  喝完最後的杯
[00:05:52.000 --> 00:05:54.000]  所以他那杯是沒有喝的
[00:05:54.000 --> 00:05:55.000]  猶太人的日子
[00:05:55.000 --> 00:05:57.000]  總共有四杯的
[00:05:57.000 --> 00:05:59.000]  開始中間吃飯
[00:05:59.000 --> 00:06:02.000]  最後一杯就是總結
[00:06:02.000 --> 00:06:03.000]  未總結
[00:06:03.000 --> 00:06:06.000]  因為我們每一次領聖餐
[00:06:06.000 --> 00:06:09.000]  就等候著將來和主
[00:06:09.000 --> 00:06:10.000]  喝最後一杯
[00:06:10.000 --> 00:06:15.000]  因此教會就是迎向著將來
[00:06:15.000 --> 00:06:18.000]  教會是等候著主回來
[00:06:18.000 --> 00:06:19.000]  這個就是教會
[00:06:19.000 --> 00:06:20.000]  我們在地上
[00:06:20.000 --> 00:06:22.000]  就等候著
[00:06:22.000 --> 00:06:24.000]  而基督給我們這個身份
