
[00:00:00.000 --> 00:00:09.000]  羅馬書第35章、羅馬書第13章8-14節
[00:00:09.000 --> 00:00:12.000]  今日又要同大家提醒一下
[00:00:12.000 --> 00:00:18.000]  我講好多聖經系列都係要幫大家一齊讀經
[00:00:18.000 --> 00:00:21.000]  如果你一個星期聽我五篇道的話
[00:00:21.000 --> 00:00:24.000]  你可以在兩年半讀完整部聖經
[00:00:24.000 --> 00:00:29.000]  而且你對聖經會有一個非常深入的認識
[00:00:29.000 --> 00:00:35.000]  因為我每一部聖經系列第一講都是一個介紹
[00:00:35.000 --> 00:00:37.000]  是會講好多背景
[00:00:37.000 --> 00:00:41.000]  給你有很多資料認識這部書
[00:00:41.000 --> 00:00:45.000]  第二個好處是如果你跟著我們一起讀經
[00:00:45.000 --> 00:00:46.000]  聽我講道的話
[00:00:46.000 --> 00:00:49.000]  你會有一個一字解經的方法
[00:00:49.000 --> 00:00:51.000]  不會有矛盾
[00:00:51.000 --> 00:00:53.000]  因為我是用聖經解釋聖經
[00:00:53.000 --> 00:00:56.000]  是用字面解釋聖經
[00:00:56.000 --> 00:00:58.000]  這個是真正讀經的方法
[00:00:58.000 --> 00:01:02.000]  以至所有經文都會是非常一致
[00:01:02.000 --> 00:01:04.000]  完全沒有矛盾
[00:01:04.000 --> 00:01:08.000]  所以你想讀經讀到完全沒有矛盾
[00:01:08.000 --> 00:01:10.000]  又有深入認識的話
[00:01:10.000 --> 00:01:14.000]  希望你能夠跟我一齊讀聖經
[00:01:14.000 --> 00:01:16.000]  今日我們要講的題目
[00:01:16.000 --> 00:01:20.000]  就是得救比初信時更勤了
[00:01:20.000 --> 00:01:24.000]  為什麼保羅突然間會講這樣的信息
[00:01:24.000 --> 00:01:25.000]  原因很簡單
[00:01:25.000 --> 00:01:27.000]  因為上一次我們才講過
[00:01:27.000 --> 00:01:30.000]  保羅教我們要服從政府
[00:01:30.000 --> 00:01:32.000]  無條件的服從
[00:01:32.000 --> 00:01:36.000]  當時的軍王羅馬王是誰呢?
[00:01:36.000 --> 00:01:40.000]  是尼祿一個非常殘暴的軍王
[00:01:40.000 --> 00:01:42.000]  而且他是迫不得已的獨徒
[00:01:42.000 --> 00:01:46.000]  所以當保羅說要服從政府的時候
[00:01:46.000 --> 00:01:50.000]  他也給很多羅馬的信徒
[00:01:50.000 --> 00:01:52.000]  有很大的鼓勵
[00:01:52.000 --> 00:01:54.000]  叫他們不要放棄
[00:01:54.000 --> 00:01:57.000]  你們得救比初信時更勤了
[00:01:57.000 --> 00:02:01.000]  這也是給我們現在的基督徒
[00:02:01.000 --> 00:02:04.000]  我不知道可能你在聽我的篇
[00:02:04.000 --> 00:02:07.000]  你是受到很大的逼迫
[00:02:07.000 --> 00:02:09.000]  有很大的困難
[00:02:09.000 --> 00:02:10.000]  但不用怕
[00:02:10.000 --> 00:02:14.000]  你得救比初信時更勤了
[00:02:14.000 --> 00:02:16.000]  你很快就會達到你的目的地
[00:02:16.000 --> 00:02:19.000]  所以千萬不要放棄
[00:02:19.000 --> 00:02:21.000]  這個信息也是給你們的
[00:02:21.000 --> 00:02:23.000]  我上一次也講過
[00:02:23.000 --> 00:02:27.000]  在羅馬書的第十三章一至七節
[00:02:27.000 --> 00:02:30.000]  有一個很精彩的手尾結構
[00:02:30.000 --> 00:02:32.000]  講到我們要服從政府
[00:02:32.000 --> 00:02:35.000]  現在十三章的八節至十四節
[00:02:35.000 --> 00:02:38.000]  都有一個很精彩的手尾結構
[00:02:38.000 --> 00:02:42.000]  我們今天就要用這個手尾結構來解經
[00:02:42.000 --> 00:02:47.000]  當我們用手尾結構形成一個大綱
[00:02:47.000 --> 00:02:48.000]  來講這些經文
[00:02:48.000 --> 00:02:50.000]  就不容易解錯經文了
[00:02:50.000 --> 00:02:54.000]  這是作者原本有的用意
[00:02:54.000 --> 00:02:58.000]  所以他才用這樣的手尾結構來寫出經文
[00:02:58.000 --> 00:03:01.000]  那麼你說今天的手尾結構是什麼呢?
[00:03:01.000 --> 00:03:03.000]  一共有四層
[00:03:03.000 --> 00:03:08.000]  第一層就是十三章的八節和十三章的十四節
[00:03:08.000 --> 00:03:13.000]  十三章八節說我們要愛人完全律法
[00:03:13.000 --> 00:03:17.000]  十三章十四節說我們要披戴基督
[00:03:17.000 --> 00:03:20.000]  然後有很多事我們不會去做
[00:03:20.000 --> 00:03:22.000]  我們不會去犯罪
[00:03:22.000 --> 00:03:25.000]  那麼為什麼十三章八節是說愛人
[00:03:25.000 --> 00:03:28.000]  十三章十四節是說披戴基督
[00:03:28.000 --> 00:03:31.000]  披戴基督和愛人有什麼關係
[00:03:31.000 --> 00:03:33.000]  等一下我們會來看
[00:03:33.000 --> 00:03:35.000]  第二層這個手尾結構
[00:03:35.000 --> 00:03:39.000]  就是十三章九節和十三章十三節
[00:03:39.000 --> 00:03:42.000]  都是說要守律法不要去犯罪
[00:03:42.000 --> 00:03:44.000]  而第三層呢
[00:03:44.000 --> 00:03:46.000]  十三章十一節頭
[00:03:46.000 --> 00:03:49.000]  說我們該趁早睡醒
[00:03:49.000 --> 00:03:51.000]  喂!你們快點醒吧
[00:03:51.000 --> 00:03:53.000]  十三章十二節說
[00:03:53.000 --> 00:03:56.000]  白晝將近天光了
[00:03:56.000 --> 00:03:58.000]  喂!這是什麼時候啊?
[00:03:58.000 --> 00:04:00.000]  在第四層
[00:04:00.000 --> 00:04:03.000]  整個手尾結構最中心的地方
[00:04:03.000 --> 00:04:06.000]  就是羅馬書十三章十一節
[00:04:06.000 --> 00:04:09.000]  說我們得救的日子越來越近了
[00:04:09.000 --> 00:04:12.000]  十三章十一節尾說
[00:04:12.000 --> 00:04:17.000]  因為我們得救的年金比初信的時候更近了
[00:04:17.000 --> 00:04:19.000]  這個就是我們今天的主題
[00:04:19.000 --> 00:04:23.000]  就是古來要鼓勵當時的基督徒
[00:04:23.000 --> 00:04:29.000]  這個也是給我們每一個在困難當中的基督徒的鼓勵
[00:04:29.000 --> 00:04:32.000]  所以我們今天大綱一共有四點
[00:04:32.000 --> 00:04:35.000]  第一點就是說我們要愛人
[00:04:35.000 --> 00:04:37.000]  我們要披上基督
[00:04:37.000 --> 00:04:41.000]  羅馬書有十三章八節和十三章十四節
[00:04:41.000 --> 00:04:45.000]  第二點就是我們要遵守律法
[00:04:45.000 --> 00:04:48.000]  十三章有九節和十三節
[00:04:48.000 --> 00:04:51.000]  第三點就是時候近了
[00:04:51.000 --> 00:04:55.000]  羅馬書十三章十一節頭和十二節
[00:04:55.000 --> 00:04:57.000]  不要放棄啊
[00:04:57.000 --> 00:04:59.000]  時候近了
[00:04:59.000 --> 00:05:00.000]  什麼近了?
[00:05:00.000 --> 00:05:04.000]  得救比初信的時候更近了
[00:05:04.000 --> 00:05:07.000]  羅馬書十三章十一節
[00:05:07.000 --> 00:05:12.000]  所以我們現在先來看第一層第一點
[00:05:12.000 --> 00:05:14.000]  就是我們要愛人
[00:05:14.000 --> 00:05:17.000]  我們要披上基督
[00:05:17.000 --> 00:05:22.000]  那你說愛和披上耶穌基督有什麼關係?
[00:05:22.000 --> 00:05:27.000]  羅馬書十三章八節說愛人就完全了律法
[00:05:27.000 --> 00:05:32.000]  在聖經裏面還告訴我們誰成全了律法
[00:05:32.000 --> 00:05:34.000]  耶穌基督嘛
[00:05:34.000 --> 00:05:37.000]  《華提福音》的五章十七節
[00:05:37.000 --> 00:05:39.000]  「莫想我來要廢掉律法
[00:05:39.000 --> 00:05:43.000]  我才知我來不是要廢掉乃是要成全」
[00:05:43.000 --> 00:05:49.000]  所以無論是愛或者是耶穌基督都是成全了律法
[00:05:49.000 --> 00:05:52.000]  這就是他們相似的地方
[00:05:52.000 --> 00:05:56.000]  另外羅馬書十三章十四節頭說
[00:05:56.000 --> 00:05:59.000]  總要披戴主耶穌基督
[00:05:59.000 --> 00:06:02.000]  英文就是Put on Christ
[00:06:02.000 --> 00:06:05.000]  在《哥羅西書》三章十四節
[00:06:05.000 --> 00:06:08.000]  英文說要Put on love
[00:06:08.000 --> 00:06:09.000]  有沒有看到?
[00:06:09.000 --> 00:06:11.000]  Put on Christ和Put on love
[00:06:11.000 --> 00:06:14.000]  披上愛和披上基督
[00:06:14.000 --> 00:06:18.000]  雖然和合本《哥羅西書》三章十四節
[00:06:18.000 --> 00:06:23.000]  說不定你見不到穿上愛這些字面
[00:06:23.000 --> 00:06:27.000]  但原文的希臘文的確有這樣的意念
[00:06:27.000 --> 00:06:29.000]  所以我們要愛人
[00:06:29.000 --> 00:06:31.000]  我們要披上基督
[00:06:31.000 --> 00:06:34.000]  這就是羅馬書十三章八節
[00:06:34.000 --> 00:06:37.000]  愛人的就完全了律法
[00:06:37.000 --> 00:06:38.000]  十三章十四節
[00:06:38.000 --> 00:06:41.000]  總要披戴主耶穌基督
[00:06:41.000 --> 00:06:45.000]  不要為肉體安排去放縱私慾
[00:06:45.000 --> 00:06:46.000]  有沒有看到?
[00:06:46.000 --> 00:06:48.000]  不要為肉體安排
[00:06:48.000 --> 00:06:49.000]  不可以放縱私慾
[00:06:49.000 --> 00:06:51.000]  你不可以犯罪
[00:06:51.000 --> 00:06:55.000]  這就是負面的要我們遵守神的律法
[00:06:55.000 --> 00:06:58.000]  正面是十三章八節
[00:06:58.000 --> 00:07:01.000]  我們愛人就完全了律法
[00:07:01.000 --> 00:07:03.000]  成全了律法
[00:07:03.000 --> 00:07:07.000]  所以這兩節的經文都是說一樣的東西
[00:07:07.000 --> 00:07:10.000]  就是我們今天首尾結構的第一層
[00:07:10.000 --> 00:07:12.000]  其實如果你注意的話
[00:07:12.000 --> 00:07:15.000]  耶穌基督在約翰福音的十五章
[00:07:15.000 --> 00:07:18.000]  說到葡萄樹和枝子的關係
[00:07:18.000 --> 00:07:21.000]  都有很相似的經文
[00:07:21.000 --> 00:07:24.000]  其實那裡也有一個首尾結構
[00:07:24.000 --> 00:07:26.000]  在約翰福音的十五章七節
[00:07:26.000 --> 00:07:29.000]  就是首尾結構的上半部
[00:07:29.000 --> 00:07:30.000]  耶穌基督說
[00:07:30.000 --> 00:07:32.000]  你們若常在我裡面
[00:07:32.000 --> 00:07:36.000]  我們怎麼能常在耶穌基督裡面呢?
[00:07:36.000 --> 00:07:38.000]  當我們披戴耶穌基督
[00:07:38.000 --> 00:07:41.000]  我們就時時在耶穌基督的裡面
[00:07:41.000 --> 00:07:43.000]  我們披戴著祂
[00:07:43.000 --> 00:07:45.000]  這個首尾結構的下半部分
[00:07:45.000 --> 00:07:47.000]  十五章十節尾
[00:07:47.000 --> 00:07:50.000]  就常在我外裡
[00:07:50.000 --> 00:07:51.000]  有沒有看到?
[00:07:51.000 --> 00:07:53.000]  上面是說披戴基督
[00:07:53.000 --> 00:07:55.000]  下面是說愛
[00:07:55.000 --> 00:07:56.000]  耶穌基督的愛
[00:07:56.000 --> 00:07:58.000]  我們在祂的愛裡
[00:07:58.000 --> 00:08:01.000]  又是披戴耶穌基督和愛
[00:08:01.000 --> 00:08:03.000]  這個首尾結構最中心的地方
[00:08:03.000 --> 00:08:05.000]  十五章的七節
[00:08:05.000 --> 00:08:08.000]  我的話也常在你們裡面
[00:08:08.000 --> 00:08:13.000]  剛才說我們愛人就完全了律法
[00:08:13.000 --> 00:08:14.000]  我們披戴耶穌基督
[00:08:14.000 --> 00:08:15.000]  我們就不犯罪
[00:08:15.000 --> 00:08:16.000]  這裡說什麼呢?
[00:08:16.000 --> 00:08:19.000]  如果我們常在耶穌基督裡面
[00:08:19.000 --> 00:08:22.000]  我們常在耶穌基督的愛裡面
[00:08:22.000 --> 00:08:25.000]  神的話語就在我們裡面
[00:08:25.000 --> 00:08:27.000]  然後十五章的十節後
[00:08:27.000 --> 00:08:31.000]  我們就會遵守耶穌基督的命令
[00:08:31.000 --> 00:08:33.000]  所以這裡所說的
[00:08:33.000 --> 00:08:36.000]  其實和羅馬書我們今天的經文
[00:08:36.000 --> 00:08:39.000]  羅馬書的十三章是很相似
[00:08:39.000 --> 00:08:41.000]  所以有兩個部分
[00:08:41.000 --> 00:08:44.000]  一個部分就是我們要愛人
[00:08:44.000 --> 00:08:48.000]  另外一個部分我們要披上耶穌基督
[00:08:48.000 --> 00:08:50.000]  所以我們先說愛的部分
[00:08:50.000 --> 00:08:53.000]  羅馬書的十三章八節說
[00:08:53.000 --> 00:08:55.000]  凡事都不可虧欠人
[00:08:55.000 --> 00:09:00.000]  唯有彼此相愛要常以為虧欠
[00:09:00.000 --> 00:09:04.000]  因為愛人的就完全了律法
[00:09:04.000 --> 00:09:06.000]  有沒有看到這裡很簡單的一節經文
[00:09:06.000 --> 00:09:08.000]  我們看到有三點
[00:09:08.000 --> 00:09:11.000]  第一點就是不可虧欠人
[00:09:11.000 --> 00:09:14.000]  第二點是要彼此相愛
[00:09:14.000 --> 00:09:18.000]  第三點我們要完全律法
[00:09:18.000 --> 00:09:20.000]  所以我們先看第一點
[00:09:20.000 --> 00:09:22.000]  不可虧欠人
[00:09:22.000 --> 00:09:24.000]  羅馬書的十三章八節說
[00:09:24.000 --> 00:09:27.000]  凡事都不可虧欠人
[00:09:27.000 --> 00:09:31.000]  為什麼保羅無端端來到這裡
[00:09:31.000 --> 00:09:33.000]  就說不要虧欠人?
[00:09:33.000 --> 00:09:36.000]  我們可以看回前面的經文
[00:09:36.000 --> 00:09:39.000]  十三章的六節和七節說什麼?
[00:09:39.000 --> 00:09:42.000]  保羅說我們要服從政府
[00:09:42.000 --> 00:09:46.000]  其中一樣服從政府的就是要納稅
[00:09:46.000 --> 00:09:49.000]  你不要虧欠政府
[00:09:49.000 --> 00:09:51.000]  你要納稅
[00:09:51.000 --> 00:09:54.000]  但今天的經文也可以解釋到
[00:09:54.000 --> 00:09:57.000]  我們不要虧欠任何人的債
[00:09:57.000 --> 00:09:59.000]  的確在歷史當中
[00:09:59.000 --> 00:10:02.000]  有很多很好的基督徒
[00:10:02.000 --> 00:10:04.000]  他們從來不會去借錢
[00:10:04.000 --> 00:10:07.000]  好像斯布真、斯珀俊
[00:10:07.000 --> 00:10:11.000]  好像內地會的戴德珍、克森·泰勒
[00:10:11.000 --> 00:10:13.000]  他們都不會借錢
[00:10:13.000 --> 00:10:16.000]  根據他們說的羅馬書十三章八節
[00:10:16.000 --> 00:10:19.000]  凡事都不可虧欠人
[00:10:19.000 --> 00:10:23.000]  但這節的經文是否真的這樣解釋呢?
[00:10:23.000 --> 00:10:26.000]  如果我們注意到其實在舊約
[00:10:26.000 --> 00:10:31.000]  聖經是有教我們關於借錢的律例典章
[00:10:31.000 --> 00:10:34.000]  例如在說出埃及記的二十二章
[00:10:34.000 --> 00:10:36.000]  和生命記的二十三章
[00:10:36.000 --> 00:10:39.000]  經文說不可取利
[00:10:39.000 --> 00:10:42.000]  你借錢給人你不要去收貴利
[00:10:42.000 --> 00:10:44.000]  你不要做大耳窿
[00:10:44.000 --> 00:10:47.000]  另外生命記的十五章告訴我們
[00:10:47.000 --> 00:10:50.000]  有人借錢我們不可以忍著心
[00:10:50.000 --> 00:10:52.000]  我們要借給他們
[00:10:52.000 --> 00:10:54.000]  所以在摩西五經裏面
[00:10:54.000 --> 00:10:58.000]  有教我們關於借錢的律例典章
[00:10:58.000 --> 00:11:01.000]  在詩篇的三十七篇二十六節
[00:11:01.000 --> 00:11:03.000]  說他終日恩代人
[00:11:03.000 --> 00:11:06.000]  借給人他的後裔也蒙福
[00:11:06.000 --> 00:11:08.000]  蒙福的是什麼人?
[00:11:08.000 --> 00:11:10.000]  借錢給人的人
[00:11:10.000 --> 00:11:14.000]  然後在述詩篇的三十七篇二十一節說
[00:11:14.000 --> 00:11:17.000]  惡人借貸而不償還
[00:11:17.000 --> 00:11:20.000]  蒙福的人就時時借錢給人
[00:11:20.000 --> 00:11:21.000]  惡人又怎樣?
[00:11:21.000 --> 00:11:23.000]  借了錢不還
[00:11:23.000 --> 00:11:27.000]  所以第一點我們一定要不要虧欠人
[00:11:27.000 --> 00:11:30.000]  我們一定要如果欠人錢就要還錢
[00:11:30.000 --> 00:11:33.000]  千萬不要好像劉備借荊州
[00:11:33.000 --> 00:11:35.000]  一借無回頭
[00:11:35.000 --> 00:11:39.000]  這裡說不要虧欠人的債
[00:11:39.000 --> 00:11:43.000]  我們說要愛人
[00:11:43.000 --> 00:11:47.000]  第二點就是要彼此相愛
[00:11:47.000 --> 00:11:50.000]  經文說唯有彼此相愛
[00:11:50.000 --> 00:11:52.000]  要常以為虧欠
[00:11:52.000 --> 00:11:55.000]  羅馬書十三章八節尾
[00:11:55.000 --> 00:11:58.000]  不要欠人的債
[00:11:58.000 --> 00:12:00.000]  如果你要欠人的債
[00:12:00.000 --> 00:12:01.000]  你欠什麼?
[00:12:01.000 --> 00:12:03.000]  欠人愛的債
[00:12:03.000 --> 00:12:07.000]  你好像還不清人家愛的債一樣
[00:12:07.000 --> 00:12:10.000]  你拼命去愛人好像還不清一樣
[00:12:10.000 --> 00:12:13.000]  這個就是保羅教我們
[00:12:13.000 --> 00:12:16.000]  那你說愛是什麼?
[00:12:16.000 --> 00:12:19.000]  怎樣才能夠表達出愛?
[00:12:19.000 --> 00:12:22.000]  你問愛是一種感覺嗎?
[00:12:22.000 --> 00:12:24.000]  是一種感動嗎?
[00:12:24.000 --> 00:12:26.000]  你和我說我愛你
[00:12:26.000 --> 00:12:27.000]  我又和你說我愛你
[00:12:27.000 --> 00:12:29.000]  大家說得雞皮疙瘩都起了
[00:12:29.000 --> 00:12:32.000]  是不是這樣就是愛?
[00:12:32.000 --> 00:12:33.000]  當然不是
[00:12:33.000 --> 00:12:36.000]  我們看聖經告訴我們愛是什麼
[00:12:36.000 --> 00:12:38.000]  首先第一點
[00:12:38.000 --> 00:12:41.000]  愛是出於真理
[00:12:41.000 --> 00:12:42.000]  你說真是?
[00:12:42.000 --> 00:12:43.000]  是呀
[00:12:43.000 --> 00:12:46.000]  保羅在《哥倫多後書》第六章
[00:12:46.000 --> 00:12:49.000]  他和哥倫多教會的人說
[00:12:49.000 --> 00:12:53.000]  我為了你們我經歷了很多苦難
[00:12:53.000 --> 00:12:56.000]  被鞭打、監禁、擾亂
[00:12:56.000 --> 00:12:59.000]  我勤勞、警醒、不食
[00:12:59.000 --> 00:13:02.000]  吃都沒得吃,為了你們
[00:13:02.000 --> 00:13:04.000]  在《哥倫多後書》六章六節
[00:13:04.000 --> 00:13:07.000]  說我對你們有無偽的愛心
[00:13:07.000 --> 00:13:10.000]  那你說這個愛心是怎樣?
[00:13:10.000 --> 00:13:12.000]  接著六章七節保羅說
[00:13:12.000 --> 00:13:16.000]  我傳真實的道理給你們
[00:13:16.000 --> 00:13:19.000]  原來傳真實的道理給人
[00:13:19.000 --> 00:13:22.000]  就是有無偽的愛心
[00:13:22.000 --> 00:13:26.000]  原來愛是出自真理
[00:13:26.000 --> 00:13:28.000]  這是保羅告訴我們
[00:13:28.000 --> 00:13:31.000]  在《說耳乏》所書的四章十五節
