
[00:00:00.000 --> 00:00:08.320]  我們今天要說的是以色列人如何渡過約旦河
[00:00:08.320 --> 00:00:13.280]  其實我們每個人的生命當中都可能有很多約旦河
[00:00:13.280 --> 00:00:15.280]  我們需要渡過
[00:00:15.280 --> 00:00:19.120]  很多時候我們都不懂得如何渡過
[00:00:19.120 --> 00:00:22.480]  今天我們就看看透過以色列人
[00:00:22.480 --> 00:00:28.640]  如何被約書亞帶領渡過約旦河來學習
[00:00:28.640 --> 00:00:33.120]  我們如何渡過我們生命中的約旦河
[00:00:33.120 --> 00:00:35.680]  先說說一些背景
[00:00:35.680 --> 00:00:40.480]  在約書亞記的1章1至2節神對約書亞說
[00:00:40.480 --> 00:00:45.680]  摩西死了 你要起來和眾百姓渡過約旦河
[00:00:45.680 --> 00:00:49.120]  往我所賜給以色列人的地去
[00:00:49.120 --> 00:00:51.680]  其實早在摩西的時候
[00:00:51.680 --> 00:00:54.320]  在生命記的6章23節
[00:00:54.320 --> 00:00:59.120]  摩西已經說神將我們從那裡領出來
[00:00:59.120 --> 00:01:02.160]  要領我們進入他向我們列祖
[00:01:02.160 --> 00:01:07.120]  起誓應許之地 把這地賜給我們
[00:01:07.120 --> 00:01:10.800]  神帶領以色列人出菌榜
[00:01:10.800 --> 00:01:14.960]  出了圍爐之家 要進入應許之地
[00:01:14.960 --> 00:01:17.520]  踏過紅海出埃及
[00:01:17.520 --> 00:01:22.160]  踏過約旦河 現在要進入應許之地
[00:01:22.160 --> 00:01:27.040]  約書亞叫以色列人到約旦河邊
[00:01:27.040 --> 00:01:31.760]  在那裡停留三天等候
[00:01:31.760 --> 00:01:33.120]  大家如果注意的話
[00:01:33.120 --> 00:01:35.680]  聖經裡面有很多的三天
[00:01:35.680 --> 00:01:41.680]  上一次和大家說那些探子在山上等候三天才下來
[00:01:41.680 --> 00:01:48.720]  今天我們看到約書亞要以色列人在約旦河邊等候三天
[00:01:48.720 --> 00:01:53.440]  其實我相信三天在新約很重要的是什麼?
[00:01:53.440 --> 00:01:58.080]  耶穌基督為我們釘十字架三天復活
[00:01:58.080 --> 00:01:59.760]  所以我相信在聖經裡面
[00:01:59.760 --> 00:02:02.720]  為什麼有這麼多的三天
[00:02:02.720 --> 00:02:09.280]  約書亞說在約旦河邊三天休息來預備
[00:02:09.280 --> 00:02:12.080]  約書亞記的3章15節
[00:02:12.080 --> 00:02:16.240]  他們到了約旦河 腳一入水
[00:02:16.240 --> 00:02:19.200]  不是說一到約旦河
[00:02:19.200 --> 00:02:23.920]  那些以色列人個個都跳進河裡
[00:02:23.920 --> 00:02:25.040]  這裡說什麼?
[00:02:25.040 --> 00:02:27.680]  原來有個括弧告訴我們
[00:02:27.680 --> 00:02:33.120]  約旦河再修割的日子 漲過兩岸
[00:02:33.120 --> 00:02:36.240]  原來修割的日子就是春天
[00:02:36.240 --> 00:02:40.960]  在冬天的時候 黑門山積滿了雪
[00:02:40.960 --> 00:02:45.360]  然後到了春天 開始暖了 開始融雪
[00:02:45.360 --> 00:02:48.160]  所以水就一直流到約旦河
[00:02:48.160 --> 00:02:53.040]  令到兩岸都有水漲溢到兩岸
[00:02:53.040 --> 00:02:58.960]  為什麼神要在這個時候叫以色列人過約旦河?
[00:02:58.960 --> 00:03:03.120]  為什麼不等到水位低的時候才過呢?
[00:03:03.120 --> 00:03:08.160]  水位低的時候約旦河大概90至100呎那麼寬
[00:03:08.160 --> 00:03:10.240]  過就比較容易
[00:03:10.240 --> 00:03:12.400]  但是水位高的時候
[00:03:12.400 --> 00:03:15.200]  約旦河可以是幾百呎那麼寬
[00:03:15.200 --> 00:03:17.280]  甚至是一千呎
[00:03:17.280 --> 00:03:19.680]  而且水流是非常急
[00:03:19.680 --> 00:03:23.280]  是10至12里一小時
[00:03:23.280 --> 00:03:28.240]  為什麼要在這麼艱險 這麼艱難的時候來過呢?
[00:03:28.240 --> 00:03:32.400]  因為只有這樣才能彰顯出神的大能
[00:03:32.400 --> 00:03:36.400]  如果水位低的時候 人人都間水而過
[00:03:36.400 --> 00:03:38.480]  不是一件奇怪的事
[00:03:38.480 --> 00:03:41.680]  但是在這麼高 水流這麼急的時候
[00:03:41.680 --> 00:03:47.200]  能夠過約旦河 全部都是靠神的能力
[00:03:47.200 --> 00:03:50.160]  很多新一代的以色列人
[00:03:50.160 --> 00:03:52.560]  他們都在曠野出生
[00:03:52.560 --> 00:03:55.760]  他們對曠野非常熟悉
[00:03:55.760 --> 00:04:00.240]  但是他們對迦南地完全不熟悉
[00:04:00.240 --> 00:04:03.680]  他們只聽見他們的長輩 他們的大人說
[00:04:03.680 --> 00:04:06.960]  迦南地有很高大的城牆
[00:04:06.960 --> 00:04:09.920]  有很多巨人在那裡居住
[00:04:09.920 --> 00:04:13.520]  令他們相信是非常之的懼怕
[00:04:13.520 --> 00:04:18.240]  現在曠野舒適的生活已經完結了
[00:04:18.240 --> 00:04:21.760]  神說我不會再給你們吃過馬拿了
[00:04:21.760 --> 00:04:26.320]  你們要去到迦南地來過新的生活
[00:04:26.320 --> 00:04:30.720]  我剛才說我們每個人生命當中都有很多的約旦河
[00:04:30.720 --> 00:04:32.480]  可能有很多的挑戰
[00:04:32.480 --> 00:04:37.040]  有很多我們面臨的危難艱難的事
[00:04:37.040 --> 00:04:40.320]  但我們怎樣能夠面對這些事呢?
[00:04:40.320 --> 00:04:43.120]  從約書亞和以色列人的身上
[00:04:43.120 --> 00:04:45.920]  我們可以學到很重要的功課
[00:04:45.920 --> 00:04:51.600]  怎樣能夠雖然在這些困境當中仍然剛強起來
[00:04:51.600 --> 00:04:54.080]  面對我們的難處
[00:04:54.080 --> 00:05:00.160]  今天要和大家說的一共有五點那麼多
[00:05:00.160 --> 00:05:05.280]  第一點就是要憑著信心來踏出
[00:05:05.280 --> 00:05:09.440]  當我們經歷一些曾經我們經歷過的事
[00:05:09.440 --> 00:05:12.720]  我們見過的事我們可能不會害怕
[00:05:12.720 --> 00:05:15.840]  但是如果我們經歷一些從來我們未見過
[00:05:15.840 --> 00:05:19.520]  未遇見過的事相信我們會很懼怕
[00:05:19.520 --> 00:05:21.600]  就好像新的一代以色列人
[00:05:21.600 --> 00:05:27.440]  去到約旦河的前面相信他們會很緊張
[00:05:27.440 --> 00:05:30.560]  他們面臨的是一個很大的挑戰
[00:05:30.560 --> 00:05:34.720]  前面的迦南地是一個陌生的地方
[00:05:34.720 --> 00:05:38.560]  是他們從來未去過的地方
[00:05:38.560 --> 00:05:40.800]  我相信這也是原因
[00:05:40.800 --> 00:05:47.520]  為何約書亞要叫以色列人在約旦河邊等待三天
[00:05:47.520 --> 00:05:50.160]  其中一個原因就是要他們記得
[00:05:50.160 --> 00:05:53.760]  神在曠野怎樣來照顧他們
[00:05:53.760 --> 00:05:56.640]  在《新命記》的八章二節經文說
[00:05:56.640 --> 00:06:02.560]  「你也要紀念耶和華你的神在曠野引導你這四十年
[00:06:02.560 --> 00:06:07.200]  是要苦練你 試驗你 要知道你心內如何
[00:06:07.200 --> 00:06:10.480]  狠守他的誡命不幸」
[00:06:10.480 --> 00:06:16.160]  一方面神是無微不至地照顧以色列人
[00:06:16.160 --> 00:06:21.120]  我們見到白天日間祂是用雲柱來帶領
[00:06:21.120 --> 00:06:23.280]  晚上是用火柱
[00:06:23.280 --> 00:06:24.640]  他們沒有東西吃嗎?
[00:06:24.640 --> 00:06:27.840]  天降馬拿 暗春都有得吃
[00:06:27.840 --> 00:06:29.040]  沒有水喝嗎?
[00:06:29.040 --> 00:06:30.880]  盆石都出水
[00:06:30.880 --> 00:06:34.480]  一方面神是無微不至地照顧他們
[00:06:34.480 --> 00:06:37.600]  但另一方面也是給他們磨練
[00:06:37.600 --> 00:06:39.200]  給他們鍛鍊
[00:06:39.200 --> 00:06:42.240]  給他們有機會學習
[00:06:42.240 --> 00:06:47.520]  將來如何面對進入迦蘭地的難題
[00:06:47.520 --> 00:06:54.480]  其實我們見到在《新命記》的二十九章第五節
[00:06:54.480 --> 00:06:58.320]  經文說「我領你們在曠野四十年
[00:06:58.320 --> 00:07:01.520]  你們身上的衣服並沒有穿破
[00:07:01.520 --> 00:07:04.720]  腳上的鞋也沒有穿壞」
[00:07:04.720 --> 00:07:11.120]  神給以色列人毫無缺乏地幫助他們
[00:07:11.120 --> 00:07:14.320]  現在要他們走這條路
[00:07:14.320 --> 00:07:17.920]  不是再用雲柱火柱來帶領他們
[00:07:17.920 --> 00:07:21.040]  剛才我們讀經文的時候我們見過
[00:07:21.040 --> 00:07:23.920]  就是約櫃走在前面
[00:07:23.920 --> 00:07:27.760]  以色列人望見約櫃 跟著約櫃走
[00:07:27.760 --> 00:07:32.240]  約櫃就是代表神與以色列人同在
[00:07:32.240 --> 00:07:35.760]  相信我們每個基督徒的身上
[00:07:35.760 --> 00:07:41.200]  我們以前都經歷過神的大能在我們的身上
[00:07:41.200 --> 00:07:46.320]  雖然這些事未必像是紅海打開
[00:07:46.320 --> 00:07:50.400]  未必像天降馬拿般轟天動地的事
[00:07:50.400 --> 00:07:56.400]  但畢竟神在我們生命當中曾經幫過我們
[00:07:56.400 --> 00:08:00.000]  曾經滿足過我們的需要
[00:08:00.000 --> 00:08:02.960]  當我們面臨新的挑戰
[00:08:02.960 --> 00:08:06.240]  面臨一些新的危難的時候
[00:08:06.240 --> 00:08:10.480]  我們要記得神在我們身上曾經做過的事
[00:08:10.480 --> 00:08:13.040]  當我們回顧的時候
[00:08:13.040 --> 00:08:16.080]  我們見到神的恩典 見到神的大能
[00:08:16.080 --> 00:08:18.320]  就能夠幫助我們克服
[00:08:18.320 --> 00:08:20.720]  幫助我們踏出第一步
[00:08:20.720 --> 00:08:23.600]  約書雅記的三章四節
[00:08:23.600 --> 00:08:26.480]  「使你們知道所當走的路
[00:08:26.480 --> 00:08:30.800]  因為這條路你們向來沒有走過」
[00:08:30.800 --> 00:08:34.080]  不單止是以色列人從來沒有走過
[00:08:34.080 --> 00:08:37.360]  這條路是任何人都沒有走過
[00:08:37.360 --> 00:08:40.240]  你想想以色列人去到約旦河邊
[00:08:40.240 --> 00:08:42.240]  前面就是約旦河了
[00:08:42.240 --> 00:08:44.480]  前無去路
[00:08:44.480 --> 00:08:45.760]  沒有人走過
[00:08:45.760 --> 00:08:49.600]  神要打開約旦河讓他們走
[00:08:50.560 --> 00:08:53.920]  跨過約旦河 跨過這個字
[00:08:53.920 --> 00:08:56.000]  就是Avow這個字
[00:08:56.000 --> 00:08:57.920]  原文的希伯來文
[00:08:57.920 --> 00:09:01.120]  Avow這個字在舊約重複出現
[00:09:01.120 --> 00:09:03.120]  但出現次數最多的
[00:09:03.120 --> 00:09:04.960]  你猜是哪一本書
[00:09:04.960 --> 00:09:06.880]  就是約書雅記
[00:09:06.880 --> 00:09:10.400]  神要以色列人跨過約旦河
[00:09:10.400 --> 00:09:13.920]  要踏入去應許之地
[00:09:13.920 --> 00:09:17.280]  Avow這個字是多過
[00:09:17.280 --> 00:09:20.080]  你由一個地方去到另外一個地方
[00:09:20.080 --> 00:09:22.880]  多過你由A去B
[00:09:22.880 --> 00:09:25.440]  多過你由岸的一邊
[00:09:25.440 --> 00:09:28.160]  去到一條河的岸另外一邊
[00:09:28.160 --> 00:09:30.400]  就好像過約旦河一樣
[00:09:30.400 --> 00:09:32.960]  Avow這個字的意思就是說
[00:09:32.960 --> 00:09:34.720]  由一個你認為舒適
[00:09:34.720 --> 00:09:37.120]  認為你安全的地方
[00:09:37.120 --> 00:09:38.800]  踏到一個地方
[00:09:38.800 --> 00:09:40.880]  你認為是陌生
[00:09:40.880 --> 00:09:42.560]  是從來沒有去過
[00:09:42.560 --> 00:09:45.520]  或者甚至危險的地方
[00:09:45.520 --> 00:09:48.720]  這個就是Avow這個字的意思
[00:09:48.720 --> 00:09:52.720]  Avow這個字是一個動詞
[00:09:52.720 --> 00:09:56.560]  這個字的名詞在創世記的
[00:09:56.560 --> 00:10:00.240]  十章二十四節出現過
[00:10:00.240 --> 00:10:01.680]  說到閃
[00:10:01.680 --> 00:10:04.400]  記不記得羅亞的三個兒子
[00:10:04.400 --> 00:10:06.400]  閃、含、雅、弗
[00:10:06.400 --> 00:10:11.120]  閃的後人其中一個就是阿發薩
[00:10:11.120 --> 00:10:14.400]  阿發薩是生了沙拉
[00:10:14.400 --> 00:10:17.440]  沙拉是生了希伯
[00:10:17.440 --> 00:10:24.000]  希伯這個字就是跨過這個字的名詞
[00:10:24.000 --> 00:10:26.080]  所以我們見到希伯
[00:10:26.080 --> 00:10:29.840]  希伯來人就是一個跨過的民族
[00:10:29.840 --> 00:10:32.880]  他們不斷地跨過
[00:10:32.880 --> 00:10:35.120]  因為這樣有很多人說
[00:10:35.120 --> 00:10:38.080]  希伯來人的老祖宗就是希伯
[00:10:38.080 --> 00:10:40.480]  因為他的名字叫做希伯
[00:10:40.480 --> 00:10:43.680]  其實這個是有聖經根據
[00:10:43.680 --> 00:10:45.360]  因為創世記的十一章
[00:10:45.360 --> 00:10:47.360]  十六至三十一節
[00:10:47.360 --> 00:10:50.720]  希伯的確是阿伯拉罕的祖先
[00:10:50.720 --> 00:10:55.040]  但是我相信真正希伯來人的老祖宗
[00:10:55.040 --> 00:10:56.800]  是阿伯拉罕
[00:10:56.800 --> 00:10:59.680]  他就是那位不斷地跨過
[00:10:59.680 --> 00:11:02.400]  他是由吾爾踏出吾爾
[00:11:02.400 --> 00:11:04.880]  他是跨過又法拉底河
[00:11:04.880 --> 00:11:07.360]  他是踏入去英雄之地
[00:11:07.360 --> 00:11:09.760]  他就是那位不斷地跨過
[00:11:09.760 --> 00:11:13.600]  他就是那位希伯來人的老祖宗
[00:11:13.600 --> 00:11:18.000]  其實希伯來人都是一個跨過的民族
[00:11:18.000 --> 00:11:19.600]  顧名思義
[00:11:19.600 --> 00:11:22.000]  他們跨過紅海出埃及
[00:11:22.000 --> 00:11:23.920]  他們跨過約旦河
[00:11:23.920 --> 00:11:26.400]  是進入英雄之地
[00:11:26.400 --> 00:11:32.320]  除非我們是願意被這位我們看不見的神
[00:11:32.320 --> 00:11:36.400]  帶領我們去走這條我們看不見的路
[00:11:36.400 --> 00:11:41.280]  我們不能夠渡過我們生命中的約旦河
[00:11:41.280 --> 00:11:44.080]  我們要將信心放在我們的神那裏
[00:11:44.080 --> 00:11:48.720]  我們要踏出第一步
[00:11:48.720 --> 00:11:51.280]  這就是第一點
[00:11:51.280 --> 00:11:54.960]  第二點我們要仰望我們的上主
[00:11:54.960 --> 00:11:58.560]  在約書亞記的三章四節
[00:11:58.560 --> 00:12:01.760]  指示你們和約衛相離
[00:12:01.760 --> 00:12:03.840]  要量二千爪
[00:12:03.840 --> 00:12:06.400]  不可與約衛相近
[00:12:06.400 --> 00:12:09.600]  約衛走在他們的前面
[00:12:09.600 --> 00:12:11.840]  約衛裏面裝著什麼?
[00:12:11.840 --> 00:12:13.360]  是法板
[00:12:13.360 --> 00:12:16.080]  是神和以色列人納的約
[00:12:16.080 --> 00:12:19.520]  約衛這個字在第三第四章
[00:12:19.520 --> 00:12:21.440]  重複出現十六次
[00:12:21.440 --> 00:12:24.000]  讓我們看到約衛的重要
[00:12:24.000 --> 00:12:27.760]  就是代表以色列人與神同在
[00:12:27.760 --> 00:12:31.680]  這個約衛就是代表神和以色列人同在
[00:12:31.680 --> 00:12:33.760]  在文素記的第二章
[00:12:33.760 --> 00:12:36.160]  當他們行軍安營的時候
[00:12:36.160 --> 00:12:39.040]  約衛在他們營的中間
[00:12:39.040 --> 00:12:42.080]  就是最中心最重要的部分
[00:12:42.080 --> 00:12:44.960]  但是現在走在他們的前面
[00:12:44.960 --> 00:12:47.680]  在《史詩篇》的八十篇第一節
[00:12:47.680 --> 00:12:50.960]  神是坐在約衛的上方
[00:12:50.960 --> 00:12:53.440]  約衛的蓋就是私恩寶座
[00:12:53.440 --> 00:12:57.920]  就是在兩位基魯伯天使的中間
[00:12:57.920 --> 00:13:03.520]  現在說約衛要在他們的前面二千爪
[00:13:03.520 --> 00:13:05.360]  一爪是多少?
[00:13:05.360 --> 00:13:09.920]  一爪是由我們的手指尖到手肘
[00:13:09.920 --> 00:13:12.080]  大概是一尺半
[00:13:12.080 --> 00:13:15.600]  我真的去量一下我自己的一爪有多少
[00:13:15.600 --> 00:13:17.760]  東方人就小一點
[00:13:17.760 --> 00:13:20.160]  我的一爪是十六吋
[00:13:20.160 --> 00:13:23.280]  十八吋才是一尺半
[00:13:23.280 --> 00:13:24.800]  我是差了兩吋
[00:13:24.800 --> 00:13:27.600]  但是如果你說那些人高大一點的話
[00:13:27.600 --> 00:13:29.120]  說不定二十吋
[00:13:29.120 --> 00:13:32.400]  但是平均來說都是十八吋一尺半
[00:13:32.400 --> 00:13:34.640]  二千爪有多少?
[00:13:34.640 --> 00:13:36.320]  三千尺
[00:13:36.320 --> 00:13:38.880]  為什麼距離這麼遠?
[00:13:38.880 --> 00:13:41.760]  不要觸摸到約衛
[00:13:41.760 --> 00:13:43.680]  這個大件事
[00:13:43.680 --> 00:13:46.880]  記不記得在《撒姆爾夏》的第六章
[00:13:46.880 --> 00:13:48.400]  烏剎這個人
[00:13:48.400 --> 00:13:50.880]  他在運輸約衛
[00:13:50.880 --> 00:13:54.000]  牛失前蹄的約衛跌了
[00:13:54.000 --> 00:13:56.000]  他就守護這個約衛
[00:13:56.000 --> 00:13:58.560]  結果遭來殺身之禍
[00:13:58.560 --> 00:14:02.800]  因為只有特別處理聖物的祭司
[00:14:02.800 --> 00:14:05.600]  才可以見聖物
[00:14:05.600 --> 00:14:07.600]  平時人是不可以的
[00:14:07.600 --> 00:14:09.840]  所以他遭來殺身之禍
[00:14:09.840 --> 00:14:12.080]  二千爪三千尺
[00:14:12.080 --> 00:14:17.120]  就是保證你不會有機會觸摸到神的約衛
[00:14:17.120 --> 00:14:19.680]  但是也不要太遠
[00:14:19.680 --> 00:14:23.280]  讓你仍然能夠見到約衛在你的前面
[00:14:23.280 --> 00:14:25.280]  來帶領你
[00:14:25.280 --> 00:14:31.360]  約衛就是代表神和以色列人同在
[00:14:31.360 --> 00:14:33.920]  記不記得在《出埃及記》的33章
[00:14:33.920 --> 00:14:35.920]  15-16節
[00:14:35.920 --> 00:14:39.280]  摩西說:你若不親自和我同去
[00:14:39.280 --> 00:14:42.480]  就不要把我們從這裡領上去
[00:14:42.480 --> 00:14:46.400]  人在何事上得而知道我和你的百姓
[00:14:46.400 --> 00:14:48.640]  在你的眼前蒙恩呢?
[00:14:48.640 --> 00:14:51.200]  豈不是因你與我們同去
[00:14:51.200 --> 00:14:56.320]  使我們和你的百姓與地上的萬民有分別?
[00:14:56.320 --> 00:14:59.920]  以色列人和世人有什麼分別?
[00:14:59.920 --> 00:15:01.920]  是神與他們同在
[00:15:01.920 --> 00:15:05.280]  我們基督徒和世人有什麼分別?
[00:15:05.280 --> 00:15:07.280]  我們也有神
[00:15:07.280 --> 00:15:10.400]  有耶穌基督與我們同在
[00:15:10.400 --> 00:15:15.520]  所以我們要不斷仰望耶穌基督
[00:15:15.520 --> 00:15:16.800]  我們要仰望神
[00:15:16.800 --> 00:15:21.120]  這也是希伯來書的十二章二節所說的
[00:15:21.120 --> 00:15:25.600]  「仰望為我們信心創始成中的耶穌」
[00:15:25.600 --> 00:15:28.800]  當我們仰望耶穌基督的時候
[00:15:28.800 --> 00:15:31.600]  當我們面臨困境危難
[00:15:31.600 --> 00:15:33.600]  我們是能夠勝過的
[00:15:33.600 --> 00:15:36.320]  但如果我們將我們的視覺
[00:15:36.320 --> 00:15:38.800]  離開了耶穌基督的身上
[00:15:38.800 --> 00:15:40.800]  放在其他東西身上
[00:15:40.800 --> 00:15:42.800]  我們就不能夠得勝
[00:15:42.800 --> 00:15:45.280]  我們要知道
[00:15:45.280 --> 00:15:47.280]  我們所相信的神
[00:15:47.440 --> 00:15:49.920]  是創造宇宙萬物
[00:15:49.920 --> 00:15:51.920]  掌管一切的神
[00:15:51.920 --> 00:15:55.600]  在聖經裏面叫祂做全地的主
[00:15:55.600 --> 00:15:59.040]  如果與我們同在的是全地的主
[00:15:59.040 --> 00:16:02.640]  我們還有什麼值得我們懼怕?
[00:16:02.640 --> 00:16:06.640]  在書新約
[00:16:06.640 --> 00:16:09.520]  我們記得在馬太福音十四章
[00:16:09.520 --> 00:16:13.360]  耶穌基督打發了他的門徒上船之後
[00:16:13.360 --> 00:16:16.400]  他就獨自到山上禱告
[00:16:16.400 --> 00:16:18.400]  到了晚上
[00:16:18.400 --> 00:16:21.840]  突然在海上刮起大風
[00:16:21.840 --> 00:16:25.120]  門徒見到有個人在水面上行走
[00:16:25.120 --> 00:16:27.120]  這就是耶穌基督
[00:16:27.120 --> 00:16:29.120]  他們以為是鬼
[00:16:29.120 --> 00:16:31.120]  他們很害怕
[00:16:31.120 --> 00:16:33.120]  耶穌就對他們說
[00:16:33.120 --> 00:16:35.120]  「你們放心,是我不要懼怕」
[00:16:35.120 --> 00:16:37.120]  哇!彼得說
[00:16:37.120 --> 00:16:39.120]  這麼好玩
[00:16:39.120 --> 00:16:41.120]  在水上行走
[00:16:41.120 --> 00:16:43.120]  我又要
[00:16:43.120 --> 00:16:45.120]  他對耶穌基督說
[00:16:45.120 --> 00:16:47.120]  「你那邊」
[00:16:47.120 --> 00:16:49.120]  耶穌說「好啊,你來吧」
[00:16:49.120 --> 00:16:51.120]  於是彼得就下船
[00:16:51.120 --> 00:16:53.120]  在水上行走
[00:16:53.120 --> 00:16:55.120]  頭頭都行得不錯
[00:16:55.120 --> 00:16:59.120]  當他一見到風浪大的時候
[00:16:59.120 --> 00:17:01.120]  他就開始害怕
[00:17:01.120 --> 00:17:03.120]  於是向下沉
[00:17:03.120 --> 00:17:05.120]  他說「主啊,救我」
[00:17:05.120 --> 00:17:07.120]  當然耶穌基督是救他
[00:17:07.120 --> 00:17:09.120]  但由這件事我們就見到
[00:17:09.120 --> 00:17:13.120]  當彼得仰望耶穌基督
[00:17:13.120 --> 00:17:15.120]  他一眼望著耶穌基督
[00:17:15.120 --> 00:17:17.120]  他行得好好的
[00:17:17.120 --> 00:17:21.120]  但當水面有風刮起的時候
[00:17:21.120 --> 00:17:23.120]  他的注意力就放到環境那裡
[00:17:23.120 --> 00:17:25.120]  甚至他可能是
[00:17:25.120 --> 00:17:27.120]  望著其他的門徒
[00:17:27.120 --> 00:17:29.120]  以致他就向下沉
[00:17:29.120 --> 00:17:31.120]  我們見到
[00:17:31.120 --> 00:17:33.120]  約書亞就是要
[00:17:33.120 --> 00:17:35.120]  以色列人仰望著
[00:17:35.120 --> 00:17:37.120]  那個藥櫃
[00:17:37.120 --> 00:17:39.120]  不要將他們的注意力
[00:17:39.120 --> 00:17:41.120]  放在約旦河的水那裡
[00:17:41.120 --> 00:17:43.120]  上流的水
[00:17:43.120 --> 00:17:45.120]  下流的水都不要
[00:17:45.120 --> 00:17:47.120]  將注意力放在那裡
[00:17:47.120 --> 00:17:49.120]  要放在藥櫃的身上
[00:17:49.120 --> 00:17:51.120]  神的身上
[00:17:51.120 --> 00:17:53.120]  我們都是一樣
[00:17:53.120 --> 00:17:55.120]  我們將我們的注意力
[00:17:55.120 --> 00:17:57.120]  放在耶穌基督的身上
[00:17:57.120 --> 00:17:59.120]  我們能夠克服我們生命中
[00:17:59.120 --> 00:18:01.120]  很多的難題
[00:18:01.120 --> 00:18:03.120]  但很可惜
[00:18:03.120 --> 00:18:05.120]  很多時候我們都是將我們的注意力
[00:18:05.120 --> 00:18:07.120]  放在環境的身上
[00:18:07.120 --> 00:18:09.120]  甚至放在人的身上
[00:18:09.120 --> 00:18:11.120]  當我們將我們的注意力
[00:18:11.120 --> 00:18:13.120]  放在環境、放在人的身上
[00:18:13.120 --> 00:18:15.120]  那你就注定失敗
[00:18:15.120 --> 00:18:19.120]  第一點我們說
[00:18:19.120 --> 00:18:21.120]  是要憑著信心踏出
[00:18:21.120 --> 00:18:23.120]  第二點我們說
[00:18:23.120 --> 00:18:25.120]  是要仰望上主
[00:18:25.120 --> 00:18:27.120]  第三點就是要潔淨自己
[00:18:27.120 --> 00:18:29.120]  約書亞記的
[00:18:29.120 --> 00:18:31.120]  三章五節
[00:18:31.120 --> 00:18:33.120]  約書亞吩咐百姓說
[00:18:33.120 --> 00:18:35.120]  你們要自潔
[00:18:35.120 --> 00:18:37.120]  因為明天耶和華
