
[00:00:00.000 --> 00:00:09.560]  我們沒有麥克風
[00:00:09.560 --> 00:00:13.740]  我看看有沒有一些弟兄姊妹
[00:00:13.740 --> 00:00:16.520]  因為我們時間是很有限
[00:00:16.520 --> 00:00:19.200]  有沒有一些弟兄姊妹
[00:00:19.200 --> 00:00:23.840]  你覺得這個問題不問
[00:00:23.840 --> 00:00:26.240]  你今晚睡不著覺的
[00:00:26.240 --> 00:00:27.880]  或者你說這個問題
[00:00:27.880 --> 00:00:32.160]  其實很多人都要面對的
[00:00:32.160 --> 00:00:37.680]  那我也很想一兩條這樣的問題給一些機會
[00:00:37.680 --> 00:00:38.780]  有沒有弟兄姊妹
[00:00:38.780 --> 00:00:42.520]  你真的 比如你剛才休息了10分鐘的時候
[00:00:42.520 --> 00:00:45.800]  一直對於你來說是矯情處理的
[00:00:45.800 --> 00:00:49.800]  那我也不想就這樣轉了另外一個課題
[00:00:49.800 --> 00:00:51.360]  有沒有呢?
[00:00:51.360 --> 00:00:56.580]  是 後面 讓我先聽不聽得到 試一下
[00:00:56.580 --> 00:01:00.800]  沒有麥克風大家可能聽不到的
[00:01:00.800 --> 00:01:05.360]  有麥克風 謝謝 好的
[00:01:05.360 --> 00:01:10.880]  剛才說到祈禱 我想問一件事
[00:01:10.880 --> 00:01:14.000]  我們經常祈禱 祈完禱很多時候
[00:01:14.000 --> 00:01:17.220]  得與不得很多人都說 你沒有信心
[00:01:17.220 --> 00:01:19.360]  但是有時候我們勾肩搭背
[00:01:19.360 --> 00:01:21.960]  去到神面前求神當然有信心的
[00:01:21.960 --> 00:01:23.620]  怎麼會沒有信心呢?
[00:01:23.620 --> 00:01:28.500]  很多時候我們都說 比如聖經主耶穌也有跟門徒說
[00:01:28.500 --> 00:01:32.840]  門徒他們去趕鬼 誰知道趕不到鬼
[00:01:32.840 --> 00:01:37.040]  那神就說 你沒有信心 因為你沒有信心
[00:01:37.040 --> 00:01:40.360]  但是我們問神當然是信他的
[00:01:40.360 --> 00:01:41.760]  怎麼會還說沒有信心呢?
[00:01:41.760 --> 00:01:46.440]  怎麼才算信心呢?信心是不是只是心裏面的信心
[00:01:46.440 --> 00:01:49.680]  還是信心是包括我們有多親近神啊?
[00:01:49.680 --> 00:01:52.020]  我們有多潔淨啊?包不包這些呢?
[00:01:52.020 --> 00:01:53.760]  什麼叫信心?
[00:01:53.760 --> 00:01:59.320]  好 這個題目可以試一下這樣回答
[00:01:59.320 --> 00:02:03.440]  昨晚我都說了祈禱裏面幾個的情況
[00:02:03.440 --> 00:02:07.600]  應不應該祈禱啊?常規啊?例外啊?
[00:02:07.600 --> 00:02:10.680]  心裏面的信心有多大?
[00:02:10.680 --> 00:02:14.240]  第一 如果你問我
[00:02:14.240 --> 00:02:17.820]  祈禱的時候不是一定有信心的
[00:02:17.820 --> 00:02:20.340]  信心就不是說我信你的了
[00:02:20.340 --> 00:02:25.520]  那就叫有信心 也不是一個自己主觀的一個意念
[00:02:25.520 --> 00:02:28.820]  真正的信心是你信他
[00:02:28.820 --> 00:02:36.220]  還有你祈禱之後 你的人是有不同的
[00:02:36.220 --> 00:02:39.180]  你說神啊 我真是將這件事交託給你
[00:02:39.180 --> 00:02:42.380]  現在很困難 我用信心交託給你
[00:02:42.380 --> 00:02:45.540]  祈禱之後還是這樣的樣子
[00:02:45.540 --> 00:02:47.660]  那當然不是有信心了
[00:02:47.660 --> 00:02:51.700]  如果真的交託了的時候 你就不應該是這樣的樣子
[00:02:51.700 --> 00:02:54.940]  應該有一種平安 一種把握
[00:02:54.940 --> 00:02:59.460]  這個當然是其中一點點的一個參考
[00:02:59.460 --> 00:03:01.640]  所以我們不一定有信心
[00:03:01.640 --> 00:03:04.940]  所以我們要有信心來到神的面前
[00:03:04.940 --> 00:03:08.420]  希伯來書就很有意思的
[00:03:08.420 --> 00:03:13.200]  凡來到神面前的人必須有信心
[00:03:13.200 --> 00:03:17.500]  它的意思就是你要信得過他 你才能來到他面前
[00:03:17.500 --> 00:03:21.860]  不過我們很多時候 用廣東話來說
[00:03:21.860 --> 00:03:24.460]  我們來到神的面前就當他沒有到
[00:03:24.460 --> 00:03:28.660]  因為他說的話是合聽的那一句 你就覺得是
[00:03:28.660 --> 00:03:32.500]  不合聽的那一句 肯定是不想聽的 聽不到的
[00:03:32.500 --> 00:03:36.860]  正如我太太是做特殊教育的專家
[00:03:36.860 --> 00:03:39.580]  有時候她下班回來很生氣的
[00:03:39.580 --> 00:03:42.340]  那些家長 尤其是最難搞的
[00:03:42.340 --> 00:03:47.140]  小孩有多大的問題都容易搞的 家長最難搞
[00:03:47.140 --> 00:03:49.260]  為什麼呢?
[00:03:49.260 --> 00:03:51.940]  你講一個提議 說你的小孩有這樣的問題
[00:03:51.940 --> 00:03:54.260]  她說沒有啊 她家裡沒有這樣的問題
[00:03:54.260 --> 00:03:56.700]  她會說話嗎?
[00:03:56.700 --> 00:03:59.540]  我太太很傷的
[00:03:59.540 --> 00:04:03.340]  很多次回來都很生氣的 她說真的
[00:04:03.340 --> 00:04:07.580]  你不信我是專家 你就不要來找我了
[00:04:07.580 --> 00:04:08.620]  你明白我說這句話嗎?
[00:04:08.620 --> 00:04:11.180]  就是說你不信神 你就不要來找他了
[00:04:11.180 --> 00:04:14.460]  但很多時候我們來到神的面前就當他沒有到
[00:04:14.460 --> 00:04:17.620]  他講的那樣東西是合我聽的 我就覺得是了
[00:04:17.620 --> 00:04:19.260]  他聽了 我就說
[00:04:19.260 --> 00:04:21.620]  如果神突然間給了一些
[00:04:21.620 --> 00:04:24.220]  比如我們剛才說的 我們聽到神自己的聲音
[00:04:24.220 --> 00:04:27.700]  這個不是我們亂猜的時候
[00:04:27.700 --> 00:04:31.740]  不合聽 我們願意放下我們自己
[00:04:31.740 --> 00:04:36.260]  繼續走上去的 這個就叫做有信心
[00:04:36.260 --> 00:04:41.220]  所以信心不是用一種力量
[00:04:41.220 --> 00:04:44.980]  很大咬緊牙筋說我信
[00:04:44.980 --> 00:04:49.020]  這個只不過是很主觀的你以為自己
[00:04:49.020 --> 00:04:51.820]  接著所發生的事 你有沒有改變
[00:04:51.820 --> 00:04:53.580]  有沒有因為神的緣故
[00:04:53.580 --> 00:04:57.380]  你按照神給你的那條路你走上去
[00:04:57.380 --> 00:05:00.580]  這個就是一個信心的考驗
[00:05:00.580 --> 00:05:06.340]  所以一個真正的信心是要得神喜悅的
[00:05:06.340 --> 00:05:08.500]  什麼叫得神喜悅的信心?
[00:05:08.500 --> 00:05:13.420]  很多人的信心是想得自己的喜悅的
[00:05:13.420 --> 00:05:15.700]  我不知道和大家有沒有分享
[00:05:15.700 --> 00:05:16.700]  很多人可能沒有分享
[00:05:16.700 --> 00:05:20.140]  我城北的頂展可能聽我分享過
[00:05:20.140 --> 00:05:22.220]  就好像我大女兒那樣
[00:05:22.220 --> 00:05:26.460]  我大女兒是一個很天才的女孩子
[00:05:26.460 --> 00:05:29.420]  她在加拿大成長的時候
[00:05:29.420 --> 00:05:35.060]  我記得那時候電台在97的時候訪問我
[00:05:35.060 --> 00:05:39.180]  我自己也是做電台的 在加拿大
[00:05:39.180 --> 00:05:42.100]  訪問我的時候就問
[00:05:42.100 --> 00:05:45.580]  那次好像是父親節
[00:05:45.580 --> 00:05:47.540]  他說你可不可以說一件事
[00:05:47.540 --> 00:05:51.100]  你的女兒令你最窩心、最開心、最感動
[00:05:51.100 --> 00:05:55.100]  令你最舒服、最滿足的一段經驗
[00:05:55.100 --> 00:05:57.700]  我相信那個人 我也認識他的
[00:05:57.700 --> 00:05:59.700]  因為大家都是在電台裡面
[00:05:59.700 --> 00:06:01.740]  他問的時候 他以為我經常說
[00:06:01.740 --> 00:06:09.380]  我女兒在美國公開考試考到第二名上電視
[00:06:09.380 --> 00:06:13.580]  我說不 他說女兒對我最大的感動
[00:06:13.580 --> 00:06:19.620]  最驚艷、最深刻的滿足就是14歲那一次
[00:06:19.620 --> 00:06:24.060]  有一次我和她帶著小女兒
[00:06:24.060 --> 00:06:26.060]  我小女兒是特別嚴重智障的
[00:06:26.060 --> 00:06:29.580]  一起去買東西
[00:06:29.580 --> 00:06:32.500]  百貨公司不說哪間 這裡經常都有的
[00:06:32.500 --> 00:06:34.340]  好幾間 其中一間
[00:06:34.340 --> 00:06:40.900]  進去的時候 我的大女兒自己就跑去看衣服
[00:06:40.900 --> 00:06:44.340]  我拖著小女兒不走一甩 買了一些日用品
[00:06:44.340 --> 00:06:46.340]  買完之後就去那裡找她
[00:06:46.340 --> 00:06:49.340]  她在看的當然是女孩的那些
[00:06:49.340 --> 00:06:53.420]  那條很漂亮的裙子 她眼睛金金的看著
[00:06:53.420 --> 00:06:57.820]  很喜歡 我知道她肯定很喜歡這條裙子
[00:06:57.820 --> 00:07:00.380]  果然走到那裡 她就問爸爸
[00:07:00.380 --> 00:07:03.700]  這條裙子很漂亮吧 我說是呀真的很漂亮
[00:07:03.700 --> 00:07:06.180]  不如買了它吧 我想穿
[00:07:06.180 --> 00:07:08.860]  我就跟她說 我女兒叫Flora
[00:07:08.860 --> 00:07:10.860]  認識的都知道
[00:07:10.860 --> 00:07:13.820]  我說Flora 我們這種人家
[00:07:13.820 --> 00:07:17.100]  很少機會穿到這麼漂亮的裙子
[00:07:17.100 --> 00:07:21.460]  我說你現在14歲 就算買了之後
[00:07:21.460 --> 00:07:25.380]  找到一次去一個很重要的派對穿過一次
[00:07:25.380 --> 00:07:27.860]  接著你就不會有機會再穿了
[00:07:27.860 --> 00:07:30.060]  到你下次再拿出來穿的時候
[00:07:30.060 --> 00:07:31.660]  你又長大了又不合適穿
[00:07:31.660 --> 00:07:33.780]  就是說這麼貴買一條裙子
[00:07:33.780 --> 00:07:36.620]  穿一次是不值得的
[00:07:36.620 --> 00:07:38.620]  那我一邊說的時候 我看到她的樣子
[00:07:38.620 --> 00:07:40.620]  整個都發脹了 當然是吧
[00:07:40.620 --> 00:07:44.220]  沒有心機了 不如我們走吧
[00:07:44.220 --> 00:07:47.580]  我記得過了一個星期之後 我們又再回去
[00:07:47.580 --> 00:07:49.940]  又是那間 一去到的時候
[00:07:49.940 --> 00:07:51.620]  就一下子就飆了去
[00:07:51.620 --> 00:07:54.020]  我知道她要走去看衣服
[00:07:54.020 --> 00:07:56.580]  我就跟她買東西 買完東西再看
[00:07:56.580 --> 00:07:59.380]  果然是又看著那件衣服
[00:07:59.380 --> 00:08:03.380]  還走去試一下 試一下 試一下
[00:08:03.380 --> 00:08:06.500]  做爸爸的那些都是心軟的
[00:08:06.500 --> 00:08:10.540]  女兒腰心腰肺的
[00:08:10.540 --> 00:08:13.860]  那我說算了 都不是給不起的
