
[00:00:00.000 --> 00:00:06.260]  好 三年了等了
[00:00:06.260 --> 00:00:09.460]  終於我這個差不多每個星期都要講道的人
[00:00:09.460 --> 00:00:13.100]  終於不用再練龜式功了
[00:00:13.100 --> 00:00:16.580]  好 我們今天就根據教會安排
[00:00:16.580 --> 00:00:22.180]  我今年講的道都是和愛有關的
[00:00:22.180 --> 00:00:25.480]  我選擇了開始的時候
[00:00:25.480 --> 00:00:29.140]  講一個比較教會少講的題目
[00:00:29.140 --> 00:00:33.700]  教會經常都講愛人的了 愛弟兄姊妹的了
[00:00:33.700 --> 00:00:36.860]  但是就比較少講愛自己
[00:00:36.860 --> 00:00:40.300]  或者這個題目就叫愛惜自己
[00:00:40.300 --> 00:00:42.480]  但是我相信一件事
[00:00:42.480 --> 00:00:46.980]  其實愛自己都是愛其他人的根基的
[00:00:46.980 --> 00:00:51.180]  你不懂得愛自己 你很難去愛其他的人
[00:00:51.180 --> 00:00:53.800]  所以今天就和大家思考一下
[00:00:53.800 --> 00:00:56.060]  所謂怎麼去愛自己
[00:00:56.060 --> 00:00:59.660]  或者為什麼我們有時候不太懂得愛自己
[00:00:59.660 --> 00:01:02.620]  開始的時候先讀一段經文
[00:01:02.620 --> 00:01:05.260]  經文來自《詩篇對白篇》
[00:01:05.260 --> 00:01:07.040]  九節的經文而已
[00:01:07.040 --> 00:01:08.740]  我們一起去讀吧
[00:01:08.740 --> 00:01:11.340]  就由括號那裡開始
[00:01:11.340 --> 00:01:12.300]  預備起
[00:01:12.300 --> 00:01:17.220]  大衛的詩教與靈長用迦特樂器
[00:01:17.220 --> 00:01:19.700]  耶和華 我們的主啊
[00:01:19.700 --> 00:01:22.940]  你的名在全地何其美
[00:01:22.940 --> 00:01:26.420]  你將你的榮耀彰顯於天
[00:01:26.420 --> 00:01:28.500]  你因敵人的緣故
[00:01:28.500 --> 00:01:31.420]  從英械和吃奶的口中
[00:01:31.420 --> 00:01:33.140]  建立了能力
[00:01:33.140 --> 00:01:37.340]  使仇敵和報仇的閉口無言
[00:01:37.340 --> 00:01:40.780]  我觀看你指頭所造的天
[00:01:40.780 --> 00:01:44.100]  並你所陳設的月亮星宿
[00:01:44.100 --> 00:01:48.460]  便說人算什麼你竟顧念他
[00:01:48.460 --> 00:01:52.340]  妻人算什麼你竟眷顧她
[00:01:52.340 --> 00:01:55.980]  你叫她比天使微小一點
[00:01:55.980 --> 00:02:00.140]  並賜她榮耀、冠貴為冠冕
[00:02:00.140 --> 00:02:03.660]  你派她管理你所所做的
[00:02:03.660 --> 00:02:06.820]  使萬物就是一切的牛羊
[00:02:06.820 --> 00:02:08.340]  田野的獸
[00:02:08.340 --> 00:02:09.620]  空中的鳥
[00:02:09.620 --> 00:02:11.180]  海裡的魚
[00:02:11.180 --> 00:02:13.380]  凡驚行海盜的
[00:02:13.380 --> 00:02:16.180]  都伏在她的腳下
[00:02:16.180 --> 00:02:18.740]  耶和華 我們的主啊
[00:02:18.740 --> 00:02:22.100]  你的名在全地何其美
[00:02:22.100 --> 00:02:24.300]  我們低頭再做一個禱告
[00:02:24.300 --> 00:02:27.700]  主耶穌 你的名在何等的美
[00:02:27.700 --> 00:02:30.340]  上主你的名在何等的美
[00:02:30.340 --> 00:02:33.740]  但你將你的美放在我們的身上
[00:02:33.740 --> 00:02:36.780]  你按著你的形象去做我們
[00:02:36.780 --> 00:02:41.180]  使我們成為有榮耀、尊貴的一個人
[00:02:41.180 --> 00:02:45.100]  求你幫助我們看到我們身份的尊貴
[00:02:45.100 --> 00:02:49.020]  以致我們能夠活出上主你的榮耀
[00:02:49.020 --> 00:02:51.700]  活出一個愛的形象
[00:02:51.700 --> 00:02:54.380]  幫助我們今天聽到的時間
[00:02:54.380 --> 00:02:57.580]  心裡受你的愛所感動
[00:02:57.580 --> 00:03:00.740]  我們等候你禱告奉耶穌基督的名
[00:03:00.740 --> 00:03:01.940]  阿們
[00:03:01.940 --> 00:03:08.100]  好 我們就回到所謂愛惜自己這個題目
[00:03:08.100 --> 00:03:11.700]  有時我們說愛他人是真的
[00:03:11.700 --> 00:03:14.420]  即基督徒都要愛他人
[00:03:14.420 --> 00:03:18.300]  但有時可能有些誤解
[00:03:18.300 --> 00:03:22.060]  就好像將愛他人和愛自己
[00:03:22.060 --> 00:03:25.780]  成為一種對立的現象
[00:03:25.780 --> 00:03:28.740]  就好像說如果我們愛自己
[00:03:28.740 --> 00:03:31.740]  就是一個自私的行為
[00:03:31.740 --> 00:03:33.740]  首先想跟大家分享
[00:03:33.740 --> 00:03:36.020]  有時我們要分清楚
[00:03:36.020 --> 00:03:41.140]  即是自愛和自私不是同一樣的東西
[00:03:41.140 --> 00:03:44.540]  自私的人不代表他很愛自己
[00:03:44.540 --> 00:03:48.380]  愛自己的人不代表他一定自私
[00:03:48.380 --> 00:03:50.380]  譬如舉個例子來說
[00:03:50.380 --> 00:03:56.140]  有些人他經常批評他人
[00:03:56.140 --> 00:03:59.820]  他經常覺得其他人對他不太公道
[00:03:59.820 --> 00:04:02.980]  可能就算他來教會都覺得
[00:04:02.980 --> 00:04:07.540]  教會經常對那個弟兄或者那個姐妹很熱情
[00:04:07.540 --> 00:04:10.780]  每個人都覺得那個弟兄那個姐妹很好
[00:04:10.780 --> 00:04:12.420]  又讚他這樣那樣
[00:04:12.420 --> 00:04:14.300]  為甚麼沒有人來讚我呢?
[00:04:14.300 --> 00:04:16.300]  我來了一層十年了
[00:04:16.300 --> 00:04:17.660]  都沒有人來讚我
[00:04:17.660 --> 00:04:18.660]  這麼忠心的
[00:04:18.660 --> 00:04:20.660]  我來了一層十年了
[00:04:20.660 --> 00:04:23.660]  接著他可能去到街市買菜都覺得
[00:04:23.660 --> 00:04:25.660]  為甚麼這個買菜的
[00:04:25.660 --> 00:04:27.660]  給隔壁那個人明明一斤菜
[00:04:27.660 --> 00:04:29.660]  他多兩條我少兩條
[00:04:29.660 --> 00:04:32.220]  接著去到哪裡都好像覺得
[00:04:32.220 --> 00:04:34.700]  人家對他不太公道
[00:04:34.700 --> 00:04:36.220]  不懂得欣賞他
[00:04:36.220 --> 00:04:37.580]  他這麼可愛的人
[00:04:37.580 --> 00:04:40.460]  為甚麼人家沒有留意到他存在呢?
[00:04:40.460 --> 00:04:44.420]  你可以說這些人都是很自私
[00:04:44.420 --> 00:04:47.420]  自私因為他每樣都自我中心
[00:04:47.420 --> 00:04:49.420]  覺得別人對他不夠好
[00:04:49.420 --> 00:04:52.900]  但是你說他是不是很自愛呢?
[00:04:52.900 --> 00:04:55.220]  其實他不懂得愛自己
[00:04:55.220 --> 00:04:57.220]  因為這些行為
[00:04:57.220 --> 00:05:00.700]  你知道這些叫做損人不利己的行為
[00:05:00.700 --> 00:05:02.700]  你經常覺得別人對你不好
[00:05:02.700 --> 00:05:04.700]  經常去批評別人
[00:05:04.700 --> 00:05:08.300]  或者用不好的眼光看別人
[00:05:08.300 --> 00:05:11.820]  結果就是每個人都對你更加不好
[00:05:11.820 --> 00:05:13.220]  對你敬而遠之
[00:05:13.220 --> 00:05:15.220]  見到你都跑遠一點
[00:05:15.220 --> 00:05:18.500]  所以結果他搞到
[00:05:18.500 --> 00:05:20.500]  他的生命又很可憐
[00:05:20.500 --> 00:05:22.500]  別人又不喜歡他
[00:05:22.500 --> 00:05:24.500]  所以這些不是自愛
[00:05:24.500 --> 00:05:26.500]  如果你懂得愛自己
[00:05:26.500 --> 00:05:30.580]  你不會做一些事情搞到你的生命很可憐
[00:05:30.580 --> 00:05:34.460]  你會想辦法令你的生命過得好過一點
[00:05:34.460 --> 00:05:36.860]  讓每個人都對你好一點
[00:05:36.860 --> 00:05:41.620]  所以自私的人不等於懂得愛自己
[00:05:41.620 --> 00:05:43.620]  反過來講呢
[00:05:43.620 --> 00:05:48.460]  你對某些人很付出、很愛
[00:05:48.460 --> 00:05:51.460]  是不是又代表你不自私呢?
[00:05:51.460 --> 00:05:54.900]  其實都有些叫做自私的愛的
[00:05:54.900 --> 00:05:56.900]  譬如舉個例子來說
[00:05:56.900 --> 00:06:00.060]  你想像有個父母對小孩
[00:06:00.060 --> 00:06:02.060]  所謂的給他一切的東西
[00:06:02.060 --> 00:06:04.060]  錢全部給了子女
[00:06:04.060 --> 00:06:06.060]  要不就買玩具
[00:06:06.060 --> 00:06:08.060]  要不就叫他學這個、學那個
[00:06:08.060 --> 00:06:10.060]  學柔道、學彈琴、學唱歌
[00:06:10.060 --> 00:06:13.420]  學英語補習、普通話補習
[00:06:13.420 --> 00:06:16.140]  整個weekend 活動排滿了
[00:06:16.140 --> 00:06:19.540]  然後父母覺得我很愛你
[00:06:19.540 --> 00:06:21.540]  看看我給你多少東西學
[00:06:21.540 --> 00:06:24.220]  然後又遊學團等等
[00:06:24.220 --> 00:06:26.220]  然後到小孩大一點的時侯
[00:06:26.220 --> 00:06:28.220]  就經常跟小孩說
[00:06:28.220 --> 00:06:31.140]  你看看爸爸媽媽花了多少錢在你心上
[00:06:31.140 --> 00:06:33.140]  所以你一定要好好讀書
[00:06:33.140 --> 00:06:35.140]  讀好成績
[00:06:35.140 --> 00:06:38.460]  然後可以入醫科、入法律
[00:06:38.460 --> 00:06:41.620]  找一份賺錢的工作
[00:06:41.620 --> 00:06:44.860]  意思就是我投資在你這麼多身上
[00:06:44.860 --> 00:06:46.860]  你不要叫爸爸媽媽失利
[00:06:46.860 --> 00:06:48.860]  這隻股票一定要升的
[00:06:48.860 --> 00:06:51.940]  總之就是你好好讀書
[00:06:51.940 --> 00:06:53.940]  找一份賺錢的工作
[00:06:53.940 --> 00:06:55.940]  回報父母
[00:06:55.940 --> 00:06:57.940]  於是讀書的時候
[00:06:57.940 --> 00:06:59.940]  到小孩大了
[00:06:59.940 --> 00:07:01.940]  經常又跟小孩說
[00:07:01.940 --> 00:07:03.940]  你知不知道你小時候
[00:07:03.940 --> 00:07:06.940]  我花了多少心血在你身上
[00:07:06.940 --> 00:07:08.940]  對我好一點 知道嗎?
[00:07:08.940 --> 00:07:11.940]  每個月給我多少家用
[00:07:11.940 --> 00:07:13.940]  然後聽我說
[00:07:13.940 --> 00:07:15.940]  你選老婆又要聽我說
[00:07:15.940 --> 00:07:18.940]  最重要選老婆是聽家翁家婆說話的
[00:07:18.940 --> 00:07:20.940]  或者選老公也是
[00:07:20.940 --> 00:07:22.940]  最重要選老公要聽
[00:07:22.940 --> 00:07:24.940]  愛父愛母說話的
[00:07:24.940 --> 00:07:27.940]  於是乎經常要挖苦子女
[00:07:27.940 --> 00:07:29.940]  要子女為他做這樣做那樣
[00:07:29.940 --> 00:07:32.940]  你說這個父母愛不愛子女呢?
[00:07:32.940 --> 00:07:34.940]  愛 他真的愛
[00:07:34.940 --> 00:07:35.940]  有沒有付出?
[00:07:35.940 --> 00:07:37.940]  是真的付出了很多
[00:07:37.940 --> 00:07:39.940]  但是否不自私呢?
[00:07:39.940 --> 00:07:41.940]  那就代表不是了
[00:07:41.940 --> 00:07:43.940]  父母其實也可以很自私
[00:07:43.940 --> 00:07:45.940]  甚至其實不自覺地自私
[00:07:45.940 --> 00:07:47.940]  因為其實父母
[00:07:47.940 --> 00:07:49.940]  因為他對自己很多事情做不到
[00:07:49.940 --> 00:07:51.940]  他做不到醫生
[00:07:51.940 --> 00:07:53.940]  他做不到律師
[00:07:53.940 --> 00:07:56.940]  於是乎將這些期望全部投射在子女那裏
[00:07:56.940 --> 00:08:00.940]  經常想子女去完成一些他完成不到的東西
[00:08:00.940 --> 00:08:03.940]  然後又經常給一些guilty feeling
[00:08:03.940 --> 00:08:05.940]  給子女一些罪疚感
[00:08:05.940 --> 00:08:07.940]  我為你做了這麼多
[00:08:07.940 --> 00:08:09.940]  你為我做了多少
[00:08:09.940 --> 00:08:11.940]  好像詩歌唱
[00:08:11.940 --> 00:08:12.940]  我為你付了這麼多
[00:08:12.940 --> 00:08:14.940]  你為我做了些什麼
[00:08:14.940 --> 00:08:19.940]  這種行為其實可能我父母也意識到
[00:08:19.940 --> 00:08:22.940]  但其實這是一種很自私的愛
[00:08:22.940 --> 00:08:25.940]  所以我們心理學上有時形容
[00:08:25.940 --> 00:08:27.940]  這種codependency
[00:08:27.940 --> 00:08:29.940]  即是你愛那個人
[00:08:29.940 --> 00:08:31.940]  是因為你心裏面有個洞
[00:08:31.940 --> 00:08:33.940]  你要那個人不斷去填補你心裏面的洞
[00:08:33.940 --> 00:08:34.940]  所以你付出
[00:08:34.940 --> 00:08:36.940]  以致拉著那個人來填補你的洞
[00:08:36.940 --> 00:08:38.940]  所以這些又不是
[00:08:38.940 --> 00:08:41.940]  即是你愛人不代表你不自私
[00:08:41.940 --> 00:08:42.940]  反過來講
[00:08:42.940 --> 00:08:44.940]  你懂得自愛
[00:08:44.940 --> 00:08:46.940]  即是你懂得欣賞自己
[00:08:46.940 --> 00:08:47.940]  什麼叫愛自己呢?
[00:08:47.940 --> 00:08:48.940]  即是你照鏡的時候
[00:08:48.940 --> 00:08:51.940]  你覺得你是一個有價值的人
[00:08:51.940 --> 00:08:54.940]  你覺得你可以享受自己
[00:08:54.940 --> 00:08:55.940]  可以這樣講
[00:08:55.940 --> 00:08:56.940]  即是你對著自己
[00:08:56.940 --> 00:08:58.940]  你覺得一個人坐在這裏
[00:08:58.940 --> 00:08:59.940]  你都覺得
[00:08:59.940 --> 00:09:01.940]  是呀,我是我不錯
[00:09:01.940 --> 00:09:03.940]  你能夠享受自己的生命
[00:09:03.940 --> 00:09:07.940]  為自己的生命能夠去感恩
[00:09:07.940 --> 00:09:10.940]  那些人才是真正懂得自愛的人
[00:09:10.940 --> 00:09:14.940]  當你能夠為你自己的生命去感恩的時候
[00:09:14.940 --> 00:09:18.940]  你才懂得為別人的生命感恩
[00:09:18.940 --> 00:09:20.940]  你懂得欣賞自己的時候
[00:09:20.940 --> 00:09:21.940]  你欣賞別人
[00:09:21.940 --> 00:09:24.940]  那個人原來都有很多好東西
[00:09:24.940 --> 00:09:27.940]  那你就可以真正去愛其他人
[00:09:27.940 --> 00:09:30.940]  就不是因為你需要其他人
[00:09:30.940 --> 00:09:32.940]  你抓著其他人
[00:09:32.940 --> 00:09:34.940]  其實沒有一個人是你所謂需要
[00:09:34.940 --> 00:09:36.940]  我唯一需要的上主
[00:09:36.940 --> 00:09:39.940]  但是我可以自由地去付出
[00:09:39.940 --> 00:09:41.940]  不是因為我需要
[00:09:41.940 --> 00:09:44.940]  需要他一點needy
[00:09:44.940 --> 00:09:47.940]  是我能夠有力量去付出
[00:09:47.940 --> 00:09:49.940]  那種才是真正的愛
[00:09:49.940 --> 00:09:52.940]  但是有時候我們不懂得自愛
[00:09:52.940 --> 00:09:54.940]  或者我們愛不到自己
[00:09:54.940 --> 00:09:56.940]  只會抓著鏡子不喜歡自己
[00:09:56.940 --> 00:10:00.940]  我成長的時候都不喜歡照鏡子
[00:10:00.940 --> 00:10:03.940]  所以到現在我老婆都
[00:10:03.940 --> 00:10:05.940]  她說她很佩服我
[00:10:05.940 --> 00:10:06.940]  為什麼我出街的時候
[00:10:06.940 --> 00:10:08.940]  出街之前不需要照鏡子
[00:10:08.940 --> 00:10:10.940]  就走出街
[00:10:10.940 --> 00:10:11.940]  因為從小就是這樣活動的
[00:10:11.940 --> 00:10:12.940]  我不喜歡照鏡子
[00:10:12.940 --> 00:10:14.940]  我小時候就不喜歡自己
[00:10:14.940 --> 00:10:18.940]  那為什麼有時候我們不可以愛自己
[00:10:18.940 --> 00:10:20.940]  或者照鏡子的時候
[00:10:20.940 --> 00:10:25.940]  總覺得自己不喜歡鏡子裡的我呢?
[00:10:25.940 --> 00:10:29.940]  可能有今天分享的三個原因
[00:10:29.940 --> 00:10:34.940]  第一原因就是覺得自己比不上別人
[00:10:34.940 --> 00:10:39.940]  覺得自己缺乏一種自信或者自尊
[00:10:39.940 --> 00:10:41.940]  我們先看經文
[00:10:41.940 --> 00:10:46.940]  這裡首先說到耶和華的名在全地何其美
[00:10:46.940 --> 00:10:49.940]  不過他不是停在耶和華的名好美
[00:10:49.940 --> 00:10:51.940]  他接著就說
[00:10:51.940 --> 00:10:52.940]  耶和華名的好美
[00:10:52.940 --> 00:10:53.940]  哪裡看到?
[00:10:53.940 --> 00:10:55.940]  看天上的星星
[00:10:55.940 --> 00:10:57.940]  觀看你手指頭所造的星星
[00:10:57.940 --> 00:11:00.940]  你所陳設的月亮星獸
[00:11:00.940 --> 00:11:02.940]  其實沒有說那句
[00:11:02.940 --> 00:11:04.940]  神啊你真是很偉大
[00:11:04.940 --> 00:11:05.940]  造出這個宇宙出來
[00:11:05.940 --> 00:11:06.940]  月亮星星
[00:11:06.940 --> 00:11:08.940]  天空這麼美麗這麼偉大
[00:11:08.940 --> 00:11:09.940]  你真是厲害
[00:11:09.940 --> 00:11:10.940]  造出它出來
[00:11:10.940 --> 00:11:13.940]  不過對那個詩人來說
[00:11:13.940 --> 00:11:18.940]  最奇妙的不是耶和華能夠造出星星月亮太陽
[00:11:18.940 --> 00:11:21.940]  最奇妙的是八章四字說
[00:11:21.940 --> 00:11:24.940]  你人算什麼你竟顧念他
[00:11:24.940 --> 00:11:26.940]  世人算什麼你竟顧念他
[00:11:26.940 --> 00:11:31.940]  一個這麼偉大的神居然會顧念我
[00:11:31.940 --> 00:11:35.940]  其實剛才詩班唱的那首詩也很配合這首詩
[00:11:35.940 --> 00:11:37.940]  你為什麼要愛我
[00:11:37.940 --> 00:11:40.940]  為什麼要想起我呢
[00:11:40.940 --> 00:11:41.940]  你是這麼偉大的神
[00:11:41.940 --> 00:11:44.940]  星星月亮太陽你也造出來了
[00:11:44.940 --> 00:11:46.940]  我是誰呢
[00:11:46.940 --> 00:11:48.940]  但是你會顧念我
[00:11:48.940 --> 00:11:50.940]  你造
[00:11:50.940 --> 00:11:52.940]  第五字你就是耶和華
[00:11:52.940 --> 00:11:53.940]  造他就是人
[00:11:53.940 --> 00:11:54.940]  你和我
[00:11:54.940 --> 00:11:57.940]  比天使微少一點
[00:11:57.940 --> 00:12:00.940]  原文alakim也可以譯作神明
[00:12:00.940 --> 00:12:02.940]  所以就或譯神
[00:12:02.940 --> 00:12:09.940]  總之就是你造我比天上的所謂spiritual being
[00:12:09.940 --> 00:12:15.940]  微少一點並賜他榮耀尊貴為冠冕
[00:12:15.940 --> 00:12:21.940]  詩人奇妙的是神選擇了神的形象
[00:12:21.940 --> 00:12:25.940]  你怎麼了解《創世記》第一章也好
[00:12:25.940 --> 00:12:28.940]  總之《創世記》第一、第二章強調的就是
[00:12:28.940 --> 00:12:32.940]  上主的形象是在我們身上
[00:12:32.940 --> 00:12:33.940]  在你的身上
[00:12:33.940 --> 00:12:35.940]  也在我的身上
[00:12:35.940 --> 00:12:37.940]  有時想想
[00:12:37.940 --> 00:12:39.940]  上主的形象為什麼在我的身上呢
[00:12:39.940 --> 00:12:42.940]  你和我幾十年的歲月
[00:12:42.940 --> 00:12:45.940]  很快轉眼就過了
[00:12:45.940 --> 00:12:47.940]  對比那個星星月亮
[00:12:47.940 --> 00:12:49.940]  或者對比馬鞍山也好
[00:12:49.940 --> 00:12:53.940]  馬鞍山已經存在千百萬年了
[00:12:53.940 --> 00:12:55.940]  多偉大、多雄壯
[00:12:55.940 --> 00:12:57.940]  我不知道你有沒有試過爬上去
[00:12:57.940 --> 00:12:59.940]  可能你也不夠膽爬上去
[00:12:59.940 --> 00:13:00.940]  這麼高
[00:13:00.940 --> 00:13:01.940]  好像很偉大
[00:13:01.940 --> 00:13:03.940]  好像很雄壯
[00:13:03.940 --> 00:13:04.940]  我算得了什麼呢
[00:13:04.940 --> 00:13:08.940]  幾十歲月就轉眼就過了
[00:13:08.940 --> 00:13:11.940]  這麼小的一個人
[00:13:11.940 --> 00:13:13.940]  算得了什麼呢
[00:13:13.940 --> 00:13:14.940]  不過
[00:13:14.940 --> 00:13:15.940]  神就說
[00:13:15.940 --> 00:13:17.940]  我或者你
[00:13:17.940 --> 00:13:20.940]  都是有上主的榮耀在
[00:13:20.940 --> 00:13:21.940]  很有價值的
[00:13:21.940 --> 00:13:23.940]  很尊貴的
[00:13:23.940 --> 00:13:25.940]  可以想像
[00:13:25.940 --> 00:13:28.940]  如果你是一個年輕女孩
[00:13:28.940 --> 00:13:31.940]  姜濤選了你做他的女朋友
[00:13:31.940 --> 00:13:33.940]  然後牽著你在街上走
[00:13:33.940 --> 00:13:37.940]  就算本來你照鏡子覺得自己的樣子很醜
[00:13:37.940 --> 00:13:39.940]  但是因為姜濤牽著你的手
[00:13:39.940 --> 00:13:42.940]  所以你也會忽然覺得自己的樣子變漂亮
[00:13:42.940 --> 00:13:44.940]  忽然變漂亮
[00:13:44.940 --> 00:13:47.940]  所以上主強調這件事
[00:13:47.940 --> 00:13:49.940]  我們是很尊貴的
[00:13:49.940 --> 00:13:51.940]  其實不是因為我有多厲害
[00:13:51.940 --> 00:13:54.940]  不是因為我的IQ100、200
[00:13:54.940 --> 00:13:55.940]  不是我有多本事
[00:13:55.940 --> 00:13:58.940]  是因為我是神的兒女
[00:13:58.940 --> 00:14:00.940]  我和上主的關係
[00:14:00.940 --> 00:14:03.940]  上主的榮耀在我身上
[00:14:03.940 --> 00:14:05.940]  可以想像
[00:14:05.940 --> 00:14:09.940]  你是以前皇帝的兒子或女兒
[00:14:09.940 --> 00:14:12.940]  就算你是一個白癡
[00:14:12.940 --> 00:14:15.940]  但因為你是皇帝的兒子、女兒
[00:14:15.940 --> 00:14:17.940]  人們看到你也要下拜
[00:14:17.940 --> 00:14:19.940]  好像清朝那些
[00:14:19.940 --> 00:14:20.940]  拍拍拍
[00:14:20.940 --> 00:14:22.940]  全部跪在你面前
[00:14:22.940 --> 00:14:24.940]  因為你是上帝
[00:14:24.940 --> 00:14:27.940]  你和我是上帝的兒女
[00:14:27.940 --> 00:14:29.940]  所以我們是很尊貴的
[00:14:29.940 --> 00:14:33.940]  但有時社會的訊息告訴我們
[00:14:33.940 --> 00:14:34.940]  不是這樣的
[00:14:34.940 --> 00:14:37.940]  香港的社會經常要比較
[00:14:37.940 --> 00:14:40.940]  所以大家都一定聽過這句話
[00:14:40.940 --> 00:14:42.940]  贏在起跑線
[00:14:42.940 --> 00:14:45.940]  這個世界有贏就有輸
[00:14:45.940 --> 00:14:46.940]  什麼叫贏呢?
[00:14:46.940 --> 00:14:48.940]  你贏就是我輸
[00:14:48.940 --> 00:14:49.940]  我贏就是你輸
[00:14:49.940 --> 00:14:52.940]  說到贏就當然是比較
[00:14:52.940 --> 00:14:55.940]  社會經常給人一種氣氛
[00:14:55.940 --> 00:14:57.940]  就是要比較誰厲害一點
[00:14:57.940 --> 00:14:59.940]  誰贏誰輸
[00:14:59.940 --> 00:15:01.940]  坦白說
[00:15:01.940 --> 00:15:02.940]  我小時候成長的時候
[00:15:02.940 --> 00:15:04.940]  經常覺得自己是輸的那個
[00:15:04.940 --> 00:15:06.940]  所以不喜歡照鏡子
[00:15:06.940 --> 00:15:08.940]  我有個哥哥
[00:15:08.940 --> 00:15:11.940]  他好像什麼都比我厲害
[00:15:11.940 --> 00:15:14.940]  他小一的時候考聖波科威特
[00:15:14.940 --> 00:15:16.940]  你們有沒有人在聖波科威特畢業的?
[00:15:16.940 --> 00:15:18.940]  聖波科威特很威風
[00:15:18.940 --> 00:15:20.940]  當中有威風的人也不一定
[00:15:20.940 --> 00:15:22.940]  所以他考小一
[00:15:22.940 --> 00:15:23.940]  他進了聖波科威特
[00:15:23.940 --> 00:15:25.940]  聖保羅男女中學
[00:15:25.940 --> 00:15:27.940]  小學小一進去
[00:15:27.940 --> 00:15:29.940]  據我爸爸說
[00:15:29.940 --> 00:15:31.940]  我也考過的
[00:15:31.940 --> 00:15:32.940]  但不知為何考不進去
[00:15:32.940 --> 00:15:34.940]  你說多沒用
[00:15:34.940 --> 00:15:36.940]  我哥哥比我大一歲半
[00:15:36.940 --> 00:15:38.940]  他進去我進不去
[00:15:38.940 --> 00:15:40.940]  當然表現得很差
[00:15:40.940 --> 00:15:41.940]  不知道是不是哭了
[00:15:41.940 --> 00:15:43.940]  被人叫了還是做什麼
