
[00:00:00.000 --> 00:00:09.000]  最近天主教的教宗開始了一個電視的問答節目
[00:00:09.000 --> 00:00:13.000]  我想到開始的時候遇到第一個問題
[00:00:13.000 --> 00:00:20.000]  就是一個日本的女孩子,七歲的新娘從墓圍來來
[00:00:20.000 --> 00:00:22.000]  她問的一個問題
[00:00:22.000 --> 00:00:26.000]  她請問教宗,為什麼世上這麼多苦難?
[00:00:26.000 --> 00:00:29.000]  為什麼小孩子都要經歷這麼多苦難?
[00:00:29.000 --> 00:00:35.000]  教宗在他的答案裡面,他說他也有同樣的疑問
[00:00:35.000 --> 00:00:42.000]  他希望見到那個為我們受苦的主基督的時候,他會為我們解答
[00:00:42.000 --> 00:00:46.000]  各位親愛的姐妹,其實這個苦難的問題
[00:00:46.000 --> 00:00:52.000]  是我未信主之前一直困擾我多年的一個問題
[00:00:52.000 --> 00:00:56.000]  是因為這樣的緣故,當我偷渡下來香港之後
[00:00:56.000 --> 00:01:01.000]  七年的時間,雖然我聽了很多的福音
[00:01:01.000 --> 00:01:05.000]  很多人跟我說福音,我始終未信
[00:01:05.000 --> 00:01:07.000]  原因在哪裡呢?
[00:01:07.000 --> 00:01:12.000]  就是我沒辦法能夠明白一個全能又慈愛的主
[00:01:12.000 --> 00:01:16.000]  為什麼會容許這個世界上這麼多無辜者受苦
[00:01:16.000 --> 00:01:21.000]  但是我感謝主的就是,經過七年
[00:01:21.000 --> 00:01:26.000]  跟別人去爭辯、辯論、看聖經
[00:01:26.000 --> 00:01:30.000]  神從聖經裡面給我看到一些曙光
[00:01:30.000 --> 00:01:33.000]  這些曙光包括什麼呢?
[00:01:33.000 --> 00:01:37.000]  我看回聖經裡面的記載
[00:01:37.000 --> 00:01:44.000]  神做人在這個地上的時間,根本不是做人在挨世界吃苦
[00:01:44.000 --> 00:01:49.000]  他是做人在一個伊甸園,是叫人享受在其中
[00:01:49.000 --> 00:01:53.000]  為什麼人後來要受苦呢?
[00:01:53.000 --> 00:01:55.000]  為什麼這麼多苦難呢?
[00:01:55.000 --> 00:01:57.000]  原來人離開了神
[00:01:57.000 --> 00:02:01.000]  就等於人廢了自己的武功
[00:02:01.000 --> 00:02:05.000]  一個學武的人、習武的人廢了自己的武功
[00:02:05.000 --> 00:02:08.000]  人本來萬物之靈
[00:02:08.000 --> 00:02:17.000]  神是給他有權柄、能力去治理空中的鳥、地上的動物、植物、海裡的魚
[00:02:17.000 --> 00:02:20.000]  所有的事情都要聽祂的話
[00:02:20.000 --> 00:02:24.000]  但是人離開了神,失去了武功
[00:02:24.000 --> 00:02:29.000]  萬物都造反,大自然失控
[00:02:29.000 --> 00:02:33.000]  我們對著整個大自然無能為力
[00:02:33.000 --> 00:02:41.000]  第二件事,人離開了神,也製造了很多的苦難
[00:02:41.000 --> 00:02:44.000]  我們看回最近的天災日禍
[00:02:44.000 --> 00:02:48.000]  實際上很多都是人為的因素
[00:02:48.000 --> 00:02:53.000]  你很難想像一個政府為了自己的面子
[00:02:53.000 --> 00:02:56.000]  不僅是自己的國民
[00:02:56.000 --> 00:03:01.000]  是一直將那些東西壓抑下來
[00:03:01.000 --> 00:03:03.000]  不讓它流出去
[00:03:03.000 --> 00:03:06.000]  一直在說一些假的資料
[00:03:06.000 --> 00:03:11.000]  直到這些東西爆出來的時候,才發覺到有大問題
[00:03:11.000 --> 00:03:16.000]  核電的問題,原來已經去到七級
[00:03:16.000 --> 00:03:20.000]  其實一早美國已經警告它
[00:03:20.000 --> 00:03:22.000]  這個不是簡單的事情
[00:03:22.000 --> 00:03:25.000]  而且願意伸出援手
[00:03:25.000 --> 00:03:31.000]  但是這個政府,日本政府,它是拒絕美國的幫助
[00:03:31.000 --> 00:03:40.000]  聽著,我們看回人離開了神,現在就好像電器沒有電源
[00:03:40.000 --> 00:03:44.000]  風扇沒有電源,你怎麼吹呢?
[00:03:44.000 --> 00:03:48.000]  冷氣機沒有電源,你怎麼涼呢?
[00:03:48.000 --> 00:03:50.000]  是不可能的
[00:03:50.000 --> 00:03:55.000]  然後神就告訴我們一個最基本的問題
[00:03:55.000 --> 00:03:58.000]  回歸到神那裡去
[00:03:58.000 --> 00:04:02.000]  另一件事,面對著這個苦難的問題
[00:04:02.000 --> 00:04:06.000]  我絕對相信耶穌基督十字架
[00:04:06.000 --> 00:04:11.000]  祂的受難,祂的復活,是一個最終的答案
[00:04:11.000 --> 00:04:16.000]  人如果不相信主的受苦,不相信主的復活
[00:04:16.000 --> 00:04:20.000]  不相信人因為信將來會復活
[00:04:20.000 --> 00:04:24.000]  我們對苦難的問題是永遠沒有答案的
[00:04:24.000 --> 00:04:27.000]  任何人都給不到答案給我們
[00:04:27.000 --> 00:04:31.000]  希伯來書二章十四字
[00:04:31.000 --> 00:04:39.000]  祂告訴我們,人既然有血肉之軀
[00:04:39.000 --> 00:04:45.000]  耶穌基督就親自成為血肉之體來到這個地上
[00:04:45.000 --> 00:04:52.000]  並要藉著死,敗壞那掌死權的就是魔鬼
[00:04:52.000 --> 00:04:58.000]  目的是什麼呢?目的是要釋放那些一生怕死而為奴隸的人
[00:04:58.000 --> 00:05:00.000]  親愛的弟兄姊妹
[00:05:00.000 --> 00:05:03.000]  原來耶穌基督透過他的死和復活
[00:05:03.000 --> 00:05:05.000]  是要宣告一件事
[00:05:05.000 --> 00:05:11.000]  死不是一個終結,只不過是另外一個開始
[00:05:11.000 --> 00:05:15.000]  只要我們能夠透過信
[00:05:15.000 --> 00:05:18.000]  我們就有這個永活的盼望
[00:05:18.000 --> 00:05:21.000]  有豐盛人生的盼望
[00:05:21.000 --> 00:05:23.000]  而透過這個永活的盼望
[00:05:23.000 --> 00:05:26.000]  豐盛人生的盼望
[00:05:26.000 --> 00:05:38.000]  甚至把苦難看成是建立我們正面健康的DNA渠道
[00:05:38.000 --> 00:05:40.000]  我再說一次
[00:05:40.000 --> 00:05:47.000]  苦難是建立我們那些正面的DNA渠道
[00:05:47.000 --> 00:05:52.000]  詩人說:我受苦,原是與我有益
[00:05:52.000 --> 00:05:55.000]  是叫我們更加學習到神的律例
[00:05:55.000 --> 00:06:00.000]  保羅也說:我受苦,是對我自己有益
[00:06:00.000 --> 00:06:06.000]  因為我越多苦楚,就越多經歷耶穌基督的安慰
[00:06:06.000 --> 00:06:11.000]  然後越多苦楚,就越能夠透過我們的苦楚
[00:06:11.000 --> 00:06:15.000]  去安慰那些在苦難中的人
[00:06:15.000 --> 00:06:18.000]  第三,是透過我們的受苦
[00:06:18.000 --> 00:06:21.000]  教會一起被建立
[00:06:21.000 --> 00:06:26.000]  我們的愛才有機會彼此分享
[00:06:26.000 --> 00:06:28.000]  因為這樣的緣故
[00:06:28.000 --> 00:06:30.000]  當我們真正相信復活的主
[00:06:30.000 --> 00:06:33.000]  有了這個永生的盼望的時候
[00:06:33.000 --> 00:06:36.000]  你要發覺到失眠
[00:06:36.000 --> 00:06:39.000]  你可以成為那些失眠者的安慰
[00:06:39.000 --> 00:06:40.000]  癌病
[00:06:40.000 --> 00:06:44.000]  你成為那些癌病者的出路
[00:06:44.000 --> 00:06:48.000]  成功的這些賭徒
[00:06:48.000 --> 00:06:54.000]  他成為那些在賭中掙扎的賭徒的出路
[00:06:54.000 --> 00:06:58.000]  吸毒、信主而得救了的人
[00:06:58.000 --> 00:07:03.000]  他成為那些在毒品裡面沒有出路的道友的出路
[00:07:03.000 --> 00:07:04.000]  瘸了的人
[00:07:04.000 --> 00:07:07.000]  好像我現在有點瘸
[00:07:07.000 --> 00:07:12.000]  我最近起碼有三、四十個有點瘸的弟兄姊妹
[00:07:12.000 --> 00:07:15.000]  都是因為兩隻腳有問題
[00:07:15.000 --> 00:07:17.000]  鎖骨神經有問題
[00:07:17.000 --> 00:07:18.000]  就走來問我
[00:07:18.000 --> 00:07:19.000]  我就告訴他
[00:07:19.000 --> 00:07:21.000]  我現在仍然在掙扎
[00:07:21.000 --> 00:07:22.000]  沒有問題
[00:07:22.000 --> 00:07:24.000]  我的嘴巴還能說
[00:07:24.000 --> 00:07:26.000]  所以說到坐在那裡說
[00:07:26.000 --> 00:07:27.000]  不要緊
[00:07:27.000 --> 00:07:28.000]  另一方面
[00:07:28.000 --> 00:07:30.000]  我每天都拉筋
[00:07:30.000 --> 00:07:32.000]  打球打不到
[00:07:32.000 --> 00:07:33.000]  游泳
[00:07:33.000 --> 00:07:34.000]  我可以游泳
[00:07:34.000 --> 00:07:35.000]  另一方面
[00:07:35.000 --> 00:07:38.000]  也繼續用各種不同的方法
[00:07:38.000 --> 00:07:40.000]  有機會我就試一下那些治療
[00:07:40.000 --> 00:07:41.000]  總而言之
[00:07:41.000 --> 00:07:44.000]  我知道這不是永遠都是這樣的
[00:07:44.000 --> 00:07:46.000]  這是暫時性
[00:07:46.000 --> 00:07:48.000]  保羅就因為這樣的緣故
[00:07:48.000 --> 00:07:50.000]  他看到了一件事
[00:07:50.000 --> 00:07:55.000]  我們今天所受的是至暫、至輕的苦楚
[00:07:55.000 --> 00:08:00.000]  為的是要成就極重無比的榮耀
[00:08:00.000 --> 00:08:02.000]  保羅看到我們今天的苦楚
[00:08:02.000 --> 00:08:04.000]  是一個至暫、至輕
[00:08:04.000 --> 00:08:06.000]  無論你多少年都好
[00:08:06.000 --> 00:08:08.000]  仍然都是短
[00:08:08.000 --> 00:08:10.000]  一比起我們這個永恆的永生
[00:08:10.000 --> 00:08:11.000]  豐盛的人生
[00:08:11.000 --> 00:08:13.000]  那個永遠的永生的時候
[00:08:13.000 --> 00:08:15.000]  這個仍然是短
[00:08:15.000 --> 00:08:17.000]  是因為這樣的緣故
[00:08:17.000 --> 00:08:19.000]  他告訴我們
[00:08:19.000 --> 00:08:21.000]  痛可以不用苦
[00:08:21.000 --> 00:08:24.000]  殘可以不用廢
[00:08:24.000 --> 00:08:26.000]  死不是等於死
[00:08:26.000 --> 00:08:27.000]  是睡覺
[00:08:27.000 --> 00:08:28.000]  是移民
[00:08:28.000 --> 00:08:29.000]  是半價
[00:08:29.000 --> 00:08:32.000]  神給我們又出路
[00:08:32.000 --> 00:08:35.000]  今天我特別要透過這個壽苦節
[00:08:35.000 --> 00:08:36.000]  復活節的時間
[00:08:36.000 --> 00:08:41.000]  跟大家分享三千五百多年前
[00:08:41.000 --> 00:08:45.000]  神透過《出埃及記》寫成了這本書
[00:08:45.000 --> 00:08:47.000]  來給我們看看
[00:08:47.000 --> 00:08:51.000]  看神的羔羊
[00:08:51.000 --> 00:08:54.000]  我們首先讀讀
[00:08:54.000 --> 00:09:03.000]  《出埃及記》十二章第一節到第四節
[00:09:03.000 --> 00:09:05.000]  大家找到的時候
[00:09:05.000 --> 00:09:07.000]  我們一起讀這段經文
[00:09:08.000 --> 00:09:10.000]  耶和華在出埃及地
[00:09:10.000 --> 00:09:12.000]  曉以摩西亞倫船
[00:09:12.000 --> 00:09:15.000]  要以本月為精月
[00:09:15.000 --> 00:09:16.000]  為一年之首
[00:09:16.000 --> 00:09:19.000]  你們奔赴以色列傳會眾樹
[00:09:19.000 --> 00:09:21.000]  本月初十日
[00:09:21.000 --> 00:09:24.000]  你們安著富家取羊羔
[00:09:24.000 --> 00:09:25.000]  一家一隻
[00:09:25.000 --> 00:09:27.000]  若是一家的人太少
[00:09:27.000 --> 00:09:29.000]  吃不合
[00:09:29.000 --> 00:09:36.000]  你們預備羊羔
[00:09:36.000 --> 00:09:39.000]  要安著人數和飯量
[00:09:39.000 --> 00:09:41.000]  親愛的兄姊妹
[00:09:41.000 --> 00:09:44.000]  當我說完十災的時候
[00:09:44.000 --> 00:09:46.000]  有些人就問我
[00:09:46.000 --> 00:09:49.000]  九災呢
[00:09:49.000 --> 00:09:50.000]  我都比較容易明白一點
[00:09:50.000 --> 00:09:55.000]  但為什麼要殺埃及人的長子呢?
[00:09:55.000 --> 00:09:57.000]  連生畜的
[00:09:57.000 --> 00:09:59.000]  投生的都不放過
[00:09:59.000 --> 00:10:01.000]  為什麼呢?
[00:10:01.000 --> 00:10:05.000]  《出埃及記》十二章給了一個答案給我們
[00:10:05.000 --> 00:10:07.000]  原來在當中
[00:10:07.000 --> 00:10:10.000]  聖經要告訴我們
[00:10:10.000 --> 00:10:14.000]  本來要死的
[00:10:14.000 --> 00:10:17.000]  不是人
[00:10:17.000 --> 00:10:22.000]  本來要死的是一隻羊羔
[00:10:22.000 --> 00:10:24.000]  是羔羊
[00:10:24.000 --> 00:10:30.000]  如果人願意接受這隻羔羊待死
[00:10:30.000 --> 00:10:32.000]  很簡單
[00:10:32.000 --> 00:10:34.000]  你就是接受它
[00:10:34.000 --> 00:10:36.000]  人就不必死
[00:10:36.000 --> 00:10:39.000]  在哪裡我們可以看得見呢?
[00:10:39.000 --> 00:10:41.000]  在《聖經》當中
[00:10:41.000 --> 00:10:42.000]  你會看得見
[00:10:42.000 --> 00:10:47.000]  原來神的羔羊是為全會眾而設的
[00:10:47.000 --> 00:10:49.000]  在《聖經》當中
[00:10:49.000 --> 00:10:52.000]  第三節你要吩咐以色列的全會眾
[00:10:52.000 --> 00:10:54.000]  本月初十日
[00:10:54.000 --> 00:10:56.000]  各人要安著富家取羊羔
[00:10:56.000 --> 00:10:58.000]  一家一隻
[00:10:58.000 --> 00:11:00.000]  這隻羊羔
[00:11:00.000 --> 00:11:01.000]  它要怎樣呢?
[00:11:01.000 --> 00:11:03.000]  將它的血
[00:11:03.000 --> 00:11:06.000]  塗在門尾上
[00:11:06.000 --> 00:11:09.000]  這隻羊羔就要燒了
[00:11:09.000 --> 00:11:10.000]  燒了它
[00:11:10.000 --> 00:11:11.000]  獻祭
[00:11:11.000 --> 00:11:13.000]  其實這是獻祭的意思
[00:11:13.000 --> 00:11:15.000]  獻祭之後
[00:11:15.000 --> 00:11:19.000]  人是可以吃它的肉的
[00:11:19.000 --> 00:11:21.000]  有些人就問一個問題
[00:11:21.000 --> 00:11:23.000]  以色列而已
[00:11:23.000 --> 00:11:26.000]  那埃及的人不是人嗎?
[00:11:26.000 --> 00:11:28.000]  埃及的人都是人的
[00:11:28.000 --> 00:11:32.000]  那為什麼神不救他們呢?
[00:11:32.000 --> 00:11:35.000]  留意看看《聖經》的記載
[00:11:35.000 --> 00:11:38.000]  原來吃羊羔
[00:11:38.000 --> 00:11:40.000]  得勉於難
[00:11:40.000 --> 00:11:45.000]  神不只是預備給以色列會眾的
[00:11:45.000 --> 00:11:47.000]  我們一起讀一讀
[00:11:47.000 --> 00:11:51.000]  43至48節
[00:11:51.000 --> 00:11:54.000]  43至48節
[00:11:54.000 --> 00:11:56.000]  我們一起讀
[00:11:56.000 --> 00:11:59.000]  耶和華對摩西亞良說
[00:11:59.000 --> 00:12:01.000]  如接的禮是這樣的
[00:12:01.000 --> 00:12:04.000]  外邦人都不可吃這羊羔
[00:12:04.000 --> 00:12:07.000]  但各人用銀紙買的奴隸
[00:12:07.000 --> 00:12:09.000]  既受了國禮就可以吃
[00:12:09.000 --> 00:12:13.000]  既居的和故宮的都不可吃
[00:12:13.000 --> 00:12:15.000]  應當在一個房子裡吃
[00:12:15.000 --> 00:12:18.000]  不可擺一點肉從房子裡帶到外頭去
[00:12:18.000 --> 00:12:21.000]  羊羔的骨頭一斤也不可截斷
[00:12:21.000 --> 00:12:24.000]  以色列全會眾都要守這禮
[00:12:24.000 --> 00:12:27.000]  若有外人寄居在你們中間
[00:12:27.000 --> 00:12:29.000]  願向耶和華手諭說
[00:12:29.000 --> 00:12:32.000]  他所有的男子務要受國禮
[00:12:32.000 --> 00:12:35.000]  然後才用他們來遵守
[00:12:35.000 --> 00:12:37.000]  他也像本地人一樣
[00:12:37.000 --> 00:12:41.000]  但未受國禮的都不可吃這羊羔
[00:12:41.000 --> 00:12:43.000]  親愛的弟兄姊妹
[00:12:43.000 --> 00:12:45.000]  在你們的聖經當中
[00:12:45.000 --> 00:12:48.000]  摩西透過耶和華的吩咐
[00:12:48.000 --> 00:12:50.000]  很清楚地說到49節
[00:12:50.000 --> 00:12:52.000]  本地和寄居的人
[00:12:52.000 --> 00:12:54.000]  在你們中間的外人
[00:12:54.000 --> 00:12:56.000]  都是用一個禮
[00:12:56.000 --> 00:12:58.000]  這個禮是什麼禮呢?
[00:12:58.000 --> 00:13:00.000]  不論你是以色列人也好
[00:13:00.000 --> 00:13:02.000]  不論你是外面的人也好
[00:13:02.000 --> 00:13:04.000]  本地的人也好
[00:13:04.000 --> 00:13:06.000]  全部都是什麼呢?
[00:13:06.000 --> 00:13:08.000]  你只要恩信
[00:13:08.000 --> 00:13:10.000]  你就可以稱賢
[00:13:10.000 --> 00:13:11.000]  舊約的時代
[00:13:11.000 --> 00:13:13.000]  他們是用什麼來表明他們的信呢?
[00:13:13.000 --> 00:13:15.000]  他們是透過一個國禮
[00:13:15.000 --> 00:13:20.000]  國禮是一個歸入耶和華的儀式
[00:13:20.000 --> 00:13:25.000]  國禮是表明他們真心願意相信耶和華
[00:13:25.000 --> 00:13:27.000]  來到新約的時候
[00:13:27.000 --> 00:13:29.000]  我們知道神看守的國禮
[00:13:29.000 --> 00:13:31.000]  不是肉體上的國禮
[00:13:31.000 --> 00:13:35.000]  神看守的國禮是我們心靈裏面的國禮
[00:13:35.000 --> 00:13:39.000]  肉體的國禮不能夠救我們永遠
[00:13:39.000 --> 00:13:42.000]  肉體的國禮只能夠救以色列人
[00:13:42.000 --> 00:13:43.000]  出埃及去抗耶
[00:13:43.000 --> 00:13:44.000]  就這麼多了
[00:13:44.000 --> 00:13:47.000]  但最終在抗耶他們都會死
[00:13:47.000 --> 00:13:50.000]  但一個真真正正救我們永遠的國禮
[00:13:50.000 --> 00:13:54.000]  是心靈裏面認定我們是無力自救的罪人
[00:13:54.000 --> 00:13:57.000]  然後接受耶穌基督是我們唯一的救主
[00:13:57.000 --> 00:13:59.000]  透過這樣的時候
[00:13:59.000 --> 00:14:03.000]  我們就可以得到永恆而且豐盛的人生
[00:14:03.000 --> 00:14:04.000]  各位弟兄姐妹
[00:14:04.000 --> 00:14:07.000]  第一件事我們可以看得很清楚
[00:14:07.000 --> 00:14:10.000]  原來神是要這隻羔羊去死的
[00:14:10.000 --> 00:14:12.000]  不是想我們死
[00:14:12.000 --> 00:14:14.000]  你只要信
[00:14:14.000 --> 00:14:16.000]  你就可以搞定
[00:14:16.000 --> 00:14:17.000]  很可惜
[00:14:17.000 --> 00:14:20.000]  我們可以看得見
[00:14:20.000 --> 00:14:22.000]  埃及人
[00:14:22.000 --> 00:14:23.000]  特別是法老
[00:14:23.000 --> 00:14:26.000]  他是硬心不信
[00:14:26.000 --> 00:14:33.000]  硬心不信甚至是硬心不讓以色列人離開
[00:14:33.000 --> 00:14:38.000]  那為什麼神要透過殺長子呢?
[00:14:38.000 --> 00:14:39.000]  因為很簡單
[00:14:39.000 --> 00:14:42.000]  從聖經的記載你就會看得見
[00:14:42.000 --> 00:14:47.000]  原來只有去到殺長子
[00:14:47.000 --> 00:14:52.000]  然後才讓埃及的法老王很清楚地看到一件事
[00:14:52.000 --> 00:14:55.000]  祂不是神
[00:14:55.000 --> 00:14:57.000]  原來在埃及的信仰裏面
[00:14:57.000 --> 00:15:00.000]  祂們很多東西都是神
[00:15:00.000 --> 00:15:01.000]  牛是神
[00:15:01.000 --> 00:15:02.000]  青蛙是神
[00:15:02.000 --> 00:15:04.000]  什麼都是神
[00:15:04.000 --> 00:15:06.000]  而其中最大的神
[00:15:06.000 --> 00:15:07.000]  萬神的神
[00:15:07.000 --> 00:15:10.000]  你們知不知道是誰?
[00:15:10.000 --> 00:15:11.000]  是法老
[00:15:11.000 --> 00:15:14.000]  法老稱自己是萬神的神
[00:15:14.000 --> 00:15:16.000]  而法老的長子
[00:15:16.000 --> 00:15:18.000]  同樣是萬神的神
[00:15:18.000 --> 00:15:22.000]  因為他自動自覺地成為法老
[00:15:22.000 --> 00:15:28.000]  所有的長子在埃及都被奉為神一樣
[00:15:28.000 --> 00:15:30.000]  神就在這個地方要告訴他們
[00:15:30.000 --> 00:15:32.000]  你欺偶像
[00:15:32.000 --> 00:15:36.000]  這些只不過是人手所做的事
[00:15:36.000 --> 00:15:38.000]  這些只不過是被做之物
[00:15:38.000 --> 00:15:39.000]  他們不是神
[00:15:39.000 --> 00:15:41.000]  他們是無能自救的
[00:15:41.000 --> 00:15:45.000]  他們自己都搞不定自己
[00:15:45.000 --> 00:15:47.000]  法老始終不信
[00:15:47.000 --> 00:15:48.000]  那怎麼辦呢?
[00:15:48.000 --> 00:15:54.000]  神唯有經過多次多方的警告之後
[00:15:54.000 --> 00:15:59.000]  沉痛地看著他們因為他們的不信而滅亡
[00:15:59.000 --> 00:16:00.000]  各位靈智妹
[00:16:00.000 --> 00:16:02.000]  其實是沒有必要的
[00:16:02.000 --> 00:16:05.000]  一信根本就全部人類都可以得救
[00:16:05.000 --> 00:16:08.000]  但是不信就變成要滅亡
[00:16:08.000 --> 00:16:10.000]  第二,讓我們看得見的
[00:16:10.000 --> 00:16:18.000]  的確,法老在經歷過長子死亡這個災之後
[00:16:18.000 --> 00:16:21.000]  31至36節
[00:16:21.000 --> 00:16:26.000]  你會看得見開始完全改變了
[00:16:26.000 --> 00:16:28.000]  這個改變是什麼呢?
[00:16:28.000 --> 00:16:30.000]  就是因為在他們當中
[00:16:30.000 --> 00:16:34.000]  所有的長子甚至生畜、投生的
[00:16:34.000 --> 00:16:36.000]  全部都死了
[00:16:36.000 --> 00:16:38.000]  31節
[00:16:38.000 --> 00:16:39.000]  我們一起讀
