
[00:00:00.000 --> 00:00:05.000]  路德記第一章
[00:00:05.000 --> 00:00:08.600]  上一次我們已經講了路德記的介紹
[00:00:08.600 --> 00:00:14.400]  今天這個題目就是回到能被神祝福的領域
[00:00:14.400 --> 00:00:18.000]  很感謝Winnie剛才和我們選了很多歌
[00:00:18.000 --> 00:00:21.600]  都是說回到神的身邊
[00:00:21.600 --> 00:00:23.800]  來享受神的祝福
[00:00:23.800 --> 00:00:26.000]  我們知道很多時候
[00:00:26.000 --> 00:00:28.200]  當我們的生命當中
[00:00:28.200 --> 00:00:32.000]  有一些危難和困境出現的時候
[00:00:32.000 --> 00:00:34.200]  很可能是神的管教
[00:00:34.200 --> 00:00:39.800]  我不是說全部的困境危難都是神的管教
[00:00:39.800 --> 00:00:42.800]  但是大部分的時候都是
[00:00:42.800 --> 00:00:45.400]  很多時候我們不知道為什麼突然間
[00:00:45.400 --> 00:00:47.400]  有些事情發生在我們的身上
[00:00:47.400 --> 00:00:49.600]  可能我們偏離了
[00:00:49.600 --> 00:00:51.800]  可能我們離棄了神
[00:00:51.800 --> 00:00:53.600]  在這樣的情形之下
[00:00:53.600 --> 00:00:58.800]  我們很需要回到能夠被神祝福的領域
[00:00:58.800 --> 00:01:01.600]  能夠被神眷顧
[00:01:01.600 --> 00:01:04.800]  剛才我們讀經文都看到
[00:01:04.800 --> 00:01:06.400]  上次都講過
[00:01:06.400 --> 00:01:09.400]  路德記是有關一個家庭
[00:01:09.400 --> 00:01:11.800]  丈夫叫做爾利米勒
[00:01:11.800 --> 00:01:14.600]  因為伯利恆有饑荒
[00:01:14.600 --> 00:01:18.200]  他帶著妻子那娥米和兩個兒子
[00:01:18.200 --> 00:01:20.000]  去到摩亞地
[00:01:20.000 --> 00:01:23.000]  其實伯利恆是很有趣的
[00:01:23.000 --> 00:01:26.200]  伯利恆是一個很重要的地方
[00:01:26.200 --> 00:01:28.000]  為什麼這麼重要?
[00:01:28.000 --> 00:01:30.800]  是雅各的妻子拉潔
[00:01:30.800 --> 00:01:33.400]  被埋葬的地方而出名
[00:01:33.400 --> 00:01:36.800]  在《創世記》的35章告訴我們
[00:01:36.800 --> 00:01:40.200]  伯利恆也是大衛的故鄉
[00:01:40.200 --> 00:01:43.400]  我們怎麼知道伯利恆是大衛的故鄉?
[00:01:43.400 --> 00:01:46.400]  就是今天的故事帶出了這一點
[00:01:46.400 --> 00:01:49.200]  在路德記的第四章告訴我們
[00:01:49.200 --> 00:01:53.000]  爾利米勒的家鄉就是伯利恆
[00:01:53.000 --> 00:01:56.400]  而大衛是路德的真孫
[00:01:56.400 --> 00:01:59.600]  所以就把大衛帶到伯利恆
[00:01:59.600 --> 00:02:04.000]  也就是把耶穌基督帶到伯利恆這個地方
[00:02:04.000 --> 00:02:07.400]  因為我們知道耶穌基督就是大衛的後人
[00:02:07.400 --> 00:02:09.200]  為什麼這麼重要?
[00:02:09.200 --> 00:02:10.800]  我們聖誕節的時候
[00:02:10.800 --> 00:02:15.000]  我們都很喜歡讀的經文是路加福音第二章
[00:02:15.000 --> 00:02:17.600]  講到約瑟帶著瑪利亞
[00:02:17.600 --> 00:02:20.000]  當時瑪利亞已經懷孕
[00:02:20.000 --> 00:02:23.000]  帶著他去伯利恆做什麼?
[00:02:23.000 --> 00:02:25.400]  人口登記
[00:02:25.400 --> 00:02:27.600]  為什麼要去伯利恆登記?
[00:02:27.600 --> 00:02:30.000]  伯利恆是約瑟的故鄉
[00:02:30.000 --> 00:02:31.600]  為什麼我們知道?
[00:02:31.600 --> 00:02:34.200]  因為路德記告訴我們
[00:02:34.200 --> 00:02:36.800]  路德就是大衛的先祖
[00:02:36.800 --> 00:02:39.000]  就是耶穌基督的先祖
[00:02:39.000 --> 00:02:44.800]  所以我們知道為什麼約瑟要回去伯利恆登記
[00:02:44.800 --> 00:02:48.000]  而耶穌基督就在伯利恆出生
[00:02:48.000 --> 00:02:50.800]  應驗了聖經的預言
[00:02:50.800 --> 00:02:53.200]  尼加書的五章二節
[00:02:53.200 --> 00:02:57.200]  說我們的救主將會在伯利恆出生
[00:02:57.200 --> 00:02:59.600]  而的確是應驗了
[00:02:59.600 --> 00:03:02.000]  今天的這件事
[00:03:02.000 --> 00:03:06.600]  我們看到以色列鬧嚴重的饑荒
[00:03:06.600 --> 00:03:09.800]  於是以利米納帶著家人
[00:03:09.800 --> 00:03:13.000]  就去了摩亞地避難
[00:03:13.000 --> 00:03:15.000]  以色列當時的情形
[00:03:15.000 --> 00:03:17.000]  我們知道是在雪事司祭
[00:03:17.000 --> 00:03:18.600]  無論是物質
[00:03:18.600 --> 00:03:20.000]  無論是靈明上
[00:03:20.000 --> 00:03:22.800]  都已經是去到極低點
[00:03:22.800 --> 00:03:25.800]  已經是去到絕望的時候
[00:03:25.800 --> 00:03:28.200]  但是儘管如此
[00:03:28.200 --> 00:03:30.600]  好像以利米納這樣的人
[00:03:30.600 --> 00:03:32.600]  都會逃避去摩亞
[00:03:32.600 --> 00:03:34.400]  會令到我們驚奇
[00:03:34.400 --> 00:03:35.800]  令到我們驚訝
[00:03:35.800 --> 00:03:37.000]  為什麼?
[00:03:37.000 --> 00:03:40.600]  因為在路德記的第四章告訴我們
[00:03:40.600 --> 00:03:43.600]  原來以利米納是很有地位的
[00:03:43.600 --> 00:03:45.200]  他是地主
[00:03:45.200 --> 00:03:48.200]  在伯利恆的長老
[00:03:48.200 --> 00:03:51.000]  還叫他做我們的兄弟
[00:03:51.000 --> 00:03:54.000]  所以這個人是德高望重
[00:03:54.000 --> 00:03:56.800]  從拿訛米的信心和品格
[00:03:56.800 --> 00:03:58.000]  我們又知道
[00:03:58.000 --> 00:04:02.200]  以利米納絕對是一個敬虔的猶太人
[00:04:02.200 --> 00:04:05.200]  所以他不是一個熟悉的人
[00:04:05.200 --> 00:04:09.200]  連他都走去摩亞避難
[00:04:09.200 --> 00:04:12.200]  令到我們有點奇怪
[00:04:12.200 --> 00:04:15.600]  其實伯利恆的意思是什麼?
[00:04:15.600 --> 00:04:17.000]  很諷刺
[00:04:17.000 --> 00:04:20.000]  希伯來文伯利恆的意思就是
[00:04:20.000 --> 00:04:22.000]  麵包治屋
[00:04:22.000 --> 00:04:26.000]  麵包治屋應該是賦予食物的
[00:04:26.000 --> 00:04:28.000]  都會罵饑荒
[00:04:28.000 --> 00:04:29.200]  你說為什麼?
[00:04:29.200 --> 00:04:31.600]  很多時候在舊約
[00:04:31.600 --> 00:04:36.000]  神就是用饑荒來管教以色列的人民
[00:04:36.000 --> 00:04:41.800]  在利米紀的26章和新命紀的28章都有說到
[00:04:41.800 --> 00:04:43.800]  在史詩紀裏我們見到
[00:04:43.800 --> 00:04:47.000]  神就是因為以色列人拜偶像
[00:04:47.000 --> 00:04:50.000]  神是不斷地要來管教他們
[00:04:50.000 --> 00:04:53.000]  對於犯罪的人就是懲罰
[00:04:53.000 --> 00:04:56.000]  但是對於沒有犯罪的人
[00:04:56.000 --> 00:04:58.000]  是一些試驗
[00:04:58.000 --> 00:05:00.000]  當饑荒來到的時候
[00:05:00.000 --> 00:05:04.400]  不會說你是罪人所以你有饑荒
[00:05:04.400 --> 00:05:07.000]  但是沒有犯罪的就沒有饑荒
[00:05:07.000 --> 00:05:09.000]  一直都有饑荒
[00:05:09.000 --> 00:05:12.000]  所以對於犯罪的人來說是懲罰
[00:05:12.000 --> 00:05:14.000]  但是對於以利米勒
[00:05:14.000 --> 00:05:16.000]  我相信他是沒有拜偶像
[00:05:16.000 --> 00:05:17.400]  他是沒有犯罪的人
[00:05:17.400 --> 00:05:21.000]  對他來說就成為了一些試驗
[00:05:21.000 --> 00:05:24.800]  在阿伯拉罕的故事我們見到
[00:05:24.800 --> 00:05:27.800]  阿伯拉罕也是犯了同一個錯
[00:05:27.800 --> 00:05:30.800]  阿伯拉罕也是見到英許之地
[00:05:30.800 --> 00:05:33.800]  是有饑荒他就躲到埃及
[00:05:33.800 --> 00:05:35.800]  走到埃及
[00:05:35.800 --> 00:05:40.400]  今天的故事是以利米勒帶著他的家人去摩亞
[00:05:40.400 --> 00:05:43.200]  摩亞不是埃及
[00:05:43.200 --> 00:05:46.200]  埃及是一個非常富庶的地方
[00:05:46.200 --> 00:05:50.200]  而摩亞是一個很荒涼的地方
[00:05:50.200 --> 00:05:53.200]  摩亞的西面是死海
[00:05:53.200 --> 00:05:55.200]  東面是沙漠
[00:05:55.200 --> 00:05:58.200]  而摩亞是被兩條河夾住
[00:05:58.200 --> 00:06:01.200]  一條是阿聯河
[00:06:01.200 --> 00:06:03.200]  另外一條是撒列河
[00:06:03.200 --> 00:06:06.200]  是兩條河中間的一個夾谷
[00:06:06.200 --> 00:06:09.200]  但是這個夾谷是非常乾旱
[00:06:09.200 --> 00:06:12.200]  是一個沙漠的天氣
[00:06:12.200 --> 00:06:17.200]  所以大部分時間雖然摩亞土地很肥沃
[00:06:17.200 --> 00:06:19.200]  但是因為太過乾旱
[00:06:19.200 --> 00:06:21.200]  根本是沒有樹木的
[00:06:21.200 --> 00:06:25.200]  只適合放羊放牛的地方
[00:06:25.200 --> 00:06:29.200]  有人說當一個人面對困境
[00:06:29.200 --> 00:06:32.200]  面對危難的時候
[00:06:32.200 --> 00:06:36.200]  要看他如何處理危難困境
[00:06:36.200 --> 00:06:39.200]  才能真正認識這個人
[00:06:39.200 --> 00:06:42.200]  才能真正了解這個人
[00:06:42.200 --> 00:06:44.200]  這句話真的很真
[00:06:44.200 --> 00:06:49.200]  當人面對危難有哪三種反應?
[00:06:49.200 --> 00:06:52.200]  第一種是逆來順受
[00:06:52.200 --> 00:06:54.200]  認命
[00:06:54.200 --> 00:06:56.200]  就像娜娜米說
[00:06:56.200 --> 00:06:58.200]  是神伸手攻擊我
[00:06:58.200 --> 00:07:00.200]  我認命
[00:07:00.200 --> 00:07:02.200]  如果你是逆來順受
[00:07:02.200 --> 00:07:04.200]  你就會變得很苦毒
[00:07:04.200 --> 00:07:06.200]  你會埋怨像娜娜米一樣
[00:07:06.200 --> 00:07:10.200]  你會被思念控制了
[00:07:10.200 --> 00:07:13.200]  還有第二個回應
[00:07:13.200 --> 00:07:15.200]  就是逃避思念
[00:07:15.200 --> 00:07:17.200]  當有思念來到的時候
[00:07:17.200 --> 00:07:19.200]  你去逃避
[00:07:19.200 --> 00:07:21.200]  好像伊利米納一樣
[00:07:21.200 --> 00:07:24.200]  伊利米納就是逃到摩亞地
[00:07:24.200 --> 00:07:27.200]  希望逃避這個思念
[00:07:27.200 --> 00:07:29.200]  但問題是
[00:07:29.200 --> 00:07:31.200]  如果你逃避的話
[00:07:31.200 --> 00:07:34.200]  你不能學到神要你學習的功課
[00:07:34.200 --> 00:07:36.200]  很多時候你去逃避
[00:07:36.200 --> 00:07:39.200]  一次兩次你可能可以逃避到
[00:07:39.200 --> 00:07:42.200]  但最終你會發覺
[00:07:42.200 --> 00:07:45.200]  你仍然走在神的旨意裏
[00:07:45.200 --> 00:07:49.200]  神仍然要你經歷這個思念
[00:07:49.200 --> 00:07:54.200]  當我們沒有學到神要我們學的功課
[00:07:54.200 --> 00:07:59.200]  同樣的問題會重複出現在我們的生命當中
[00:07:59.200 --> 00:08:01.200]  直至我們學會為止
[00:08:01.200 --> 00:08:05.200]  這就是愛我們的神為我們所做
[00:08:05.200 --> 00:08:09.200]  伊利米納因為要逃避饑荒
[00:08:09.200 --> 00:08:12.200]  結果就搞出了三條人命
[00:08:12.200 --> 00:08:16.200]  他自己和他兩個兒子都死在摩亞地
[00:08:16.200 --> 00:08:18.200]  死在異鄉
[00:08:18.200 --> 00:08:20.200]  約伯曾經問
[00:08:20.200 --> 00:08:23.200]  誰能向神肝眼而得亨通呢?
[00:08:23.200 --> 00:08:25.200]  約伯記九章四節
[00:08:25.200 --> 00:08:27.200]  我們都很清楚知道
[00:08:27.200 --> 00:08:31.200]  沒有人能夠向神肝眼而得到亨通
[00:08:31.200 --> 00:08:34.200]  如果你向神肝眼的時候
[00:08:34.200 --> 00:08:37.200]  只有你孤軍作戰
[00:08:37.200 --> 00:08:39.200]  因為你沒有神與你同在
[00:08:39.200 --> 00:08:41.200]  你不是走在祂的旨意裏
[00:08:41.200 --> 00:08:44.200]  向神肝眼你只能孤軍作戰
[00:08:44.200 --> 00:08:46.200]  但最後你會發覺
[00:08:46.200 --> 00:08:50.200]  你仍然要走在神為你預備的道路上
[00:08:50.200 --> 00:08:56.200]  路德記裏面伊利米納和那俄米的故事
[00:08:56.200 --> 00:09:00.200]  充分地讓我們看到這個真理
[00:09:00.200 --> 00:09:02.200]  所以面對逆境
[00:09:02.200 --> 00:09:04.200]  我講了兩點
[00:09:04.200 --> 00:09:06.200]  第一點有人逆來順受
[00:09:06.200 --> 00:09:10.200]  第二點有人希望逃避
[00:09:10.200 --> 00:09:12.200]  我們應該要怎樣做呢?
[00:09:12.200 --> 00:09:16.200]  應該是面對思念接受思念
[00:09:16.200 --> 00:09:19.200]  如果我們學習去接受思念
[00:09:19.200 --> 00:09:22.200]  能夠勝過思念的話
[00:09:22.200 --> 00:09:25.200]  我們就會學到神要我們學習的功課
[00:09:25.200 --> 00:09:29.200]  這就是亞國書第一章所教我們
[00:09:29.200 --> 00:09:32.200]  所以我們應該要服從神的旨意
[00:09:32.200 --> 00:09:35.200]  繼續被神帶領
[00:09:35.200 --> 00:09:38.200]  雖然前面有不測的風雲
[00:09:38.200 --> 00:09:41.200]  好像伯利恆有饑荒
[00:09:41.200 --> 00:09:43.200]  如果你肯留下來
[00:09:43.200 --> 00:09:45.200]  被神帶領
[00:09:45.200 --> 00:09:47.200]  雖然有不測的風雲
[00:09:47.200 --> 00:09:49.200]  你仍然有神同在
[00:09:49.200 --> 00:09:51.200]  但如果你離開了
[00:09:51.200 --> 00:09:53.200]  你就要孤軍作戰
[00:09:53.200 --> 00:09:56.200]  這就是羅馬書的八章二十八節
[00:09:56.200 --> 00:09:59.200]  我們曉得萬事都互相效力
[00:09:59.200 --> 00:10:01.200]  要愛神的人得益處
[00:10:01.200 --> 00:10:04.200]  就是按他旨意被召的人
[00:10:04.200 --> 00:10:07.200]  當我們走在神的旨意裏
[00:10:07.200 --> 00:10:09.200]  我們可以知道
[00:10:09.200 --> 00:10:11.200]  神是萬事互相效力
[00:10:11.200 --> 00:10:13.200]  要我們得到益處
[00:10:13.200 --> 00:10:15.200]  有人會問
[00:10:15.200 --> 00:10:18.200]  牧師你說要接受試驗
[00:10:18.200 --> 00:10:20.200]  應該怎樣接受?
[00:10:20.200 --> 00:10:23.200]  其實接受試驗都有三點
[00:10:23.200 --> 00:10:26.200]  第一我們要作出明智的抉擇
[00:10:26.200 --> 00:10:30.200]  第二我們要有正確的回應
[00:10:30.200 --> 00:10:36.200]  第三我們要逃避有些不正確的心態
[00:10:36.200 --> 00:10:40.200]  這三點都是從拿訛米和路德的身上
[00:10:40.200 --> 00:10:42.200]  我們可以學到
[00:10:42.200 --> 00:10:44.200]  我們先看看第一點
[00:10:44.200 --> 00:10:47.200]  就是要作出明智的選擇
[00:10:47.200 --> 00:10:51.200]  以利米納就是作出錯誤的選擇
[00:10:51.200 --> 00:10:53.200]  他離鄉別井
[00:10:53.200 --> 00:10:55.200]  從他的身上我們學習到
[00:10:55.200 --> 00:10:57.200]  什麼是正確的選擇
[00:10:57.200 --> 00:10:59.200]  正確的選擇都有三點
[00:10:59.200 --> 00:11:01.200]  第一點是要憑信心
[00:11:01.200 --> 00:11:03.200]  不要憑眼見
[00:11:03.200 --> 00:11:06.200]  很多時候我們憑眼見處事
[00:11:06.200 --> 00:11:09.200]  以利米納就是一個例子
[00:11:09.200 --> 00:11:11.200]  伯利恆有饑荒嗎?
[00:11:11.200 --> 00:11:12.200]  眼見有饑荒
[00:11:12.200 --> 00:11:15.200]  他就去了摩訶這個地方
[00:11:15.200 --> 00:11:17.200]  伯利恆也是一樣
[00:11:17.200 --> 00:11:20.200]  都是憑眼見不是憑信心
[00:11:20.200 --> 00:11:22.200]  雖然他是信心之父
[00:11:22.200 --> 00:11:25.200]  他見到應許之地有饑荒
[00:11:25.200 --> 00:11:28.200]  他就帶著姪子羅德去了埃及
[00:11:28.200 --> 00:11:31.200]  日後就害了羅德一生
[00:11:31.200 --> 00:11:34.200]  羅德也學了他的叔叔
[00:11:34.200 --> 00:11:37.200]  憑眼見不是憑信心
[00:11:37.200 --> 00:11:40.200]  日後有機會選地
[00:11:40.200 --> 00:11:41.200]  他選什麼地?
[00:11:41.200 --> 00:11:43.200]  他是選索多瑪
[00:11:43.200 --> 00:11:45.200]  為什麼他選索多瑪?
[00:11:45.200 --> 00:11:49.200]  因為令他想起埃及的繁華富貴
[00:11:49.200 --> 00:11:52.200]  為什麼他會見到埃及的繁華富貴?
