
[00:00:00.000 --> 00:00:04.000]  聽師傅早安
[00:00:04.000 --> 00:00:08.000]  在一起聽主的道理之前
[00:00:08.000 --> 00:00:10.000]  又是一起投下禱告
[00:00:10.000 --> 00:00:12.000]  求聖靈帶領我們明白他的心思意念
[00:00:12.000 --> 00:00:14.000]  又是一起用心低頭禱告
[00:00:14.000 --> 00:00:16.000]  父神多謝你
[00:00:16.000 --> 00:00:18.000]  讓我們仍然能夠踏足地上
[00:00:18.000 --> 00:00:26.000]  仍然讓我們可以驚艷上帝你創造的美麗
[00:00:26.000 --> 00:00:34.000]  你讓我們能夠在地上不單有四時的景象
[00:00:34.000 --> 00:00:39.000]  並且讓我們可以在不同的光景裏面
[00:00:39.000 --> 00:00:42.000]  能夠繼續的驚艷
[00:00:42.000 --> 00:00:48.000]  在各式各樣的人生當中的精彩片段
[00:00:48.000 --> 00:00:51.000]  欣賞到你和我們同在
[00:00:51.000 --> 00:00:56.000]  我們獻上感恩求主你的帶領
[00:00:56.000 --> 00:01:00.000]  讓我們能夠成為一個合主你心意的人
[00:01:00.000 --> 00:01:04.000]  同心禱告奉靠主耶穌得勝的名字求
[00:01:04.000 --> 00:01:06.000]  阿們
[00:01:06.000 --> 00:01:09.000]  不知道大家有沒有去過一些主題公園
[00:01:09.000 --> 00:01:14.000]  或者去一些郊野公園去旅行
[00:01:14.000 --> 00:01:20.000]  我喜歡行山
[00:01:20.000 --> 00:01:25.000]  在加拿大行山是一個很好的機會
[00:01:25.000 --> 00:01:28.000]  因為可以說有一條在你左近
[00:01:28.000 --> 00:01:38.000]  例如去年我和家人去主題公園
[00:01:38.000 --> 00:01:43.000]  我特別怕去主題公園玩過山車
[00:01:43.000 --> 00:01:47.000]  因為我年紀大了
[00:01:47.000 --> 00:01:52.000]  真的受不了那種刺激能力
[00:01:52.000 --> 00:01:57.000]  你看我樣子都很年輕
[00:01:57.000 --> 00:02:00.000]  自己明白自己的情況
[00:02:00.000 --> 00:02:02.000]  不過無論你去主題公園也好
[00:02:02.000 --> 00:02:04.000]  或者你去行山也好
[00:02:04.000 --> 00:02:08.000]  我認為你第一件事要做的就是
[00:02:08.000 --> 00:02:12.000]  要認識主題公園有什麼玩
[00:02:12.000 --> 00:02:16.000]  然後設計好路程應該怎樣走
[00:02:16.000 --> 00:02:19.000]  或者你去行山在加拿大更好
[00:02:19.000 --> 00:02:24.000]  你一進去郊野公園散步
[00:02:24.000 --> 00:02:27.000]  通常都會有一幅地圖
[00:02:27.000 --> 00:02:31.000]  掛在入口的地方
[00:02:31.000 --> 00:02:34.000]  現在我們可以在這個年代
[00:02:34.000 --> 00:02:36.000]  用手機拍照
[00:02:36.000 --> 00:02:39.000]  大概知道路程走多遠
[00:02:39.000 --> 00:02:41.000]  經過什麼地方
[00:02:41.000 --> 00:02:43.000]  難度有多少
[00:02:43.000 --> 00:02:47.000]  然後你自己預計可以走多遠
[00:02:47.000 --> 00:02:50.000]  無論你去主題公園也好
[00:02:50.000 --> 00:02:53.000]  或者去郊野公園也好
[00:02:53.000 --> 00:03:00.000]  為什麼我們要有這個地圖去參考呢
[00:03:00.000 --> 00:03:03.000]  因為其中一個最主要的原因就是
[00:03:03.000 --> 00:03:07.000]  你不想錯過你能夠花的時間
[00:03:07.000 --> 00:03:11.000]  在這個公園或者主題公園裡的活動
[00:03:11.000 --> 00:03:14.000]  特別是去旅行
[00:03:14.000 --> 00:03:18.000]  是很巧妙和很吊詭的一件事
[00:03:18.000 --> 00:03:20.000]  吊詭是什麼意思呢
[00:03:20.000 --> 00:03:23.000]  有些事情好像做又不做
[00:03:23.000 --> 00:03:25.000]  不做就好像損失一樣
[00:03:25.000 --> 00:03:27.000]  但又好像實際上沒有損失
[00:03:27.000 --> 00:03:31.000]  因為很多時候去主題公園
[00:03:31.000 --> 00:03:34.000]  你去玩什麼機動遊戲
[00:03:34.000 --> 00:03:36.000]  看過什麼景點
[00:03:36.000 --> 00:03:38.000]  或者你走山徑的時候
[00:03:38.000 --> 00:03:41.000]  有什麼自然的生態或景象
[00:03:41.000 --> 00:03:43.000]  你不想錯過
[00:03:43.000 --> 00:03:47.000]  這些地圖就可以幫助你去了解
[00:03:47.000 --> 00:03:51.000]  和預備你保證你花的時間
[00:03:51.000 --> 00:03:54.000]  能夠看到這些景點
[00:03:54.000 --> 00:03:57.000]  在加拿大我又很喜歡
[00:03:57.000 --> 00:03:59.000]  如果大家認識我多一點
[00:03:59.000 --> 00:04:01.000]  我很喜歡走山路
[00:04:01.000 --> 00:04:03.000]  山徑
[00:04:03.000 --> 00:04:11.000]  早幾年前我去旅行的時候
[00:04:11.000 --> 00:04:13.000]  師母也不明白
[00:04:13.000 --> 00:04:15.000]  為什麼我要開車兩個多三個小時
[00:04:15.000 --> 00:04:17.000]  去看山洞
[00:04:17.000 --> 00:04:21.000]  因為我讀書讀中學的時候
[00:04:21.000 --> 00:04:22.000]  在課本上見過
[00:04:22.000 --> 00:04:23.000]  我知道在那裡
[00:04:23.000 --> 00:04:26.000]  他們常常說山洞有什麼好看
[00:04:26.000 --> 00:04:29.000]  但去到那種震撼性真的很不同
[00:04:29.000 --> 00:04:32.000]  或者去到Bunce Ridge的時候
[00:04:32.000 --> 00:04:36.000]  大家有沒有去過一個地方
