
[00:00:00.000 --> 00:00:05.000]  上一次和大家開始了耶利米哀歌這個系列
[00:00:05.000 --> 00:00:08.000]  講了耶利米哀歌的介紹
[00:00:08.000 --> 00:00:12.000]  今天要講耶利米哀歌的第一章
[00:00:12.000 --> 00:00:17.000]  我們講到耶利米哀歌其實是非常非常實用的一本書
[00:00:17.000 --> 00:00:22.000]  教我們如何能夠面對苦難
[00:00:22.000 --> 00:00:25.000]  五張書都有它獨特的地方
[00:00:25.000 --> 00:00:28.000]  每一張書都有它的獨特的地方
[00:00:28.000 --> 00:00:31.000]  每一張書都有一個重要的訊息
[00:00:31.000 --> 00:00:36.000]  教我們如何能夠一步一步地踏出憂鬱黑暗
[00:00:36.000 --> 00:00:39.000]  這個不是跟你講心理學
[00:00:39.000 --> 00:00:42.000]  這個是聖經如何教我們
[00:00:42.000 --> 00:00:47.000]  我們一起來看看第一章有什麼訊息
[00:00:47.000 --> 00:00:54.000]  第一章其實是哀歌五章裡的第一首詩歌
[00:00:54.000 --> 00:01:03.000]  耶利米先知將耶路撒冷城描述成為一個哀動痛苦的寡婦
[00:01:03.000 --> 00:01:09.000]  經文一開始就問為什麼耶路撒冷會變成一個寡婦
[00:01:09.000 --> 00:01:13.000]  講到她沒有人來安慰她
[00:01:13.000 --> 00:01:15.000]  講到她非常孤單
[00:01:15.000 --> 00:01:20.000]  而這些字眼你能夠在經文裡重複地出現
[00:01:20.000 --> 00:01:24.000]  第一章很明顯是有一個分段
[00:01:24.000 --> 00:01:26.000]  分開兩個部分
[00:01:26.000 --> 00:01:28.000]  一至十一節
[00:01:28.000 --> 00:01:33.000]  作者是用第三者來描述這個錫安寡婦
[00:01:33.000 --> 00:01:37.000]  是用她 女性的她 是第三者
[00:01:37.000 --> 00:01:42.000]  講到她的生命是完全被毀滅
[00:01:42.000 --> 00:01:44.000]  因為這一場災難
[00:01:44.000 --> 00:01:48.000]  在後半章是用第一者的身份
[00:01:48.000 --> 00:01:52.000]  這個錫安寡婦是親自叫喊出來
[00:01:52.000 --> 00:01:54.000]  所用的是「我」
[00:01:54.000 --> 00:01:57.000]  很直接地向我們呼喚出來
[00:01:57.000 --> 00:02:01.000]  好像耶利米先知對這個錫安寡婦的描述
[00:02:01.000 --> 00:02:06.000]  是被這個錫安寡婦的喊叫中斷了
[00:02:06.000 --> 00:02:09.000]  然後第三者變成第一者
[00:02:09.000 --> 00:02:11.000]  她首先是向神呼叫
[00:02:11.000 --> 00:02:14.000]  接著是向路邊的人來呼叫
[00:02:14.000 --> 00:02:18.000]  亦都是向每一個讀者來呼叫
[00:02:18.000 --> 00:02:21.000]  她希望有人能夠停下來
[00:02:21.000 --> 00:02:24.000]  看一看她 聽她的故事
[00:02:24.000 --> 00:02:27.000]  任何人願意留下來聽她的
[00:02:27.000 --> 00:02:29.000]  包括耶利米愛國的讀者
[00:02:29.000 --> 00:02:31.000]  她都願意
[00:02:31.000 --> 00:02:36.000]  但是沒有人願意留下來看她 聽她
[00:02:36.000 --> 00:02:38.000]  甚至我們上次說過
[00:02:38.000 --> 00:02:40.000]  很多人都不願意來讀
[00:02:40.000 --> 00:02:42.000]  耶利米愛國這部書
[00:02:42.000 --> 00:02:46.000]  當我們每一個人願意留下來
[00:02:46.000 --> 00:02:48.000]  停下來聽聽她 看看她
[00:02:48.000 --> 00:02:51.000]  願意讀這部耶利米愛國的話
[00:02:51.000 --> 00:02:55.000]  就是對這個錫安寡婦有回應
[00:02:55.000 --> 00:03:03.000]  我們說耶利米先知的寫作是非常細緻
[00:03:03.000 --> 00:03:05.000]  由第三者轉到第一者
[00:03:05.000 --> 00:03:09.000]  但是早在第一章九節和十一節
[00:03:09.000 --> 00:03:14.000]  已經兩次說到耶路撒冷城呼叫出來
[00:03:14.000 --> 00:03:17.000]  耶和華求你觀看
[00:03:17.000 --> 00:03:21.000]  這部書真是令人很痛心
[00:03:21.000 --> 00:03:23.000]  神始終好像沒有回答到
[00:03:23.000 --> 00:03:25.000]  以色列人的哀求
[00:03:25.000 --> 00:03:28.000]  上次說過在約伯記
[00:03:28.000 --> 00:03:31.000]  另外一部關於苦難的書
[00:03:31.000 --> 00:03:35.000]  是 約伯經過很大的苦難
[00:03:35.000 --> 00:03:37.000]  但是最後神還是回答了他
[00:03:37.000 --> 00:03:40.000]  神甚至是祝福他 補償他
[00:03:40.000 --> 00:03:44.000]  但是耶利米愛國呢
[00:03:44.000 --> 00:03:48.000]  好像神始終都沒有回答到他
[00:03:48.000 --> 00:03:51.000]  而最接近神回答他的
[00:03:51.000 --> 00:03:54.000]  是愛國的三章五十七節
[00:03:54.000 --> 00:03:58.000]  但是這只不過是思想懷念
[00:03:58.000 --> 00:04:01.000]  神以前曾經說過的話
[00:04:01.000 --> 00:04:04.000]  而不是神真正和他們說話
[00:04:04.000 --> 00:04:07.000]  第一章就是耶路撒冷
[00:04:07.000 --> 00:04:09.000]  或者這個錫安的寡婦
[00:04:09.000 --> 00:04:14.000]  親自向世人哀求和投訴
[00:04:14.000 --> 00:04:18.000]  我說過耶利米愛國的結構
[00:04:18.000 --> 00:04:21.000]  是非常獨特
[00:04:21.000 --> 00:04:25.000]  五章的經文都有字母詩
[00:04:25.000 --> 00:04:30.000]  上次和大家說了字母詩是什麼
[00:04:30.000 --> 00:04:32.000]  五章都有字母詩
[00:04:32.000 --> 00:04:35.000]  有很多聖經學者
[00:04:35.000 --> 00:04:39.000]  有很多解經家都說第五章沒有字母詩
[00:04:39.000 --> 00:04:40.000]  但是我不同意
[00:04:40.000 --> 00:04:42.000]  如果你看清楚一點
[00:04:42.000 --> 00:04:46.000]  第五章其實是一個變相或者小型的字母詩
[00:04:46.000 --> 00:04:48.000]  每一章都有
[00:04:48.000 --> 00:04:51.000]  但是每一章都有少少不同
[00:04:51.000 --> 00:04:53.000]  我叫這些做瑕疵
[00:04:53.000 --> 00:04:58.000]  只有第二章是完全沒有瑕疵
[00:04:58.000 --> 00:05:00.000]  是傳統的字母詩
[00:05:00.000 --> 00:05:03.000]  為什麼第二章沒有瑕疵呢?
[00:05:03.000 --> 00:05:04.000]  我上次也說過
[00:05:04.000 --> 00:05:07.000]  第二章的主角就是神自己
[00:05:07.000 --> 00:05:08.000]  在耶和華
[00:05:08.000 --> 00:05:10.000]  神是沒有瑕疵的
[00:05:10.000 --> 00:05:12.000]  所以第二章是沒有
[00:05:12.000 --> 00:05:16.000]  但是其餘的章節都是有些瑕疵
[00:05:16.000 --> 00:05:19.000]  那你說第一章有些什麼瑕疵呢?
[00:05:19.000 --> 00:05:24.000]  就是第十六個字母和第十七個字母
[00:05:24.000 --> 00:05:28.000]  P和I的次序是調轉了
[00:05:28.000 --> 00:05:32.000]  第一章是I先走然後才到P
[00:05:32.000 --> 00:05:37.000]  二三四章都是P先走先過I
[00:05:37.000 --> 00:05:42.000]  猶太人是懂得希伯來的字母
[00:05:42.000 --> 00:05:44.000]  所以他們一讀的時候就很清楚
[00:05:44.000 --> 00:05:46.000]  有些東西不對了
[00:05:46.000 --> 00:05:49.000]  為什麼這兩個字母會調轉了
[00:05:49.000 --> 00:05:55.000]  所以他們自然就會將注意力放在第十六和第十七節兩節的經文
[00:05:55.000 --> 00:05:58.000]  剛才我們Larry也讀了
[00:05:58.000 --> 00:06:00.000]  我們不妨再讀一次
[00:06:00.000 --> 00:06:02.000]  第十六節是說什麼呢?
[00:06:02.000 --> 00:06:07.000]  他說「我因這些事哭泣,我眼淚汪汪」
[00:06:07.000 --> 00:06:10.000]  這個是和合本的翻譯
[00:06:10.000 --> 00:06:13.000]  其實原文的翻譯是什麼呢?
[00:06:13.000 --> 00:06:19.000]  「我因此哭泣,我的眼睛流出眼淚」
[00:06:19.000 --> 00:06:21.000]  不是我漏口
[00:06:21.000 --> 00:06:24.000]  讀多了一個我的眼睛
[00:06:24.000 --> 00:06:28.000]  原文真的有兩個我的眼睛
[00:06:28.000 --> 00:06:32.000]  這就是耶利米所愛用的手法
[00:06:32.000 --> 00:06:34.000]  是重複的字眼
[00:06:34.000 --> 00:06:37.000]  代表經文的重要性
[00:06:37.000 --> 00:06:45.000]  在耶利米書的四章十九、六章十四、八章十一、二十二章二十九和二十三章二十五
[00:06:45.000 --> 00:06:48.000]  都有重複的字眼出現
[00:06:48.000 --> 00:06:52.000]  這節的經文增加了我的信心
[00:06:52.000 --> 00:06:59.000]  我頭頭心想這些瑕疵會不會是耶利米要指出經文的重心呢?
[00:06:59.000 --> 00:07:01.000]  我都有少少懷疑
[00:07:01.000 --> 00:07:06.000]  但看到了這一節的經文給我打了一針強心針
[00:07:06.000 --> 00:07:07.000]  因為為什麼呢?
[00:07:07.000 --> 00:07:10.000]  是說到「哭泣」耶利米先知的哭泣
[00:07:10.000 --> 00:07:13.000]  我們知道「哀歌」這個名字
[00:07:13.000 --> 00:07:17.000]  上次和大家說的意思就是大聲的哭泣
[00:07:17.000 --> 00:07:21.000]  我們知道耶利米先知就是哭泣的先知
[00:07:21.000 --> 00:07:24.000]  所以這就是經文的重要性
[00:07:24.000 --> 00:07:32.000]  其實十六、十七節是整個第一章的總結
[00:07:32.000 --> 00:07:38.000]  說出是神發出命令使到以色列人的仇敵得勝
[00:07:38.000 --> 00:07:41.000]  使到以色列的人民辜負
[00:07:41.000 --> 00:07:44.000]  本來他們是分別為聖
[00:07:44.000 --> 00:07:46.000]  現在成為不潔之民
[00:07:46.000 --> 00:07:51.000]  我們看到帶出一個非常重要的信息
[00:07:51.000 --> 00:07:53.000]  就是無人安慰
[00:07:53.000 --> 00:07:57.000]  第十六節是說到神不安慰他
[00:07:57.000 --> 00:08:00.000]  第十七節是說到連人都不安慰
[00:08:00.000 --> 00:08:05.000]  在第一章無人安慰是一個很重要的信息
[00:08:05.000 --> 00:08:11.000]  居然在十六、十七節是兩次出現無人安慰
[00:08:11.000 --> 00:08:15.000]  所以我們看到十六、十七節真是第一章的總結
[00:08:15.000 --> 00:08:22.000]  其實在經文裏面一共五次說到無人安慰
[00:08:22.000 --> 00:08:24.000]  兩次就在十六、十七節
[00:08:24.000 --> 00:08:30.000]  三次經文說到無人安慰耶路撒冷
[00:08:30.000 --> 00:08:34.000]  在二節、九節和十七節
[00:08:34.000 --> 00:08:38.000]  兩次是說到無人安慰石安的寡婦
[00:08:38.000 --> 00:08:40.000]  十六節和二十一節
[00:08:40.000 --> 00:08:45.000]  我們看到其實猶太人當他們哀悼的時候
[00:08:45.000 --> 00:08:47.000]  是一個集體的行動
[00:08:47.000 --> 00:08:52.000]  大家坐在灰堆裏面披麻蒙灰
[00:08:52.000 --> 00:08:54.000]  來彼此慰問
[00:08:54.000 --> 00:08:58.000]  當在滅國這麼大的悲慘的時候
[00:08:58.000 --> 00:09:00.000]  沒有人來慰問
[00:09:00.000 --> 00:09:04.000]  其實是大大增加了痛苦
[00:09:04.000 --> 00:09:13.000]  作者不斷地向讀者向路人邀請他們的安慰
[00:09:13.000 --> 00:09:18.000]  其實他們真正需要的安慰者是神自己
[00:09:18.000 --> 00:09:21.000]  只有神能夠安慰他們
[00:09:21.000 --> 00:09:23.000]  因為神是大能的
[00:09:23.000 --> 00:09:25.000]  只有神能夠安慰他們
[00:09:25.000 --> 00:09:31.000]  林丹子經文五次說到無人安慰
[00:09:31.000 --> 00:09:34.000]  亦五次提到歎息
[00:09:34.000 --> 00:09:38.000]  一章四節是祭司的歎息
[00:09:38.000 --> 00:09:41.000]  一章八節是耶路撒冷的歎息
[00:09:41.000 --> 00:09:44.000]  一章十一節是全民的歎息
[00:09:44.000 --> 00:09:49.000]  兩次是說到石安或耶路撒冷的歎息
[00:09:49.000 --> 00:09:51.000]  在二十一節、二十二節
[00:09:51.000 --> 00:09:56.000]  這個哀歌很明顯是全部以色列人的歎息
[00:09:56.000 --> 00:09:59.000]  以前他們在埃及的時候
[00:09:59.000 --> 00:10:02.000]  全部都是因為做苦工
[00:10:02.000 --> 00:10:04.000]  被埃及人苦待
[00:10:04.000 --> 00:10:06.000]  所以他們歎息
[00:10:06.000 --> 00:10:08.000]  那時神有沒有聽他們的?
[00:10:08.000 --> 00:10:09.000]  有聽到
[00:10:09.000 --> 00:10:14.000]  神是差派摩世帶他們出菌房
[00:10:14.000 --> 00:10:18.000]  進入安息地、進入迦南地
[00:10:18.000 --> 00:10:24.000]  這次神是將他們從安息迦南地趕出來
[00:10:24.000 --> 00:10:26.000]  再次進入菌房
[00:10:26.000 --> 00:10:29.000]  就是巴比倫的菌房
[00:10:29.000 --> 00:10:31.000]  神有沒有回答?
[00:10:31.000 --> 00:10:34.000]  神好像沒有聽見他們的哀求
[00:10:34.000 --> 00:10:37.000]  要去到第三章
[00:10:37.000 --> 00:10:41.000]  才開始有一點給以色列人的希望
[00:10:41.000 --> 00:10:46.000]  就是哀歌的三章五十九至六十一節
[00:10:46.000 --> 00:10:50.000]  而哀歌最重複出現的字眼
[00:10:50.000 --> 00:10:52.000]  就是全部就是所有
[00:10:52.000 --> 00:10:57.000]  在中文翻譯成一切
[00:10:57.000 --> 00:10:59.000]  或者是都
[00:10:59.000 --> 00:11:01.000]  或者是全都
[00:11:01.000 --> 00:11:05.000]  我們見到這個事情的嚴重性
[00:11:05.000 --> 00:11:07.000]  是全部的毀滅
[00:11:07.000 --> 00:11:10.000]  是所有一切都失去
[00:11:10.000 --> 00:11:13.000]  例如一章二節
[00:11:13.000 --> 00:11:16.000]  說一切親愛的朋友、親友
[00:11:16.000 --> 00:11:18.000]  當中找不到安慰
[00:11:18.000 --> 00:11:20.000]  一章三節
[00:11:20.000 --> 00:11:22.000]  迫人都迫不及
[00:11:22.000 --> 00:11:25.000]  一章四節說耶路撒冷的城門
[00:11:25.000 --> 00:11:27.000]  全都淒涼
[00:11:27.000 --> 00:11:29.000]  我這裡要說說
[00:11:29.000 --> 00:11:31.000]  如果你看和合本的話
[00:11:31.000 --> 00:11:33.000]  你見不到是全都
[00:11:33.000 --> 00:11:34.000]  原文是有
[00:11:34.000 --> 00:11:36.000]  但是和合本是沒有翻譯到
[00:11:36.000 --> 00:11:38.000]  一章六節
[00:11:38.000 --> 00:11:41.000]  說錫安城全都失去榮耀
[00:11:41.000 --> 00:11:43.000]  一章七節
[00:11:43.000 --> 00:11:46.000]  耶路撒冷因困苦困迫之時
[00:11:46.000 --> 00:11:49.000]  就思想以前一切的落景
[00:11:49.000 --> 00:11:51.000]  一章八節
[00:11:51.000 --> 00:11:54.000]  說數來尊敬他的都藐視他
