
[00:00:00.000 --> 00:00:09.160]  今天我們一起打開馬太福音第17章第22至23節
[00:00:09.160 --> 00:00:13.320]  講一個題目叫做「使徒上的挫折感的緣由」
[00:00:13.320 --> 00:00:15.080]  是靈聽主導的意思
[00:00:15.080 --> 00:00:17.120]  讓我們一起再次心低頭討
[00:00:17.120 --> 00:00:19.840]  天父多謝你讓我們再次回來
[00:00:19.840 --> 00:00:22.920]  在你的說話裏學習
[00:00:22.920 --> 00:00:25.760]  藉著你愛之耶穌基督的啟示
[00:00:25.760 --> 00:00:30.960]  讓我們明白到作為一個屬於你的子民
[00:00:30.960 --> 00:00:35.040]  如何在今天的時間裏活在這個地上
[00:00:35.040 --> 00:00:36.480]  我們再次獻上感恩
[00:00:36.480 --> 00:00:38.080]  讓我們知道
[00:00:38.080 --> 00:00:41.560]  當日單靠我們自己在這個地上而活
[00:00:41.560 --> 00:00:45.960]  讓我們自己學習如何做一個侍奉
[00:00:45.960 --> 00:00:49.160]  很多時候可能獲得的景象
[00:00:49.160 --> 00:00:51.840]  只不過是一連串的失望
[00:00:51.840 --> 00:00:54.680]  能源主你的幫助帶領
[00:00:54.680 --> 00:01:00.000]  讓我們在聖經裏重新找到侍奉的動力
[00:01:00.000 --> 00:01:02.600]  明白如何走在面前的道路
[00:01:02.600 --> 00:01:04.160]  我們同心協力祈禱
[00:01:04.160 --> 00:01:06.880]  奉靠主耶穌基督的名字而求
[00:01:06.880 --> 00:01:07.880]  阿門
[00:01:07.880 --> 00:01:11.120]  在聖經的記載當中
[00:01:11.120 --> 00:01:14.680]  我們不難發現一個現象
[00:01:14.680 --> 00:01:18.680]  就是通常忠心侍奉上帝的人
[00:01:18.680 --> 00:01:20.520]  很多時候
[00:01:20.520 --> 00:01:23.920]  大部分甚至是絕大部分
[00:01:23.920 --> 00:01:28.240]  他們都不能在侍奉過程中
[00:01:28.240 --> 00:01:30.440]  做到很風生水起
[00:01:30.440 --> 00:01:33.200]  在我預備這堂講道的時候
[00:01:33.200 --> 00:01:36.120]  我沒有估計昨晚有個很好的弟兄
[00:01:36.120 --> 00:01:38.520]  發了一個短信給我
[00:01:38.520 --> 00:01:39.840]  叫我為他代禱
[00:01:39.840 --> 00:01:41.640]  其實如果你有什麼代禱事項
[00:01:41.640 --> 00:01:43.240]  你隨時發給我都可以
[00:01:43.240 --> 00:01:46.320]  我都會很切為大家代禱
[00:01:46.320 --> 00:01:48.320]  這位弟兄很愛主
[00:01:48.320 --> 00:01:54.840]  我相識了他25至26年
[00:01:54.840 --> 00:01:56.320]  二十多年
[00:01:56.320 --> 00:02:01.320]  弟兄很相信上主
[00:02:01.320 --> 00:02:05.920]  每一件事都很投入
[00:02:05.920 --> 00:02:07.720]  他跟我說道
[00:02:07.720 --> 00:02:10.720]  弟兄我很需要你為我代禱
[00:02:10.720 --> 00:02:12.320]  什麼事啊
[00:02:12.320 --> 00:02:15.520]  他說他很努力工作
[00:02:15.520 --> 00:02:17.320]  很多年都很努力工作
[00:02:17.320 --> 00:02:22.320]  但是在侍奉過程中發現
[00:02:22.320 --> 00:02:25.320]  原來在工作過程中
[00:02:25.320 --> 00:02:27.320]  人們不欣賞他
[00:02:27.320 --> 00:02:32.320]  根據我的理解
[00:02:32.320 --> 00:02:36.320]  在工作機構裡
[00:02:36.320 --> 00:02:41.320]  有不少主管級的人都是基督徒
[00:02:41.320 --> 00:02:46.320]  但他說因為這班人想辭退他
[00:02:46.320 --> 00:02:52.320]  所以把他的工作評價很低
[00:02:52.320 --> 00:02:54.320]  侍奉主的人
[00:02:54.320 --> 00:02:57.320]  是否必然在這個世界
[00:02:57.320 --> 00:03:02.320]  會得到別人的欣賞呢
[00:03:02.320 --> 00:03:04.320]  於是我就跟他分享一件事
[00:03:04.320 --> 00:03:05.320]  我就說
[00:03:05.320 --> 00:03:07.320]  弟兄啊
[00:03:07.320 --> 00:03:10.320]  其實在這麼多年裡
[00:03:10.320 --> 00:03:14.320]  我講到純粹放上網
[00:03:14.320 --> 00:03:17.320]  放了大約九百多堂
[00:03:17.320 --> 00:03:19.320]  基本上我自己說
[00:03:19.320 --> 00:03:25.320]  由我1998年開始侍奉主
[00:03:25.320 --> 00:03:26.320]  到現在
[00:03:26.320 --> 00:03:27.320]  是否1998年
[00:03:27.320 --> 00:03:29.320]  1996年侍奉主
[00:03:29.320 --> 00:03:33.320]  到現在已經過千堂了
[00:03:33.320 --> 00:03:35.320]  其實對於我來說
[00:03:35.320 --> 00:03:39.320]  每一篇講章我花了很多時間去預備
[00:03:39.320 --> 00:03:45.320]  但很多時候很多人給我的評語
[00:03:45.320 --> 00:03:49.320]  其實挺傷害我的
[00:03:49.320 --> 00:03:54.320]  有些人說我講到很長
[00:03:54.320 --> 00:03:56.320]  曾經有個教會
[00:03:56.320 --> 00:03:58.320]  甚至要我去他講到的時候
[00:03:58.320 --> 00:04:00.320]  他限定我只有25分鐘
[00:04:00.320 --> 00:04:02.320]  你講多過25分鐘
[00:04:02.320 --> 00:04:07.320]  差不多要你關咪趕走
[00:04:07.320 --> 00:04:10.320]  這樣的情況
[00:04:10.320 --> 00:04:11.320]  甚至有些人說
[00:04:11.320 --> 00:04:13.320]  牧師你講到我不同意
[00:04:13.320 --> 00:04:15.320]  你可以不同意我說的話
[00:04:15.320 --> 00:04:18.320]  你不要不同意上帝的話就行了
[00:04:18.320 --> 00:04:20.320]  我說的話不重要
[00:04:20.320 --> 00:04:22.320]  但我跟弟兄說
[00:04:22.320 --> 00:04:24.320]  很多人給我的評語
[00:04:24.320 --> 00:04:26.320]  挺侮辱性的
[00:04:26.320 --> 00:04:28.320]  譬如現在我們還可以上網直播
[00:04:28.320 --> 00:04:32.320]  雖然我們的裝備不是很高科技
[00:04:32.320 --> 00:04:36.320]  但有時很要命的是
[00:04:36.320 --> 00:04:38.320]  他們的留言
[00:04:38.320 --> 00:04:40.320]  在講道的留言
[00:04:40.320 --> 00:04:42.320]  其實我不刪的
[00:04:42.320 --> 00:04:44.320]  你們可以去看看
[00:04:44.320 --> 00:04:46.320]  挺惡劣的留言
[00:04:46.320 --> 00:04:47.320]  我想留在這裡
[00:04:47.320 --> 00:04:49.320]  讓大家稍後會欣賞一下
[00:04:49.320 --> 00:04:51.320]  這個世界的狀態是怎樣
[00:04:51.320 --> 00:04:53.320]  其實很多時候
[00:04:53.320 --> 00:04:55.320]  他們對於我的講道
[00:04:55.320 --> 00:04:59.320]  都很彈得很入肉
[00:04:59.320 --> 00:05:03.320]  但我心知他們其實是不明白上帝的話
[00:05:03.320 --> 00:05:05.320]  才會這樣回應
[00:05:05.320 --> 00:05:07.320]  最初我都很生氣
[00:05:07.320 --> 00:05:10.320]  過了一段時間
[00:05:10.320 --> 00:05:13.320]  我看完這些留言就不生氣了
[00:05:13.320 --> 00:05:16.320]  我只是覺得有點困擾
[00:05:16.320 --> 00:05:19.320]  但後來我才發現
[00:05:19.320 --> 00:05:22.320]  我為何要為他們困擾呢
[00:05:22.320 --> 00:05:26.320]  因為我們所欣賞所尋求的
[00:05:26.320 --> 00:05:28.320]  不是人的肯定
[00:05:28.320 --> 00:05:31.320]  而是上帝的評語
[00:05:31.320 --> 00:05:33.320]  如果上帝認為是對的
[00:05:33.320 --> 00:05:35.320]  是好的
[00:05:35.320 --> 00:05:37.320]  是西人認為是不對的
[00:05:37.320 --> 00:05:39.320]  是不中聽的
[00:05:39.320 --> 00:05:40.320]  不要緊
[00:05:40.320 --> 00:05:44.320]  我們反而要帶著一份憐憫的心
[00:05:44.320 --> 00:05:46.320]  關懷這些人
[00:05:46.320 --> 00:05:49.320]  反而他們不明白上帝
[00:05:49.320 --> 00:05:51.320]  甚至這些主內弟兄姊妹
[00:05:51.320 --> 00:05:52.320]  都有這樣的現象
[00:05:52.320 --> 00:05:54.320]  我們遲些會在第十八章
[00:05:54.320 --> 00:05:55.320]  會講一個情況
[00:05:55.320 --> 00:05:57.320]  耶穌會在門訓上
[00:05:57.320 --> 00:06:00.320]  逐一提出我們所面對的挑戰
[00:06:00.320 --> 00:06:02.320]  但如果大家會留意到
[00:06:02.320 --> 00:06:03.320]  在我們的講道中
[00:06:03.320 --> 00:06:05.320]  會發現馬太福音進入到
[00:06:05.320 --> 00:06:07.320]  從第十六章到第十七章的時候
[00:06:07.320 --> 00:06:08.320]  耶穌進入了一個
[00:06:08.320 --> 00:06:11.320]  很不同的門徒訓練模式
[00:06:11.320 --> 00:06:13.320]  即是說
[00:06:13.320 --> 00:06:14.320]  在這個世界上
[00:06:14.320 --> 00:06:15.320]  我們被視之為
[00:06:15.320 --> 00:06:17.320]  很成功的侍奉主的人
[00:06:17.320 --> 00:06:20.320]  他的名字叫摩西
[00:06:20.320 --> 00:06:21.320]  他有個名堂
[00:06:21.320 --> 00:06:24.320]  被稱呼為一個獨特的名稱
[00:06:24.320 --> 00:06:26.320]  叫做耶和華的僕人
[00:06:26.320 --> 00:06:27.320]  我講過很多次了
[00:06:27.320 --> 00:06:30.320]  不可以隨便用這個字眼
[00:06:30.320 --> 00:06:31.320]  去形容自己是傳道人
[00:06:31.320 --> 00:06:34.320]  你也不要用這個形容來形容我
[00:06:34.320 --> 00:06:36.320]  因為這是尊有名詞的
[00:06:36.320 --> 00:06:37.320]  在聖經中
[00:06:37.320 --> 00:06:40.320]  耶和華的僕人這個字眼
[00:06:40.320 --> 00:06:44.320]  是上帝只給了兩個人擁有
