
[00:00:00.000 --> 00:00:08.000]  最近接二連三都收到很多特別地區
[00:00:08.000 --> 00:00:11.000]  積累的一些需要
[00:00:11.000 --> 00:00:17.000]  埃及教會方面有些目者呼籲我們為他們討告
[00:00:17.000 --> 00:00:21.000]  因為那邊的教會
[00:00:21.000 --> 00:00:26.000]  信徒是收到一些
[00:00:26.000 --> 00:00:31.000]  原教旨主義特別是伊斯蘭國
[00:00:31.000 --> 00:00:34.000]  一些警告
[00:00:34.000 --> 00:00:36.000]  這個警告就是
[00:00:36.000 --> 00:00:40.000]  如果他們不盡快脫離異教
[00:00:40.000 --> 00:00:44.000]  歸信伊斯蘭教的時候
[00:00:44.000 --> 00:00:47.000]  他們會被殺
[00:00:47.000 --> 00:00:51.000]  同樣在伊拉克、巴基斯坦
[00:00:51.000 --> 00:00:55.000]  在阿聯酋、在敘利亞
[00:00:55.000 --> 00:00:57.000]  這些回教的國家
[00:00:57.000 --> 00:01:02.000]  一樣收到同類的一些警告
[00:01:02.000 --> 00:01:06.000]  最近這些風我們發覺到不單止
[00:01:06.000 --> 00:01:10.000]  是在回教的國家產生出來
[00:01:10.000 --> 00:01:12.000]  甚至去到西方的國家
[00:01:12.000 --> 00:01:17.000]  也都同類有這些東西出現
[00:01:17.000 --> 00:01:20.000]  而這些東西出現的時候
[00:01:20.000 --> 00:01:25.000]  這些是透過恐嚇甚至去實施
[00:01:25.000 --> 00:01:29.000]  他們的傷害殘殺的人
[00:01:29.000 --> 00:01:34.000]  都是在網上看見伊斯蘭國
[00:01:34.000 --> 00:01:36.000]  他們的宣傳
[00:01:36.000 --> 00:01:38.000]  看見他們的理念
[00:01:38.000 --> 00:01:43.000]  有些人改信了伊斯蘭這個宗教之後
[00:01:43.000 --> 00:01:46.000]  他們直接就加入了一個這樣的組織
[00:01:46.000 --> 00:01:49.000]  所以我相信最近你們看到
[00:01:49.000 --> 00:01:53.000]  有人用斧頭來斬警察、斬軍人
[00:01:53.000 --> 00:01:58.000]  加拿大有人開槍來打死一些軍人
[00:01:58.000 --> 00:02:03.000]  其實都是類似的一些的情形
[00:02:03.000 --> 00:02:05.000]  但另一方面
[00:02:05.000 --> 00:02:08.000]  也都讓我們看見一般的普羅大眾
[00:02:08.000 --> 00:02:11.000]  甚至包括到今天最大的回教國家
[00:02:11.000 --> 00:02:13.000]  印尼
[00:02:13.000 --> 00:02:17.000]  他們同樣都收到這一類的警告
[00:02:17.000 --> 00:02:18.000]  所以鄭協會
[00:02:18.000 --> 00:02:22.000]  在今天的香港發生的情形的時候
[00:02:22.000 --> 00:02:26.000]  你比較一下整個世界性發生的這些東西
[00:02:26.000 --> 00:02:30.000]  你就會發覺到真是小無見大無
[00:02:30.000 --> 00:02:32.000]  另一方面在中國
[00:02:32.000 --> 00:02:37.000]  我相信兩三個月前審理的山東快餐店
[00:02:37.000 --> 00:02:41.000]  是一些東方閃電的人
[00:02:41.000 --> 00:02:45.000]  殺死一個不肯將電話來給他們
[00:02:45.000 --> 00:02:47.000]  聯絡他們
[00:02:47.000 --> 00:02:51.000]  然後去歸信東方閃電女基督的
[00:02:51.000 --> 00:02:59.000]  這位顧客將他活活打死這個劇出來之後
[00:02:59.000 --> 00:03:00.000]  你可以這樣說
[00:03:00.000 --> 00:03:13.000]  法庭的判判了兇手和他的女兒兩個死刑
[00:03:13.000 --> 00:03:17.000]  但是令到我們震驚的
[00:03:17.000 --> 00:03:21.000]  就是這些兇手在他們被判死刑的時候
[00:03:21.000 --> 00:03:24.000]  他們竟然面不改容
[00:03:24.000 --> 00:03:28.000]  他們說他們沒有死的
[00:03:28.000 --> 00:03:31.000]  他們會再翻生的
[00:03:31.000 --> 00:03:37.000]  所以他們絕對不需要懼怕這些東西來產生
[00:03:37.000 --> 00:03:38.000]  各位親愛的鄭協會
[00:03:38.000 --> 00:03:41.000]  當我們看一看這些新聞的時候
[00:03:41.000 --> 00:03:44.000]  我的心裡有一個很不同的感覺
[00:03:44.000 --> 00:03:45.000]  非常複雜
[00:03:45.000 --> 00:03:51.000]  這個複雜就是隨著世界各種不同的變動
[00:03:51.000 --> 00:03:55.000]  我們今天信我們的信仰帶來的威脅
[00:03:55.000 --> 00:03:57.000]  我們的損失
[00:03:57.000 --> 00:04:00.000]  令到很多人開始效力
[00:04:00.000 --> 00:04:02.000]  你這個深信就好了
[00:04:02.000 --> 00:04:04.000]  還是不要去教會了
[00:04:04.000 --> 00:04:05.000]  甚至告訴別人
[00:04:05.000 --> 00:04:08.000]  我不是信教都教的
[00:04:08.000 --> 00:04:11.000]  今天越來越多的人在這個國家
[00:04:11.000 --> 00:04:13.000]  他告訴別人
[00:04:13.000 --> 00:04:15.000]  我是信阿拉的
[00:04:15.000 --> 00:04:17.000]  我是信穆罕默德的
[00:04:17.000 --> 00:04:19.000]  穆罕默德是最偉大的先子
[00:04:19.000 --> 00:04:22.000]  我不是信基督教的
[00:04:22.000 --> 00:04:24.000]  他們是用這樣的一種方式
[00:04:24.000 --> 00:04:30.000]  來逃避一些人對他們肉身的迫害
[00:04:30.000 --> 00:04:32.000]  另一方面
[00:04:32.000 --> 00:04:34.000]  我們看到一些異端邪教
[00:04:34.000 --> 00:04:39.000]  繼續不斷瘋狂用恐嚇的手段來傳教
[00:04:39.000 --> 00:04:43.000]  去叫基督徒改信他們那種宗教
[00:04:43.000 --> 00:04:47.000]  帶來的結果值得我們去反省
[00:04:47.000 --> 00:04:49.000]  這個反省就是
[00:04:49.000 --> 00:04:51.000]  如果因為這樣的緣故
[00:04:51.000 --> 00:04:55.000]  有些離開了他們的信仰
[00:04:55.000 --> 00:04:57.000]  這些人將來會怎樣呢
[00:04:57.000 --> 00:05:00.000]  然後我們回到我們現實的裡面
[00:05:00.000 --> 00:05:03.000]  我收到有些頂子會跟我說
[00:05:03.000 --> 00:05:05.000]  傳道人跟我說
[00:05:05.000 --> 00:05:08.000]  他們教會裡面是有一對父母
[00:05:08.000 --> 00:05:11.000]  因為子女要讀一個天主教的學校
[00:05:11.000 --> 00:05:14.000]  他們希望能夠容易收他們
[00:05:14.000 --> 00:05:18.000]  所以就改信天主教
[00:05:18.000 --> 00:05:21.000]  我不知道大家有沒有聽過
[00:05:21.000 --> 00:05:23.000]  我相信這種情形
[00:05:23.000 --> 00:05:25.000]  不是一些單獨發生的事件
[00:05:25.000 --> 00:05:27.000]  另一方面也有些人
[00:05:27.000 --> 00:05:32.000]  是對教會開始有一些厭倦、不滿
[00:05:32.000 --> 00:05:34.000]  因為這樣的緣故
[00:05:34.000 --> 00:05:37.000]  他們乾脆不信了
[00:05:37.000 --> 00:05:38.000]  帶來的問題
[00:05:38.000 --> 00:05:41.000]  就很多人會問
[00:05:41.000 --> 00:05:44.000]  到底今天離開了我們的信仰
[00:05:44.000 --> 00:05:47.000]  改信另一種的信仰
[00:05:47.000 --> 00:05:49.000]  撇棄了我們的信仰
[00:05:49.000 --> 00:05:53.000]  甚至反過來去批評基督教
[00:05:53.000 --> 00:05:55.000]  重傷基督教
[00:05:55.000 --> 00:05:57.000]  詆毀基督教
[00:05:57.000 --> 00:06:01.000]  這些人會不會失去他們的救恩呢
[00:06:01.000 --> 00:06:03.000]  或者我做一個調查好不好
[00:06:03.000 --> 00:06:05.000]  有幾個人覺得
[00:06:05.000 --> 00:06:07.000]  如果有些人離棄了他的信仰
[00:06:07.000 --> 00:06:09.000]  甚至去批評基督教
[00:06:09.000 --> 00:06:10.000]  詆毀基督教
[00:06:10.000 --> 00:06:15.000]  罵基督教的傳道人、木姐、蔣執等等
[00:06:15.000 --> 00:06:19.000]  這些人如果得救的話
[00:06:19.000 --> 00:06:20.000]  都沒有了救恩的
[00:06:20.000 --> 00:06:21.000]  有幾個人贊成的
[00:06:21.000 --> 00:06:23.000]  可不可以舉手
[00:06:23.000 --> 00:06:25.000]  舉那些口
[00:06:25.000 --> 00:06:26.000]  不是很多的
[00:06:26.000 --> 00:06:28.000]  很少的
[00:06:28.000 --> 00:06:30.000]  都挺支持他們的
[00:06:30.000 --> 00:06:32.000]  有幾個人認為
[00:06:32.000 --> 00:06:34.000]  如果這些人得救的話
[00:06:34.000 --> 00:06:36.000]  他們不會失去他們的救恩
[00:06:36.000 --> 00:06:38.000]  可不可以舉手
[00:06:38.000 --> 00:06:40.000]  就多了一點
[00:06:40.000 --> 00:06:42.000]  仍然都是
[00:06:42.000 --> 00:06:46.000]  每一次調查裡面的結果一樣
[00:06:46.000 --> 00:06:50.000]  The silent majority
[00:06:50.000 --> 00:06:54.000]  絕大部分的人是不表態的
[00:06:54.000 --> 00:06:57.000]  今天我就很想給大家來看看
[00:06:57.000 --> 00:06:59.000]  一個神學爭論
[00:06:59.000 --> 00:07:01.000]  有很多人認為這些人
[00:07:01.000 --> 00:07:04.000]  是會失去他們的救恩
[00:07:04.000 --> 00:07:06.000]  主要原因在哪裡呢
[00:07:06.000 --> 00:07:09.000]  他們說是希伯來書都講及到
[00:07:09.000 --> 00:07:12.000]  這些人會失去他們的救恩
[00:07:12.000 --> 00:07:13.000]  為什麼呢
[00:07:13.000 --> 00:07:16.000]  我們一起去看看希伯來書第十章
[00:07:16.000 --> 00:07:21.000]  十九到三十九節
[00:07:21.000 --> 00:07:24.000]  大家找到的時候
[00:07:24.000 --> 00:07:26.000]  我請弟兄讀一次
[00:07:26.000 --> 00:07:27.000]  姐妹讀一次
[00:07:27.000 --> 00:07:29.000]  讀完這一段的聖經
[00:07:29.000 --> 00:07:31.000]  弟兄請單數節
[00:07:31.000 --> 00:07:32.000]  弟兄們
[00:07:32.000 --> 00:07:37.000]  我們既因耶穌得以坦然進入自聖所
[00:07:37.000 --> 00:07:39.000]  至職著
[00:07:39.000 --> 00:07:42.000]  給我們開了一條又新又活的路
[00:07:42.000 --> 00:07:44.000]  經過
[00:07:44.000 --> 00:07:46.000]  這萬子就是他的神
[00:07:46.000 --> 00:07:47.000]  二十一節
[00:07:47.000 --> 00:07:50.000]  又有一位大祭司治理神的家
[00:07:50.000 --> 00:07:53.000]  並我們心中天良的虧欠
[00:07:53.000 --> 00:07:54.000]  已經洗了
[00:07:54.000 --> 00:07:56.000]  身體用清水洗成尿
[00:07:56.000 --> 00:08:01.000]  就當全誠心和充足的信心來到神面前
[00:08:01.000 --> 00:08:05.000]  也要堅守我們所承認的指望
[00:08:05.000 --> 00:08:06.000]  不致搖動
[00:08:06.000 --> 00:08:09.000]  因為那應許我們的事信實的
[00:08:09.000 --> 00:08:11.000]  又要彼此相顧
[00:08:11.000 --> 00:08:14.000]  激白愛心免禮行善
[00:08:14.000 --> 00:08:17.000]  你們不可以停止聚會
[00:08:17.000 --> 00:08:19.000]  好像那些停止慣了的人
[00:08:19.000 --> 00:08:21.000]  都要彼此勸勉
[00:08:21.000 --> 00:08:23.000]  既知道那日子臨近
[00:08:23.000 --> 00:08:25.000]  就更當如此
[00:08:25.000 --> 00:08:28.000]  因為我們得知真道以後
[00:08:28.000 --> 00:08:30.000]  若故意犯罪
[00:08:30.000 --> 00:08:32.000]  贖罪的制就再沒有了
[00:08:32.000 --> 00:08:35.000]  唯有戰巨等候審判
[00:08:35.000 --> 00:08:39.000]  和那消滅眾敵人的烈火
[00:08:39.000 --> 00:08:43.000]  憑兩三個見證人
[00:08:43.000 --> 00:08:45.000]  尚且不得連率而死
[00:08:45.000 --> 00:08:48.000]  何況人踐踏神的兒子
[00:08:48.000 --> 00:08:51.000]  將那使他成聖之約的血
[00:08:51.000 --> 00:08:52.000]  當作平常
[00:08:52.000 --> 00:08:55.000]  又涉萬詩恩的聖靈
[00:08:55.000 --> 00:08:56.000]  你們想
[00:08:56.000 --> 00:08:59.000]  他要受的刑罰該怎樣加重呢?
[00:08:59.000 --> 00:09:01.000]  因為我們知道誰說
[00:09:01.000 --> 00:09:03.000]  身冤在我
[00:09:03.000 --> 00:09:04.000]  我必報刑
[00:09:04.000 --> 00:09:07.000]  又說主要審判他的百姓
[00:09:07.000 --> 00:09:09.000]  落在永生神的手裡
[00:09:09.000 --> 00:09:11.000]  真是可怕的
[00:09:11.000 --> 00:09:14.000]  你們要追念往日
[00:09:14.000 --> 00:09:18.000]  各樣苦難
[00:09:18.000 --> 00:09:20.000]  一面被毀旁
[00:09:20.000 --> 00:09:21.000]  遭患難
[00:09:21.000 --> 00:09:23.000]  成了戲景
