
[00:00:00.000 --> 00:00:02.000]  請我再一次同心低頭和祈禱
[00:00:02.000 --> 00:00:04.000]  天皇再一次多謝你
[00:00:04.000 --> 00:00:06.000]  給你寶貴的懷疑作為我們生命的指引
[00:00:06.000 --> 00:00:08.000]  求你藉著尼西米基的信息
[00:00:08.000 --> 00:00:12.000]  向我們每個人講你所講的說話
[00:00:12.000 --> 00:00:16.000]  無論是提醒的、勸勸的、教導的、挑戰的、責備的
[00:00:16.000 --> 00:00:18.000]  改變我們的生命
[00:00:18.000 --> 00:00:20.000]  見我們踏出這個教堂門口
[00:00:20.000 --> 00:00:22.000]  我們已經不同了
[00:00:22.000 --> 00:00:26.000]  因為聖靈是藉著聖經向我們講說話
[00:00:26.000 --> 00:00:28.000]  求你與我們同在
[00:00:28.000 --> 00:00:30.000]  祈禱奉耶穌基督名求
[00:00:30.000 --> 00:00:34.000]  其實我的題目是叫「為山九人」
[00:00:34.000 --> 00:00:36.000]  然後點兩點叫「世俗化」
[00:00:36.000 --> 00:00:38.000]  中國人有一句說話說
[00:00:38.000 --> 00:00:42.000]  「為山九人」公規一規
[00:00:42.000 --> 00:00:44.000]  你一直想做個山
[00:00:44.000 --> 00:00:46.000]  最後你不去做的時候
[00:00:46.000 --> 00:00:48.000]  最後都是「林喜香」
[00:00:48.000 --> 00:00:50.000]  在香港這一句說話
[00:00:50.000 --> 00:00:54.000]  「林喜香」意思就是說
[00:00:54.000 --> 00:00:56.000]  你做得最初的時候
[00:00:56.000 --> 00:00:58.000]  是威是勢
[00:00:58.000 --> 00:01:02.000]  但是到了沒了的時候
[00:01:02.000 --> 00:01:04.000]  就「林喜香」了
[00:01:04.000 --> 00:01:06.000]  「兵霸如山土」
[00:01:06.000 --> 00:01:08.000]  事實上如果你是跑步的人
[00:01:08.000 --> 00:01:10.000]  一個長跑的運動員
[00:01:10.000 --> 00:01:12.000]  你就會知道
[00:01:12.000 --> 00:01:14.000]  不是說勝在起跑點
[00:01:14.000 --> 00:01:16.000]  而是勝在中跑點
[00:01:16.000 --> 00:01:20.000]  如果他不懂得跑最後一兩個圈
[00:01:20.000 --> 00:01:22.000]  他不會是一個好的長跑員
[00:01:22.000 --> 00:01:25.000]  往往輸就輸在最後一兩個圈
[00:01:25.000 --> 00:01:27.000]  任何一個長跑家
[00:01:27.000 --> 00:01:29.000]  一開始的時候心裡已經預備
[00:01:29.000 --> 00:01:31.000]  怎樣去埋尾
[00:01:31.000 --> 00:01:33.000]  怎樣去跑最後一兩個圈
[00:01:33.000 --> 00:01:35.000]  就算你前頭跑得很好
[00:01:35.000 --> 00:01:37.000]  最後兩個圈輸了的時候
[00:01:37.000 --> 00:01:39.000]  你都拿不到獎
[00:01:39.000 --> 00:01:41.000]  所以一個出色的長跑家
[00:01:41.000 --> 00:01:44.000]  一定會知道怎樣跑最後一兩個圈
[00:01:44.000 --> 00:01:45.000]  但很可惜
[00:01:45.000 --> 00:01:47.000]  很多人都是「林美香」
[00:01:47.000 --> 00:01:49.000]  我想到我們中國一個很出名的人
[00:01:49.000 --> 00:01:51.000]  汪精衛
[00:01:51.000 --> 00:01:54.000]  最近我有一個同學
[00:01:54.000 --> 00:01:56.000]  他是在新加坡大學教書的
[00:01:56.000 --> 00:01:58.000]  就寄了一些東西
[00:01:58.000 --> 00:01:59.000]  email了一些東西給我
[00:01:59.000 --> 00:02:00.000]  是講汪精衛
[00:02:00.000 --> 00:02:03.000]  我看回汪精衛這個人
[00:02:03.000 --> 00:02:05.000]  是一個很有學問
[00:02:05.000 --> 00:02:07.000]  他寫的詩真是不道理不服的
[00:02:07.000 --> 00:02:09.000]  是一個非常漂亮
[00:02:09.000 --> 00:02:11.000]  非常有意思的一個文人
[00:02:11.000 --> 00:02:16.000]  而且更加難得他生得微青目綽
[00:02:16.000 --> 00:02:18.000]  非常帥的
[00:02:18.000 --> 00:02:20.000]  而且又是反清革命
[00:02:20.000 --> 00:02:22.000]  功不可沒的一個人
[00:02:22.000 --> 00:02:28.000]  如果你是講他的政績
[00:02:28.000 --> 00:02:31.000]  如果是講他的文學修養
[00:02:31.000 --> 00:02:33.000]  你是講這個人
[00:02:33.000 --> 00:02:36.000]  真是一個很令人敬佩的一個人
[00:02:36.000 --> 00:02:39.000]  但是他仍然是一個漢奸
[00:02:39.000 --> 00:02:41.000]  他仍然是「林美香」
[00:02:41.000 --> 00:02:43.000]  日本在攻中國的時候
[00:02:43.000 --> 00:02:46.000]  他做了漢奸成為歷史裏面的大罪人
[00:02:46.000 --> 00:02:48.000]  汪精衛是一個很好的例子
[00:02:48.000 --> 00:02:50.000]  他不知道你跑最後幾個圈
[00:02:50.000 --> 00:02:53.000]  毛澤東無可否認是一個偉大的領袖
[00:02:53.000 --> 00:02:56.000]  是一個能夠將中國改變
[00:02:56.000 --> 00:02:58.000]  結束了很多年的內戰
[00:02:58.000 --> 00:03:02.000]  一個非常有成就的一個革命家
[00:03:02.000 --> 00:03:04.000]  但是文革來到的時候
[00:03:04.000 --> 00:03:07.000]  令到中國千千萬萬的人受到極大的痛苦
[00:03:07.000 --> 00:03:10.000]  整個國家退後了不知道多少年
[00:03:10.000 --> 00:03:13.000]  在政治裏面我們看到有這樣的情形
[00:03:13.000 --> 00:03:15.000]  在社會裏面我們也看到這樣的情形
[00:03:15.000 --> 00:03:19.000]  在教會的圈子裏面我們也看到有這樣的情形
[00:03:19.000 --> 00:03:22.000]  很多時候你怎樣埋尾
[00:03:22.000 --> 00:03:25.000]  「哦,蘇牧師退休了,不用這樣了」
[00:03:25.000 --> 00:03:28.000]  可能退休之後更危險
[00:03:28.000 --> 00:03:31.000]  最後幾個圈子是真的難跑的
[00:03:31.000 --> 00:03:33.000]  Jimmy Baker和Jimmy Swaggart
[00:03:33.000 --> 00:03:37.000]  在未成年之前是一個忠心牧養的牧人
[00:03:37.000 --> 00:03:38.000]  但是他跌倒了
[00:03:38.000 --> 00:03:42.000]  在三藩市有一個很出名的牧師叫Jim Jones
[00:03:42.000 --> 00:03:45.000]  他在日本的Pentown附近
[00:03:45.000 --> 00:03:48.000]  建了一個禮拜堂叫People's Temple
[00:03:48.000 --> 00:03:51.000]  他在未成年之前是一個很忠心
[00:03:51.000 --> 00:03:54.000]  一個很勤力,很有愛心的牧師
[00:03:54.000 --> 00:03:57.000]  在貧民區裏面做很多很多好的工作
[00:03:57.000 --> 00:03:59.000]  他帶領整個教會成千幾二千人
[00:03:59.000 --> 00:04:02.000]  當他一直爬上去,權力越來越大的時候
[00:04:02.000 --> 00:04:04.000]  他開始變,變得越來越瘋狂
[00:04:04.000 --> 00:04:06.000]  開始要控制的匯眾
[00:04:06.000 --> 00:04:08.000]  凡是不聽他說的話
[00:04:08.000 --> 00:04:12.000]  他就要用各樣很殘酷的手段去對待他
[00:04:12.000 --> 00:04:15.000]  後來他知道他沒辦法在三藩市立足
[00:04:15.000 --> 00:04:18.000]  他就帶了一千人去南美的Giana的地方
[00:04:18.000 --> 00:04:19.000]  建了一個Johnston
[00:04:19.000 --> 00:04:21.000]  在Johnston裏面
[00:04:21.000 --> 00:04:24.000]  後來因為有消息傳到美國政府
[00:04:24.000 --> 00:04:26.000]  說這裏有很多虐待的事情
[00:04:26.000 --> 00:04:29.000]  所以美國政府就派一個眾議員
[00:04:29.000 --> 00:04:32.000]  Congressman Ryan去看看
[00:04:32.000 --> 00:04:34.000]  去到的時候就被他殺了
