
[00:00:00.000 --> 00:00:01.660]  我試試吧
[00:00:01.660 --> 00:00:04.460]  這個身分仔在幼稚園教得很好
[00:00:04.460 --> 00:00:06.460]  相反
[00:00:06.460 --> 00:00:07.680]  他退後
[00:00:07.680 --> 00:00:09.020]  不要騷擾我
[00:00:09.020 --> 00:00:10.820]  不都說不肯
[00:00:10.820 --> 00:00:13.400]  其實他在幼稚園是失敗的
[00:00:13.400 --> 00:00:16.720]  四歲練到責任感
[00:00:16.720 --> 00:00:18.220]  如果是自己做的
[00:00:18.220 --> 00:00:19.820]  自己要承認
[00:00:19.820 --> 00:00:22.620]  還有盡量不用人代勞
[00:00:22.620 --> 00:00:23.900]  自己能力做到
[00:00:23.900 --> 00:00:25.580]  譬如搬椅子
[00:00:25.580 --> 00:00:26.500]  搬得到的
[00:00:26.500 --> 00:00:28.820]  就不要假裝自己沒力
[00:00:28.820 --> 00:00:29.860]  即是說
[00:00:29.860 --> 00:00:32.340]  練到責任感的身分仔
[00:00:32.340 --> 00:00:33.340]  幼稚園畢業
[00:00:33.340 --> 00:00:35.940]  他是成功的幼稚園畢業生
[00:00:35.940 --> 00:00:37.460]  到五歲
[00:00:37.460 --> 00:00:40.980]  就是跟陌生人打招呼
[00:00:40.980 --> 00:00:42.500]  他有勇氣
[00:00:42.500 --> 00:00:44.100]  有禮貌
[00:00:44.100 --> 00:00:45.860]  所以有禮貌
[00:00:45.860 --> 00:00:47.780]  在會場畢業禮的時候
[00:00:47.780 --> 00:00:50.420]  跟周圍的人說多謝
[00:00:50.420 --> 00:00:52.500]  跟阿姨說再見
[00:00:52.500 --> 00:00:54.380]  我去另一間小學讀書
[00:00:54.380 --> 00:00:57.700]  這些是成功的幼稚園畢業生
[00:00:57.700 --> 00:01:00.460]  所以三、四、五歲
[00:01:00.460 --> 00:01:02.700]  其實是人的心理裏面
[00:01:02.700 --> 00:01:04.700]  三個基礎
[00:01:04.700 --> 00:01:05.980]  再重覆一次
[00:01:05.980 --> 00:01:06.860]  基礎就是
[00:01:06.860 --> 00:01:08.340]  有嘗試精神
[00:01:08.340 --> 00:01:09.660]  有責任心
[00:01:09.660 --> 00:01:11.260]  還有禮貌
[00:01:11.260 --> 00:01:13.300]  入讀小學一年級的時候
[00:01:13.300 --> 00:01:15.580]  有這個基礎就能夠有朋友
[00:01:15.580 --> 00:01:17.100]  能夠做功課
[00:01:17.100 --> 00:01:19.420]  能夠學新的東西
[00:01:19.420 --> 00:01:21.220]  如果基礎做得不好
[00:01:21.220 --> 00:01:23.100]  在幼稚園是不好的
[00:01:23.100 --> 00:01:25.700]  上一年級就有很多補救的成本
[00:01:25.700 --> 00:01:26.860]  很貴
[00:01:26.860 --> 00:01:27.860]  包括了
[00:01:27.860 --> 00:01:30.020]  父母不舒服
[00:01:30.020 --> 00:01:32.860]  不能經常來聖保羅看醫生
[00:01:32.860 --> 00:01:34.660]  雖然這裏有醫療設備
[00:01:34.660 --> 00:01:38.780]  但經常說教得我很生氣
[00:01:38.780 --> 00:01:40.420]  小學是甚麼呢
[00:01:40.420 --> 00:01:42.060]  小學其實很短
[00:01:42.060 --> 00:01:43.460]  做三件事
[00:01:43.460 --> 00:01:46.380]  就是一個成功的小學畢業生
[00:01:46.380 --> 00:01:48.980]  六歲學甚麼呢
[00:01:48.980 --> 00:01:50.300]  學選擇
[00:01:50.300 --> 00:01:51.900]  一年級的時候
[00:01:51.900 --> 00:01:52.940]  飯盒
[00:01:52.940 --> 00:01:55.260]  有A餐、B餐、C餐、D餐選擇
[00:01:55.260 --> 00:01:56.740]  四隻飯盒
[00:01:56.740 --> 00:01:58.260]  你吃甚麼
[00:01:58.260 --> 00:01:59.660]  你覺得自己咳嗽
[00:01:59.660 --> 00:02:01.060]  或者自己不適合甚麼
[00:02:01.060 --> 00:02:02.540]  知道自己不適合
[00:02:02.540 --> 00:02:04.740]  老師不會跟你做選擇
[00:02:04.740 --> 00:02:06.380]  亦都不可以打電話給母親
[00:02:06.380 --> 00:02:08.380]  現在吃甚麼飯
[00:02:08.380 --> 00:02:11.580]  一個能夠知道自己需要甚麼
