
[00:00:00.000 --> 00:00:04.000]  靜姐妹早晨
[00:00:04.000 --> 00:00:08.000]  說到愛
[00:00:08.000 --> 00:00:12.000]  有一句話 天若有情 天都會老
[00:00:12.000 --> 00:00:16.000]  我的詮釋是
[00:00:16.000 --> 00:00:20.000]  如果天公有情
[00:00:20.000 --> 00:00:24.000]  他頭上都會有白髮
[00:00:24.000 --> 00:00:28.000]  他臉上都會有皺紋
[00:00:28.000 --> 00:00:31.000]  是很煩的一件事
[00:00:31.000 --> 00:00:35.000]  昨天在這裡和前天我們說過一些愛的特質
[00:00:35.000 --> 00:00:39.000]  愛要承擔苦痛
[00:00:39.000 --> 00:00:42.000]  愛要恆久忍耐
[00:00:42.000 --> 00:00:46.000]  愛要切身處地為別人著想
[00:00:46.000 --> 00:00:50.000]  愛要放下我們自己
[00:00:50.000 --> 00:00:54.000]  所以要愛其實是很煩的一件事
[00:00:54.000 --> 00:00:58.000]  不愛呢?不能給我們愛 沒有人愛我們
[00:00:58.000 --> 00:01:00.000]  我們又覺得很虛空
[00:01:00.000 --> 00:01:04.000]  因為神創造我們這個人是需要愛
[00:01:04.000 --> 00:01:10.000]  而有愛才可以維繫我們的成長 健康的成長
[00:01:10.000 --> 00:01:13.000]  今天我要和大家說兩個特質
[00:01:13.000 --> 00:01:18.000]  第一個叫做愛是不輕易發露
[00:01:18.000 --> 00:01:22.000]  愛是不輕易發露 是什麼意思呢?
[00:01:22.000 --> 00:01:27.000]  意思是真正有愛的人不會容易受到外界的刺激
[00:01:27.000 --> 00:01:31.000]  而失去了裡面的平衡 以至於動腦
[00:01:31.000 --> 00:01:35.000]  如果我們看幾本譯本我們會發現
[00:01:35.000 --> 00:01:40.000]  其實這個意思包含在這個譯本翻譯裡
[00:01:40.000 --> 00:01:44.000]  RSV說Love is not irritable
[00:01:44.000 --> 00:01:47.000]  不容易受到外界的干擾
[00:01:47.000 --> 00:01:51.000]  然後Love is not quick to take offense
[00:01:51.000 --> 00:01:56.000]  愛不容易做一些很快速的回擊還擊
[00:01:56.000 --> 00:01:59.000]  然後The Message我覺得很有意思
[00:01:59.000 --> 00:02:01.000]  Eugene Peterson翻譯說
[00:02:01.000 --> 00:02:04.000]  Love doesn't fly off the handle
[00:02:04.000 --> 00:02:07.000]  中文很難翻譯
[00:02:07.000 --> 00:02:09.000]  它不容易失控
[00:02:09.000 --> 00:02:13.000]  就像斧頭的手柄飛出來的時候
[00:02:13.000 --> 00:02:16.000]  它很容易會傷人
[00:02:16.000 --> 00:02:19.000]  一個有愛的人裡面有一個坐展
[00:02:19.000 --> 00:02:24.000]  這個坐展承擔了外界的刺激
[00:02:24.000 --> 00:02:27.000]  很多時候我們容易發怒
[00:02:27.000 --> 00:02:31.000]  其實主要原因是我們裡面的平衡失去了
[00:02:31.000 --> 00:02:34.000]  當我們裡面的平衡失去了的時候
[00:02:34.000 --> 00:02:38.000]  我們會用不同的方法去表達我們的憤怒
[00:02:38.000 --> 00:02:43.000]  有些人是比較靜態的憤怒
[00:02:43.000 --> 00:02:46.000]  有些是動態的憤怒
[00:02:46.000 --> 00:02:51.000]  無論如何都是因為裡面的平衡失去了
[00:02:51.000 --> 00:02:54.000]  有一次我讀聖經讀到這裡的時候
[00:02:54.000 --> 00:02:57.000]  突然間被兩個字吸引著我
[00:02:57.000 --> 00:03:00.000]  輕易兩個字
[00:03:00.000 --> 00:03:04.000]  我就說為什麼前面的經文沒有
[00:03:04.000 --> 00:03:07.000]  不輕易自誇不輕易張狂
[00:03:07.000 --> 00:03:09.000]  不輕易作害羞的事
[00:03:09.000 --> 00:03:12.000]  為什麼這個地方要加輕易兩個字呢
[00:03:12.000 --> 00:03:15.000]  如果你看中文的翻譯
[00:03:15.000 --> 00:03:20.000]  其實很多英文的譯本都有類似的意思
[00:03:20.000 --> 00:03:22.000]  你看到什麼呢?
[00:03:22.000 --> 00:03:24.000]  和輕易兩個字
[00:03:24.000 --> 00:03:26.000]  就是說什麼呢?
[00:03:26.000 --> 00:03:30.000]  可不可以生氣呢?
[00:03:30.000 --> 00:03:33.000]  能不能夠生氣呢?
[00:03:33.000 --> 00:03:34.000]  可以
[00:03:34.000 --> 00:03:37.000]  不過就不要輕易
[00:03:37.000 --> 00:03:40.000]  一個有愛心的人不會輕易發怒
[00:03:40.000 --> 00:03:42.000]  他不會隨便發怒
[00:03:42.000 --> 00:03:43.000]  他不會動不動就發怒
[00:03:43.000 --> 00:03:49.000]  他不會用發怒來成為他生命的一種形態
[00:03:49.000 --> 00:03:52.000]  大家有沒有聽過有人說一句話
[00:03:52.000 --> 00:03:56.000]  我因為愛你所以才生你的氣
[00:03:56.000 --> 00:03:58.000]  有沒有聽過?
[00:03:58.000 --> 00:03:59.000]  有吧?
