
[00:00:00.000 --> 00:00:03.000]  我們有很歡喜快樂的時間
[00:00:03.000 --> 00:00:06.800]  我見到很多人來到神的面前
[00:00:06.800 --> 00:00:10.400]  我見到很多是甘心團契的弟兄姊妹
[00:00:10.400 --> 00:00:13.000]  心裏面都是充滿了感激
[00:00:13.000 --> 00:00:15.600]  體現神自己的恩典 臨到所有的人
[00:00:15.600 --> 00:00:19.400]  我們有歡樂的時間 亦都有沉重的時間
[00:00:19.400 --> 00:00:24.400]  我們北宣家特別是很想在我們今天星期日的
[00:00:24.400 --> 00:00:27.000]  周末的崇拜每一堂的聚會裏面
[00:00:27.000 --> 00:00:34.000]  特別紀念到在中國在青海玉樹的地震
[00:00:34.000 --> 00:00:37.400]  我希望帶領大家有一個簡短的禱告
[00:00:37.400 --> 00:00:39.400]  讓我們的心都去到遠方
[00:00:39.400 --> 00:00:44.000]  我們紀念他們 我們一起低頭 我們祈禱
[00:00:44.000 --> 00:00:50.600]  我想要求大家在心靈裏面有大概半分鐘的時間
[00:00:50.600 --> 00:00:57.400]  你盡量去回憶你在電視畫面所見到的那些新聞的報道
[00:00:57.400 --> 00:01:00.800]  見到那些的眼光 見到那些搶救
[00:01:00.800 --> 00:01:04.800]  見到那些的面孔 見到那些的眼淚
[00:01:04.800 --> 00:01:10.800]  讓我們的心境帶到遠方冰冷的青海省的地方
[00:01:10.800 --> 00:01:13.400]  然後我會帶大家有一個禱告
[00:01:13.400 --> 00:01:19.800]  我們先將我們的心境帶到那裏
[00:01:19.800 --> 00:01:21.800]  我們一起祈禱
[00:01:21.800 --> 00:01:23.800]  我們的主 我們的神
[00:01:23.800 --> 00:01:27.800]  我們的心沉重 我們難過
[00:01:27.800 --> 00:01:30.800]  甚至我們好像詩人說我們心不受安慰
[00:01:30.800 --> 00:01:36.800]  因為我們聽到又見到我們同胞受苦的聲音
[00:01:36.800 --> 00:01:38.800]  將我們一切來到你面前
[00:01:38.800 --> 00:01:40.800]  懇切的祈求
[00:01:40.800 --> 00:01:47.800]  求我們的主的憐憫仍然臨到這個地方
[00:01:47.800 --> 00:01:51.800]  將我們知道雖然這72小時已經過去了
[00:01:51.800 --> 00:01:55.800]  但我們求你在天上誰顧察看
[00:01:55.800 --> 00:01:59.800]  按明字認識當中你願意拯救的
[00:01:59.800 --> 00:02:02.800]  將我們仍然祈求你施行神蹟
[00:02:02.800 --> 00:02:06.800]  在當中某一個瓦片某一個石塊底下
[00:02:06.800 --> 00:02:10.800]  仍然拯救一些我們不可能想像
[00:02:10.800 --> 00:02:13.800]  但是你願意拯救的生命
[00:02:13.800 --> 00:02:15.800]  我們的主 我們又記得
[00:02:15.800 --> 00:02:19.800]  你曾經應許過你是孤兒寡婦的神
[00:02:19.800 --> 00:02:26.800]  主我們在這個地方見到太多失去親人的人
[00:02:26.800 --> 00:02:29.800]  主我們懇求你自己憐憫
[00:02:29.800 --> 00:02:34.800]  主我們知道世間有苦難是不可避免
[00:02:34.800 --> 00:02:37.800]  但主我們都知道你在苦難當中
[00:02:37.800 --> 00:02:40.800]  是特別憐憫孤兒寡婦
[00:02:40.800 --> 00:02:43.800]  所以我們求你用你自己的方法
[00:02:43.800 --> 00:02:44.800]  用你自己的方式
[00:02:44.800 --> 00:02:47.800]  一一的數算他們的名字
[00:02:47.800 --> 00:02:49.800]  無論失去親人的
[00:02:49.800 --> 00:02:52.800]  尤其是我們見到很多的中學小學
[00:02:52.800 --> 00:02:56.800]  他們倒塌之後他們父母的心境
[00:02:56.800 --> 00:03:00.800]  將我們明白你知道他們的痛楚
[00:03:00.800 --> 00:03:02.800]  求你用你自己額外的恩典
[00:03:02.800 --> 00:03:09.800]  用你的方法去補償他們在你面前的那種痛楚和失落
[00:03:09.800 --> 00:03:11.800]  主啊 求你憐憫我們的國家
[00:03:11.800 --> 00:03:14.800]  憐憫我們國家的政府
[00:03:14.800 --> 00:03:18.800]  在這一切的事上做得公義 做得公正
[00:03:18.800 --> 00:03:21.800]  主啊 有人拼命去拯救
[00:03:21.800 --> 00:03:24.800]  我們祈求主阻止他們在當中
[00:03:24.800 --> 00:03:29.800]  又殘取暴利 乘機又得到利益的小人
[00:03:29.800 --> 00:03:31.800]  主啊 你阻止這些事情
[00:03:31.800 --> 00:03:35.800]  主讓更多的人在你面前能夠體會
[00:03:35.800 --> 00:03:40.800]  主啊 這個是一個有愛 有公義 有拯救
[00:03:40.800 --> 00:03:43.800]  有偉大心靈的人的地方
[00:03:43.800 --> 00:03:47.800]  主啊 求你恩待 也求你憐憫
[00:03:47.800 --> 00:03:50.800]  主啊 雖然我們沒有一個人認識他們的名字
[00:03:50.800 --> 00:03:52.800]  但是主你認識
[00:03:52.800 --> 00:03:55.800]  我們就將他們帶到你的面前
[00:03:55.800 --> 00:03:58.800]  主啊 我們懇求你自己去聽我們的祈禱
[00:03:58.800 --> 00:04:02.800]  奉耶穌的名求 阿們
[00:04:02.800 --> 00:04:07.800]  好 今天我們一起來看剛才我們所讀的那段聖經
[00:04:07.800 --> 00:04:14.800]  那段聖經是在舊約聖經的初開及記32和33章
[00:04:14.800 --> 00:04:19.800]  32和33章我們請大家打開聖經
[00:04:19.800 --> 00:04:21.800]  因為剛才我們所讀的雖然都不少的經文
[00:04:21.800 --> 00:04:27.800]  但是還有很多的經文前前後後都是全部有關係的
[00:04:27.800 --> 00:04:30.800]  我們想和大家一起思想這件事件
[00:04:30.800 --> 00:04:33.800]  我們時間不是很多 但是我們一起來看
[00:04:33.800 --> 00:04:39.800]  我們先看32章 揭開到初開及記32章的開始
[00:04:39.800 --> 00:04:44.800]  舊約聖經或者我們的唐用聖經129頁
[00:04:44.800 --> 00:04:49.800]  舊約聖經 唐用聖經129頁
[00:04:49.800 --> 00:04:55.800]  大家知道剛才我們所讀的那段聖經是說什麼呢?
[00:04:55.800 --> 00:04:59.800]  說到以色列人犯罪
[00:04:59.800 --> 00:05:07.800]  摩西上山領受神自己所頒布給以色列人的十誡和律法
[00:05:07.800 --> 00:05:11.800]  神和以色列人忠於立約
[00:05:11.800 --> 00:05:16.800]  神要以色列人做他的子民 神做他的主
[00:05:16.800 --> 00:05:20.800]  這是一個很神聖的結合
[00:05:20.800 --> 00:05:26.800]  有人說這好像是神和以色列人的婚禮的結婚
[00:05:26.800 --> 00:05:29.800]  就在這個山上頒布了一個婚禮
[00:05:29.800 --> 00:05:33.800]  尤其是十誡第一條說除我以外不可有別的神的時候
[00:05:33.800 --> 00:05:40.800]  同時這個時間下面的以色列人就叫亞倫佐的金牛毒去拜
[00:05:40.800 --> 00:05:42.800]  對著金牛毒下拜說
[00:05:42.800 --> 00:05:47.800]  看看這個金牛毒就是帶領我們出埃及的
[00:05:47.800 --> 00:05:50.800]  那種無情 那種移情別戀
[00:05:50.800 --> 00:05:53.800]  那件事就是這樣開始的
[00:05:53.800 --> 00:05:59.800]  接著我們剛才所讀的幾段經文就說到摩西下山
[00:05:59.800 --> 00:06:02.800]  神要懲罰要滅絕以色列人
[00:06:02.800 --> 00:06:06.800]  摩西就幾次我們會看到有三個回合
[00:06:06.800 --> 00:06:09.800]  和神在禱告裡面互相角力
[00:06:09.800 --> 00:06:12.800]  最後將神的心意挽回
[00:06:12.800 --> 00:06:14.800]  赦免以色列人的罪
[00:06:14.800 --> 00:06:19.800]  甚至仍然願意以色列人一起繼續走這個抗野的路
[00:06:19.800 --> 00:06:24.800]  今天我們整個32章33章就說這件事
[00:06:24.800 --> 00:06:26.800]  我一路看這麼多聖經的時候
[00:06:26.800 --> 00:06:28.800]  我花了很多時間看來看去
[00:06:28.800 --> 00:06:30.800]  究竟和大家說什麼好呢
[00:06:30.800 --> 00:06:35.800]  那不如我就照我自己一路以來的原則
[00:06:35.800 --> 00:06:37.800]  我就說在這段聖經裡面
[00:06:37.800 --> 00:06:41.800]  我所發現到和我的想法不同的東西
[00:06:41.800 --> 00:06:43.800]  因為我們看聖經
[00:06:43.800 --> 00:06:45.800]  我自己一路都是這樣做
[00:06:45.800 --> 00:06:47.800]  不是將我的想法看在聖經那裡
[00:06:47.800 --> 00:06:49.800]  而是看聖經有什麼想法
[00:06:49.800 --> 00:06:52.800]  有什麼特別的地方和我的想法不同
[00:06:52.800 --> 00:06:54.800]  改變我自己的思想
[00:06:54.800 --> 00:06:56.800]  我就看到關於神
[00:06:56.800 --> 00:07:01.800]  我看到的有三樣他的性格和辦事的手續
[00:07:01.800 --> 00:07:02.800]  我是沒有想過的
[00:07:02.800 --> 00:07:04.800]  雖然我稍微都知道一下
[00:07:04.800 --> 00:07:06.800]  但沒有想過是這麼特別的
[00:07:06.800 --> 00:07:08.800]  對我來說有很大的衝擊
[00:07:08.800 --> 00:07:11.800]  然後我又看到摩西的禱告裡面
[00:07:11.800 --> 00:07:13.800]  有三樣的秘訣
[00:07:13.800 --> 00:07:15.800]  我發覺如果我早點知道
[00:07:15.800 --> 00:07:17.800]  我的祈禱就更厲害
[00:07:17.800 --> 00:07:19.800]  所以我又想學
[00:07:19.800 --> 00:07:22.800]  我想和大家說三樣關於神的
[00:07:22.800 --> 00:07:24.800]  三樣關於摩西的
[00:07:24.800 --> 00:07:27.800]  希望這六樣的東西提醒我們
[00:07:27.800 --> 00:07:29.800]  起碼提醒了我
[00:07:29.800 --> 00:07:32.800]  我就將我被提醒的東西告訴你
[00:07:32.800 --> 00:07:34.800]  我們今天一起來看聖經
[00:07:34.800 --> 00:07:35.800]  所以揭來揭去
[00:07:35.800 --> 00:07:37.800]  可能這個經文我會讀一兩節
[00:07:37.800 --> 00:07:39.800]  所以你們不要蓋上聖經
[00:07:39.800 --> 00:07:41.800]  我們一起來看這兩張聖經
[00:07:41.800 --> 00:07:44.800]  首先我們說我們看看神三方面的
[00:07:44.800 --> 00:07:47.800]  性格和辦事手續的
[00:07:47.800 --> 00:07:49.800]  我們沒有想過的地方
[00:07:49.800 --> 00:07:51.800]  首先第一樣我們剛才說
[00:07:51.800 --> 00:07:54.800]  這件事的開始就是以色列人
[00:07:54.800 --> 00:07:57.800]  和神根本應該是納約的時間
[00:07:57.800 --> 00:07:59.800]  但以色列人就做了一件這樣的事
[00:07:59.800 --> 00:08:02.800]  我想和大家讀一節的聖經
[00:08:02.800 --> 00:08:04.800]  就是看回三十二章
[00:08:04.800 --> 00:08:09.800]  當神見到以色列人在山下做金牛毒的人
[00:08:09.800 --> 00:08:12.800]  神就說這件事就像剛剛一個人
[00:08:12.800 --> 00:08:14.800]  剛剛結婚
[00:08:14.800 --> 00:08:17.800]  剛剛在山上和以色列人行婚禮
[00:08:17.800 --> 00:08:18.800]  神想了很久
[00:08:18.800 --> 00:08:20.800]  拯救他們從埃及出來
[00:08:20.800 --> 00:08:22.800]  付出所有代價
[00:08:22.800 --> 00:08:23.800]  用盡各樣的方法
[00:08:23.800 --> 00:08:26.800]  在這個抗疫中呼召摩西
[00:08:26.800 --> 00:08:27.800]  搞了這麼多
[00:08:27.800 --> 00:08:28.800]  最後他決定
[00:08:28.800 --> 00:08:29.800]  好啊 以色列人
[00:08:29.800 --> 00:08:30.800]  雖然你有瑕疵
[00:08:30.800 --> 00:08:32.800]  但我也願意和你同行
[00:08:32.800 --> 00:08:34.800]  將我自己的名譽地位
[00:08:34.800 --> 00:08:37.800]  我的榮耀壓在你們身上
[00:08:37.800 --> 00:08:38.800]  我稱你是我的子民
[00:08:38.800 --> 00:08:39.800]  我和你立約
[00:08:39.800 --> 00:08:41.800]  十誡裡面除我以外
[00:08:41.800 --> 00:08:43.800]  你就不要再有別的神了
[00:08:43.800 --> 00:08:44.800]  同時這個時間
[00:08:44.800 --> 00:08:46.800]  下面他們就拜金牛毒
[00:08:46.800 --> 00:08:47.800]  神非常憤怒
[00:08:47.800 --> 00:08:49.800]  我們不單止用憤怒這個字
[00:08:49.800 --> 00:08:53.800]  我們可以說神的心被傷透
[00:08:53.800 --> 00:08:56.800]  就是一個剛剛新婚的人
[00:08:56.800 --> 00:08:59.800]  突然發現他的伴侶
[00:08:59.800 --> 00:09:02.800]  其實已經是移情別戀
[00:09:02.800 --> 00:09:03.800]  那種傷透
[00:09:03.800 --> 00:09:05.800]  然後第十節
[00:09:05.800 --> 00:09:06.800]  神就和摩西說什麼
[00:09:06.800 --> 00:09:07.800]  三十二章十節
[00:09:07.800 --> 00:09:10.800]  現在你讓我
[00:09:10.800 --> 00:09:13.800]  讓我向他們發烈怒
[00:09:13.800 --> 00:09:15.800]  把他們消滅
[00:09:15.800 --> 00:09:17.800]  那我就使你成為大國
[00:09:17.800 --> 00:09:19.800]  我不要他們了
[00:09:19.800 --> 00:09:21.800]  我殺了以色列人
[00:09:21.800 --> 00:09:23.800]  太令我傷心了
[00:09:23.800 --> 00:09:26.800]  摩西我就叫你取代他們
[00:09:26.800 --> 00:09:27.800]  聖經那裡原文說
[00:09:27.800 --> 00:09:28.800]  你讓我
[00:09:28.800 --> 00:09:29.800]  是一個很強的字眼
[00:09:29.800 --> 00:09:30.800]  英文譯做
