
[00:00:00.000 --> 00:00:05.000]  各位聽眾今天是全道主日
[00:00:05.000 --> 00:00:07.000]  跟大家分享有關聖經裡面
[00:00:07.000 --> 00:00:12.000]  一路勉勵我們為主作見證的訊息
[00:00:12.000 --> 00:00:17.000]  我想回想當主耶穌復活之後
[00:00:17.000 --> 00:00:22.000]  門徒在那時候他們都很驚慌
[00:00:22.000 --> 00:00:26.000]  聖經就說到他們藏在家中不敢出來
[00:00:26.000 --> 00:00:29.000]  因為他們怕猶太人
[00:00:29.000 --> 00:00:34.000]  在那時候主在主日的日子就去到他們中間
[00:00:34.000 --> 00:00:36.000]  第一句話就說
[00:00:36.000 --> 00:00:39.000]  願你們平安
[00:00:39.000 --> 00:00:43.000]  我相信今天當大家在家中的時候
[00:00:43.000 --> 00:00:46.000]  我們的主都會來到你當中
[00:00:46.000 --> 00:00:51.000]  向你說願你們平安
[00:00:51.000 --> 00:00:53.000]  我們都帶著一份平安的心
[00:00:53.000 --> 00:00:58.000]  來領受這一份的應許
[00:00:58.000 --> 00:01:01.000]  當主再和他們聊天的時候
[00:01:01.000 --> 00:01:03.000]  一路和他們聊天
[00:01:03.000 --> 00:01:05.000]  然後他再和他們說
[00:01:05.000 --> 00:01:06.000]  願你們平安
[00:01:06.000 --> 00:01:08.000]  第二次這樣說
[00:01:08.000 --> 00:01:13.000]  然後第二句話在聖經裡面所說
[00:01:13.000 --> 00:01:15.000]  願你們平安
[00:01:15.000 --> 00:01:18.000]  父怎讓差遣了我
[00:01:18.000 --> 00:01:21.000]  我也照樣差遣你們
[00:01:21.000 --> 00:01:24.000]  主將平安賜給我們
[00:01:24.000 --> 00:01:26.000]  但是接著他渴望
[00:01:26.000 --> 00:01:31.000]  我們都能夠去接受主給我們的差遣
[00:01:31.000 --> 00:01:33.000]  去到世界不同的地方
[00:01:33.000 --> 00:01:34.000]  在不同的崗位
[00:01:34.000 --> 00:01:37.000]  來作主自己的見證
[00:01:37.000 --> 00:01:42.000]  平安帶來的是我們心中的力量
[00:01:42.000 --> 00:01:46.000]  也叫我們能夠承接上帝給我們的差遣
[00:01:46.000 --> 00:01:48.000]  去作祂的見證
[00:01:48.000 --> 00:01:51.000]  不單單是我們自己領受平安
[00:01:51.000 --> 00:01:53.000]  更加能夠將平安
[00:01:53.000 --> 00:01:56.000]  帶給很多我們身邊所接觸到的朋友
[00:01:56.000 --> 00:01:58.000]  我們的親人
[00:01:58.000 --> 00:02:00.000]  我想回想一件事情
[00:02:00.000 --> 00:02:01.000]  在好幾年之前
[00:02:01.000 --> 00:02:06.000]  我有機會在內地和一位當地的牧者聊天
[00:02:06.000 --> 00:02:07.000]  在聊天的時候
[00:02:07.000 --> 00:02:11.000]  我發覺這位牧者是一位很敬虔的牧者
[00:02:11.000 --> 00:02:16.000]  神都用他在當地帶領一間很興旺的教會
[00:02:16.000 --> 00:02:18.000]  我問及他信主的情況
[00:02:18.000 --> 00:02:19.000]  他和我分享
[00:02:19.000 --> 00:02:21.000]  他說是我姑媽
[00:02:21.000 --> 00:02:24.000]  他就說到在好多年之前
[00:02:24.000 --> 00:02:26.000]  當時文化大革命的時候
[00:02:26.000 --> 00:02:30.000]  很多的基督徒都受到很多不同的逼迫
[00:02:30.000 --> 00:02:32.000]  一位的姊妹
[00:02:32.000 --> 00:02:33.000]  一位的姑媽
[00:02:33.000 --> 00:02:37.000]  她當時是一直在教會有很多很多的服事
[00:02:37.000 --> 00:02:41.000]  但應不因為她自己積極的投入
[00:02:41.000 --> 00:02:46.000]  被當時的人認為他們是反革命份子
[00:02:46.000 --> 00:02:48.000]  所以這位的姊妹
[00:02:48.000 --> 00:02:53.000]  她需要面對很多當時給她的懲罰
[00:02:53.000 --> 00:02:56.000]  每天早上她要出街
[00:02:56.000 --> 00:02:59.000]  街上她要戴一頂高的帽子
[00:02:59.000 --> 00:03:01.000]  她身上掛著一個牌子
[00:03:01.000 --> 00:03:04.000]  寫著反革命份子
[00:03:04.000 --> 00:03:07.000]  她拿著鈴鐺走路說
[00:03:07.000 --> 00:03:09.000]  我是反革命份子
[00:03:09.000 --> 00:03:11.000]  到處遊街
[00:03:11.000 --> 00:03:15.000]  面對很多當時的人對她的羞辱
[00:03:15.000 --> 00:03:17.000]  對她的取笑
[00:03:17.000 --> 00:03:20.000]  每天早上就是這樣出去
[00:03:20.000 --> 00:03:22.000]  當她回到家的時候
[00:03:22.000 --> 00:03:24.000]  她的侄子
[00:03:24.000 --> 00:03:26.000]  就是剛才所說的這位牧師
[00:03:26.000 --> 00:03:27.000]  看到她的情況
[00:03:27.000 --> 00:03:28.000]  就會說
[00:03:28.000 --> 00:03:30.000]  為什麼耶穌會讓你這樣?
[00:03:30.000 --> 00:03:32.000]  為什麼耶穌不幫你?
[00:03:32.000 --> 00:03:35.000]  但是這位姑媽告訴她
[00:03:35.000 --> 00:03:37.000]  主耶穌
[00:03:37.000 --> 00:03:39.000]  祂仍然是可信的
[00:03:39.000 --> 00:03:43.000]  這位侄子看到這位姑媽
[00:03:43.000 --> 00:03:45.000]  雖然在這樣的處境裡
[00:03:45.000 --> 00:03:48.000]  但看到她仍然很坦然地去面對
[00:03:48.000 --> 00:03:52.000]  內心仍然堅強地承受這些苦難
[00:03:52.000 --> 00:03:55.000]  因此她心裡就想
[00:03:55.000 --> 00:03:59.000]  可以這樣來信靠這位上帝
[00:03:59.000 --> 00:04:02.000]  姑媽可以這樣來見證
[00:04:02.000 --> 00:04:06.000]  這位一定是真神
[00:04:06.000 --> 00:04:09.000]  有一次她看到姑媽回來的時候
[00:04:09.000 --> 00:04:11.000]  仍然帶著平安的心回來
[00:04:11.000 --> 00:04:13.000]  走過來就跟姑媽說
[00:04:13.000 --> 00:04:15.000]  姑媽你為我祈禱吧
[00:04:15.000 --> 00:04:17.000]  姑媽為她祈禱
[00:04:17.000 --> 00:04:19.000]  不僅為她能夠信主祈禱
[00:04:19.000 --> 00:04:23.000]  更加奉獻祂在神的手中
[00:04:23.000 --> 00:04:27.000]  然後她就告訴這位侄子
[00:04:27.000 --> 00:04:29.000]  你信耶穌之後
[00:04:29.000 --> 00:04:32.000]  你記住侍奉主
