
[00:00:00.000 --> 00:00:02.000]  好,我們先做個祈禱
[00:00:02.000 --> 00:00:06.000]  天父,我們很高興今天聚集在你自己的家當中
[00:00:06.000 --> 00:00:08.000]  我們雖然來自不同的教會
[00:00:08.000 --> 00:00:11.000]  甚至我們在不同的時候來到加拿大
[00:00:11.000 --> 00:00:13.000]  來到溫哥華這個地方
[00:00:13.000 --> 00:00:15.000]  但我們大家都是屬神的子民
[00:00:15.000 --> 00:00:18.000]  我們求恩尊你幫我們明白你的心意
[00:00:18.000 --> 00:00:21.000]  以在人生在世短短的數十年當中
[00:00:21.000 --> 00:00:24.000]  我們能夠真是完成你給我們的託付
[00:00:24.000 --> 00:00:26.000]  能夠兌現你對我們的期望
[00:00:26.000 --> 00:00:28.000]  幫助我們作為你的兒女
[00:00:28.000 --> 00:00:29.000]  又作為一個蒙恩的人
[00:00:29.000 --> 00:00:31.000]  我們不是單單有這個身份
[00:00:31.000 --> 00:00:33.000]  我們不是單單領受
[00:00:33.000 --> 00:00:36.000]  而是在有了這個身份和領受你的恩典之後
[00:00:36.000 --> 00:00:39.000]  我們懂得回應,懂得去分享
[00:00:39.000 --> 00:00:41.000]  求尊你幫助我們以下聽的時候
[00:00:41.000 --> 00:00:43.000]  能夠聽得明白你的心
[00:00:43.000 --> 00:00:45.000]  能夠明白你的心意
[00:00:45.000 --> 00:00:47.000]  而且能夠活出你的心意
[00:00:47.000 --> 00:00:48.000]  帶領以下的時間
[00:00:48.000 --> 00:00:50.000]  幫我們專心來聆聽
[00:00:50.000 --> 00:00:52.000]  能夠用心來形容
[00:00:52.000 --> 00:00:54.000]  幫助我們聽我們祈禱
[00:00:54.000 --> 00:00:56.000]  奉耶穌的名祈禱
[00:00:56.000 --> 00:00:59.000]  今次的主題叫做天國視野
[00:00:59.000 --> 00:01:02.000]  天國視野就是從天國的角度
[00:01:02.000 --> 00:01:04.000]  來看我們的人生
[00:01:04.000 --> 00:01:05.000]  看我們自己
[00:01:05.000 --> 00:01:07.000]  其實昨晚看就是看我們的使命
[00:01:07.000 --> 00:01:09.000]  今天看是看我們的身份
[00:01:09.000 --> 00:01:10.000]  看我們的本份
[00:01:10.000 --> 00:01:12.000]  昨晚說的叫做不負所託
[00:01:12.000 --> 00:01:14.000]  神有使命託付給你
[00:01:14.000 --> 00:01:15.000]  託付給我
[00:01:15.000 --> 00:01:17.000]  不要辜負神的託付
[00:01:17.000 --> 00:01:19.000]  要完成神的使命
[00:01:19.000 --> 00:01:21.000]  今天看的叫做不負所望
[00:01:21.000 --> 00:01:23.000]  神對我們有期望
[00:01:23.000 --> 00:01:25.000]  祂擺板我們留在世上
[00:01:25.000 --> 00:01:27.000]  有祂的心意
[00:01:27.000 --> 00:01:28.000]  有祂的期望
[00:01:28.000 --> 00:01:30.000]  讓我們不要令神失望
[00:01:30.000 --> 00:01:32.000]  守住我們的身份
[00:01:32.000 --> 00:01:34.000]  盡我們的本份
[00:01:34.000 --> 00:01:35.000]  承擔我們的使命
[00:01:35.000 --> 00:01:37.000]  完成我們的工作
[00:01:37.000 --> 00:01:38.000]  約翰福音17章
[00:01:38.000 --> 00:01:40.000]  昨晚我們讀了17章18節
[00:01:40.000 --> 00:01:42.000]  裡面提到一件事就是說
[00:01:42.000 --> 00:01:44.000]  耶穌說父神怎樣猜他來
[00:01:44.000 --> 00:01:46.000]  他照樣猜我們去
[00:01:46.000 --> 00:01:48.000]  約翰福音11章也有一聖經說到
[00:01:48.000 --> 00:01:51.000]  就是說耶穌說我不求你離開這個世界
[00:01:51.000 --> 00:01:54.000]  只求你保守他脫離難惡者
[00:01:54.000 --> 00:01:57.000]  神從來沒有要我們厭世
[00:01:57.000 --> 00:01:59.000]  神沒有要我們離世
[00:01:59.000 --> 00:02:01.000]  神要我們在世
[00:02:01.000 --> 00:02:04.000]  我們不需要所謂與世界認同
[00:02:04.000 --> 00:02:07.000]  但是需要在世界盡我們的本份
[00:02:07.000 --> 00:02:09.000]  所以昨天說的是我們的使命
[00:02:09.000 --> 00:02:11.000]  今天說的是我們的本份
[00:02:11.000 --> 00:02:14.000]  從我們的身份所帶來的本份
[00:02:14.000 --> 00:02:16.000]  英文有句話怎樣說呢
[00:02:16.000 --> 00:02:18.000]  有些基督徒
[00:02:18.000 --> 00:02:20.000]  They are so heavenly good
[00:02:20.000 --> 00:02:22.000]  and have no earthly use
[00:02:22.000 --> 00:02:24.000]  不知道有沒有聽過
[00:02:24.000 --> 00:02:26.000]  他們天上很有用
[00:02:26.000 --> 00:02:28.000]  地上無所用
[00:02:28.000 --> 00:02:30.000]  有些基督徒就剛剛倒轉
[00:02:30.000 --> 00:02:32.000]  是地上很有用
[00:02:32.000 --> 00:02:34.000]  天上無所用
[00:02:34.000 --> 00:02:36.000]  They are so earthly good
[00:02:36.000 --> 00:02:38.000]  and have no earthly use
[00:02:38.000 --> 00:02:40.000]  這兩樣都不對的
[00:02:40.000 --> 00:02:42.000]  我覺得我們是天上的子民
[00:02:42.000 --> 00:02:44.000]  都是地上的公民
[00:02:44.000 --> 00:02:46.000]  這個是我們的身份
[00:02:46.000 --> 00:02:48.000]  在你未離開世界之前一天
[00:02:48.000 --> 00:02:50.000]  你記住你都是活在地上
[00:02:50.000 --> 00:02:52.000]  你這個世界上有你的本份
[00:02:52.000 --> 00:02:54.000]  我有一次和太太去買菜
[00:02:54.000 --> 00:02:56.000]  我這個人有些東西
[00:02:56.000 --> 00:02:58.000]  真是很不濟的
[00:02:58.000 --> 00:03:00.000]  有些東西很濟
[00:03:00.000 --> 00:03:02.000]  很不濟的就是
[00:03:02.000 --> 00:03:04.000]  我對買菜真是不懂的
[00:03:04.000 --> 00:03:06.000]  不懂什麼就是我不懂價錢
[00:03:06.000 --> 00:03:08.000]  有一次我去超市
[00:03:08.000 --> 00:03:10.000]  其實前陣子
[00:03:10.000 --> 00:03:12.000]  去超市買東西看到番茄
[00:03:12.000 --> 00:03:14.000]  很紅很靚很實很大
[00:03:14.000 --> 00:03:16.000]  嘩!我說很少見
[00:03:16.000 --> 00:03:18.000]  這麼靚的番茄
[00:03:18.000 --> 00:03:20.000]  我看到價錢寫出來
[00:03:20.000 --> 00:03:22.000]  是三個多銀錢
[00:03:22.000 --> 00:03:24.000]  我說
[00:03:24.000 --> 00:03:26.000]  嘩!很靚很便宜
[00:03:26.000 --> 00:03:28.000]  我老婆說
[00:03:28.000 --> 00:03:30.000]  你講什麼呀
[00:03:30.000 --> 00:03:32.000]  他說你上天下不回地
[00:03:32.000 --> 00:03:34.000]  她說麻煩你回來
[00:03:34.000 --> 00:03:36.000]  她說你什麼都不懂
[00:03:36.000 --> 00:03:38.000]  只懂聖經
[00:03:38.000 --> 00:03:40.000]  我說懂聖經也好
[00:03:40.000 --> 00:03:42.000]  她說你懂聖經沒錯
[00:03:42.000 --> 00:03:44.000]  也懂番茄多少錢磅
[00:03:44.000 --> 00:03:46.000]  三個多都說便宜
[00:03:46.000 --> 00:03:48.000]  你還做人還沒上天
[00:03:48.000 --> 00:03:50.000]  我發現很多基督徒
[00:03:50.000 --> 00:03:52.000]  真是的只是在天上
[00:03:52.000 --> 00:03:54.000]  不在地上
[00:03:54.000 --> 00:03:56.000]  不是說不吃人間煙火
[00:03:56.000 --> 00:03:58.000]  不問世間塵世事
