
[00:00:00.000 --> 00:00:03.000]  ( 錄影中 )
[00:00:03.000 --> 00:00:08.000]  《新命紀》由第19章到第26章
[00:00:08.000 --> 00:00:16.000]  包括了許多獨立的誡命、律例、典章
[00:00:16.000 --> 00:00:19.000]  上帝的吩咐、祂的指引
[00:00:19.000 --> 00:00:23.000]  或者說你和我作為神的兒女
[00:00:23.000 --> 00:00:29.000]  我們需要小心、留心、聽從、進行
[00:00:29.000 --> 00:00:32.000]  很多時候我們有個印象
[00:00:32.000 --> 00:00:37.000]  覺得如果不是這些規條很古老
[00:00:37.000 --> 00:00:40.000]  我們就說這些是律法
[00:00:40.000 --> 00:00:44.000]  上帝今天看我們的內心
[00:00:44.000 --> 00:00:47.000]  不是著重我們的外表
[00:00:47.000 --> 00:00:53.000]  為了要扭轉我們這樣的印象
[00:00:53.000 --> 00:00:59.000]  我想用今天的時間不是和你由第19章
[00:00:59.000 --> 00:01:03.000]  好像坐火車還是水過鴨背那樣
[00:01:03.000 --> 00:01:06.000]  拉到第26章太長了
[00:01:06.000 --> 00:01:08.000]  如果這樣讀法
[00:01:08.000 --> 00:01:12.000]  這8章的經文我們只能夠像英文說
[00:01:12.000 --> 00:01:14.000]  "scratching the surface"
[00:01:14.000 --> 00:01:20.000]  好像只是表面地看一次
[00:01:20.000 --> 00:01:24.000]  我們仍然會覺得這大堆是規條
[00:01:24.000 --> 00:01:28.000]  更何況這幅大圖畫都很難掌握
[00:01:28.000 --> 00:01:32.000]  聖經學者辯論了很久
[00:01:32.000 --> 00:01:38.000]  有人曾經提過這部分的誡命
[00:01:38.000 --> 00:01:44.000]  是按照十誡的次序來整理編輯
[00:01:44.000 --> 00:01:50.000]  但也有學者指出這樣的說法有些牽強
[00:01:50.000 --> 00:01:52.000]  我估計我們先放下這些
[00:01:52.000 --> 00:01:54.000]  既然來到崇拜的時候
[00:01:54.000 --> 00:01:58.000]  或者我們可以有點奢侈
[00:01:58.000 --> 00:02:08.000]  集中看其中半章的經文
[00:02:08.000 --> 00:02:10.000]  深入一點看 慢一點看
[00:02:10.000 --> 00:02:19.000]  這樣你就會明白上帝究竟在吩咐我們什麼
[00:02:19.000 --> 00:02:31.000]  24章14節到22節可以分開上下兩個部分
[00:02:31.000 --> 00:02:34.000]  第一部分在18節
[00:02:34.000 --> 00:02:38.000]  第二部分在22節結束
[00:02:38.000 --> 00:02:44.000]  都是好像你唱聖詩到副歌那樣重覆
[00:02:44.000 --> 00:02:45.000]  有沒有留意到?
[00:02:45.000 --> 00:02:49.000]  18節那句話是紀念你在埃及做過奴僕
[00:02:49.000 --> 00:02:52.000]  所以我吩咐你這樣行
[00:02:52.000 --> 00:02:55.000]  22節紀念你在埃及做過奴僕
[00:02:55.000 --> 00:02:58.000]  所以我吩咐你這樣行
[00:02:58.000 --> 00:03:03.000]  唱聖詩1234每一節唱到最後那兩句副歌
[00:03:03.000 --> 00:03:12.000]  所以這部分的經文上半下半來到結束那句話總結都是一樣的
[00:03:12.000 --> 00:03:14.000]  我們先看上半
[00:03:14.000 --> 00:03:16.000]  14節開始他說
[00:03:16.000 --> 00:03:21.000]  君府平伐的武兵
[00:03:21.000 --> 00:03:29.000]  無論是你的弟兄或者是你城裡居住的
[00:03:29.000 --> 00:03:35.000]  你不可以欺負他
[00:03:35.000 --> 00:03:43.000]  欺負這個字應該再嚴厲一點
[00:03:43.000 --> 00:03:50.000]  你不可以欺壓他都不夠
[00:03:50.000 --> 00:03:54.000]  今天我們說你不可以剝削他
[00:03:54.000 --> 00:03:56.000]  這樣就像一點了
[00:03:56.000 --> 00:03:59.000]  剝削人很大件事
[00:03:59.000 --> 00:04:03.000]  欺壓人很嚴重
[00:04:03.000 --> 00:04:05.000]  欺壓什麼人?
[00:04:05.000 --> 00:04:11.000]  就是那些君府平伐的武兵
[00:04:11.000 --> 00:04:12.000]  看到嗎?
[00:04:12.000 --> 00:04:16.000]  什麼是君府平伐的武兵?
[00:04:16.000 --> 00:04:20.000]  就是那些沒有退休金
[00:04:20.000 --> 00:04:23.000]  沒有疾病保險
[00:04:23.000 --> 00:04:26.000]  沒有整個套餐
[00:04:26.000 --> 00:04:28.000]  不是打份長工
[00:04:28.000 --> 00:04:31.000]  有穩定的收入
[00:04:31.000 --> 00:04:32.000]  那些武奮
[00:04:32.000 --> 00:04:34.000]  這裡說的故宮
[00:04:34.000 --> 00:04:36.000]  簡單一點說
[00:04:36.000 --> 00:04:38.000]  就是每天站在樹上
[00:04:38.000 --> 00:04:40.000]  看看有沒有人請他
[00:04:40.000 --> 00:04:43.000]  那些耶穌說的比喻
[00:04:43.000 --> 00:04:44.000]  記不記得?
[00:04:44.000 --> 00:04:46.000]  在葡萄園外面站在樹上
[00:04:46.000 --> 00:04:49.000]  主人出來早上七點鐘就請一批人進去
[00:04:49.000 --> 00:04:50.000]  不夠人手了
[00:04:50.000 --> 00:04:52.000]  出去又請第二批
[00:04:52.000 --> 00:04:54.000]  去到快要下午三點鐘
[00:04:54.000 --> 00:04:56.000]  還有一批人站在那裡
[00:04:56.000 --> 00:04:57.000]  那些可憐了
[00:04:57.000 --> 00:04:58.000]  再站下去
[00:04:58.000 --> 00:05:00.000]  今晚就沒有飯吃了
[00:05:00.000 --> 00:05:06.000]  因為他是困苦、窮困、餐穩、餐食
[00:05:06.000 --> 00:05:08.000]  這樣翻譯聖經就不錯了
[00:05:08.000 --> 00:05:10.000]  可惜我們不能這樣翻譯
[00:05:10.000 --> 00:05:14.000]  餐穩、餐食、餐餐清
[00:05:14.000 --> 00:05:16.000]  這樣就明白了
[00:05:16.000 --> 00:05:18.000]  這些不是很積極的
[00:05:18.000 --> 00:05:21.000]  如果他沒有君開
[00:05:21.000 --> 00:05:23.000]  那一刻就要捱餓了
[00:05:23.000 --> 00:05:25.000]  這樣的人
[00:05:25.000 --> 00:05:29.000]  無論是你的弟兄
[00:05:29.000 --> 00:05:36.000]  還是城裡寄居的兩種人
[00:05:36.000 --> 00:05:37.000]  都是窮人
[00:05:37.000 --> 00:05:40.000]  都是餐穩、餐食、餐餐清的人
[00:05:40.000 --> 00:05:43.000]  不過一群是你的同胞
[00:05:43.000 --> 00:05:47.000]  大家都是同聲同氣說廣東話的
[00:05:47.000 --> 00:05:49.000]  就算說普通話也好
[00:05:49.000 --> 00:05:51.000]  都是黑頭髮黃皮膚的
[00:05:51.000 --> 00:05:53.000]  但是另外一些呢
[00:05:53.000 --> 00:05:55.000]  是寄居的
[00:05:55.000 --> 00:05:56.000]  外人
[00:05:56.000 --> 00:05:58.000]  一看就知道他不是本地人
[00:05:58.000 --> 00:06:00.000]  外面來的
[00:06:00.000 --> 00:06:02.000]  如果在中國的城市
[00:06:02.000 --> 00:06:04.000]  你就知道有戶口的
[00:06:04.000 --> 00:06:06.000]  和外面來的民軍
[00:06:06.000 --> 00:06:08.000]  在鄉下出來的
[00:06:08.000 --> 00:06:10.000]  自己一個人來打工的
[00:06:10.000 --> 00:06:12.000]  這兩種人
[00:06:12.000 --> 00:06:17.000]  你都不可以剝削他
[00:06:17.000 --> 00:06:20.000]  不可以欺壓他
[00:06:20.000 --> 00:06:22.000]  不可以欺負他
[00:06:22.000 --> 00:06:26.000]  嘩!這裡當然是說那些大有錢人
[00:06:26.000 --> 00:06:29.000]  拿了塊地又不賠給人家的
[00:06:29.000 --> 00:06:31.000]  developer
[00:06:31.000 --> 00:06:34.000]  結果就要農民攔著路
[00:06:34.000 --> 00:06:35.000]  又要封路
[00:06:35.000 --> 00:06:40.000]  又要拿自己的血肉之軀去抵抗警察
[00:06:40.000 --> 00:06:41.000]  催淚彈
[00:06:41.000 --> 00:06:43.000]  當然是搞得很大件事
[00:06:43.000 --> 00:06:45.000]  你讀下去呢
[00:06:45.000 --> 00:06:47.000]  甚至怎麼說呢
[00:06:47.000 --> 00:06:51.000]  什麼為之剝削他
[00:06:51.000 --> 00:06:53.000]  什麼為之欺負他
[00:06:53.000 --> 00:06:55.000]  欺壓他
[00:06:55.000 --> 00:06:58.000]  這條計畫說下去
[00:06:58.000 --> 00:07:01.000]  要當日給他軍甲
[00:07:01.000 --> 00:07:06.000]  不可等到日落
[00:07:06.000 --> 00:07:10.000]  你請他做那天的工作
[00:07:10.000 --> 00:07:13.000]  你什麼時候給他發工資的
[00:07:13.000 --> 00:07:17.000]  做完就發工資
[00:07:17.000 --> 00:07:19.000]  天公地道的
[00:07:19.000 --> 00:07:21.000]  這裡怎麼說呢
[00:07:21.000 --> 00:07:24.000]  當日給他軍甲
[00:07:24.000 --> 00:07:27.000]  不可等到日落
[00:07:27.000 --> 00:07:31.000]  日落就是做完的時候
[00:07:31.000 --> 00:07:33.000]  日落就做不到事了
[00:07:33.000 --> 00:07:35.000]  以前沒有探射燈
[00:07:35.000 --> 00:07:36.000]  沒有照明系統
[00:07:36.000 --> 00:07:38.000]  所以白天做到日落
[00:07:38.000 --> 00:07:40.000]  大家就要收工了
[00:07:40.000 --> 00:07:43.000]  收工 耶穌的比喻也是這樣說
[00:07:43.000 --> 00:07:45.000]  剛才說葡萄園的比喻
[00:07:45.000 --> 00:07:48.000]  到黃昏的時候
[00:07:48.000 --> 00:07:52.000]  又早上最晚進去的那批工人先付錢
[00:07:52.000 --> 00:07:56.000]  最早進去的那批就想著應酬多一點
[00:07:56.000 --> 00:07:59.000]  你記得是最後才付錢的
[00:07:59.000 --> 00:08:02.000]  但這裡的吩咐說
[00:08:02.000 --> 00:08:06.000]  不可等到最後
[00:08:06.000 --> 00:08:11.000]  不可等到日落完工的時候
[00:08:11.000 --> 00:08:15.000]  才給他工資
[00:08:15.000 --> 00:08:17.000]  他應該得到的
[00:08:17.000 --> 00:08:22.000]  你不可等到最後才給他
[00:08:22.000 --> 00:08:24.000]  為什麼呢
[00:08:24.000 --> 00:08:28.000]  因為他窮苦
[00:08:28.000 --> 00:08:32.000]  他把他的心放在
[00:08:32.000 --> 00:08:34.000]  這些工價
[00:08:34.000 --> 00:08:38.000]  他得到的那天的工錢之上
[00:08:38.000 --> 00:08:43.000]  恐怕他因為你投告
[00:08:43.000 --> 00:08:50.000]  惹禍華罪便歸你了
[00:08:50.000 --> 00:08:53.000]  你應該什麼時候出糧給他啊
[00:08:53.000 --> 00:08:55.000]  請問
[00:08:55.000 --> 00:08:59.000]  如果不是等到日落做完
[00:08:59.000 --> 00:09:02.000]  應該什麼時候出糧
[00:09:02.000 --> 00:09:07.000]  上班前一分鐘
[00:09:07.000 --> 00:09:10.000]  日落前半分鐘
[00:09:10.000 --> 00:09:13.000]  聖經規定
[00:09:13.000 --> 00:09:18.000]  應該中午吃午飯的時候
[00:09:18.000 --> 00:09:19.000]  就出糧給他
[00:09:19.000 --> 00:09:24.000]  不是應該好人一進來就馬上出糧給他
[00:09:24.000 --> 00:09:27.000]  這個不是規定
[00:09:27.000 --> 00:09:30.000]  不過這裡說了一個道理
[00:09:30.000 --> 00:09:32.000]  又真的挺特別
[00:09:32.000 --> 00:09:34.000]  他說他窮
[00:09:34.000 --> 00:09:38.000]  所以他經常掛念
[00:09:38.000 --> 00:09:40.000]  他不應該這樣
[00:09:40.000 --> 00:09:42.000]  他應該唱詩讚美神
[00:09:42.000 --> 00:09:44.000]  不是啊
[00:09:44.000 --> 00:09:46.000]  你唱得出詩讚美神
[00:09:46.000 --> 00:09:49.000]  因為你知道今晚有飯開
[00:09:49.000 --> 00:09:51.000]  他今晚有沒有飯開
[00:09:51.000 --> 00:09:54.000]  很可能還有一家大小
[00:09:54.000 --> 00:09:58.000]  所以他經常想著
[00:09:58.000 --> 00:10:01.000]  我今天得到的工錢
[00:10:01.000 --> 00:10:04.000]  我怎樣用去哪裡買東西便宜一點
[00:10:04.000 --> 00:10:07.000]  所以很自然很正常
[00:10:07.000 --> 00:10:10.000]  一個困苦窮乏的人
[00:10:10.000 --> 00:10:14.000]  他就是想著他要賺到的錢
[00:10:14.000 --> 00:10:16.000]  他窮
[00:10:16.000 --> 00:10:21.000]  所以他的心就放在那天的工錢上
[00:10:21.000 --> 00:10:24.000]  下面那句也是
[00:10:24.000 --> 00:10:30.000]  他說恐怕他因為你而求高夜禍
[00:10:30.000 --> 00:10:32.000]  他也祈禱
[00:10:32.000 --> 00:10:35.000]  不過他為了什麼祈禱呢
[00:10:35.000 --> 00:10:37.000]  他為你祈禱嗎
[00:10:37.000 --> 00:10:39.000]  你請他做工
[00:10:39.000 --> 00:10:41.000]  他一定想著那些工錢
[00:10:41.000 --> 00:10:42.000]  他就在那裡祈禱
[00:10:42.000 --> 00:10:44.000]  祈什麼呢
[00:10:44.000 --> 00:10:46.000]  快點出糧
[00:10:46.000 --> 00:10:49.000]  不許欠我
[00:10:49.000 --> 00:10:52.000]  他不是一個無良僱主
[00:10:52.000 --> 00:10:54.000]  你做好了
[00:10:54.000 --> 00:10:55.000]  我檢查過
[00:10:55.000 --> 00:10:57.000]  整件事都做好了
[00:10:57.000 --> 00:10:59.000]  我便馬上給錢
[00:10:59.000 --> 00:11:00.000]  我給現金的
[00:11:00.000 --> 00:11:02.000]  我不會給期票的
[00:11:02.000 --> 00:11:06.000]  這樣也不行
[00:11:06.000 --> 00:11:09.000]  因為恐怕
[00:11:09.000 --> 00:11:11.000]  聖經最後的警告
[00:11:11.000 --> 00:11:16.000]  如果他因為你而祈禱上帝
[00:11:16.000 --> 00:11:18.000]  那又如何
[00:11:18.000 --> 00:11:21.000]  罪便歸你了
[00:11:21.000 --> 00:11:24.000]  有沒有搞錯
[00:11:24.000 --> 00:11:26.000]  那你就有罪了
[00:11:26.000 --> 00:11:28.000]  你是不是欠他
[00:11:28.000 --> 00:11:31.000]  你是不是拖他
[00:11:31.000 --> 00:11:35.000]  我預備做完日落之前
[00:11:35.000 --> 00:11:39.000]  我就給他
[00:11:39.000 --> 00:11:41.000]  如果他開聲祈禱
[00:11:41.000 --> 00:11:43.000]  因為你
[00:11:43.000 --> 00:11:44.000]  那你就有罪了
[00:11:44.000 --> 00:11:47.000]  我怎知道他什麼時候祈禱
[00:11:47.000 --> 00:11:48.000]  你做過老闆
[00:11:48.000 --> 00:11:50.000]  你就問這些問題
[00:11:50.000 --> 00:11:51.000]  你沒做過老闆
[00:11:51.000 --> 00:11:53.000]  你就笑
[00:11:53.000 --> 00:11:54.000]  那他什麼時候
[00:11:54.000 --> 00:11:56.000]  我怎知道
[00:11:56.000 --> 00:11:58.000]  打電話也看得到
[00:11:58.000 --> 00:12:00.000]  祈禱看不到
[00:12:00.000 --> 00:12:01.000]  在心裡
[00:12:01.000 --> 00:12:02.000]  他祈禱
[00:12:02.000 --> 00:12:05.000]  最穩妥的就是一進來就給他
[00:12:05.000 --> 00:12:07.000]  一早就給他
[00:12:07.000 --> 00:12:09.000]  那是吃虧的
[00:12:09.000 --> 00:12:10.000]  他中間走了路
[00:12:10.000 --> 00:12:12.000]  那怎麼辦
[00:12:12.000 --> 00:12:14.000]  聖經就像加拿大政府一樣
[00:12:14.000 --> 00:12:16.000]  保障工人不保障老闆
[00:12:16.000 --> 00:12:19.000]  那老闆就辛苦了
[00:12:19.000 --> 00:12:21.000]  我們先明白
[00:12:21.000 --> 00:12:24.000]  你再埋怨也不遲
[00:12:24.000 --> 00:12:26.000]  不過聖經的要求
[00:12:26.000 --> 00:12:32.000]  他說什麼叫欺壓一個窮人
[00:12:32.000 --> 00:12:36.000]  不是拖欠他的人工
[00:12:36.000 --> 00:12:40.000]  是給得不夠早
[00:12:40.000 --> 00:12:43.000]  你有沒有想過這件事
[00:12:43.000 --> 00:12:50.000]  要早到他還沒想到祈禱之前
[00:12:50.000 --> 00:12:53.000]  不知道那些窮苦的工人
[00:12:53.000 --> 00:12:55.000]  我講一個例子
[00:12:55.000 --> 00:12:56.000]  在西區就沒有尷尬
[00:12:56.000 --> 00:12:59.000]  在其他教會我不敢這樣說
[00:12:59.000 --> 00:13:01.000]  你請講完
[00:13:01.000 --> 00:13:03.000]  你講到
[00:13:03.000 --> 00:13:05.000]  那你也有信封
[00:13:05.000 --> 00:13:07.000]  謝謝他
[00:13:07.000 --> 00:13:08.000]  對不對
[00:13:08.000 --> 00:13:10.000]  這個不是秘聞
[00:13:10.000 --> 00:13:12.000]  他要燈油火蠟
[00:13:12.000 --> 00:13:14.000]  他要開車來
[00:13:14.000 --> 00:13:16.000]  有錢
[00:13:16.000 --> 00:13:18.000]  以前我們在香港叫車勁
[00:13:18.000 --> 00:13:20.000]  是吧
[00:13:20.000 --> 00:13:22.000]  周車費
[00:13:22.000 --> 00:13:24.000]  現在來到英文才叫Honorarium
[00:13:24.000 --> 00:13:26.000]  都不會串那個字
[00:13:26.000 --> 00:13:28.000]  以前很實際
[00:13:28.000 --> 00:13:30.000]  你坐幾線車來
[00:13:30.000 --> 00:13:32.000]  的士就給幾十元
[00:13:32.000 --> 00:13:34.000]  坐的士來
[00:13:34.000 --> 00:13:36.000]  總之不要要你倒貼
[00:13:36.000 --> 00:13:38.000]  有很多的
[00:13:38.000 --> 00:13:40.000]  不是計較那些
[00:13:40.000 --> 00:13:42.000]  很坦白說
[00:13:42.000 --> 00:13:46.000]  有些時候會忘記了
[00:13:46.000 --> 00:13:48.000]  忙得太多
[00:13:48.000 --> 00:13:50.000]  我都試過
[00:13:50.000 --> 00:13:52.000]  完了崇拜
[00:13:52.000 --> 00:13:54.000]  完了聚會
[00:13:54.000 --> 00:13:56.000]  有人拉著
[00:13:56.000 --> 00:13:58.000]  走了
[00:13:58.000 --> 00:14:00.000]  還帶著
[00:14:00.000 --> 00:14:02.000]  有些就直接坦白說
[00:14:02.000 --> 00:14:04.000]  未寫好支票
[00:14:04.000 --> 00:14:06.000]  都試過
[00:14:06.000 --> 00:14:08.000]  有些直接沒有影子
[00:14:08.000 --> 00:14:10.000]  完全沒有下文
[00:14:10.000 --> 00:14:12.000]  要打電話去問
[00:14:12.000 --> 00:14:14.000]  有沒有
[00:14:14.000 --> 00:14:16.000]  擺到哪裡
[00:14:16.000 --> 00:14:18.000]  給太太
[00:14:18.000 --> 00:14:20.000]  那樣
[00:14:20.000 --> 00:14:22.000]  很小聲承認一句
[00:14:22.000 --> 00:14:24.000]  全都人都是困苦窮乏
[00:14:24.000 --> 00:14:26.000]  都不是
[00:14:26.000 --> 00:14:28.000]  很有錢
[00:14:28.000 --> 00:14:30.000]  不自在
[00:14:30.000 --> 00:14:32.000]  有時真的會
[00:14:32.000 --> 00:14:34.000]  想一想
[00:14:34.000 --> 00:14:36.000]  全部人應該放在
[00:14:36.000 --> 00:14:38.000]  就居費上
[00:14:38.000 --> 00:14:40.000]  但很自然
[00:14:40.000 --> 00:14:42.000]  你應該什麼時候給她
[00:14:42.000 --> 00:14:44.000]  我學了一件事
[00:14:44.000 --> 00:14:46.000]  我自己在教會
[00:14:46.000 --> 00:14:48.000]  做堂主任
[00:14:48.000 --> 00:14:50.000]  她一走進來
[00:14:50.000 --> 00:14:52.000]  講完
[00:14:52.000 --> 00:14:54.000]  我跟她握手歡迎她
[00:14:54.000 --> 00:14:56.000]  一定帶來找我
[00:14:56.000 --> 00:14:58.000]  你自己去找她
[00:14:58.000 --> 00:15:00.000]  一定帶來找我
[00:15:00.000 --> 00:15:02.000]  你誰都好
[00:15:02.000 --> 00:15:04.000]  多謝你來
[00:15:04.000 --> 00:15:06.000]  這是教會多謝你
[00:15:06.000 --> 00:15:08.000]  不用這麼棒
[00:15:08.000 --> 00:15:10.000]  第一個反應是
[00:15:10.000 --> 00:15:12.000]  我還沒說
[00:15:12.000 --> 00:15:14.000]  我就不會
[00:15:14.000 --> 00:15:16.000]  世俗到說上今先毀
[00:15:16.000 --> 00:15:18.000]  不是
[00:15:18.000 --> 00:15:20.000]  不是這個意思
[00:15:20.000 --> 00:15:22.000]  這樣說笑
[00:15:22.000 --> 00:15:24.000]  有些過份
[00:15:24.000 --> 00:15:26.000]  我真的想引
[00:15:26.000 --> 00:15:28.000]  新命記
[00:15:28.000 --> 00:15:30.000]  告訴她
[00:15:30.000 --> 00:15:32.000]  罪就不在我了
[00:15:32.000 --> 00:15:34.000]  你明白嗎
[00:15:34.000 --> 00:15:36.000]  是呀
[00:15:36.000 --> 00:15:38.000]  請問教會
[00:15:38.000 --> 00:15:40.000]  是月頭出糧還是月尾出糧
[00:15:40.000 --> 00:15:42.000]  如果你要問
[00:15:42.000 --> 00:15:44.000]  這段聖經
