
[00:00:00.000 --> 00:00:04.000]  大圈姐妹早晨
[00:00:04.000 --> 00:00:08.000]  今日呢我哋網上嘅直播有兩個頻道
[00:00:08.000 --> 00:00:12.000]  咁呢就即係同一個頻道有兩條link
[00:00:12.000 --> 00:00:16.000]  點解呢因為我哋試驗緊呢即係做緊呢一個嘅
[00:00:16.000 --> 00:00:20.000]  兩種模式嘅直播呀咁
[00:00:20.000 --> 00:00:24.000]  希望互相補足咁如果其中一個比較好啲嘅呢
[00:00:24.000 --> 00:00:28.000]  我哋會選擇一個比較好嘅咁就希望能夠幫助到
[00:00:28.000 --> 00:00:32.000]  大圈姐妹唔使上上下網好似上個禮拜好似冇咗聲
[00:00:32.000 --> 00:00:36.000]  上個禮拜突然冇咗電咁咪咁咪所以
[00:00:36.000 --> 00:00:40.000]  希望大圈姐妹我哋盡力努力去做得好
[00:00:40.000 --> 00:00:44.000]  一啲咁你都期望可以大家一齊係
[00:00:44.000 --> 00:00:48.000]  唔同嘅空間嘅裏面去崇拜咁喺呢度呢其實我哋都欣賞
[00:00:48.000 --> 00:00:52.000]  啲大圈姐妹特別係亞洲嘅大圈姐妹上網崇拜
[00:00:52.000 --> 00:00:56.000]  我啱啱喺香港返嚟
[00:00:56.000 --> 00:01:00.000]  因為我發覺呢香港崇拜呢同大家
[00:01:00.000 --> 00:01:04.000]  一齊係要有好大嘅精神體力嘅需要嘅
[00:01:04.000 --> 00:01:08.000]  喺呢度我係十點三啦香港已經係十一點
[00:01:08.000 --> 00:01:12.000]  三呀咁呀所以係要好有
[00:01:12.000 --> 00:01:16.000]  魄力咁所以我好欣賞即係每個禮拜
[00:01:16.000 --> 00:01:20.000]  如果我睇睇返youtube上面嘅記載呢
[00:01:20.000 --> 00:01:24.000]  即係我哋現場直播嘅大約係有
[00:01:24.000 --> 00:01:28.000]  同時間睇嘅有十六個嘅大圈姐妹
[00:01:28.000 --> 00:01:32.000]  之後連連續續去睇嘅總共係有六十八個至七十
[00:01:32.000 --> 00:01:36.000]  二個到啦咁希望即係我哋嘅教會嘅
[00:01:36.000 --> 00:01:40.000]  網絡崇拜係可以幫到大家
[00:01:40.000 --> 00:01:44.000]  今日嘅講道以先讓我再次一齊同心低頭
[00:01:44.000 --> 00:01:48.000]  禱告預備我心思意念嚟到交畀我主我哋嘅神
[00:01:48.000 --> 00:01:52.000]  父神多謝你畀到我哋再次返到嚟你嘅啟示嘅
[00:01:52.000 --> 00:01:56.000]  當中藉助你僕人但以你佢嘅經驗
[00:01:56.000 --> 00:02:00.000]  經歷能夠幫助我哋今天作為一個
[00:02:00.000 --> 00:02:04.000]  屬你嘅子民同樣點樣去面對為所
[00:02:04.000 --> 00:02:08.000]  活喺呢個時代呢個嘅世界嘅裏面應
[00:02:08.000 --> 00:02:12.000]  擔當嘅角色求你都幫助我哋
[00:02:12.000 --> 00:02:16.000]  用到喺唔同嘅人生嘅
[00:02:16.000 --> 00:02:20.000]  階段嘅裏面你都學曉點樣去
[00:02:20.000 --> 00:02:24.000]  能夠把握我哋每一個人生嘅階段
[00:02:24.000 --> 00:02:28.000]  上帝你點樣設計我哋喺呢個嘅
[00:02:28.000 --> 00:02:32.000]  時間空間嘅地點為上主
[00:02:32.000 --> 00:02:36.000]  你所交託嘅事而去努力求你畀我哋力量
[00:02:36.000 --> 00:02:40.000]  因為本來我哋並非一個好有力量嘅人但係我
[00:02:40.000 --> 00:02:44.000]  深信當你交託嘅事同樣你所
[00:02:44.000 --> 00:02:48.000]  賦予嘅能力亦都同時加在我身上
[00:02:48.000 --> 00:02:52.000]  你都可以取得掌握並且珍惜佢使用
[00:02:52.000 --> 00:02:56.000]  禱告奉靠主耶穌基督得勝嘅明智而求
[00:02:56.000 --> 00:03:00.000]  人生本來就係充滿
[00:03:00.000 --> 00:03:04.000]  好多嘅不穩定性英文叫uncertainty
[00:03:04.000 --> 00:03:08.000]  我哋唔知乜嘢嘅原因嚟到呢個世界
[00:03:08.000 --> 00:03:12.000]  你都唔係因為我哋有咩能力選擇嚟到呢個世界
[00:03:12.000 --> 00:03:16.000]  但係我哋可以見到嘅就係當我哋嚟到呢個世界
[00:03:16.000 --> 00:03:20.000]  之後其實我哋只得一條路走嘅就一路步向
[00:03:20.000 --> 00:03:24.000]  死亡呢個嘅結局嚟去發展
[00:03:24.000 --> 00:03:28.000]  能夠喺呢段出生以至死亡
[00:03:28.000 --> 00:03:32.000]  之間我哋可以走幾長時間亦都唔係
[00:03:32.000 --> 00:03:36.000]  喺我哋手上面可以決定點樣走
[00:03:36.000 --> 00:03:40.000]  有啲人以為憑只幾力可以喺呢個世界
[00:03:40.000 --> 00:03:44.000]  上面去走完呢個人生但係
[00:03:44.000 --> 00:03:48.000]  當我哋奈何仔細睇下就算你幾有力量
[00:03:48.000 --> 00:03:52.000]  都好你想點樣走都好
[00:03:52.000 --> 00:03:56.000]  連個結果都唔到你決定有時你好
[00:03:56.000 --> 00:04:00.000]  想話我喺呢個人生裏面幹一番大事
[00:04:00.000 --> 00:04:04.000]  或者我喺家庭好好愛護我妻子照顧我
[00:04:04.000 --> 00:04:08.000]  兒女或者我嘅丈夫但係有時候事實
[00:04:08.000 --> 00:04:12.000]  係咪真係咁樣可以如你所願而發生
[00:04:12.000 --> 00:04:16.000]  喺我自己所認識嘅好多嘅甚至
[00:04:16.000 --> 00:04:20.000]  信徒嘅生命嘅當中佢哋亦都留意到一樣嘢
[00:04:20.000 --> 00:04:24.000]  結果唔係佢自己所盼望
[00:04:24.000 --> 00:04:28.000]  所見到嘅因為喺過程當中有好多
[00:04:28.000 --> 00:04:32.000]  唔穩定唔知道不知道嘅
[00:04:32.000 --> 00:04:36.000]  因素喺當中有啲人好專心咁樣照顧
[00:04:36.000 --> 00:04:40.000]  佢嘅家庭好努力咁樣工作為佢家庭
[00:04:40.000 --> 00:04:44.000]  嘅需要而去奔波結局嘅就係佢嘅家庭
[00:04:44.000 --> 00:04:50.000]  都冇埋如果從呢個咁嘅角度去睇
[00:04:50.000 --> 00:04:54.000]  呢啲所謂嘅不肯定性只會
[00:04:54.000 --> 00:04:58.000]  為我哋帶嚟好多嘅失望
[00:04:58.000 --> 00:05:02.000]  咁如果喺呢種咁嘅狀態之下你可能
[00:05:02.000 --> 00:05:06.000]  就會諗啦會唔會係我能力唔夠呢
[00:05:06.000 --> 00:05:10.000]  還是可能我會比較富有的話
[00:05:10.000 --> 00:05:14.000]  我會可能成就嘅幾率會高一啲呢
[00:05:14.000 --> 00:05:18.000]  但如果當我哋睇下即話有啲有權有勢嘅人
[00:05:18.000 --> 00:05:22.000]  喺呢個世界上面都同樣被呢個
[00:05:22.000 --> 00:05:26.000]  不肯定性嘅因素去影響住佢
[00:05:26.000 --> 00:05:30.000]  無一倖免佢冇辦法因為
[00:05:30.000 --> 00:05:34.000]  透過佢金錢而去對佢自己有更多嘅更大嘅
[00:05:34.000 --> 00:05:38.000]  保證能夠係喺呢個人生嘅路上面走得
[00:05:38.000 --> 00:05:42.000]  長一啲或者走得輝煌一啲
[00:05:42.000 --> 00:05:46.000]  最近有個唔知邊個國家嗰啲領袖仲話佢
[00:05:46.000 --> 00:05:50.000]  活到150歲添啦係咪真係活得長
[00:05:50.000 --> 00:05:54.000]  嗰啲你就一定成功耐一啲啦
[00:05:54.000 --> 00:05:58.000]  喺聖經嘅裏面有一個人物呢個人物
[00:05:58.000 --> 00:06:02.000]  係其中一個我好欣賞嘅人物佢個名叫
[00:06:02.000 --> 00:06:10.000]  盧德盧德係一個外邦嘅女子
[00:06:10.000 --> 00:06:14.000]  佢生來就已經唔係希伯來人㗎啦
[00:06:14.000 --> 00:06:18.000]  但係佢既然係希伯來人
[00:06:18.000 --> 00:06:22.000]  又唔係住喺呢個嘅猶大英女地裏面
[00:06:22.000 --> 00:06:26.000]  佢住喺呢個摩亞地嘅當中佢以為
[00:06:26.000 --> 00:06:30.000]  後來因為嫁咗佢畀一個猶太人嘅家庭
[00:06:30.000 --> 00:06:34.000]  其實呢個家庭應該都頗為顯赫嘅家庭
[00:06:34.000 --> 00:06:38.000]  如果從個個姓名嘅追查
[00:06:38.000 --> 00:06:42.000]  因為得咗一個如意郎君可以心滿意足
[00:06:42.000 --> 00:06:46.000]  相夫教子誰不知
[00:06:46.000 --> 00:06:50.000]  亦都突然之間佢丈夫英年早逝
[00:06:50.000 --> 00:06:54.000]  盧德喺咁嘅狀態之下
[00:06:54.000 --> 00:06:58.000]  佢竟然仍然立志跟隨住
[00:06:58.000 --> 00:07:02.000]  死剩返喺佢家庭嘅婆婆
[00:07:02.000 --> 00:07:08.000]  隨住佢一齊返返去呢個猶大地嘅伯利恆
[00:07:08.000 --> 00:07:14.000]  開展一條連自己都唔知道將會有點樣嘅人生路
[00:07:14.000 --> 00:07:18.000]  喺一個完全陌生嘅世界裏面
[00:07:18.000 --> 00:07:22.000]  我就成日都會問一個問題
[00:07:22.000 --> 00:07:26.000]  究竟係啲乜嘢去支撐住盧德
[00:07:26.000 --> 00:07:30.000]  去走佢嗰條人生嘅道路呢
[00:07:30.000 --> 00:07:34.000]  所以我好喜歡盧德記
[00:07:34.000 --> 00:07:36.000]  從盧德記裏面睇
[00:07:36.000 --> 00:07:42.000]  盧德點樣去支撐佢走呢條好多不確定性嘅人生
[00:07:42.000 --> 00:07:46.000]  但係無論點樣都好
[00:07:46.000 --> 00:07:48.000]  我睇見有一個好重要嘅原則
[00:07:48.000 --> 00:07:54.000]  就係當一個人有相信上帝呢份嘅信喺佢裏面嘅時候
[00:07:54.000 --> 00:08:00.000]  佢所走嘅人生路就與好多不信主嘅人
[00:08:00.000 --> 00:08:04.000]  或者冇上帝嘅人嘅人生係截然不同嘅
