
[00:00:00.000 --> 00:00:10.640]  今天和大家一起去學習的經文是出自於約爾書的第一章
[00:00:10.640 --> 00:00:13.120]  第五節至第七節
[00:00:13.120 --> 00:00:17.000]  今天和大家一起思想的題目是叫做
[00:00:17.000 --> 00:00:19.840]  對神子民的第一針
[00:00:19.840 --> 00:00:22.760]  讓我們一起去聽這段聖經之前
[00:00:22.760 --> 00:00:25.440]  我們再次先讀一下這段經文
[00:00:25.440 --> 00:00:29.800]  酒醉的人吶 要清醒酷泣
[00:00:29.800 --> 00:00:34.600]  好酒的人吶 都要為甜酒哀號
[00:00:34.600 --> 00:00:38.400]  因為從你們的口中斷絕了
[00:00:38.400 --> 00:00:42.560]  有一對蝗蟲 又強性又無數
[00:00:42.560 --> 00:00:44.720]  侵犯我的地
[00:00:44.720 --> 00:00:48.400]  他的牙齒如獅子的牙齒
[00:00:48.400 --> 00:00:51.520]  大牙如武師的大牙
[00:00:51.520 --> 00:00:54.440]  他毀壞我的葡萄樹
[00:00:54.440 --> 00:00:58.080]  剝了我無花果樹的皮
[00:00:58.080 --> 00:01:01.520]  剝盡而凋棄
[00:01:01.520 --> 00:01:04.520]  此枝條路白
[00:01:04.520 --> 00:01:09.600]  在這個新冠狀病毒肺炎
[00:01:09.600 --> 00:01:15.360]  或者我們說的COVID-19這段期間
[00:01:15.360 --> 00:01:18.960]  全世界的人都在宣傳著
[00:01:18.960 --> 00:01:21.640]  有疫苗就有得救
[00:01:21.640 --> 00:01:24.480]  並且造成了一股的風氣
[00:01:24.480 --> 00:01:26.760]  或者一個觀念是什麼呢
[00:01:26.760 --> 00:01:29.000]  就是叫人很期待著
[00:01:29.000 --> 00:01:32.360]  能夠早日注射到這些疫苗
[00:01:32.360 --> 00:01:36.400]  於是就能夠一方面阻止自己被這個
[00:01:36.400 --> 00:01:39.320]  肺炎的病毒的傷害
[00:01:39.320 --> 00:01:43.640]  但是更重要的就是可以重啟經濟
[00:01:43.640 --> 00:01:46.120]  當經濟可以重啟
[00:01:46.120 --> 00:01:49.280]  這個世界的人又可以再次流動
[00:01:49.280 --> 00:01:53.960]  結局就可以造成了各地的旅遊事業的發展
[00:01:53.960 --> 00:01:56.600]  你知道很多人已經困在家裡
[00:01:56.600 --> 00:01:58.760]  已經年多的時間
[00:01:58.760 --> 00:02:01.360]  已經經常都期望可以早日
[00:02:01.360 --> 00:02:07.280]  能夠處理好這個肺炎的病毒
[00:02:07.280 --> 00:02:09.960]  於是大家很想去旅行
[00:02:09.960 --> 00:02:12.600]  打了針就有得去旅行
[00:02:12.600 --> 00:02:14.480]  這種的觀念
[00:02:14.480 --> 00:02:19.480]  大家都不約而同的在很殷切的期望
[00:02:19.480 --> 00:02:23.000]  但是疫苗是否真的做到這一點呢
[00:02:23.000 --> 00:02:25.800]  這個不是我們今天討論的題目
[00:02:25.800 --> 00:02:31.480]  不過在這個新冠狀病毒肺炎
[00:02:31.480 --> 00:02:34.440]  在這裡不斷肆虐的時候
[00:02:34.440 --> 00:02:37.560]  其實大家反而是漏了
[00:02:37.560 --> 00:02:44.880]  其實有一種病比新冠肺炎更嚴重
[00:02:44.880 --> 00:02:50.000]  而且它的危害已經危害了幾千年的時間
[00:02:50.000 --> 00:02:53.920]  這種病是一種宿命的病毒
[00:02:53.920 --> 00:02:55.920]  我們稱之為罪
[00:02:55.920 --> 00:03:00.720]  它滲透進去人的靈魂體
[00:03:00.720 --> 00:03:04.360]  而最可怕之處是什麼呢
[00:03:04.360 --> 00:03:08.160]  是在這個數千年的日子裡
[00:03:08.160 --> 00:03:13.040]  不少的人都試圖自己用他的方法
[00:03:13.040 --> 00:03:15.040]  去研製一些解藥
[00:03:15.040 --> 00:03:18.880]  比如稱之為教育
[00:03:18.880 --> 00:03:21.640]  教育能夠使這個世界更美好
[00:03:21.640 --> 00:03:24.520]  這些觀念其實結局我們看到
[00:03:24.520 --> 00:03:26.160]  是否真的很有效呢
[00:03:26.160 --> 00:03:29.440]  罪是否真的被處理好呢
[00:03:29.440 --> 00:03:33.760]  事實卻不是這樣的情況
[00:03:33.760 --> 00:03:35.760]  而去到教會
[00:03:35.760 --> 00:03:37.760]  更加在教會裡的人
[00:03:37.760 --> 00:03:41.120]  就去研究出很多不同類別的方式
[00:03:41.120 --> 00:03:45.760]  希望認為我們有解決這個罪的問題
[00:03:45.760 --> 00:03:48.320]  比如最簡單的就是
[00:03:48.320 --> 00:03:50.560]  只要叫人來到教會
[00:03:50.560 --> 00:03:53.360]  他們去到參加教會聚會
[00:03:53.360 --> 00:03:55.600]  然後聽得多
[00:03:55.600 --> 00:03:58.720]  他就自然受洗歸入教會
[00:03:58.720 --> 00:04:02.320]  那麼這個人就會無罪的了
[00:04:02.320 --> 00:04:07.600]  自此以後他的生命就可以過得更加豐盛
[00:04:07.600 --> 00:04:10.560]  好像很多人經常提到的
[00:04:10.560 --> 00:04:13.920]  約翰福音第十章十節一樣
[00:04:13.920 --> 00:04:16.240]  說到真的信了耶穌
[00:04:16.240 --> 00:04:19.280]  你的生命會更加豐盛了
[00:04:19.280 --> 00:04:23.520]  但是事實是不是真的做到呢
[00:04:23.520 --> 00:04:27.840]  原來當我們去仔細留意一下的時候
[00:04:27.840 --> 00:04:32.960]  這些似乎可以治好由罪所造成的
[00:04:32.960 --> 00:04:35.520]  這種屬靈的病呢
[00:04:35.520 --> 00:04:40.160]  透過很多人造的屬靈疫苗
[00:04:40.160 --> 00:04:46.400]  結局全部都因為他們是由人自己研發出來的
[00:04:46.400 --> 00:04:52.160]  似乎有時候有一時三刻的功效
[00:04:52.160 --> 00:04:57.280]  但是過了沒多久又打回原形
[00:04:57.280 --> 00:05:01.360]  而且比先前有過之而無不及
[00:05:01.360 --> 00:05:07.200]  就好像我們打了這麼多年的感冒針一樣
[00:05:07.200 --> 00:05:08.800]  每年都打
[00:05:08.800 --> 00:05:14.960]  每年都好像可以阻止感冒病毒的傳染
[00:05:14.960 --> 00:05:18.000]  但結局每年都有很多的人
[00:05:18.000 --> 00:05:21.360]  同樣是死在感冒病毒之下
[00:05:21.360 --> 00:05:23.760]  更何況好像現在
[00:05:23.760 --> 00:05:27.440]  大家很殷切期望去接種的這種
[00:05:27.440 --> 00:05:31.120]  所謂肺炎的疫苗
[00:05:31.120 --> 00:05:33.120]  大家都知道
[00:05:33.120 --> 00:05:34.960]  打了沒多久之後
[00:05:34.960 --> 00:05:39.920]  這些疫苗它產生的抗體就會很快會失效
[00:05:39.920 --> 00:05:42.960]  於是乎就要不斷地打
[00:05:42.960 --> 00:05:45.440]  感冒針都可能是一年打一次
[00:05:45.440 --> 00:05:49.120]  可能這些疫苗為了治這個COVID-19
[00:05:49.120 --> 00:05:52.320]  不是治 防止這個COVID-19
[00:05:52.320 --> 00:05:55.360]  肺炎的傷害
[00:05:55.360 --> 00:05:58.720]  每三四個月你就要重新打一次
[00:05:58.720 --> 00:06:01.520]  結局造成一個什麼現象呢
[00:06:01.520 --> 00:06:04.640]  年年中 月月中
[00:06:04.640 --> 00:06:08.800]  而造成了這些製造疫苗的公司
[00:06:08.800 --> 00:06:11.840]  他們就長做長有
[00:06:11.840 --> 00:06:16.800]  而這種觀念其實又套入了在宗教裡面
[00:06:16.800 --> 00:06:19.200]  教會這麼多年的裡面
[00:06:19.200 --> 00:06:24.480]  其實有不少的教會都是用回同一套路
[00:06:24.480 --> 00:06:28.800]  他們希望做到教會裡面的人
[00:06:28.800 --> 00:06:33.040]  能夠長期依附在他們這種的模式
[00:06:33.040 --> 00:06:36.000]  重複回來教會聚會
[00:06:36.000 --> 00:06:38.880]  多些參與教會活動
[00:06:38.880 --> 00:06:41.920]  奉獻多些錢給教會
[00:06:41.920 --> 00:06:48.080]  於是乎這樣你的靈命就可以得以持續地無罪
[00:06:48.080 --> 00:06:50.560]  或者有罪就可以認罪
[00:06:50.560 --> 00:06:53.520]  天主教就是其中一個典型例子
[00:06:53.520 --> 00:06:58.320]  怎樣捉實了人這個罪惡的心
[00:06:58.320 --> 00:07:00.640]  然後利用他們這種
[00:07:00.640 --> 00:07:05.120]  經常認罪 赦罪的重複的要求
[00:07:05.120 --> 00:07:07.440]  於是乎就將那個人
[00:07:07.440 --> 00:07:12.160]  陸陸地捆綁和教會在一起
[00:07:12.160 --> 00:07:13.920]  大家聽聽節目
[00:07:14.000 --> 00:07:18.080]  我用今天這個例子不是去阻止大家去打疫苗
[00:07:18.080 --> 00:07:20.960]  首先千萬不要誤會我
[00:07:20.960 --> 00:07:25.840]  打疫苗它有它某程度上一個理據
[00:07:25.840 --> 00:07:27.760]  去處理一個病
[00:07:27.760 --> 00:07:29.840]  不過我們要明白到
[00:07:29.840 --> 00:07:36.640]  疫苗只不過是整個的醫療的過程當中的其中的一環
[00:07:36.640 --> 00:07:38.560]  它不是一切
[00:07:38.560 --> 00:07:40.160]  也不是唯一
[00:07:40.160 --> 00:07:42.160]  今天最可怕的就是
[00:07:42.160 --> 00:07:46.960]  很多人認為只要有疫苗就已經處理一切的問題
[00:07:46.960 --> 00:07:50.960]  可以國家經濟又重新再會
[00:07:50.960 --> 00:07:54.160]  起飛甚至可以做更多的生意
[00:07:54.160 --> 00:07:57.680]  可以做更多遊客賺取更多的金錢
[00:07:57.680 --> 00:08:00.720]  今天我不是去討論這個問題
[00:08:00.720 --> 00:08:02.480]  我最主要的
[00:08:02.480 --> 00:08:05.680]  是要想和大家一起討論的主旨
[00:08:05.680 --> 00:08:10.160]  是罪怎樣和神的拯救
[00:08:10.160 --> 00:08:15.280]  兩者之間的關係的微妙的地方
[00:08:15.280 --> 00:08:17.440]  而這個也是正正
[00:08:17.440 --> 00:08:20.720]  上帝用這麼多的時間
[00:08:20.720 --> 00:08:24.240]  去為我們解決的主要問題
[00:08:24.240 --> 00:08:26.240]  上帝的疫苗
[00:08:26.240 --> 00:08:28.480]  不是人造的疫苗
[00:08:28.480 --> 00:08:34.400]  人造的疫苗只能夠幾個月很短時間裡面
[00:08:34.400 --> 00:08:37.120]  給人一種解決問題
[00:08:37.120 --> 00:08:40.960]  似乎解決問題的一個答案
[00:08:40.960 --> 00:08:43.200]  但其實重重複複
[00:08:43.200 --> 00:08:45.760]  你也要經常依賴著它的疫苗
[00:08:45.760 --> 00:08:49.760]  但上帝針對罪的這個問題
[00:08:49.760 --> 00:08:55.040]  祂就特別為人去研製一種特別的屬靈疫苗
[00:08:55.040 --> 00:08:57.360]  不過這種的疫苗
[00:08:57.360 --> 00:09:02.400]  祂因為是由上帝直接為人去研發
[00:09:02.400 --> 00:09:07.920]  而它的效用就正正針對著
[00:09:07.920 --> 00:09:12.320]  罪為人所帶來這個問題的死穴
[00:09:12.320 --> 00:09:18.160]  所以當每打一針上帝的這個屬靈疫苗的時候
[00:09:18.160 --> 00:09:21.120]  藥效是非常猛的
[00:09:21.120 --> 00:09:24.960]  而且當人他的罪
[00:09:24.960 --> 00:09:29.280]  往往一犯罪患了這個罪的問題的時候
[00:09:29.280 --> 00:09:33.680]  他就往往進入了病入膏肓的階段
[00:09:33.680 --> 00:09:35.520]  就是非常嚴重
