
[00:00:00.000 --> 00:00:05.000]  各位大兄弟妹妹各位朋友你們好
[00:00:05.000 --> 00:00:10.000]  歡迎大家參加我們三藩市博導會網上午談十八
[00:00:10.000 --> 00:00:14.000]  今天我們繼續思想約翰福音的信息
[00:00:14.000 --> 00:00:18.000]  我們來到約翰福音第二章一節至十一節
[00:00:18.000 --> 00:00:21.000]  題目叫做「身與變」
[00:00:21.000 --> 00:00:23.000]  在開始思想這段聖經之前
[00:00:23.000 --> 00:00:26.000]  請大家從心低頭或從頭步
[00:00:26.000 --> 00:00:30.000]  慈悲的阿諸父我們本心感謝你
[00:00:30.000 --> 00:00:32.000]  因為耶穌在這裡來到
[00:00:32.000 --> 00:00:35.000]  是一個新的紀元
[00:00:35.000 --> 00:00:38.000]  給我們有新的生命
[00:00:38.000 --> 00:00:41.000]  你會再來
[00:00:41.000 --> 00:00:44.000]  有新天新地在我們當中
[00:00:44.000 --> 00:00:47.000]  由你這個話語去提醒
[00:00:47.000 --> 00:00:51.000]  願你安慰教導我們
[00:00:51.000 --> 00:00:54.000]  我們禱告拉奉耶穌基督的名求
[00:00:54.000 --> 00:00:57.000]  我們就要向他祈禱
[00:00:57.000 --> 00:01:00.000]  祈求他保佑我們
[00:01:00.000 --> 00:01:03.000]  我們要祈求他保佑我們
[00:01:03.000 --> 00:01:06.000]  我們要祈求他保佑我們
[00:01:06.000 --> 00:01:09.000]  我們要祈求他保佑我們
[00:01:09.000 --> 00:01:12.000]  我們要祈求他保佑我們
[00:01:12.000 --> 00:01:15.000]  我們要祈求他保佑我們
[00:01:15.000 --> 00:01:18.000]  我們要祈求他保佑我們
[00:01:18.000 --> 00:01:21.000]  我們要祈求他保佑我們
[00:01:21.000 --> 00:01:24.000]  我們要祈求他保佑我們
[00:01:24.000 --> 00:01:27.000]  我們要祈求他保佑我們
[00:01:27.000 --> 00:01:30.000]  我們要祈求他保佑我們
[00:01:30.000 --> 00:01:33.000]  我們要祈求他保佑我們
[00:01:33.000 --> 00:01:36.000]  我們要祈求他保佑我們
[00:01:36.000 --> 00:01:39.000]  我們要祈求他保佑我們
[00:01:39.000 --> 00:01:42.000]  我們要祈求他保佑我們
[00:01:42.000 --> 00:01:45.000]  我們要祈求他保佑我們
[00:01:45.000 --> 00:01:48.000]  我們要祈求他保佑我們
[00:01:48.000 --> 00:01:51.000]  我們要祈求他保佑我們
[00:01:51.000 --> 00:01:54.000]  我們要祈求他保佑我們
[00:01:54.000 --> 00:01:57.000]  我們要祈求他保佑我們
[00:01:57.000 --> 00:02:00.000]  我們要祈求他保佑我們
[00:02:00.000 --> 00:02:03.000]  我們要祈求他保佑我們
[00:02:03.000 --> 00:02:06.000]  我們要祈求他保佑我們
[00:02:06.000 --> 00:02:09.000]  我們要祈求他保佑我們
[00:02:09.000 --> 00:02:12.000]  我們要祈求他保佑我們
[00:02:12.000 --> 00:02:15.000]  我們要祈求他保佑我們
[00:02:15.000 --> 00:02:18.000]  我們要祈求他保佑我們
[00:02:18.000 --> 00:02:21.000]  我們要祈求他保佑我們
[00:02:21.000 --> 00:02:24.000]  我們要祈求他保佑我們
[00:02:24.000 --> 00:02:27.000]  我們要祈求他保佑我們
[00:02:27.000 --> 00:02:30.000]  我們要祈求他保佑我們
[00:02:30.000 --> 00:02:33.000]  我們要祈求他保佑我們
[00:02:33.000 --> 00:02:36.000]  我們要祈求他保佑我們
[00:02:36.000 --> 00:02:39.000]  我們要祈求他保佑我們
[00:02:39.000 --> 00:02:42.000]  我們要祈求他保佑我們
[00:02:42.000 --> 00:02:45.000]  我們要祈求他保佑我們
[00:02:45.000 --> 00:02:48.000]  我們要祈求他保佑我們
[00:02:48.000 --> 00:02:51.000]  我們要祈求他保佑我們
[00:02:51.000 --> 00:02:54.000]  我們要祈求他保佑我們
[00:02:54.000 --> 00:02:57.000]  我們要祈求他保佑我們
[00:02:57.000 --> 00:03:00.000]  我們要祈求他保佑我們
[00:03:00.000 --> 00:03:03.000]  我們要祈求他保佑我們
