
[00:00:00.000 --> 00:00:09.000]  我們聆聽主的說話以先讓我們再一次同心低頭一起去預備
[00:00:09.000 --> 00:00:15.000]  我們心思意念藉著禱告將我們自己交在上主的帶領之下
[00:00:15.000 --> 00:00:19.000]  天父多謝你讓我們能夠再次來到你的當中
[00:00:19.000 --> 00:00:26.000]  特別是在你的啟示裏面讓我們逐步去明白上主你的心思意念
[00:00:26.000 --> 00:00:35.000]  藉著你的僕人怎樣在歷史當中隨著上帝你的聖靈的引導和你的安排
[00:00:35.000 --> 00:00:44.000]  從他們的經歷很想我們都明白到今天我們應當怎樣去作一個合神心意的指紋
[00:00:44.000 --> 00:00:52.000]  求你的帶領讓我們每一個都能夠在你的裏面能夠蒙受主你的祝福
[00:00:52.000 --> 00:01:00.000]  能夠在這個世上能夠將主你的心願活化出來
[00:01:00.000 --> 00:01:04.000]  禱告奉靠主耶穌基督得聖人名自求
[00:01:04.000 --> 00:01:10.000]  今天在這個世界裏面我們不能否定一件事
[00:01:10.000 --> 00:01:19.000]  就是人工智能已經開始滲透到我們每一個生活層面的上面
[00:01:19.000 --> 00:01:24.000]  但是當人工智能這東西出現之後
[00:01:24.000 --> 00:01:30.000]  不知道大家會不會發現到我們在不經不覺間
[00:01:30.000 --> 00:01:38.000]  就開始隨著這些所謂人工智能或者操控人工智能的人
[00:01:38.000 --> 00:01:44.000]  他們逐步的牽動我們的人生
[00:01:44.000 --> 00:01:55.000]  簡單來說我們漸漸地沒有了自我的主導的意識來活
[00:01:55.000 --> 00:02:04.000]  很多時候我們被人工智能的資訊和提供的資料誘導我們
[00:02:04.000 --> 00:02:14.000]  而我們還樂於去接受跟從而以為自己已經很得著益處
[00:02:14.000 --> 00:02:18.000]  首先我不是對人工智能有反感的人
[00:02:18.000 --> 00:02:24.000]  首先你要明白你目者始終都是做電腦的人
[00:02:24.000 --> 00:02:34.000]  我從很早的時候到現在三十多年前的時候
[00:02:34.000 --> 00:02:39.000]  我在華鐵路大學已經讀電腦科學
[00:02:39.000 --> 00:02:44.000]  已經接觸過人工智能的觀念
[00:02:44.000 --> 00:02:52.000]  甚至當時我們主要是做人工智能的軟件語言怎樣去運用
[00:02:52.000 --> 00:02:59.000]  但是人工智能卻落在一般的人手上
[00:02:59.000 --> 00:03:05.000]  而那個人也帶著自己的私人動機的話
[00:03:05.000 --> 00:03:12.000]  你就很自然地被他漸漸操控
[00:03:12.000 --> 00:03:15.000]  我們變得越來越沒有了自己
[00:03:15.000 --> 00:03:21.000]  而只是被其他人去誘導我們指導我們
[00:03:21.000 --> 00:03:26.000]  使我們跟隨了他的觀念也不知不覺
[00:03:26.000 --> 00:03:33.000]  尤其是大家喜歡看網上串流播放的影片的時候
[00:03:33.000 --> 00:03:39.000]  很多時候這些用人工智能所做出來的影片
[00:03:39.000 --> 00:03:42.000]  實在騙了很多人
[00:03:42.000 --> 00:03:48.000]  甚至有不少基督教的教徒信徒
[00:03:48.000 --> 00:03:53.000]  也不斷地用人工智能製造一些新的影像
[00:03:53.000 --> 00:03:58.000]  來引導一班他自己的信眾
[00:03:58.000 --> 00:04:01.000]  所以大家千萬不要覺得出奇
[00:04:01.000 --> 00:04:06.000]  過某一段日子 當然我的機會會低一些
[00:04:06.000 --> 00:04:08.000]  因為我不出名
[00:04:08.000 --> 00:04:12.000]  但是如果出名的目者你已經留意到
[00:04:12.000 --> 00:04:17.000]  在這一兩年之間有很多已經死了
[00:04:17.000 --> 00:04:20.000]  但是你還看到他出來講道
[00:04:20.000 --> 00:04:23.000]  而且好像現場那樣講道給你聽
[00:04:23.000 --> 00:04:25.000]  有了今天的時事
[00:04:25.000 --> 00:04:29.000]  那你就要非常小心去學會辨別
[00:04:29.000 --> 00:04:34.000]  所以在聖經裏面也經常談論到的一個很重要的信息
[00:04:34.000 --> 00:04:38.000]  就是辨別誅靈這個做法
[00:04:38.000 --> 00:04:45.000]  如果我們今天做基督徒缺乏了這個最起碼的屬靈操練的話
[00:04:45.000 --> 00:04:55.000]  我們就很容易陷入了任何人帶導我們走向一個他們想做的目的
[00:04:55.000 --> 00:05:01.000]  而我們也不知不覺成為了他們的跟隨者
[00:05:01.000 --> 00:05:04.000]  為什麼我說這番話呢
[00:05:04.000 --> 00:05:06.000]  有兩個原因的
[00:05:06.000 --> 00:05:09.000]  第一個原因就是今天我們會進入到
[00:05:09.000 --> 00:05:16.000]  《但義理書》的第八章看到第二個大部分的異象
[00:05:16.000 --> 00:05:21.000]  在解釋《但義理書》的時候
[00:05:21.000 --> 00:05:25.000]  很喜歡做的方法就是要將這些異象
[00:05:25.000 --> 00:05:32.000]  重新配對在一些歷史的發展的範疇或者政權
[00:05:32.000 --> 00:05:38.000]  從而去做一個所謂聖經與歷史銜接的功夫
[00:05:38.000 --> 00:05:41.000]  我不否定良好動機
[00:05:41.000 --> 00:05:49.000]  但是這個是不是本身《但義理書》這一輪的異象想說的目的呢
[00:05:49.000 --> 00:05:54.000]  這個反而是我們值得去思想的問題
[00:05:54.000 --> 00:05:58.000]  而不是隨便將一些事物或者異象
[00:05:58.000 --> 00:06:03.000]  將它堆砌塞進去歷史裏面
[00:06:03.000 --> 00:06:08.000]  然後嘗試告訴你聖經的記載是何等準確
[00:06:08.000 --> 00:06:14.000]  這種可能是辯教學的一種潛意識
[00:06:14.000 --> 00:06:19.000]  但是這種潛意識又造就了另一個問題出現的
[00:06:19.000 --> 00:06:23.000]  就是倘若這些異象所含括說的東西
[00:06:23.000 --> 00:06:27.000]  不是只是說這件歷史的事件
[00:06:27.000 --> 00:06:29.000]  如果用歷史配對
[00:06:29.000 --> 00:06:31.000]  不是說這件歷史的事件
[00:06:31.000 --> 00:06:36.000]  而是說這件事件背後的一個主旨是什麼
[00:06:36.000 --> 00:06:38.000]  我們就會失落了
[00:06:38.000 --> 00:06:42.000]  所以這個第一部分就是
[00:06:42.000 --> 00:06:46.000]  很多時候我們去對這些異象的詮釋
[00:06:46.000 --> 00:06:50.000]  我們有一種錯誤的看法
[00:06:50.000 --> 00:06:53.000]  或者錯誤的詮釋方法
[00:06:53.000 --> 00:06:57.000]  所以就引致到第二個原因
[00:06:57.000 --> 00:07:00.000]  為什麼我要說到這一段的話呢
[00:07:00.000 --> 00:07:08.000]  就是當我們隨意去解釋這些事件成為某一段歷史的話
[00:07:08.000 --> 00:07:12.000]  失去了原本說的這段聖經的主旨的時候
[00:07:12.000 --> 00:07:15.000]  我們就很容易落下一個
[00:07:15.000 --> 00:07:23.000]  很容易扭曲聖經神學的詮釋的一個主要的功課
[00:07:23.000 --> 00:07:27.000]  而這種觀念是會很影響到你的靈性的發展
[00:07:27.000 --> 00:07:37.000]  尤其是很多時候很多人用但義理書來配對這個新約啟示錄
[00:07:37.000 --> 00:07:45.000]  用兩個類似的天啟文學的陳述方法來解釋
[00:07:45.000 --> 00:07:52.000]  就造成了我們對於新約聖經啟示錄的錯誤詮釋
[00:07:52.000 --> 00:07:56.000]  如果大家有興趣聽回啟示錄的詮釋
[00:07:56.000 --> 00:07:59.000]  可以聽回我以前的講道
[00:07:59.000 --> 00:08:05.000]  可以給大家一個耳目一新的看法
[00:08:05.000 --> 00:08:16.000]  或者幫助大家糾正或者防止我們很容易將啟示錄的詮釋方法
[00:08:16.000 --> 00:08:24.000]  來錯誤了解以為未來末世發展的種種事件將會流程發生
[00:08:24.000 --> 00:08:33.000]  所以這兩個是為什麼我一開始要這麼重視來講解給大家知道
[00:08:33.000 --> 00:08:39.000]  回到但義理書的第八章的開頭
[00:08:39.000 --> 00:08:47.000]  第七章的開頭到八章的開頭
[00:08:47.000 --> 00:08:51.000]  我們已經講了一個很重要的訊息
[00:08:51.000 --> 00:08:55.000]  就是但義理有很多事情都不明白
[00:08:55.000 --> 00:09:00.000]  他不明白為什麼他活在一個這樣的世界裡
[00:09:00.000 --> 00:09:03.000]  他自己完全是束手無策的
[00:09:03.000 --> 00:09:08.000]  尤其是一個有能力的人
[00:09:08.000 --> 00:09:11.000]  在這個世界裡沒有能力的人
[00:09:11.000 --> 00:09:14.000]  反而什麼都不想理會
[00:09:14.000 --> 00:09:16.000]  覺得什麼都可以
[00:09:16.000 --> 00:09:24.000]  但如果一個有能力的人就會發現很多事情自己想做而做不到的矛盾
[00:09:24.000 --> 00:09:28.000]  所以有些人就有些觀念
[00:09:28.000 --> 00:09:32.000]  不如做人都是懵懵地過一生算了
[00:09:32.000 --> 00:09:34.000]  不要理那麼多事情
[00:09:34.000 --> 00:09:37.000]  這種思維其實是一種畜生的思想
[00:09:37.000 --> 00:09:39.000]  為什麼說畜生呢
[00:09:39.000 --> 00:09:41.000]  畜生不是一種貶義
[00:09:41.000 --> 00:09:43.000]  畜生是一種動物反應
[00:09:43.000 --> 00:09:48.000]  純粹生存、吃、然後生存、吃、生存
[00:09:48.000 --> 00:09:50.000]  最多給你玩一會兒
[00:09:50.000 --> 00:09:52.000]  然後你就去世
[00:09:52.000 --> 00:09:55.000]  這是一種畜生的思想
[00:09:55.000 --> 00:09:57.000]  人是勝過畜生
[00:09:57.000 --> 00:10:01.000]  因為人是有神的靈在其中
[00:10:01.000 --> 00:10:04.000]  所以人有一些創造的能力
[00:10:04.000 --> 00:10:06.000]  其他動物沒有的
[00:10:06.000 --> 00:10:09.000]  所以當我們看回但異
[00:10:09.000 --> 00:10:15.000]  你作為一個能夠有那麼大的解釋意象能力的人
[00:10:15.000 --> 00:10:20.000]  他在第七章裡面充分反映出他很多事情不明白
[00:10:20.000 --> 00:10:23.000]  所以如果我們讀第七章的時候
[00:10:23.000 --> 00:10:26.000]  我們經常說我要明白裡面每一隻獸
[00:10:26.000 --> 00:10:29.000]  那四隻獸是說哪些事件
[00:10:29.000 --> 00:10:33.000]  說哪個皇帝說哪個東西
[00:10:33.000 --> 00:10:36.000]  如果你這樣你勝過但異
[00:10:36.000 --> 00:10:39.000]  因為那段聖經就要告訴我們
[00:10:39.000 --> 00:10:41.000]  但異你很不明白
[00:10:41.000 --> 00:10:47.000]  究竟為什麼有一連串獸這麼殘忍的行為在這個世界出現
[00:10:47.000 --> 00:10:53.000]  主旨正正就是不明白這個世界為什麼這麼殘酷
[00:10:53.000 --> 00:10:56.000]  但異你是一個有能力的人
[00:10:56.000 --> 00:10:59.000]  識透意象的人
[00:10:59.000 --> 00:11:04.000]  但他在這個情況都解釋不了這一連串的異象
[00:11:04.000 --> 00:11:09.000]  更加不明白為什麼要在這個年代裡面發生或者生活
[00:11:09.000 --> 00:11:13.000]  於是他會產生一個問題
[00:11:13.000 --> 00:11:15.000]  應該你和我都有這個問題
[00:11:15.000 --> 00:11:20.000]  我們活在這個世界裡面究竟應該怎樣活呢
[00:11:20.000 --> 00:11:23.000]  就好像我剛才所說很多人說
[00:11:23.000 --> 00:11:25.000]  不如做個傻人
[00:11:25.000 --> 00:11:29.000]  傻傻的過一生有得玩有得吃賺錢
[00:11:29.000 --> 00:11:31.000]  賺完錢就花錢
[00:11:31.000 --> 00:11:33.000]  花完錢享受了之後
[00:11:33.000 --> 00:11:35.000]  然後我就等死那一天
[00:11:35.000 --> 00:11:37.000]  玩完了
[00:11:37.000 --> 00:11:39.000]  很多人是這樣的思想
[00:11:39.000 --> 00:11:42.000]  基督徒不是這樣想的
[00:11:42.000 --> 00:11:45.000]  基督徒因為我們知道一件事
[00:11:45.000 --> 00:11:49.000]  我們的人生不只是到這一段日子
[00:11:49.000 --> 00:11:52.000]  我們知道還有下一步
[00:11:52.000 --> 00:11:55.000]  死後還有一步
[00:11:55.000 --> 00:11:56.000]  那一步是什麼呢
[00:11:56.000 --> 00:11:58.000]  會經過審判
[00:11:58.000 --> 00:12:01.000]  審判之後無論你信主還是不信主
[00:12:01.000 --> 00:12:03.000]  都仍然活著
[00:12:03.000 --> 00:12:05.000]  只不過你的遭遇不同了
