
[00:00:00.000 --> 00:00:02.000]  我們來到最後一課了
[00:00:02.000 --> 00:00:07.000]  我想將今晚的時間分開三部分
[00:00:07.000 --> 00:00:10.000]  第一部分我想做了很多次
[00:00:10.000 --> 00:00:12.000]  不過始終沒有機會做的
[00:00:12.000 --> 00:00:14.000]  就是一個溫習
[00:00:14.000 --> 00:00:16.000]  我怎樣溫習呢?
[00:00:16.000 --> 00:00:19.000]  我的方式就是一直很想做
[00:00:19.000 --> 00:00:21.000]  但始終沒有機會做的
[00:00:21.000 --> 00:00:25.000]  就是我選擇了目前在市面上
[00:00:25.000 --> 00:00:27.000]  大家都很容易買到的
[00:00:27.000 --> 00:00:31.000]  有三本中文的研經版聖經
[00:00:31.000 --> 00:00:33.000]  一本是啟導本
[00:00:33.000 --> 00:00:37.000]  一本是國際
[00:00:37.000 --> 00:00:39.000]  NIV New International Version
[00:00:39.000 --> 00:00:42.000]  新國際版本的中文研經版聖經
[00:00:42.000 --> 00:00:47.000]  第三本就是中國神學研究院出的聖經串珠注釋本
[00:00:47.000 --> 00:00:51.000]  我選這三本的study bible
[00:00:51.000 --> 00:00:53.000]  大家可以買得到的
[00:00:53.000 --> 00:00:55.000]  雖然價錢不便宜
[00:00:55.000 --> 00:01:02.000]  但也沒辦法買得到這麼厚的聖經
[00:01:02.000 --> 00:01:05.000]  我想和大家分享一下他們怎樣說阿摩斯書
[00:01:05.000 --> 00:01:08.000]  從你聽他們說
[00:01:08.000 --> 00:01:10.000]  你發覺有問題
[00:01:10.000 --> 00:01:13.000]  你不同意或同意
[00:01:13.000 --> 00:01:15.000]  這樣做一個溫習
[00:01:15.000 --> 00:01:19.000]  檢查一下經過這兩個月的時間
[00:01:19.000 --> 00:01:21.000]  你學了些什麼
[00:01:21.000 --> 00:01:23.000]  我要先聲明
[00:01:23.000 --> 00:01:30.000]  我沒有意思批評或讚揚任何一本的研經版聖經
[00:01:30.000 --> 00:01:33.000]  雖然我不能避免我是忠臣的人
[00:01:33.000 --> 00:01:38.000]  但忠臣編這本聖經的時候
[00:01:38.000 --> 00:01:40.000]  我沒有加入忠臣
[00:01:40.000 --> 00:01:43.000]  我完全沒有參與裡面的工作
[00:01:43.000 --> 00:01:45.000]  所以從某個角度來說
[00:01:45.000 --> 00:01:48.000]  都可以保持一定的客觀距離
[00:01:48.000 --> 00:01:50.000]  以事論事
[00:01:50.000 --> 00:01:53.000]  按我們過去七個星期
[00:01:53.000 --> 00:01:58.000]  我們一起查考阿摩斯書的所得
[00:01:58.000 --> 00:02:05.000]  來檢視一下這三本中文的聖經
[00:02:05.000 --> 00:02:10.000]  阿摩斯書的得與失不代表其他書卷都是一樣
[00:02:10.000 --> 00:02:14.000]  雖然我不是第一次這樣做
[00:02:14.000 --> 00:02:19.000]  之前有機會試過在另外三本小仙之書
[00:02:19.000 --> 00:02:21.000]  稍為比較過
[00:02:21.000 --> 00:02:23.000]  不過當時不是很詳細的比較
[00:02:23.000 --> 00:02:25.000]  只是比較分段
[00:02:25.000 --> 00:02:28.000]  今晚我們可以有些時間詳細一點
[00:02:28.000 --> 00:02:34.000]  講一講這三本聖經的如何介紹阿摩斯書
[00:02:34.000 --> 00:02:36.000]  當中我們有很多東西可以學
[00:02:36.000 --> 00:02:39.000]  不只是翻譯或溫習
[00:02:39.000 --> 00:02:41.000]  第二部分的時間
[00:02:41.000 --> 00:02:43.000]  我也想給一個機會
[00:02:43.000 --> 00:02:47.000]  看看大家弟兄姊妹有沒有什麼問題
[00:02:47.000 --> 00:02:50.000]  過去七個星期
[00:02:50.000 --> 00:02:57.000]  只是勇敢的在上課後有機會提問題
[00:02:57.000 --> 00:03:00.000]  可能其他弟兄姊妹都很客氣
[00:03:00.000 --> 00:03:02.000]  如果你有問題
[00:03:02.000 --> 00:03:04.000]  今晚可能是最後的機會
[00:03:04.000 --> 00:03:06.000]  我們的課程結束了
[00:03:06.000 --> 00:03:08.000]  或者在中間的時間
[00:03:08.000 --> 00:03:11.000]  如果有問題的歡迎你提出
[00:03:11.000 --> 00:03:14.000]  最好是與阿摩斯書有關
[00:03:14.000 --> 00:03:16.000]  不是問信與不信的
[00:03:16.000 --> 00:03:18.000]  不能同乎一額的那類
[00:03:18.000 --> 00:03:22.000]  一定會有問題的課題
[00:03:22.000 --> 00:03:25.000]  第三部分如果有時間
[00:03:25.000 --> 00:03:30.000]  我想澄清一個我們經常對舊約聖經很大的誤會
[00:03:30.000 --> 00:03:33.000]  或者說在神學歷史上的誤會
[00:03:33.000 --> 00:03:35.000]  就是我們對以色列的歷史
[00:03:35.000 --> 00:03:39.000]  特別是秘魯流亡這段時間
[00:03:39.000 --> 00:03:44.000]  我們覺得這段時間開始進入黑暗的時期
[00:03:44.000 --> 00:03:50.000]  上帝沒有啟示的沉默的兩約之間
[00:03:50.000 --> 00:03:54.000]  這個觀念是很值得我們去檢討的
[00:03:54.000 --> 00:03:56.000]  這是第三部分
[00:03:56.000 --> 00:04:04.000]  我想先和大家去借助三本中文版的《賢經本聖經》
[00:04:04.000 --> 00:04:07.000]  來看看他們怎樣說阿摩斯書
[00:04:07.000 --> 00:04:09.000]  先從啟導本開始
[00:04:09.000 --> 00:04:15.000]  阿摩斯書有一個很簡單的序言
[00:04:15.000 --> 00:04:19.000]  我很快可以和大家讀一讀
[00:04:19.000 --> 00:04:26.000]  阿摩斯是南國猶大一個小鄉村裡的木人
[00:04:26.000 --> 00:04:32.000]  生活要靠修理桑樹來幫補
[00:04:32.000 --> 00:04:35.000]  這句話我已經停一停了
[00:04:35.000 --> 00:04:39.000]  即暗示阿摩斯很窮
[00:04:39.000 --> 00:04:41.000]  一份工都不夠收入
[00:04:41.000 --> 00:04:43.000]  要兼職來幫補
[00:04:43.000 --> 00:04:47.000]  這個發揮似乎我們從第一章第一節
[00:04:47.000 --> 00:04:53.000]  阿摩斯是一個提哥瓦尼的木戶的名詞
[00:04:53.000 --> 00:04:58.000]  反映出摩押王牧養數十萬羊群
[00:04:58.000 --> 00:05:07.000]  他大概不是一個需要幫補家計的窮鄉僻壤的一個窮的牧羊人
[00:05:07.000 --> 00:05:11.000]  事實上在下文參考資料第一部分
[00:05:11.000 --> 00:05:14.000]  本書作者及寫作時期
[00:05:14.000 --> 00:05:17.000]  啟導本都是這樣說的
[00:05:17.000 --> 00:05:24.000]  阿摩斯牧羊以外又修理桑樹以為生計
[00:05:24.000 --> 00:05:28.000]  他生活在貧苦的大眾當中親歷民間疾苦
[00:05:28.000 --> 00:05:33.000]  因而能夠成為替受壓迫的人說話的先知
[00:05:33.000 --> 00:05:36.000]  這是我們很難駁的說話
[00:05:36.000 --> 00:05:40.000]  他生活在貧苦的人民當中為他們說話都很好
[00:05:40.000 --> 00:05:42.000]  但有沒有聖經的根據呢?
[00:05:42.000 --> 00:05:44.000]  這是我們要很小心的
[00:05:44.000 --> 00:05:50.000]  他為神所用派他去北國以色列
[00:05:50.000 --> 00:05:52.000]  起先知的重任
[00:05:52.000 --> 00:06:00.000]  向深陷在拜偶像邪惡風氣中的人民宣告神的刑罰
[00:06:00.000 --> 00:06:01.000]  這是第二點
[00:06:01.000 --> 00:06:03.000]  我打一個很大的問號
[00:06:03.000 --> 00:06:06.000]  阿摩斯書有沒有提到拜偶像呢?
[00:06:06.000 --> 00:06:11.000]  似乎我們發覺唯一提到偶像的經文
[00:06:11.000 --> 00:06:13.000]  是在第五章
[00:06:13.000 --> 00:06:17.000]  說到他們抬著自己所造的偶像
[00:06:17.000 --> 00:06:24.000]  而那一節我們提及過究竟應該翻譯成過去式、現在式
[00:06:24.000 --> 00:06:27.000]  還是未來的時式、時間
[00:06:27.000 --> 00:06:29.000]  我們都不是十分清楚
[00:06:29.000 --> 00:06:37.000]  所以在這裏我們很喜歡指責那些在罪惡當中的以色列人
[00:06:37.000 --> 00:06:39.000]  說他們拜偶像
[00:06:39.000 --> 00:06:44.000]  這似乎又是一個很順手的罪名
[00:06:44.000 --> 00:06:52.000]  沒錯,《舊約聖經》對以色列拜偶像這件事有很嚴肅的指責
[00:06:52.000 --> 00:06:56.000]  但是阿摩斯書裏
[00:06:56.000 --> 00:07:02.000]  這是否阿摩斯最緊張針對的罪惡呢?
[00:07:02.000 --> 00:07:06.000]  我們要再三小心去分辨
[00:07:06.000 --> 00:07:10.000]  我們看過針對以色列的罪行
[00:07:10.000 --> 00:07:20.000]  社會經濟、公平、特別對弱小的社會人士的一些做法
[00:07:20.000 --> 00:07:24.000]  似乎與拜偶像扯不上關係
[00:07:24.000 --> 00:07:27.000]  接著有一大段提及到
[00:07:27.000 --> 00:07:31.000]  北國在耶羅邦安第二的治下
[00:07:31.000 --> 00:07:35.000]  幾乎已經恢復到所羅門王時代的疆土
[00:07:35.000 --> 00:07:37.000]  這個我們很熟悉知道
[00:07:37.000 --> 00:07:41.000]  列邦進貢商貿興盛國威遠博
[00:07:41.000 --> 00:07:46.000]  但是物質的繁榮也滋生了社會很多不平和罪惡
[00:07:46.000 --> 00:07:49.000]  富人權貴用肥牛獻祭
[00:07:49.000 --> 00:07:54.000]  有敬虔的名失去了神所閱立的公平和憐憫
[00:07:54.000 --> 00:07:57.000]  強凌弱、眾暴寡
[00:07:57.000 --> 00:08:01.000]  連窮人頭上所蒙的灰也都垂染
[00:08:01.000 --> 00:08:03.000]  而且道德墮落
[00:08:03.000 --> 00:08:05.000]  逼國中的正直人同流合污
[00:08:05.000 --> 00:08:08.000]  在全國上下沾沾自喜
[00:08:08.000 --> 00:08:11.000]  以為舉世無敵為我獨尊
[00:08:11.000 --> 00:08:13.000]  他寫自尊可能是印錯字
[00:08:13.000 --> 00:08:15.000]  為我獨尊之際
[00:08:15.000 --> 00:08:21.000]  阿摩斯果敢地對只喜歡聽好話的世界說出真話
[00:08:21.000 --> 00:08:22.000]  耶羅邦安必被刀殺
[00:08:22.000 --> 00:08:26.000]  以色列民定被擄去離開本地
[00:08:26.000 --> 00:08:29.000]  這段寫得相當流暢
[00:08:29.000 --> 00:08:31.000]  一段很精簡的文字
[00:08:31.000 --> 00:08:35.000]  把當時社會貧富問題
[00:08:35.000 --> 00:08:40.000]  強凌弱、眾暴寡的情況說得很生動
[00:08:40.000 --> 00:08:43.000]  這是啟導本文筆的長處
[00:08:43.000 --> 00:08:45.000]  然後
[00:08:45.000 --> 00:08:49.000]  阿摩斯的宣告和勸勉
[00:08:49.000 --> 00:08:53.000]  號召眾人醒悟回歸耶和華的聲音
[00:08:53.000 --> 00:08:55.000]  激起當局的憤怒
[00:08:55.000 --> 00:08:57.000]  禁止他講預言
[00:08:57.000 --> 00:09:00.000]  不准他再踏足歷史性地不得利
