
[00:00:00.000 --> 00:00:16.000]  早晨,通常節期的講道比較難講的,因為我不是講母親節,我數一數,我都講了十次
[00:00:16.000 --> 00:00:29.000]  母親節早上收到很多短訊,很多的message,我很擔心我現在講的東西,今早收了的了,我都聽過了
[00:00:29.000 --> 00:00:45.000]  其實都差不多的,有些教會他們說我們不舉行母親節,因為不是每個人都是母親,不是姊妹,可能令一些姊妹不開心
[00:00:45.000 --> 00:00:57.000]  但我就說不是,我們有兩個身份,我們未必可能是別人的父母,但我們一定是別人的兒女,我們每個人一定有母親
[00:00:57.000 --> 00:01:20.000]  所以母親節不是單單去多謝在座的母親,也讓我們去懷念思想孝敬我們的母親,無論在生或過去或現在,這個節日都很重要
[00:01:20.000 --> 00:01:32.000]  所以今日我和大家去思想,從這個真言書,都隨俗,很多時候我們說母親有什麼這麼偉大呢?
[00:01:32.000 --> 00:01:48.000]  有人說她有一份工作,這份工作就是要負責很多的事情,大家知道的,需要一份工作不定的,一年365天做媽媽
[00:01:48.000 --> 00:02:02.000]  24小時,補水,這份工作要培訓,隨著孩子成長,要學很多東西等等,又沒有什麼保障,退休要看你的子女聽不聽話
[00:02:02.000 --> 00:02:13.000]  聽話可以親你,不聽話有時候都很淒涼的,一生一世,養兒就養兒多少?
[00:02:13.000 --> 00:02:25.000]  養兒,憂心99%,人生就是這樣,我兒子小的時候怕他養不大,長大之後又怕他娶不到老婆
[00:02:25.000 --> 00:02:35.000]  一會兒怕他工作失業,很多擔心的,無謂的,晚上回來又怕交通意外,總之就是講不明白這麼多的東西
[00:02:35.000 --> 00:02:56.000]  有人說母親有多偉大呢?做一個統計,她的職業,剛才那首歌很有意思,又做司機,又做保姆,這個更多,營養師,你看不到那些字很小
[00:02:56.000 --> 00:03:12.000]  總之就是計算,如果要盡這麼多責任,他的年薪大概五萬美金,不是說錯,五十萬美金,還高過特首,還高過美國總統,因為他的責任很多
[00:03:12.000 --> 00:03:32.000]  事實上是的,我記得我小的時候,我家裡很窮,我小的時候從來不知道什麼叫豬扒,那時候我家裡很窮,那時候在香港住,五十年代你都知道
[00:03:32.000 --> 00:03:45.000]  我媽媽說我帶你吃一次豬扒,你知道什麼叫豬扒,因為讀書就聽過,那時候我住在西營盤,不知道大家知不知道香港道
[00:03:45.000 --> 00:04:04.000]  有一間叫冰室之類的,比較高級的,有豬扒吃,我現在想想就是炸豬扒,就叫了一份豬扒,我坐那裡吃,我媽媽坐對面
[00:04:04.000 --> 00:04:27.000]  我吃的時候,我媽媽說為什麼你不吃,她說兒子我不肚餓,你吃吧,我很相信,媽媽不說謊,我吃完之後,我覺得很好吃,後來我知道媽媽說謊,母親就是這樣
[00:04:27.000 --> 00:04:43.000]  我們今天看的是《針研書》,裡面有教導,今天想從兩方面來看,就是作為母親,作為兒女,兩方面
[00:04:43.000 --> 00:05:03.000]  在《針研書》第一章第八節,他提到,我兒要聽你父親的訓誨,不可離棄你母親的法則,因為這要作你頭上的華冠,你項上的金鍊
[00:05:03.000 --> 00:05:19.000]  原來這節的聖經,在《針研書》,索羅門和他很有智慧的人,經歷了人生,然後去總結一些教導
[00:05:19.000 --> 00:05:30.000]  其實也不是什麼教導,其實是人生裡很寶貴的東西,他說我兒要聽你父親的訓誨,父親其實是兩個意思
[00:05:30.000 --> 00:05:42.000]  一個意思是作為肉身的父親,第二是作為上帝的代表,在家裡執行上帝的教導
[00:05:42.000 --> 00:05:52.000]  所以當作者,可能是索羅門旁邊的那些子團,當他寫這句話的時候,他勸導那些年輕人
[00:05:52.000 --> 00:06:05.000]  要聽父親的訓誨,其實就是要去聽聖經上的教導,因為在家中的父親就代表了上帝
[00:06:05.000 --> 00:06:17.000]  所以今天作為一個家中的父親,其實除了肉身的關係,在基督徒裡我們還有一個身份,就是上帝話語的出口
[00:06:17.000 --> 00:06:25.000]  不要離棄你的法則,不要離棄母親的法則,第九節就比較特別了
[00:06:25.000 --> 00:06:32.000]  他說因為要作你頭上的華冠,項上的金鏈,是什麼意思呢?
[00:06:32.000 --> 00:06:46.000]  華冠就是給人看得到的,很美麗,一個人出來,給人看得到,有尊嚴,言語是很得體
[00:06:46.000 --> 00:06:59.000]  而這些就是在家裡的教導,很多時候當我們想起父母,小時候吃飯的時候會教我們
[00:06:59.000 --> 00:07:11.000]  出去吃飯,夾菜,不要飛漲過河,吃自己前面的,不要吃這些,今天我發現很少有這樣的教導
[00:07:11.000 --> 00:07:28.000]  所以有一次我在中國大陸教書,一桌子吃飯,有一個人,通常都是獨子的
[00:07:28.000 --> 00:07:42.000]  一個人,真的很厲害,一桌子吃飯,很可能太疼愛,一個兒子,四個人都是只有一個兒子
[00:07:42.000 --> 00:07:49.000]  他太太的爸爸媽媽都是只有一個孫,很寶貴
[00:07:49.000 --> 00:07:57.000]  華冠就是我們出來,讓人得體,人家會尊重父母
[00:07:57.000 --> 00:08:05.000]  所以華冠的意思,項上金鏈都一樣,當一個人心裡有上帝,有神的話語
[00:08:05.000 --> 00:08:09.000]  他所表現出來的都是一種敬虔的生活
[00:08:09.000 --> 00:08:18.000]  所以我們很明白,對於父母來說,我們很想兒女成長的時候有各樣的好處
[00:08:18.000 --> 00:08:25.000]  好像我的侄女,她有兩個十元仔,她給很多東西她學
[00:08:25.000 --> 00:08:33.000]  每一晚都去溜冰,又去學煮菜,又去學這兩十元仔,很多東西
[00:08:33.000 --> 00:08:41.000]  有一次我有一點不太抵得,她說,我們去學這麼多東西,忙到你侍奉也沒有
[00:08:41.000 --> 00:08:46.000]  忙到十元仔,連到上主學的時候都已經很疲倦
[00:08:46.000 --> 00:08:54.000]  每一天學這麼多東西的時候,其實有沒有空間,最重要的就是將神的說話帶給她
[00:08:54.000 --> 00:09:01.000]  家裡有一個安靜的崇拜,這個會不會都是一個很重要的東西
[00:09:01.000 --> 00:09:05.000]  那個才是真正的華冠和金鏈
[00:09:05.000 --> 00:09:13.000]  所以華冠和金鏈就是子女能夠承受到從上帝而來的最大的福氣
[00:09:13.000 --> 00:09:22.000]  《耳窟所書》第六章,作兒女的要在主女聽從父母,這個就是回應了
[00:09:22.000 --> 00:09:29.000]  因為這個是理所當然,如果父母按照神的話去教導,兒女去回應
[00:09:29.000 --> 00:09:42.000]  我們接著看,在15章20節,他說:智慧子使父親喜樂,如人藐視母親
[00:09:42.000 --> 00:09:50.000]  我相信作者在這裡寫的時候,那個智慧子,就是一個有智慧的人
[00:09:50.000 --> 00:09:57.000]  他明白到尊重父親,使父親喜樂,這個是神所喜悅的
[00:09:57.000 --> 00:10:05.000]  但是很多時候我們人成長,特別是我們成長的時候,父母就慢慢老去
[00:10:05.000 --> 00:10:13.000]  開始他不是很懂得這個世界,我們回想年輕的時候父母帶我們到處去
[00:10:13.000 --> 00:10:19.000]  但是我們成長之後,父母就不懂路了,不太知道怎麼坐車
[00:10:19.000 --> 00:10:26.000]  當成長的時候,他就很behind,在這個世界慢慢去,不懂電腦,不懂Facebook
[00:10:26.000 --> 00:10:30.000]  就開始藐視父母,藐視母親
[00:10:30.000 --> 00:10:40.000]  《針玄》裡面提到,我們要時時使父親喜樂,不要藐視母親
[00:10:40.000 --> 00:10:47.000]  因為母親雖然老,但是母親老了也不藐視,這個是很有智慧的
[00:10:47.000 --> 00:10:52.000]  因為我們小時候,他們就是這樣去教導我們
[00:10:52.000 --> 00:11:01.000]  所以作為一個子女,作為上帝給我們很大的身份
[00:11:01.000 --> 00:11:12.000]  親人是最寶貴的,親人在這個世界上不是永遠在身邊的,很快就過去了
[00:11:12.000 --> 00:11:22.000]  所以能夠和親人相處,每一天都是一個很寶貴的日子
[00:11:22.000 --> 00:11:29.000]  我們的成就正正就是他們開始落後的時候
[00:11:29.000 --> 00:11:33.000]  他們開始慢慢失去這個世界的時候
[00:11:33.000 --> 00:11:45.000]  接著,從消極來說,我們不要使母親憂苦
[00:11:45.000 --> 00:11:49.000]  在《針玄》第十章第一節就提到
[00:11:49.000 --> 00:11:57.000]  所羅門的真言,智慧之子使父親歡樂,愚昧之子叫母親擔憂
[00:11:57.000 --> 00:12:04.000]  使父親歡樂,其實有很多的方法尊重他,愛護他
[00:12:04.000 --> 00:12:13.000]  我不知道有沒有客家人,在香港就有很多客家人,拿著大埔
[00:12:13.000 --> 00:12:20.000]  客家人在六十年代,很多的子女就去了英國謀生
[00:12:20.000 --> 00:12:29.000]  現在的客家人很有錢,因為他們有地,原住民有地
[00:12:29.000 --> 00:12:35.000]  在香港享受好生活,但是有一個,就是子女在外國
[00:12:35.000 --> 00:12:43.000]  父母很重視寄錢回來,很多時候旁邊的人就不明白
[00:12:43.000 --> 00:12:48.000]  你做老人家有錢,為什麼要子女經常寄錢回來呢?
[00:12:48.000 --> 00:12:54.000]  其實你明不明白那個道理?他不是真的要子女的錢
[00:12:54.000 --> 00:13:01.000]  當他收到子女有錢寄回來,他就跟旁邊的人說
[00:13:01.000 --> 00:13:05.000]  兒子是記得的,他有一份尊榮感
[00:13:05.000 --> 00:13:10.000]  所以那個不是錢的問題,那個就是心意的問題
[00:13:10.000 --> 00:13:16.000]  所以子女長大了,我們今天都很為子女著想
[00:13:16.000 --> 00:13:22.000]  買房子又給首期,買車又幫幫他
[00:13:22.000 --> 00:13:32.000]  但是要交到子女,你要有回饋,給一點家用,心意
[00:13:32.000 --> 00:13:40.000]  那個其實是尊重,就是讓他覺得他跟你那個關係很密切
[00:13:40.000 --> 00:13:46.000]  所以那個不是錢的關係,那個是一個回應的,是一個回饋的關係
[00:13:46.000 --> 00:13:51.000]  所以為什麼在香港那些去了外國的子女
[00:13:51.000 --> 00:13:57.000]  那些父母每個月,以前或者現在是要等定期
[00:13:57.000 --> 00:14:01.000]  有一些信,有些錢回來,那他很有榮耀
[00:14:01.000 --> 00:14:05.000]  他未必用的,他全都存起來,回來給他都好
[00:14:05.000 --> 00:14:09.000]  但是他很有榮耀的,因為兒子記得他
[00:14:09.000 --> 00:14:13.000]  所以在這裡,《撿完書》是很寶貴的
[00:14:13.000 --> 00:14:19.000]  《撿完書》講到有什麼方法使父母開心呢?
[00:14:19.000 --> 00:14:24.000]  其實就是那個bondage,不要斷,那種交流
[00:14:24.000 --> 00:14:31.000]  愚昧只使父親愁笨,使母親憂苦
[00:14:31.000 --> 00:14:38.000]  聰明和愚昧其實分別就是有沒有建立到關係
[00:14:38.000 --> 00:14:47.000]  而這個關係正正顯出父母子女能夠在家庭上,在人生上
[00:14:47.000 --> 00:14:55.000]  按照十誡所講孝敬父母,按照保羅所講父母愛護子女的關係
[00:14:55.000 --> 00:15:06.000]  那接著呢,有四點,積極的孝敬父母,第一個就是奉養
[00:15:06.000 --> 00:15:15.000]  在提摩太前書五章八節,人若不看顧親屬,就是背了真道
[00:15:15.000 --> 00:15:25.000]  比不信的更不好,不看自己家裡的人更加如此
[00:15:25.000 --> 00:15:31.000]  這裡有兩個層面,就是我們要愛周圍的人,親屬,外面
[00:15:31.000 --> 00:15:41.000]  第二個就是家裡的人,一個人能夠愛護家裡的人,他就會愛護外面
[00:15:41.000 --> 00:15:50.000]  如果一個人只愛護外面的親屬,而沒有了家人,這個完全是說不去的
[00:15:50.000 --> 00:15:58.000]  所以當保羅提到這個時候,就提到那個看顧,看顧自己家裡的人
[00:15:58.000 --> 00:16:08.000]  就不單單是金錢問題,是關心,看顧,愛護,關心,有沒有心而已
[00:16:08.000 --> 00:16:14.000]  所以媽媽就不是經常說,兒子,你記得母親節一定要祝福我
[00:16:14.000 --> 00:16:21.000]  如果每次都提,就很沒人,我發現現在的審問者經常都有人提
[00:16:21.000 --> 00:16:28.000]  生日就很重要,當我們慶祝生日就叫一班人,好幾個人就要生日
[00:16:28.000 --> 00:16:33.000]  你知不知道生日其實不是要你慶祝,生日是媽媽慶祝
[00:16:33.000 --> 00:16:41.000]  因為媽媽拼了條命生你出來,所以每個生日我們就去紀念
[00:16:41.000 --> 00:16:48.000]  母親給我們那份最大禮物,因為她是最辛苦、最痛的時候我們出來
[00:16:48.000 --> 00:16:55.000]  所以如果生日沒有了母親,那個生日其實是一半的意義
[00:16:55.000 --> 00:17:02.000]  那個看顧就是講的那個Caring,不看顧親屬,背了真道
[00:17:02.000 --> 00:17:06.000]  這個就是聖經裡面所說,我們要看顧孤兒寡婦,看顧有需要的人
[00:17:06.000 --> 00:17:15.000]  去愛倫社周圍的人,但是家裡的人更加是一些慰問、一些紀念
[00:17:15.000 --> 00:17:21.000]  一些節日上的一頓飯,真是去愛護她
[00:17:21.000 --> 00:17:25.000]  母親節很多人說母親節大哂喜,家人就說
[00:17:25.000 --> 00:17:32.000]  好啦,媽媽今天母親節,你可以不用洗碗了今晚,留回明天洗吧
[00:17:35.000 --> 00:17:49.000]  很多時候我們停留在操作上,而不是在心裡出來紀念她的勞苦
[00:17:49.000 --> 00:17:57.000]  你知道做媽媽在家庭裡是沒有什麼獎賞的,沒有什麼獎星的
[00:17:57.000 --> 00:18:03.000]  為什麼呢?因為就算你吸塵做乾媽媽的家人
[00:18:03.000 --> 00:18:08.000]  老公回來,兒子回來不會鼓掌,媽媽真是好,家裡很乾淨,是沒有的
[00:18:08.000 --> 00:18:14.000]  但是如果不乾淨,有張紙或頭髮在那裡,你會說媽媽你做什麼,為什麼這麼髒
[00:18:14.000 --> 00:18:19.000]  通常是這樣,洗碗洗得很乾淨是沒有人鼓掌的
[00:18:19.000 --> 00:18:25.000]  但是有一次你吃飯,媽媽碗這麼髒,為什麼有鼻屎在那裡
[00:18:25.000 --> 00:18:33.000]  很緊張,所以做家務的事情就是這樣
[00:18:33.000 --> 00:18:39.000]  做足了是應該的,不會有人讚賞的
[00:18:39.000 --> 00:18:48.000]  你做了一輩子,家人有多少次鼓掌,沒有吧
[00:18:48.000 --> 00:18:54.000]  做得不好,不要說做得不好,很多話
