
[00:00:00.000 --> 00:00:08.320]  大家好 今天雖然打風 但天氣也算好
[00:00:08.320 --> 00:00:15.680]  「借病不至於死」是約翰福音11章的題目
[00:00:15.680 --> 00:00:18.280]  不過這篇經文很長
[00:00:18.280 --> 00:00:20.820]  我發現如果不讀完
[00:00:20.820 --> 00:00:25.720]  我們沒辦法知道約翰福音帶來什麼訊息給我們
[00:00:25.720 --> 00:00:29.720]  所以我們會從頭看到尾
[00:00:29.720 --> 00:00:32.560]  剛才讀了的經文
[00:00:32.560 --> 00:00:35.120]  有一個患病的人叫拉撒路
[00:00:35.120 --> 00:00:37.640]  她姐姐的瑪大和瑪利亞
[00:00:37.640 --> 00:00:38.680]  大家都熟悉的
[00:00:38.680 --> 00:00:41.800]  瑪利亞曾經用香膏抹主
[00:00:41.800 --> 00:00:43.600]  用頭髮刷她的腳
[00:00:43.600 --> 00:00:48.280]  這兩個姐妹找人見耶穌
[00:00:48.280 --> 00:00:50.280]  說她弟弟病了
[00:00:50.280 --> 00:00:53.000]  是主所愛的人
[00:00:53.000 --> 00:00:54.480]  所以耶穌跟他們很熟
[00:00:54.480 --> 00:00:57.560]  耶穌也很愛拉撒路
[00:00:57.560 --> 00:01:03.520]  按照情況 你所愛的人病了
[00:01:03.520 --> 00:01:06.600]  你也很想很快去看他
[00:01:06.600 --> 00:01:09.960]  如果耶穌有能力去治好他的病
[00:01:09.960 --> 00:01:19.200]  更加趁著他的病還未太深的時候去治他
[00:01:19.200 --> 00:01:22.960]  不過耶穌很奇怪
[00:01:22.960 --> 00:01:25.480]  下面的經文我們要慢慢看
[00:01:25.480 --> 00:01:28.560]  當耶穌聽到之後
[00:01:28.560 --> 00:01:35.800]  報信的人就說
[00:01:35.800 --> 00:01:38.200]  她這病不至於死
[00:01:38.200 --> 00:01:40.200]  很安心吧
[00:01:40.200 --> 00:01:42.880]  這病不至於死
[00:01:42.880 --> 00:01:44.680]  你看醫生
[00:01:44.680 --> 00:01:46.680]  我這裡痛 那裡痛
[00:01:46.680 --> 00:01:49.080]  不用死了 吃藥就行了
[00:01:49.080 --> 00:01:51.080]  你很安心吧 痛一會兒
[00:01:51.080 --> 00:01:54.080]  但奇怪的是
[00:01:54.080 --> 00:01:58.640]  下面說為了神的榮耀
[00:01:58.640 --> 00:02:00.640]  為了洗神的兒子
[00:02:00.640 --> 00:02:02.640]  直至得榮耀
[00:02:02.640 --> 00:02:04.640]  這病不至於死
[00:02:04.640 --> 00:02:06.640]  不會死的
[00:02:06.640 --> 00:02:08.640]  那怎樣洗到神得榮耀呢?
[00:02:08.640 --> 00:02:10.640]  洗到神的兒子得榮耀呢?
[00:02:10.640 --> 00:02:12.640]  就是趕快去治好他
[00:02:12.640 --> 00:02:14.640]  治好他就得榮耀了
[00:02:14.640 --> 00:02:16.640]  是不是應該這樣?
[00:02:16.640 --> 00:02:20.640]  但是耶穌沒有這樣做
[00:02:20.640 --> 00:02:23.640]  沒有這樣做不是因為耶穌跟他沒有關係
[00:02:23.640 --> 00:02:25.640]  耶穌愛瑪利亞
[00:02:25.640 --> 00:02:27.640]  又愛拉撒路
[00:02:27.640 --> 00:02:29.640]  不過第六節說
[00:02:29.640 --> 00:02:33.640]  他聽見拉撒路病了
[00:02:33.640 --> 00:02:35.640]  仍在原地住了兩天
[00:02:35.640 --> 00:02:37.640]  三年不去
[00:02:37.640 --> 00:02:41.640]  是不是很矛盾呢?
[00:02:41.640 --> 00:02:43.640]  你愛的人
[00:02:43.640 --> 00:02:45.640]  你喜歡的人病了
[00:02:45.640 --> 00:02:47.640]  你都很想快點去看他
[00:02:47.640 --> 00:02:49.640]  但耶穌在原地住了兩天
[00:02:49.640 --> 00:02:51.640]  三年了
[00:02:51.640 --> 00:02:53.640]  是什麼意思呢?
[00:02:53.640 --> 00:02:55.640]  我們真的要想想
[00:02:55.640 --> 00:02:57.640]  為什麼要這樣做呢?
[00:02:57.640 --> 00:02:59.640]  說不至於死
[00:02:59.640 --> 00:03:01.640]  不過剛好相反
[00:03:01.640 --> 00:03:03.640]  拉撒路死了
[00:03:03.640 --> 00:03:05.640]  而拉撒路死
[00:03:05.640 --> 00:03:09.640]  其實應該在報信去到耶穌的時候
[00:03:09.640 --> 00:03:11.640]  他已經死了
[00:03:11.640 --> 00:03:13.640]  但耶穌說
[00:03:13.640 --> 00:03:15.640]  這病不至於死
[00:03:15.640 --> 00:03:17.640]  其實他死了
[00:03:17.640 --> 00:03:19.640]  為什麼呢?
[00:03:19.640 --> 00:03:21.640]  第七節
[00:03:21.640 --> 00:03:23.640]  過了兩天
[00:03:23.640 --> 00:03:25.640]  耶穌在的地方
[00:03:25.640 --> 00:03:27.640]  離耶路撒冷很遠
[00:03:27.640 --> 00:03:29.640]  如果看前面的經文
[00:03:29.640 --> 00:03:31.640]  是在約旦河東邊
[00:03:31.640 --> 00:03:33.640]  北邊
[00:03:33.640 --> 00:03:35.640]  大概要走一天路程
[00:03:35.640 --> 00:03:37.640]  才去到耶路撒冷
[00:03:37.640 --> 00:03:39.640]  如果由耶路撒冷派人去見耶穌
[00:03:39.640 --> 00:03:41.640]  這個人要走一天路
[00:03:41.640 --> 00:03:43.640]  去到耶穌那裡
[00:03:43.640 --> 00:03:45.640]  耶穌沒有去
[00:03:45.640 --> 00:03:47.640]  因為耶穌沒有去
[00:03:47.640 --> 00:03:49.640]  去到耶穌那裡
[00:03:49.640 --> 00:03:51.640]  耶穌沒有立刻去
[00:03:51.640 --> 00:03:53.640]  又耽誤了兩天
[00:03:53.640 --> 00:03:55.640]  如果耶穌由他的地方
[00:03:55.640 --> 00:03:57.640]  再去耶路撒冷
[00:03:57.640 --> 00:03:59.640]  再走一天路程
[00:03:59.640 --> 00:04:01.640]  那就是四天路程
[00:04:01.640 --> 00:04:07.640]  其實拉撒路已經死了四天
[00:04:07.640 --> 00:04:09.640]  下面就說
[00:04:09.640 --> 00:04:13.640]  現在耶穌的耽誤
[00:04:13.640 --> 00:04:15.640]  最主要就是
[00:04:15.640 --> 00:04:17.640]  等他死了四天
[00:04:17.640 --> 00:04:19.640]  他才去到
[00:04:19.640 --> 00:04:21.640]  為什麼要這樣做?
[00:04:21.640 --> 00:04:25.640]  現在第七節
[00:04:25.640 --> 00:04:27.640]  時間到了
[00:04:27.640 --> 00:04:29.640]  耶穌對門徒說
[00:04:29.640 --> 00:04:31.640]  我們去猶太
[00:04:31.640 --> 00:04:33.640]  猶太就是伯特利
[00:04:33.640 --> 00:04:35.640]  猶太人那裡
[00:04:35.640 --> 00:04:37.640]  門徒就說
[00:04:37.640 --> 00:04:39.640]  拉比猶太人
[00:04:39.640 --> 00:04:41.640]  在那裡射球打地球
[00:04:41.640 --> 00:04:43.640]  你還要去那裡?
[00:04:43.640 --> 00:04:45.640]  記著耶穌在猶太的地方
[00:04:45.640 --> 00:04:47.640]  就是耶路撒冷那裡
[00:04:47.640 --> 00:04:49.640]  和猶太人有很大的衝突
[00:04:49.640 --> 00:04:51.640]  猶太人就殺了他
[00:04:51.640 --> 00:04:53.640]  所以耶穌就走了很遠
[00:04:53.640 --> 00:04:55.640]  去了東邊
[00:04:55.640 --> 00:04:57.640]  北邊很遠的地方
[00:04:57.640 --> 00:04:59.640]  現在耶穌又說要下去
[00:04:59.640 --> 00:05:01.640]  那不就很危險嗎?
