
[00:00:00.000 --> 00:00:05.500]  各位弟兄姊妹 各位朋友 你們好
[00:00:05.500 --> 00:00:10.000]  歡迎大家參加我們三藩市博導會網上的五堂崇拜
[00:00:10.000 --> 00:00:13.000]  我們今天繼續思想希伯來書的信息
[00:00:13.000 --> 00:00:17.000]  我們會起到希伯來書第五章 一節至到第四節
[00:00:17.000 --> 00:00:22.500]  題目是 牧師 你的名字是矛盾人
[00:00:22.500 --> 00:00:27.500]  在未開始思想這段聖經的時候 請同心低頭 討告
[00:00:27.500 --> 00:00:31.000]  慈悲人的天父 我們滿心感謝你
[00:00:31.000 --> 00:00:38.500]  因為你是呼召我們作為天國的祭司
[00:00:38.500 --> 00:00:42.000]  求你讓我們能夠看清楚
[00:00:42.000 --> 00:00:49.000]  究竟你擺我們在今天這個地方 這個教會 這個家庭 是什麼意思
[00:00:49.000 --> 00:00:57.500]  求你藉著你的話語去提醒 勸告 安慰 篤責 挑戰我們
[00:00:57.500 --> 00:01:03.500]  我們這樣討告 奈何奉耶穌基督名求 阿末
[00:01:03.500 --> 00:01:09.500]  有一次 另一間教會 讓我們教會舉行一場籃球友誼賽
[00:01:09.500 --> 00:01:15.000]  我們教會多數是文藥書生 可以出賽的極有限
[00:01:15.000 --> 00:01:19.500]  於是我這個療法 竟然做了先鋒
[00:01:19.500 --> 00:01:25.000]  球賽爭持得非常激烈 最後三分鐘打成平手
[00:01:25.000 --> 00:01:31.500]  就在這個時候 我有機會搶了球 預備單刀直上
[00:01:31.500 --> 00:01:35.500]  怎知道就在這個時候 球證「嗶」一聲
[00:01:35.500 --> 00:01:42.500]  我以為當然是罰對方犯規 於是我們拿了球 去罰球點射罰球
[00:01:42.500 --> 00:01:49.500]  怎知道球證說 不是對方犯規 是我犯規
[00:01:49.500 --> 00:01:56.000]  球證是對方教會的弟兄 我簡直覺得他是鐵片棒
[00:01:56.000 --> 00:02:01.000]  我都不信這件事 於是就用力把球扔在地上
[00:02:01.000 --> 00:02:05.500]  「嗶」一聲 技術性犯規 多罰一球
[00:02:05.500 --> 00:02:10.500]  我們教會的球隊就以三分飲恨輸了
[00:02:10.500 --> 00:02:15.500]  輸在我身上 或者說得正確一點 是輸在球證身上
[00:02:15.500 --> 00:02:18.500]  嘩 我的氣就很不順了
