
[00:00:00.000 --> 00:00:04.800]  各位大英姐妹大家好
[00:00:04.800 --> 00:00:07.800]  相信大家在這個世界活著的時候
[00:00:07.800 --> 00:00:10.880]  我們都知道世界的問題是很多的
[00:00:10.880 --> 00:00:14.760]  基本上如果我們要將世界的問題分類
[00:00:14.760 --> 00:00:16.760]  可以分為兩類
[00:00:16.760 --> 00:00:20.120]  第一類就是技術的問題
[00:00:20.120 --> 00:00:22.400]  技術的問題就好像什麼呢
[00:00:22.400 --> 00:00:25.120]  就好像水喉壞了
[00:00:25.120 --> 00:00:26.760]  水喉壞了怎麼辦呢
[00:00:26.760 --> 00:00:28.920]  就自己去修
[00:00:28.920 --> 00:00:32.080]  如果自己不懂修就找人來修
[00:00:32.080 --> 00:00:35.080]  如果人家說修都修不好怎麼辦呢
[00:00:35.080 --> 00:00:38.200]  就買個過換個過
[00:00:38.200 --> 00:00:41.480]  這個世界就有一句話
[00:00:41.480 --> 00:00:45.040]  錢可以解決的問題就不是問題
[00:00:45.040 --> 00:00:50.160]  如果這個世界全部都是一加一等於二
[00:00:50.160 --> 00:00:52.400]  很簡單可以解決的問題
[00:00:52.400 --> 00:00:55.040]  你覺得這個世界是不是變得更好呢
[00:00:55.040 --> 00:00:56.400]  是不是呢
[00:00:56.400 --> 00:00:59.320]  有些人說是
[00:00:59.320 --> 00:01:01.720]  因為不用腦子
[00:01:01.720 --> 00:01:04.960]  但是有些人說如果是這樣
[00:01:04.960 --> 00:01:11.160]  為什麼還需要創造人類萬物之靈呢
[00:01:11.160 --> 00:01:13.720]  所以這個世界如果有人說
[00:01:13.720 --> 00:01:18.480]  有一把萬能的鑰匙可以解決所有問題的話
[00:01:18.480 --> 00:01:20.480]  你千萬不要相信
[00:01:20.480 --> 00:01:23.000]  如果要錢買就千萬不要買
[00:01:23.000 --> 00:01:25.000]  否則會被人佔便宜
[00:01:25.000 --> 00:01:29.840]  我覺得這個世界還有一類比較複雜的問題
[00:01:29.840 --> 00:01:31.840]  就是人際關係的問題
[00:01:31.840 --> 00:01:34.840]  或者道德操守的問題
[00:01:34.840 --> 00:01:38.480]  人際關係道德的問題
[00:01:38.480 --> 00:01:40.840]  生命抉擇的問題
[00:01:40.840 --> 00:01:44.520]  有時候就令我們頭腦打結
[00:01:44.520 --> 00:01:48.760]  譬如有人想結婚
[00:01:48.760 --> 00:01:51.400]  沒有人喜歡他
[00:01:51.400 --> 00:01:54.480]  或者這個男生沒有女生喜歡
[00:01:54.480 --> 00:01:56.480]  是不是問題呢
[00:01:56.480 --> 00:01:57.840]  當然是問題
[00:01:57.840 --> 00:01:58.840]  沒有女生喜歡
[00:01:58.840 --> 00:02:02.000]  所以他可能很苦悶
[00:02:02.000 --> 00:02:05.440]  因為人是需要愛情的滋潤
[00:02:05.440 --> 00:02:07.440]  如果男生想結婚
[00:02:07.440 --> 00:02:09.440]  有三個女生喜歡他
[00:02:09.440 --> 00:02:11.440]  是不是問題呢
[00:02:11.440 --> 00:02:13.440]  又是問題
[00:02:13.440 --> 00:02:14.440]  我問你
[00:02:14.440 --> 00:02:16.960]  哪個問題大一點呢
[00:02:16.960 --> 00:02:20.200]  前面沒有人喜歡的男生問題大一點
[00:02:20.200 --> 00:02:23.880]  還是有三個女生喜歡他的問題大一點呢
[00:02:23.880 --> 00:02:25.880]  這就見仁見智了
[00:02:25.880 --> 00:02:27.880]  如果你問我
[00:02:27.880 --> 00:02:30.520]  我覺得後面那個人問題大一點
[00:02:30.520 --> 00:02:36.480]  我們在這次的智慧人生別有洞天的系列裡
[00:02:36.480 --> 00:02:39.280]  這次是第四講
[00:02:39.280 --> 00:02:44.080]  第四講就是洞察人心不偏不倚
[00:02:44.080 --> 00:02:47.360]  洞察人心不偏不倚
[00:02:47.360 --> 00:02:51.280]  聖經裡有些經文
[00:02:51.280 --> 00:02:54.720]  讓我們目無頭緒
[00:02:54.720 --> 00:02:57.200]  或者一片混亂
[00:02:57.200 --> 00:02:59.200]  不知所措
[00:02:59.200 --> 00:03:01.200]  或者前後矛盾
[00:03:01.200 --> 00:03:05.440]  針研第26章第4第5節
[00:03:05.440 --> 00:03:09.200]  就是讓我們不知為何
[00:03:09.200 --> 00:03:12.200]  又好像自相矛盾的一段話
[00:03:12.200 --> 00:03:14.200]  聖經這樣說
[00:03:14.200 --> 00:03:18.000]  不要照愚昧人的慾望回答他
[00:03:18.000 --> 00:03:20.000]  恐怕你與他們一樣
[00:03:20.000 --> 00:03:23.600]  要照愚昧人的慾望回答他
[00:03:23.600 --> 00:03:26.600]  免得他自以為有智慧
[00:03:26.600 --> 00:03:31.320]  這兩句話一看就像自相矛盾
[00:03:31.320 --> 00:03:35.000]  沒辦法完全相反
[00:03:35.000 --> 00:03:40.320]  到底要不要用愚昧人的慾望回答他呢
[00:03:40.320 --> 00:03:42.800]  答案是什麼呢
[00:03:42.800 --> 00:03:47.400]  答案是不好又好
[00:03:47.400 --> 00:03:50.200]  不要又要
[00:03:50.200 --> 00:03:53.200]  似乎像政客一樣
[00:03:53.200 --> 00:03:55.200]  要又得不要又得
[00:03:55.200 --> 00:03:57.200]  兩邊都得
[00:03:57.200 --> 00:04:02.400]  根本來說聖經這段話是什麼意思呢
[00:04:02.400 --> 00:04:04.400]  會不會前後矛盾呢
[00:04:04.400 --> 00:04:07.000]  會不會作者有些善忘
[00:04:07.000 --> 00:04:09.000]  遺忘症
[00:04:09.000 --> 00:04:11.000]  剛剛寫完正面的
[00:04:11.000 --> 00:04:13.000]  後來又寫反面的呢
[00:04:13.800 --> 00:04:19.000]  我覺得這段經文不能用原文解釋
[00:04:19.000 --> 00:04:24.400]  因為原文的慾望回答是完全一模一樣的
[00:04:24.400 --> 00:04:29.400]  所以這段經文是要用邏輯推理去解決
[00:04:29.400 --> 00:04:34.600]  這個世界有時有很多事情不是那麼清晰
[00:04:34.600 --> 00:04:39.800]  有很多情況不是一加一等於二可以解決的
[00:04:39.800 --> 00:04:43.200]  例如我們聽到一些格言俗語
[00:04:43.200 --> 00:04:45.200]  三思而後行
[00:04:45.200 --> 00:04:48.200]  到底行動之前要不要思考呢
[00:04:48.200 --> 00:04:50.200]  當然要
[00:04:50.200 --> 00:04:52.200]  但你又聽到另外一種說法
[00:04:52.200 --> 00:04:55.600]  就是遲言會失之交臂
[00:04:55.600 --> 00:04:58.600]  到底行動之前要不要思考呢
[00:04:58.600 --> 00:05:01.200]  後面那句就說不要想那麼多了
[00:05:01.200 --> 00:05:03.200]  你就做吧
[00:05:03.200 --> 00:05:08.200]  所以行動之前要不要思考呢
[00:05:08.200 --> 00:05:13.200]  要不要去周詳的運籌為額呢
[00:05:13.200 --> 00:05:16.200]  要又不要
[00:05:16.200 --> 00:05:20.200]  完全是看情況而定
[00:05:20.200 --> 00:05:25.200]  我們現在看看愚昧人到底是什麼人
[00:05:25.200 --> 00:05:27.200]  解決這段經文
[00:05:27.200 --> 00:05:30.200]  你要先解決什麼是愚昧人
[00:05:30.200 --> 00:05:32.200]  誰是愚昧人呢
[00:05:32.200 --> 00:05:34.200]  在舊約聖經裏面
[00:05:34.200 --> 00:05:36.200]  特別在智慧文學裏面
[00:05:36.200 --> 00:05:40.200]  講到愚昧人其實不是那些智商不高
[00:05:40.200 --> 00:05:42.200]  或者沒有見識
[00:05:42.200 --> 00:05:47.200]  或者我們俗語說是笨蛋、傻瓜、蠢貨
[00:05:47.200 --> 00:05:49.200]  不是
[00:05:49.200 --> 00:05:51.200]  舊約裏面講的愚昧人
[00:05:51.200 --> 00:05:54.200]  其實就是那些心中沒有神的人
[00:05:54.200 --> 00:05:56.200]  他們鄙視屬靈事物
[00:05:56.200 --> 00:05:59.200]  然後拒絕神的啟示的人
[00:05:59.200 --> 00:06:01.200]  愚昧人本質上就是
[00:06:01.200 --> 00:06:03.200]  他沒有神
[00:06:03.200 --> 00:06:04.200]  不尊重神
[00:06:04.200 --> 00:06:07.200]  也和神完全沒有關係
[00:06:07.200 --> 00:06:11.200]  愚昧人在舊約裏面有什麼特徵呢
[00:06:11.200 --> 00:06:14.200]  愚昧人的特徵
[00:06:14.200 --> 00:06:18.200]  我將他分類成八類
[00:06:18.200 --> 00:06:20.200]  全部在《針研》裏面都可以找到
[00:06:20.200 --> 00:06:25.200]  我沒有機會和大家一節一節去看
[00:06:25.200 --> 00:06:29.200]  我寫了一個經節在後面大家可以去參考
[00:06:29.200 --> 00:06:33.200]  第一他是摒棄真理的
[00:06:33.200 --> 00:06:35.200]  他不要神的啟示
[00:06:35.200 --> 00:06:42.200]  他不要明白到底這個世界上有什麼主導他生活的原則的真理
[00:06:42.200 --> 00:06:45.200]  然後他是毫無見識的
[00:06:45.200 --> 00:06:49.200]  他也不覺得需要去知道一些東西
[00:06:49.200 --> 00:06:52.200]  最慘的是他自以為是
[00:06:52.200 --> 00:06:55.200]  如果他毫無見識他知道自己沒有見識都可以
[00:06:55.200 --> 00:06:58.200]  他自以為是他覺得自己很好
[00:06:58.200 --> 00:07:01.200]  他認為自己是世上很聰明的人
[00:07:01.200 --> 00:07:05.200]  而不需要神甚至不需要聽別人說
[00:07:05.200 --> 00:07:07.200]  而輕重不分
[00:07:07.200 --> 00:07:09.200]  他不懂人情世故
[00:07:09.200 --> 00:07:13.200]  經常說失時失準和失德
[00:07:13.200 --> 00:07:17.200]  而他容易暴怒
[00:07:17.200 --> 00:07:19.200]  暴怒是怒氣的怒
[00:07:19.200 --> 00:07:22.200]  他很容易發脾氣發火
