
[00:00:00.000 --> 00:00:07.000]  各位午安,我們今天繼續思想路加福音的信息
[00:00:07.000 --> 00:00:12.000]  題目叫做好人,可以上天堂嗎?
[00:00:12.000 --> 00:00:14.000]  你說答案是Yes or No
[00:00:14.000 --> 00:00:19.000]  我們看看聖經怎麼說吧
[00:00:19.000 --> 00:00:21.000]  請我們同心低頭,同祈禱
[00:00:21.000 --> 00:00:25.000]  天父我們再次感謝你,給你寶貴的話語作為我們生命的指引
[00:00:25.000 --> 00:00:31.000]  求你藉著你的話語提醒、勸勉、教導、督責、安慰、改變我們
[00:00:31.000 --> 00:00:34.000]  奉耶穌基督命求,阿們
[00:00:34.000 --> 00:00:38.000]  劉進圖是前香港《明報》的主編
[00:00:38.000 --> 00:00:41.000]  他在香港大學讀書時是讀法律系的
[00:00:41.000 --> 00:00:47.000]  畢業時本來可以做一個優薪厚職的律師
[00:00:47.000 --> 00:00:51.000]  但他不做律師,做一個窮記者
[00:00:51.000 --> 00:00:55.000]  後來漸漸成為《明報》的主編
[00:00:55.000 --> 00:01:02.000]  可能他寫了一些比較敏感的文章刊登在《明報》
[00:01:02.000 --> 00:01:04.000]  所以招來麻煩
[00:01:04.000 --> 00:01:08.000]  有一天他在筹基灣的茶餐廳吃早餐
[00:01:08.000 --> 00:01:10.000]  他每天都如是
[00:01:10.000 --> 00:01:13.000]  誰知突然出現幾個大漢
[00:01:13.000 --> 00:01:15.000]  拿刀來斬他
[00:01:15.000 --> 00:01:18.000]  結果他重傷入醫院
[00:01:18.000 --> 00:01:22.000]  在醫院住了很久,度過了危險時期
[00:01:22.000 --> 00:01:26.000]  然後漸漸身體稍為康復
[00:01:26.000 --> 00:01:29.000]  有一天有個朋友來探望他
[00:01:29.000 --> 00:01:31.000]  跟劉進圖說
[00:01:31.000 --> 00:01:33.000]  你知不知道
[00:01:33.000 --> 00:01:35.000]  你這次被斬
[00:01:35.000 --> 00:01:39.000]  對整個香港有一個震撼性的影響
[00:01:39.000 --> 00:01:42.000]  從未曾試過
[00:01:42.000 --> 00:01:45.000]  好像你被斬的時候
[00:01:45.000 --> 00:01:48.000]  整個香港的傳媒
[00:01:48.000 --> 00:01:50.000]  無論政治立場是怎樣的
[00:01:50.000 --> 00:01:52.000]  無論他們是怎樣看的
[00:01:52.000 --> 00:01:54.000]  無論是八卦新聞
[00:01:54.000 --> 00:01:57.000]  左派報紙,右派報紙,中立報紙
[00:01:57.000 --> 00:01:59.000]  幾乎同一口氣
[00:01:59.000 --> 00:02:01.000]  去責備這次的暴行
[00:02:01.000 --> 00:02:05.000]  強調新聞自由,言論自由
[00:02:05.000 --> 00:02:10.000]  他說你這次被斬
[00:02:10.000 --> 00:02:12.000]  所帶來的結果
[00:02:12.000 --> 00:02:14.000]  遠超過你過去十幾二十年
[00:02:14.000 --> 00:02:17.000]  做記者所帶來的影響
[00:02:17.000 --> 00:02:20.000]  劉進圖聽了這番話之後
[00:02:20.000 --> 00:02:25.000]  他說我用了大部份時間去想他的問題
[00:02:25.000 --> 00:02:28.000]  因為這個朋友所說的問題
[00:02:28.000 --> 00:02:32.000]  是將我有人性以來
[00:02:32.000 --> 00:02:34.000]  一切的信仰
[00:02:34.000 --> 00:02:37.000]  基本的人生觀的意念
[00:02:37.000 --> 00:02:39.000]  是打破了
[00:02:39.000 --> 00:02:41.000]  他是一個基督徒
[00:02:41.000 --> 00:02:43.000]  從小就有這個想法
[00:02:43.000 --> 00:02:45.000]  我怎樣可以榮耀神呢
[00:02:45.000 --> 00:02:47.000]  做學生的一定讀書讀得好
[00:02:47.000 --> 00:02:49.000]  考試好
[00:02:49.000 --> 00:02:51.000]  這樣就榮耀神了
[00:02:51.000 --> 00:02:53.000]  世界上沒有一個人說我胖了可以榮耀神
[00:02:53.000 --> 00:02:55.000]  你不合格怎會榮耀神呢
[00:02:55.000 --> 00:02:57.000]  到你做工的時候
[00:02:57.000 --> 00:02:59.000]  你做一份好工
[00:02:59.000 --> 00:03:01.000]  你有成就的時候
[00:03:01.000 --> 00:03:03.000]  那你榮耀神了
[00:03:03.000 --> 00:03:05.000]  沒理由處處都失敗
[00:03:05.000 --> 00:03:07.000]  做事做不成
[00:03:07.000 --> 00:03:09.000]  被人炒魷魚
[00:03:09.000 --> 00:03:11.000]  他想的就是這樣
[00:03:11.000 --> 00:03:13.000]  也是你和我很多中國人的想法
[00:03:13.000 --> 00:03:15.000]  我們一定要有成就
[00:03:15.000 --> 00:03:17.000]  我們一定要成功
[00:03:17.000 --> 00:03:19.000]  我們一定要出色
[00:03:19.000 --> 00:03:21.000]  我們就能榮耀神了
[00:03:21.000 --> 00:03:23.000]  沒理由我失敗
[00:03:23.000 --> 00:03:25.000]  沒理由我做不成事
[00:03:25.000 --> 00:03:27.000]  我可以榮耀神了
[00:03:27.000 --> 00:03:29.000]  他想想我這次
[00:03:29.000 --> 00:03:31.000]  我什麼都沒做到
[00:03:31.000 --> 00:03:33.000]  是完全被動和被斬
[00:03:33.000 --> 00:03:35.000]  我是被人斬的
[00:03:35.000 --> 00:03:37.000]  我被送去醫院
[00:03:37.000 --> 00:03:39.000]  什麼都做不到
[00:03:39.000 --> 00:03:41.000]  但我朋友竟然說
[00:03:41.000 --> 00:03:43.000]  是因為我被斬被動
[00:03:43.000 --> 00:03:45.000]  在一個毫無付出
[00:03:45.000 --> 00:03:47.000]  任何的能力
[00:03:47.000 --> 00:03:49.000]  這個情況下
[00:03:49.000 --> 00:03:51.000]  才能榮耀神
[00:03:51.000 --> 00:03:53.000]  但是最大的影響
[00:03:53.000 --> 00:03:55.000]  他就摸不清
[00:03:55.000 --> 00:03:57.000]  搞不清
[00:03:57.000 --> 00:03:59.000]  是不是說我以前的想法
[00:03:59.000 --> 00:04:01.000]  是全錯了
[00:04:01.000 --> 00:04:03.000]  他再想想我以前的想法
[00:04:03.000 --> 00:04:05.000]  是一種精英制度
[00:04:05.000 --> 00:04:07.000]  你要厲害的時候才能榮耀神
[00:04:07.000 --> 00:04:09.000]  一將功成
[00:04:09.000 --> 00:04:11.000]  就萬骨枯
[00:04:11.000 --> 00:04:13.000]  你的將領
[00:04:13.000 --> 00:04:15.000]  就要榮耀
[00:04:15.000 --> 00:04:17.000]  但死了的就一點榮耀都沒有
[00:04:17.000 --> 00:04:19.000]  是不是要有成就
[00:04:19.000 --> 00:04:21.000]  出色的人才能榮耀神
[00:04:21.000 --> 00:04:23.000]  我一向讀書
[00:04:23.000 --> 00:04:25.000]  不是那麼厲害
[00:04:25.000 --> 00:04:27.000]  我一向做工也不是那麼厲害
[00:04:27.000 --> 00:04:29.000]  我只是走出來的時候
[00:04:29.000 --> 00:04:31.000]  我一樣可以榮耀神
[00:04:31.000 --> 00:04:33.000]  他就想想他這一套觀念
[00:04:33.000 --> 00:04:35.000]  他成為一個精英和成功神學
[00:04:35.000 --> 00:04:37.000]  有什麼分別
[00:04:37.000 --> 00:04:39.000]  他開始想這個問題
[00:04:39.000 --> 00:04:41.000]  其實柳俊濤的想法
[00:04:41.000 --> 00:04:43.000]  和我們大部分中國人的想法一樣
[00:04:43.000 --> 00:04:45.000]  我們以為
[00:04:45.000 --> 00:04:47.000]  我們出色的時候
[00:04:47.000 --> 00:04:49.000]  出人頭地的時候
[00:04:49.000 --> 00:04:51.000]  我們就會好
[00:04:51.000 --> 00:04:53.000]  我們憑自己的力量
[00:04:53.000 --> 00:04:55.000]  信了耶穌基督的人就以為我們要做些事
[00:04:55.000 --> 00:04:57.000]  我們才能榮耀神
[00:04:57.000 --> 00:04:59.000]  不信耶穌基督的人都認為我們要靠自己
[00:04:59.000 --> 00:05:01.000]  不是靠人
[00:05:01.000 --> 00:05:03.000]  我們叫不棄
[00:05:03.000 --> 00:05:05.000]  靠自己的
[00:05:05.000 --> 00:05:07.000]  不是靠人的
[00:05:07.000 --> 00:05:09.000]  不是靠上帝的
[00:05:09.000 --> 00:05:11.000]  是靠自己的
[00:05:11.000 --> 00:05:13.000]  於是我們就會覺得
[00:05:13.000 --> 00:05:15.000]  如果我做好人上不了天堂
[00:05:15.000 --> 00:05:17.000]  天沒有眼
[00:05:17.000 --> 00:05:19.000]  我們這一套的想法
[00:05:19.000 --> 00:05:21.000]  是深深印在我們很多中國人的心底裡
[00:05:21.000 --> 00:05:23.000]  這幾個星期
[00:05:23.000 --> 00:05:25.000]  我們想到
[00:05:25.000 --> 00:05:27.000]  盧家福的信息
[00:05:27.000 --> 00:05:29.000]  盧家福的信息
[00:05:29.000 --> 00:05:31.000]  盧家福的信息
[00:05:31.000 --> 00:05:33.000]  不斷地告訴我們
[00:05:33.000 --> 00:05:35.000]  強調一件事
[00:05:35.000 --> 00:05:37.000]  我們得救是因為上帝的恩典
[00:05:37.000 --> 00:05:39.000]  不是因為我們守律法
[00:05:39.000 --> 00:05:41.000]  基督教很重視
[00:05:41.000 --> 00:05:43.000]  一件事是什麼呢
[00:05:43.000 --> 00:05:45.000]  是十字架的道理
[00:05:45.000 --> 00:05:47.000]  你看看十字架的耶穌
[00:05:47.000 --> 00:05:49.000]  好像看起來很軟弱
[00:05:49.000 --> 00:05:51.000]  被打不還手被罵不還口
[00:05:51.000 --> 00:05:53.000]  但是你看看今天
[00:05:53.000 --> 00:05:55.000]  誰征服了這個世界
[00:05:55.000 --> 00:05:57.000]  是不是希特勒
[00:05:57.000 --> 00:05:59.000]  是不是毛澤東
[00:05:59.000 --> 00:06:01.000]  是不是拿破侖
[00:06:01.000 --> 00:06:03.000]  不是啊
[00:06:03.000 --> 00:06:05.000]  是被打不還手被罵不還口
[00:06:05.000 --> 00:06:07.000]  耶穌基督征服了多少
[00:06:07.000 --> 00:06:09.000]  剛硬的心腸
[00:06:09.000 --> 00:06:11.000]  每個星期有多少人走來敬拜他
[00:06:11.000 --> 00:06:13.000]  就好像保羅在哥林多前書說
[00:06:13.000 --> 00:06:15.000]  希臘人就要求智慧
[00:06:15.000 --> 00:06:17.000]  以為智慧厲害的時候就榮耀神
[00:06:17.000 --> 00:06:19.000]  猶太人就要求神蹟
[00:06:19.000 --> 00:06:21.000]  走神蹟的時候就威了
[00:06:21.000 --> 00:06:23.000]  但是我們所相信的就是耶穌基督的十字架
[00:06:23.000 --> 00:06:25.000]  因為
[00:06:25.000 --> 00:06:27.000]  十字架
[00:06:27.000 --> 00:06:29.000]  就是神的大能
[00:06:29.000 --> 00:06:31.000]  但是我們不是這樣想的
[00:06:31.000 --> 00:06:33.000]  我們很多時候
[00:06:33.000 --> 00:06:35.000]  我們想法就是認為
[00:06:35.000 --> 00:06:37.000]  是要靠自己
[00:06:37.000 --> 00:06:39.000]  靠自己才行
[00:06:39.000 --> 00:06:41.000]  靠上帝?
[00:06:41.000 --> 00:06:43.000]  這麼沒骨氣?
[00:06:43.000 --> 00:06:45.000]  軟弱的人才會
[00:06:45.000 --> 00:06:47.000]  我要靠我自己去行
[00:06:47.000 --> 00:06:49.000]  去做,那我就會上到天堂
[00:06:49.000 --> 00:06:53.000]  基督教不是說叫我們不做好人
[00:06:53.000 --> 00:06:55.000]  基督教是告訴你
[00:06:55.000 --> 00:06:57.000]  做好人是不可救的
[00:06:57.000 --> 00:06:59.000]  你是上不到天堂的
[00:06:59.000 --> 00:07:01.000]  我舉個很簡單的例子
[00:07:01.000 --> 00:07:03.000]  待會完崇拜的時候
[00:07:03.000 --> 00:07:05.000]  我們一起舉行一個游水比賽
[00:07:05.000 --> 00:07:07.000]  全部跳到漁人碼頭
[00:07:07.000 --> 00:07:09.000]  然後游水
[00:07:09.000 --> 00:07:11.000]  游去哪裡?游去香港
[00:07:11.000 --> 00:07:13.000]  沒有人會游得到
[00:07:13.000 --> 00:07:15.000]  一定游不到
[00:07:15.000 --> 00:07:17.000]  是不是?
[00:07:17.000 --> 00:07:19.000]  我不是說游水不好
[00:07:19.000 --> 00:07:21.000]  但是你用游水去香港
[00:07:21.000 --> 00:07:23.000]  香港是完全不切實際的
[00:07:23.000 --> 00:07:25.000]  因為你不可能游得到
[00:07:25.000 --> 00:07:27.000]  我就發覺游不到
[00:07:27.000 --> 00:07:29.000]  Eric他認為游
[00:07:29.000 --> 00:07:31.000]  那不就每天都在操水
[00:07:31.000 --> 00:07:33.000]  我說對不起
[00:07:33.000 --> 00:07:35.000]  我今天明天坐飛機回香港
[00:07:35.000 --> 00:07:37.000]  我相信飛機會飛我去
[00:07:37.000 --> 00:07:39.000]  不是我相信我的能力能游水游到去
[00:07:39.000 --> 00:07:41.000]  同樣都是
[00:07:41.000 --> 00:07:43.000]  張力生是一個很出名的
[00:07:43.000 --> 00:07:45.000]  中國的哲學家
[00:07:45.000 --> 00:07:47.000]  他就說過一句話
[00:07:47.000 --> 00:07:49.000]  後期他信了耶穌的時候
[00:07:49.000 --> 00:07:51.000]  你不能自救
[00:07:51.000 --> 00:07:53.000]  壯士不能自舉其身
[00:07:53.000 --> 00:07:55.000]  你這麼大都不能綁起自己
[00:07:55.000 --> 00:07:57.000]  你在沉溺的時候
[00:07:57.000 --> 00:07:59.000]  你不可以在那裡
[00:07:59.000 --> 00:08:01.000]  我教你游自由式
[00:08:01.000 --> 00:08:03.000]  不可以的
[00:08:03.000 --> 00:08:05.000]  是需要一個人救你
[00:08:05.000 --> 00:08:07.000]  同樣如果你要承受永生的時候
[00:08:07.000 --> 00:08:09.000]  唯一的盼望是靠上帝的恩典
[00:08:09.000 --> 00:08:11.000]  不是靠你守律法
[00:08:11.000 --> 00:08:13.000]  所以在路加福音第十七章
[00:08:13.000 --> 00:08:15.000]  十八章就強調一件事
[00:08:15.000 --> 00:08:17.000]  不是守律法
[00:08:17.000 --> 00:08:19.000]  祈禱也不是守律法
[00:08:19.000 --> 00:08:21.000]  人生不是靠著我們自己的能力
[00:08:21.000 --> 00:08:23.000]  可以做到什麼
[00:08:23.000 --> 00:08:25.000]  是上帝的恩典
[00:08:25.000 --> 00:08:27.000]  路加福音第十八章的時候
[00:08:27.000 --> 00:08:29.000]  他就將兩個故事連在一起來說
[00:08:29.000 --> 00:08:31.000]  第一個故事就是
[00:08:31.000 --> 00:08:33.000]  第十五至十七節
[00:08:33.000 --> 00:08:35.000]  主題就是
[00:08:35.000 --> 00:08:37.000]  承受神的歌
[00:08:37.000 --> 00:08:39.000]  承受神的歌
[00:08:39.000 --> 00:08:41.000]  就是怎樣上天堂
[00:08:41.000 --> 00:08:43.000]  第二段就是十八節至二十三節
[00:08:43.000 --> 00:08:45.000]  就是這個有錢人
[00:08:45.000 --> 00:08:47.000]  又是問一個問題
[00:08:47.000 --> 00:08:49.000]  怎樣去承受永生
[00:08:49.000 --> 00:08:51.000]  又怎樣上天堂
[00:08:51.000 --> 00:08:53.000]  所以這兩段聖經
[00:08:53.000 --> 00:08:55.000]  都有同一個主題
[00:08:55.000 --> 00:08:57.000]  第一段聖經是小朋友
[00:08:57.000 --> 00:08:59.000]  講及到
[00:08:59.000 --> 00:09:01.000]  承受天國
[00:09:01.000 --> 00:09:03.000]  好像小朋友一樣
[00:09:03.000 --> 00:09:05.000]  不是因為小朋友天真無邪
[00:09:05.000 --> 00:09:07.000]  是講到他無助
[00:09:07.000 --> 00:09:09.000]  西蚊仔是講到無助
[00:09:09.000 --> 00:09:11.000]  無能是要依靠
[00:09:11.000 --> 00:09:13.000]  是只靠父母的恩惠
[00:09:13.000 --> 00:09:15.000]  他才可以長大
[00:09:15.000 --> 00:09:17.000]  他才有飯吃
[00:09:17.000 --> 00:09:19.000]  才有房子住
[00:09:19.000 --> 00:09:21.000]  第二段聖經講到承受永生
[00:09:21.000 --> 00:09:23.000]  怎樣上天堂
[00:09:23.000 --> 00:09:25.000]  他就不是一個小蚊仔
[00:09:25.000 --> 00:09:27.000]  是講到另外一個例子
[00:09:27.000 --> 00:09:29.000]  有一個有錢人
[00:09:29.000 --> 00:09:31.000]  靠自己的有錢人
[00:09:31.000 --> 00:09:33.000]  是給這兩個故事來
[00:09:33.000 --> 00:09:35.000]  告訴我們
[00:09:35.000 --> 00:09:37.000]  究竟是恩典還是做好人
[00:09:37.000 --> 00:09:39.000]  或者我們試試詳細來看一看
[00:09:39.000 --> 00:09:41.000]  第二個故事
[00:09:41.000 --> 00:09:43.000]  然後我們才回到
[00:09:43.000 --> 00:09:45.000]  第一個故事
[00:09:45.000 --> 00:09:47.000]  第二個故事是講到一個絕對的好人
[00:09:47.000 --> 00:09:49.000]  一個很有趣的故事
[00:09:49.000 --> 00:09:51.000]  這個主人翁是誰呢
[00:09:51.000 --> 00:09:53.000]  我叫絕對好人
[00:09:53.000 --> 00:09:55.000]  十八節
[00:09:55.000 --> 00:09:57.000]  我告訴他們
[00:09:57.000 --> 00:09:59.000]  第十八節
[00:09:59.000 --> 00:10:01.000]  聖經告訴他們
[00:10:01.000 --> 00:10:03.000]  有一個官
[00:10:03.000 --> 00:10:05.000]  希臘文的官叫阿克
