
[00:00:00.000 --> 00:00:05.600]  我們繼續思想尼西米計的訊息
[00:00:05.600 --> 00:00:07.600]  請我們同心一同的祈禱
[00:00:07.600 --> 00:00:09.600]  天父我們再一次感謝你
[00:00:09.600 --> 00:00:11.600]  給你寶貴的話語作為我們生命的指引
[00:00:11.600 --> 00:00:13.600]  求你藉著你的話語提醒
[00:00:13.600 --> 00:00:15.600]  勸勉 安慰 督責
[00:00:15.600 --> 00:00:17.600]  改變我們
[00:00:17.600 --> 00:00:19.600]  奉耶穌基督命強
[00:00:19.600 --> 00:00:21.600]  阿門
[00:00:21.600 --> 00:00:23.600]  無名英雄
[00:00:23.600 --> 00:00:25.600]  好幾年前
[00:00:25.600 --> 00:00:27.600]  我有機會被邀請到美國
[00:00:27.600 --> 00:00:31.600]  美國博導會的一個聚會
[00:00:31.600 --> 00:00:33.600]  他們請了三個講員
[00:00:33.600 --> 00:00:35.600]  我是其中一個
[00:00:35.600 --> 00:00:37.600]  一去到的時候
[00:00:37.600 --> 00:00:39.600]  就看一下秩序表
[00:00:39.600 --> 00:00:41.600]  有講員簡介
[00:00:41.600 --> 00:00:43.600]  講到
[00:00:43.600 --> 00:00:45.600]  頭兩個講員
[00:00:45.600 --> 00:00:47.600]  就很詳細介紹
[00:00:47.600 --> 00:00:49.600]  在哪裡拿到博士
[00:00:49.600 --> 00:00:51.600]  在哪裡
[00:00:51.600 --> 00:00:53.600]  到介紹我的時候
[00:00:53.600 --> 00:00:55.600]  就說了簡單一句
[00:00:55.600 --> 00:00:57.600]  三藩市博導會主任牧師蘇穎蕊
[00:00:57.600 --> 00:01:01.600]  我看到有些不舒服
[00:01:01.600 --> 00:01:05.600]  我想一想
[00:01:05.600 --> 00:01:07.600]  他們兩個有博士
[00:01:07.600 --> 00:01:09.600]  我也有博士
[00:01:09.600 --> 00:01:11.600]  如果你不知道
[00:01:11.600 --> 00:01:13.600]  你也要問一下才寫下去
[00:01:13.600 --> 00:01:17.600]  為什麼特意
[00:01:17.600 --> 00:01:19.600]  我沒有
[00:01:19.600 --> 00:01:21.600]  他們兩個有呢
[00:01:21.600 --> 00:01:23.600]  心裡有些不舒服
[00:01:23.600 --> 00:01:25.600]  正是不舒服的時候
[00:01:25.600 --> 00:01:27.600]  突然間有個意念
[00:01:27.600 --> 00:01:29.600]  有個意念
[00:01:29.600 --> 00:01:31.600]  有沒有搞錯
[00:01:31.600 --> 00:01:33.600]  人家不寫你博士
[00:01:33.600 --> 00:01:35.600]  你就不舒服
[00:01:35.600 --> 00:01:37.600]  你這麼自卑
[00:01:37.600 --> 00:01:39.600]  你看這些
[00:01:39.600 --> 00:01:41.600]  你看這些
[00:01:41.600 --> 00:01:43.600]  看得很重要嗎
[00:01:43.600 --> 00:01:47.600]  自己心裡
[00:01:47.600 --> 00:01:49.600]  又在責備自己
[00:01:51.600 --> 00:01:53.600]  自己說為什麼這麼世俗化
[00:01:53.600 --> 00:01:55.600]  是不是要
[00:01:55.600 --> 00:01:57.600]  做個博士你就威風一點
[00:01:57.600 --> 00:02:01.600]  我又記得很多年前
[00:02:01.600 --> 00:02:03.600]  有一天接到電話
[00:02:03.600 --> 00:02:05.600]  小學同學打電話來
[00:02:05.600 --> 00:02:07.600]  蘇穎蕊
[00:02:07.600 --> 00:02:11.600]  我們聯絡了十幾個小學同學
[00:02:11.600 --> 00:02:15.600]  一起喝茶
[00:02:15.600 --> 00:02:17.600]  有沒有興趣
[00:02:17.600 --> 00:02:19.600]  幾十年沒見過
[00:02:19.600 --> 00:02:21.600]  見到同學
[00:02:21.600 --> 00:02:23.600]  我是香港大埔
[00:02:23.600 --> 00:02:25.600]  觀立小學畢業的
[00:02:25.600 --> 00:02:27.600]  有沒有人是大埔觀立小學
[00:02:27.600 --> 00:02:29.600]  沒有
[00:02:29.600 --> 00:02:31.600]  去到有大約
[00:02:31.600 --> 00:02:33.600]  十二個
[00:02:33.600 --> 00:02:35.600]  都還沒坐下
[00:02:35.600 --> 00:02:37.600]  就已經第一個節目開始了
[00:02:37.600 --> 00:02:39.600]  第一個節目是什麼呢
[00:02:39.600 --> 00:02:41.600]  個個就在錢包裡面
[00:02:41.600 --> 00:02:43.600]  就派卡片
[00:02:43.600 --> 00:02:45.600]  個個都派卡片
[00:02:45.600 --> 00:02:47.600]  我一向都沒有卡片
[00:02:47.600 --> 00:02:49.600]  所以
[00:02:49.600 --> 00:02:51.600]  只有十一張卡片
[00:02:51.600 --> 00:02:53.600]  我就拿同學的卡片
[00:02:53.600 --> 00:02:55.600]  來看
[00:02:55.600 --> 00:02:57.600]  很威風
[00:02:57.600 --> 00:02:59.600]  大埔觀立小學
[00:02:59.600 --> 00:03:01.600]  是一間不錯的小學
[00:03:01.600 --> 00:03:03.600]  培育英才
[00:03:03.600 --> 00:03:05.600]  又有校長
[00:03:05.600 --> 00:03:07.600]  又有CEO
[00:03:07.600 --> 00:03:09.600]  又有經理
[00:03:09.600 --> 00:03:11.600]  哇
[00:03:11.600 --> 00:03:13.600]  很厲害
[00:03:13.600 --> 00:03:15.600]  因為個個都有卡片
[00:03:15.600 --> 00:03:17.600]  派卡片
[00:03:17.600 --> 00:03:19.600]  我沒有
[00:03:19.600 --> 00:03:21.600]  所以我就突出
[00:03:21.600 --> 00:03:23.600]  有個女同學就問
[00:03:23.600 --> 00:03:25.600]  你做什麼的
[00:03:25.600 --> 00:03:27.600]  我就說
[00:03:27.600 --> 00:03:29.600]  我做牧師
[00:03:29.600 --> 00:03:31.600]  十一個同學就大聲說
[00:03:31.600 --> 00:03:33.600]  做牧師
[00:03:33.600 --> 00:03:35.600]  你可想而知
[00:03:35.600 --> 00:03:37.600]  我小學是一個什麼人
[00:03:37.600 --> 00:03:39.600]  接著
[00:03:39.600 --> 00:03:41.600]  第二個節目開始了
[00:03:41.600 --> 00:03:43.600]  就討論什麼叫做牧師
[00:03:43.600 --> 00:03:45.600]  做什麼的
[00:03:45.600 --> 00:03:47.600]  於是就問
[00:03:47.600 --> 00:03:49.600]  牧師能不能分數
[00:03:49.600 --> 00:03:51.600]  我當然能分數
[00:03:51.600 --> 00:03:53.600]  不然我怎麼會有兩個兒女
[00:03:53.600 --> 00:03:55.600]  牧師怎樣
[00:03:55.600 --> 00:03:57.600]  一連串的問題
[00:03:57.600 --> 00:03:59.600]  我想不行
[00:03:59.600 --> 00:04:01.600]  我就跟他說
[00:04:01.600 --> 00:04:03.600]  做牧師都不簡單
[00:04:03.600 --> 00:04:05.600]  我
[00:04:05.600 --> 00:04:07.600]  大埔觀立小學畢業之後
[00:04:07.600 --> 00:04:09.600]  就去了黃仁中學讀書
[00:04:09.600 --> 00:04:11.600]  就是孫中山那時候讀的那間學校
[00:04:11.600 --> 00:04:13.600]  接著就去了香港大學讀書
[00:04:13.600 --> 00:04:15.600]  也就是孫中山那時候讀的那間學校
[00:04:15.600 --> 00:04:19.600]  然後我就拿到一級榮譽
[00:04:19.600 --> 00:04:21.600]  然後我就去了美國讀書
[00:04:21.600 --> 00:04:25.600]  去了西敏茲神學院
[00:04:25.600 --> 00:04:27.600]  接著去普林斯頓神學院
[00:04:27.600 --> 00:04:29.600]  在普林斯頓的時候我住的那條街
[00:04:29.600 --> 00:04:31.600]  就是愛因斯坦住的那條街
[00:04:31.600 --> 00:04:33.600]  愛因斯坦在普林斯頓
[00:04:33.600 --> 00:04:35.600]  教書的時候
[00:04:35.600 --> 00:04:37.600]  是住那條街
[00:04:37.600 --> 00:04:39.600]  我也是住那條街
[00:04:39.600 --> 00:04:41.600]  我一邊說的時候
[00:04:41.600 --> 00:04:43.600]  突然間自己問
[00:04:43.600 --> 00:04:45.600]  你說什麼
[00:04:45.600 --> 00:04:47.600]  我心裡面說
[00:04:47.600 --> 00:04:49.600]  其實我的意思是
[00:04:49.600 --> 00:04:51.600]  你不要小看我
[00:04:51.600 --> 00:04:53.600]  雖然我沒有卡片
[00:04:53.600 --> 00:04:55.600]  有多少人像我一樣
[00:04:55.600 --> 00:04:57.600]  跟孫中山同校
[00:04:57.600 --> 00:04:59.600]  有多少人像我一樣
[00:04:59.600 --> 00:05:01.600]  跟愛因斯坦同一條街住
[00:05:01.600 --> 00:05:05.600]  其實自己想想
[00:05:05.600 --> 00:05:07.600]  自卑
[00:05:07.600 --> 00:05:09.600]  自己的虛銜
[00:05:09.600 --> 00:05:11.600]  就可以抬高自己的身份
[00:05:11.600 --> 00:05:13.600]  別人就會崇高你
[00:05:13.600 --> 00:05:15.600]  有人會說不錯啊
[00:05:15.600 --> 00:05:17.600]  這個宋牧師啊
[00:05:17.600 --> 00:05:19.600]  名字對一個人
[00:05:19.600 --> 00:05:21.600]  是很重要的
[00:05:21.600 --> 00:05:25.600]  我退休的時候
[00:05:25.600 --> 00:05:29.600]  我打算回香港大學讀書
[00:05:29.600 --> 00:05:35.600]  有時候也挺尷尬的
[00:05:35.600 --> 00:05:37.600]  我看看周圍的
[00:05:37.600 --> 00:05:39.600]  我的子女也比他們大
[00:05:39.600 --> 00:05:43.600]  全部都是年輕人
[00:05:43.600 --> 00:05:47.600]  有一天放學
[00:05:47.600 --> 00:05:49.600]  坐巴士離開
[00:05:49.600 --> 00:05:51.600]  有一個
[00:05:51.600 --> 00:05:53.600]  我想是從中國來的
[00:05:53.600 --> 00:05:55.600]  在香港大學讀PhD的
[00:05:55.600 --> 00:05:57.600]  他問我
[00:05:57.600 --> 00:06:01.600]  為什麼你年紀這麼大也來讀書
[00:06:01.600 --> 00:06:03.600]  他問我
[00:06:03.600 --> 00:06:05.600]  我就跟他說
[00:06:05.600 --> 00:06:09.600]  當時我就跟他說
[00:06:09.600 --> 00:06:11.600]  這是我第二個博士學位
[00:06:11.600 --> 00:06:13.600]  這是我第二個博士學位
[00:06:13.600 --> 00:06:15.600]  他聽完之後
[00:06:15.600 --> 00:06:17.600]  就肅然起敬
[00:06:17.600 --> 00:06:19.600]  你這樣說
[00:06:19.600 --> 00:06:21.600]  自己心裡在想
[00:06:21.600 --> 00:06:23.600]  自卑
[00:06:23.600 --> 00:06:25.600]  以為這些
[00:06:25.600 --> 00:06:27.600]  就可以抬高自己
[00:06:27.600 --> 00:06:29.600]  你發覺現代人
[00:06:29.600 --> 00:06:31.600]  也是這樣
[00:06:31.600 --> 00:06:33.600]  我不知道
[00:06:33.600 --> 00:06:35.600]  我特別敏感
[00:06:35.600 --> 00:06:37.600]  其實
[00:06:37.600 --> 00:06:39.600]  全部是因為自卑怕人小看
[00:06:39.600 --> 00:06:41.600]  靠這些
[00:06:41.600 --> 00:06:43.600]  以為可以抬高自己的身份
[00:06:43.600 --> 00:06:45.600]  香港
[00:06:45.600 --> 00:06:47.600]  有些人拍卡片
[00:06:47.600 --> 00:06:49.600]  不是一張卡片
[00:06:49.600 --> 00:06:51.600]  一堆一堆的
[00:06:51.600 --> 00:06:53.600]  什麼街坊
[00:06:53.600 --> 00:06:55.600]  街坊主席
[00:06:55.600 --> 00:06:57.600]  什麼獅子會主席
[00:06:57.600 --> 00:06:59.600]  一連串的
[00:06:59.600 --> 00:07:01.600]  其實
[00:07:01.600 --> 00:07:03.600]  名字是否這麼重要
[00:07:03.600 --> 00:07:07.600]  名字是否真的可以叫人
[00:07:07.600 --> 00:07:09.600]  抬高自己的身份
[00:07:09.600 --> 00:07:13.600]  其實
[00:07:13.600 --> 00:07:15.600]  這些是假象
[00:07:15.600 --> 00:07:17.600]  不是真正能夠
[00:07:17.600 --> 00:07:19.600]  一個人
[00:07:19.600 --> 00:07:21.600]  是你的人
[00:07:21.600 --> 00:07:23.600]  比你有多少銜頭重要
[00:07:23.600 --> 00:07:25.600]  你的銜頭
[00:07:25.600 --> 00:07:27.600]  很多時候
[00:07:27.600 --> 00:07:29.600]  只不過是給你一個假象
[00:07:29.600 --> 00:07:33.600]  我有機會
[00:07:33.600 --> 00:07:35.600]  去
[00:07:35.600 --> 00:07:37.600]  東岸旅行的時候
[00:07:37.600 --> 00:07:41.600]  在華盛頓
[00:07:41.600 --> 00:07:43.600]  有很多很出名的人
[00:07:43.600 --> 00:07:45.600]  一個
[00:07:45.600 --> 00:07:47.600]  華盛頓
[00:07:47.600 --> 00:07:49.600]  富林克林
[00:07:49.600 --> 00:07:51.600]  林肯
[00:07:51.600 --> 00:07:53.600]  美國英雄
[00:07:53.600 --> 00:07:55.600]  我突然想起中國人的一句話
[00:07:55.600 --> 00:07:57.600]  一仗功成
[00:07:57.600 --> 00:07:59.600]  就萬骨枯
[00:07:59.600 --> 00:08:01.600]  一個人
[00:08:01.600 --> 00:08:03.600]  他能夠成功
[00:08:03.600 --> 00:08:05.600]  一個人他能夠出名
[00:08:05.600 --> 00:08:07.600]  一個人他能夠有成就
[00:08:07.600 --> 00:08:09.600]  其實後面有很多很多人
[00:08:09.600 --> 00:08:11.600]  每逢星期四
[00:08:11.600 --> 00:08:13.600]  早上
