
[00:00:00.000 --> 00:00:02.720]  在新聞的報告
[00:00:02.720 --> 00:00:09.160]  給我們看到前天一場的黃雨
[00:00:09.160 --> 00:00:11.160]  我不知道大家有多少人
[00:00:11.160 --> 00:00:13.160]  有經歷過那場黃雨
[00:00:13.160 --> 00:00:15.160]  可不可以舉舉手啊
[00:00:15.160 --> 00:00:17.160]  這裡很少啊
[00:00:17.160 --> 00:00:21.200]  一個兩個小時的黃雨
[00:00:21.200 --> 00:00:26.080]  令到在彩虹區
[00:00:26.080 --> 00:00:30.560]  水浸街 入鋪 入學校
[00:00:30.560 --> 00:00:33.280]  很多車要被拖走
[00:00:33.280 --> 00:00:34.560]  死火
[00:00:34.560 --> 00:00:38.920]  主要原因就是那條彩虹河
[00:00:38.920 --> 00:00:39.920]  是不是那裡啊
[00:00:39.920 --> 00:00:43.520]  在那個地方排水沒那麼快
[00:00:43.520 --> 00:00:46.000]  帶來的結果就是水浸
[00:00:46.000 --> 00:00:48.000]  我不知道大家有沒有想過
[00:00:48.000 --> 00:00:50.000]  在你的心中
[00:00:50.000 --> 00:00:53.920]  有多少人有試過因為黑雨水浸屋的
[00:00:53.920 --> 00:00:55.120]  舉手好不好啊
[00:00:55.120 --> 00:00:58.160]  試過黑雨 很大的雨
[00:00:58.160 --> 00:01:00.400]  甚至那些水衝入你的屋
[00:01:00.400 --> 00:01:01.400]  浸過屋的
[00:01:01.400 --> 00:01:03.400]  可不可以舉手啊
[00:01:03.400 --> 00:01:05.400]  在香港很少啊
[00:01:05.400 --> 00:01:09.200]  我就試過很多狼狽的現象
[00:01:09.200 --> 00:01:12.000]  以前住的地方有試過
[00:01:12.000 --> 00:01:13.520]  後來也試過
[00:01:13.520 --> 00:01:15.520]  甚至我沒想過
[00:01:15.520 --> 00:01:17.520]  住在華景也試過
[00:01:17.520 --> 00:01:19.520]  因為已經住在四樓了
[00:01:19.520 --> 00:01:22.800]  主要那些水入屋是在哪裡入呢
[00:01:22.800 --> 00:01:24.800]  是在窗台里入
[00:01:24.800 --> 00:01:26.800]  是因為太大雨了
[00:01:26.800 --> 00:01:29.800]  所以就在窗台里一直滲水
[00:01:29.800 --> 00:01:32.640]  冷氣機里滲水 一直滲下去
[00:01:32.640 --> 00:01:35.520]  滲到接都接不到
[00:01:35.520 --> 00:01:37.520]  多得非常厲害
[00:01:37.520 --> 00:01:41.520]  這個都是風加上雨產生的一個過後
[00:01:41.520 --> 00:01:45.200]  但我就試過去探一些在西環
[00:01:45.200 --> 00:01:48.720]  賣海味店的一些老闆
[00:01:48.720 --> 00:01:51.360]  因為有些是美國那邊回來的
[00:01:51.360 --> 00:01:55.680]  我也有一段時間關心過其中一個家庭
[00:01:55.680 --> 00:01:57.360]  他們的海味店
[00:01:57.360 --> 00:01:59.920]  就是因為水浸的那個時間
[00:01:59.920 --> 00:02:04.160]  是損失了超過四百多萬
[00:02:04.160 --> 00:02:06.560]  他們自己的海味
[00:02:06.560 --> 00:02:08.240]  濕透了
[00:02:08.240 --> 00:02:11.360]  完全沒辦法防止水湧進去
[00:02:11.360 --> 00:02:13.040]  那水高成什麼樣呢
[00:02:13.040 --> 00:02:15.040]  他說進了一個鋪里
[00:02:15.040 --> 00:02:17.040]  其實有幾級才能到下面
[00:02:17.040 --> 00:02:19.920]  進了鋪還要多三尺水
[00:02:19.920 --> 00:02:22.480]  所以變成他們搬都搬不及
[00:02:22.480 --> 00:02:23.920]  來得太快
[00:02:23.920 --> 00:02:25.920]  結果是損失慘重
[00:02:25.920 --> 00:02:27.920]  各位親愛的弟兄姐妹
[00:02:27.920 --> 00:02:29.440]  在這些情形下
[00:02:29.440 --> 00:02:32.800]  你和我可以有什麼出路呢
[00:02:32.800 --> 00:02:34.400]  另一方面在這個世界里
[00:02:34.400 --> 00:02:36.720]  也有各種不同的
[00:02:36.720 --> 00:02:40.880]  禍患、逆境、災難會發生
[00:02:40.880 --> 00:02:44.080]  有個弟兄寫了一篇見證
[00:02:44.080 --> 00:02:46.400]  他有一次在一個暴動里
[00:02:46.400 --> 00:02:48.240]  胸口中槍
[00:02:48.240 --> 00:02:50.000]  他以為死定了
[00:02:50.000 --> 00:02:52.640]  誰知道後來他被救了之後
[00:02:52.640 --> 00:02:54.480]  他沒死
[00:02:54.480 --> 00:02:56.960]  那些救援員在他胸口
[00:02:56.960 --> 00:02:58.560]  在美國那邊
[00:02:58.560 --> 00:03:00.000]  就在一個標袋里
[00:03:00.000 --> 00:03:04.240]  帶著一本新約傳書
[00:03:04.240 --> 00:03:06.880]  那本新約傳書
[00:03:06.880 --> 00:03:09.280]  就被子彈打中了
[00:03:09.280 --> 00:03:10.800]  打中的時候
[00:03:10.800 --> 00:03:15.040]  是整本聖經花了很多
[00:03:15.040 --> 00:03:16.080]  然後進去了
[00:03:16.080 --> 00:03:18.160]  但是沒穿過
[00:03:18.160 --> 00:03:20.640]  就是這樣
[00:03:20.640 --> 00:03:23.440]  結果就是那本聖經救了他的命
[00:03:23.440 --> 00:03:25.200]  你說是不是大運啊
[00:03:25.200 --> 00:03:27.600]  有多少人認為這個真的是非常大運
[00:03:27.600 --> 00:03:28.880]  可不可以舉手
[00:03:28.880 --> 00:03:32.960]  哇 真的是很大運
[00:03:32.960 --> 00:03:36.080]  另外我姐夫撞車
[00:03:36.080 --> 00:03:38.160]  在加拿大撞車
[00:03:38.160 --> 00:03:39.520]  那為什麼會撞車呢
[00:03:39.520 --> 00:03:43.840]  因為前面有一輛貨車
[00:03:43.840 --> 00:03:45.280]  開得很慢
[00:03:45.280 --> 00:03:51.680]  後面有一輛二十多三十尺長的車
[00:03:51.680 --> 00:03:55.920]  在後面一直跟著它
[00:03:55.920 --> 00:03:58.000]  前面的貨車在倒車的時候
[00:03:58.000 --> 00:03:59.120]  它就倒車了
[00:03:59.120 --> 00:04:03.760]  但是後面的車就剎不住車鎖
[00:04:03.760 --> 00:04:05.760]  結果撞了它
[00:04:05.760 --> 00:04:09.040]  以至車就撞了前面的貨車
[00:04:09.040 --> 00:04:10.320]  就成為三文治
[00:04:10.320 --> 00:04:11.280]  夾住
[00:04:11.280 --> 00:04:13.440]  一夾住車頭
[00:04:13.440 --> 00:04:16.560]  就夾到被人推起了
[00:04:16.560 --> 00:04:17.920]  他們兩個
[00:04:17.920 --> 00:04:20.480]  我姐姐和我姐夫
[00:04:20.480 --> 00:04:21.600]  昏迷了
[00:04:21.600 --> 00:04:23.680]  就在車裡面
[00:04:23.680 --> 00:04:25.520]  結果過了沒多久
[00:04:25.520 --> 00:04:28.480]  當消防員來的時候偷拍他
[00:04:28.480 --> 00:04:30.720]  他就問了一個問題
[00:04:30.720 --> 00:04:33.280]  我是不是在天堂
[00:04:33.280 --> 00:04:35.120]  他以為他去了天堂
[00:04:35.120 --> 00:04:37.360]  那為什麼會沒死呢
[00:04:37.360 --> 00:04:40.880]  原來就是因為那些氣袋
[00:04:40.880 --> 00:04:43.920]  那些救生氣袋
[00:04:43.920 --> 00:04:45.440]  彈了出來
[00:04:45.440 --> 00:04:47.680]  就是車彈了出來的時候
[00:04:47.680 --> 00:04:48.800]  它就趴在那裡
[00:04:48.800 --> 00:04:51.120]  結果就是這樣
[00:04:51.120 --> 00:04:52.320]  它就昏迷了一會
[00:04:52.320 --> 00:04:53.040]  昏迷了之後
[00:04:53.040 --> 00:04:54.000]  後來醒來的時候
[00:04:54.000 --> 00:04:56.080]  他以為它已經死了
[00:04:56.080 --> 00:04:57.440]  因為看到整輛車
[00:04:57.440 --> 00:05:00.000]  完全後面有扁
[00:05:00.000 --> 00:05:01.440]  前面有扁
[00:05:01.440 --> 00:05:05.840]  他們竟然兩個都可以安然無恙
[00:05:05.840 --> 00:05:07.600]  不過脖子有一段時間
[00:05:07.600 --> 00:05:09.760]  是需要做一些治療
[00:05:09.760 --> 00:05:11.040]  就是這麼簡單
[00:05:11.040 --> 00:05:12.560]  是不是夠運呢?
[00:05:12.560 --> 00:05:13.600]  有幾個人覺得夠運的
[00:05:13.600 --> 00:05:15.120]  有沒有舉手?
[00:05:15.120 --> 00:05:18.720]  這些情形下通常都會死的
[00:05:18.720 --> 00:05:22.000]  但是我又想問一問
[00:05:22.000 --> 00:05:26.880]  如果你在飛機
[00:05:26.880 --> 00:05:29.440]  鏟了下海
[00:05:29.440 --> 00:05:31.840]  結果就沈到一千尺
[00:05:31.840 --> 00:05:34.640]  這麼深的地方
[00:05:34.640 --> 00:05:36.880]  有幾個人你相信
[00:05:36.880 --> 00:05:39.040]  如果你在那架飛機那裡
[00:05:39.040 --> 00:05:40.560]  你會沒命的
[00:05:40.560 --> 00:05:43.520]  有沒有舉手?
[00:05:43.520 --> 00:05:45.600]  馬航
[00:05:45.600 --> 00:05:48.000]  其中一個例子
[00:05:48.000 --> 00:05:52.560]  到底有什麼會令到我們走投無路
[00:05:52.560 --> 00:05:54.160]  死定了呢?
[00:05:54.160 --> 00:05:55.760]  沙士
[00:05:55.760 --> 00:05:58.960]  我們那時候都非常擔心香港的成員
[00:05:58.960 --> 00:06:02.480]  哇,很快就又入院了
[00:06:02.480 --> 00:06:03.520]  這個是入院
[00:06:03.520 --> 00:06:06.080]  還有我們教會的每個人都戴上口罩崇拜
[00:06:06.080 --> 00:06:09.280]  然後醫院那邊開了一些直播
[00:06:09.280 --> 00:06:12.000]  讓我們的崇拜可以播放給他們看
[00:06:12.000 --> 00:06:13.920]  直接直播
[00:06:13.920 --> 00:06:16.000]  在那個時間
[00:06:16.000 --> 00:06:17.200]  特別是在我們教會裡面
[00:06:17.200 --> 00:06:20.960]  很多的醫護人員都是非常危險的
[00:06:20.960 --> 00:06:23.040]  有個醫生死亡
[00:06:23.040 --> 00:06:25.280]  就在那個時間去世
[00:06:25.280 --> 00:06:27.280]  有個弟兄和我們分享
[00:06:27.280 --> 00:06:28.800]  他自己本身
[00:06:28.800 --> 00:06:32.240]  一個能夠在這個時候避開
[00:06:32.240 --> 00:06:34.880]  這個沙士對他的影響
[00:06:34.880 --> 00:06:36.160]  就是怎樣呢?
[00:06:36.160 --> 00:06:39.680]  是天天用蒜頭
[00:06:39.680 --> 00:06:41.440]  拌飯
[00:06:41.440 --> 00:06:42.640]  蒜頭拌飯
[00:06:42.640 --> 00:06:45.840]  韋成教了這一招給我們
[00:06:45.840 --> 00:06:49.840]  牧師天天生的蒜頭拌飯
[00:06:49.840 --> 00:06:51.920]  總之吃蒜
[00:06:51.920 --> 00:06:55.360]  天天吃
[00:06:55.360 --> 00:06:58.800]  果然我們都吃了很多蒜
[00:06:58.800 --> 00:07:00.960]  各位親愛的兄弟姐妹
[00:07:00.960 --> 00:07:03.680]  我們感覺到這個都是一個災難
[00:07:03.680 --> 00:07:06.640]  但是這個災難比起海嘯
[00:07:06.640 --> 00:07:08.320]  比起那些
[00:07:08.320 --> 00:07:09.600]  沒得比
[00:07:09.600 --> 00:07:11.600]  今天我們要看的一個災難
[00:07:11.600 --> 00:07:15.440]  是遠比印尼的海嘯更加厲害的
[00:07:15.440 --> 00:07:19.520]  是遠比各種不同的災難更加厲害的
[00:07:19.520 --> 00:07:21.280]  這個災難是什麼呢?
[00:07:21.280 --> 00:07:23.600]  是洪水
[00:07:23.600 --> 00:07:24.800]  兄弟姐妹
[00:07:24.800 --> 00:07:27.280]  今天經文是非常多
[00:07:27.280 --> 00:07:29.200]  我就很想和大家
[00:07:29.200 --> 00:07:32.640]  來去溫習和看一看
[00:07:32.640 --> 00:07:34.960]  洪水到底是怎樣的
[00:07:34.960 --> 00:07:37.360]  但我們的焦點不是洪水
[00:07:37.360 --> 00:07:40.560]  而是洪水裡面的出路
[00:07:40.560 --> 00:07:42.080]  方舟
[00:07:42.080 --> 00:07:45.200]  方舟以外的地方就是洪水
[00:07:45.200 --> 00:07:49.120]  方舟以內就是出路
[00:07:49.120 --> 00:07:50.400]  我們今天主要
[00:07:50.400 --> 00:07:52.240]  就是和大家來看一看
[00:07:52.240 --> 00:07:58.720]  到底方舟的內與外是怎樣的呢?
[00:07:58.720 --> 00:08:03.920]  我們一起首先看一些背景
[00:08:03.920 --> 00:08:08.480]  《創世記》的六章九節開始
[00:08:08.480 --> 00:08:11.520]  我們一起讀到二十二節
[00:08:11.520 --> 00:08:14.480]  《創世記》六章九到二十二節
[00:08:14.480 --> 00:08:15.440]  大家找到
[00:08:15.440 --> 00:08:18.480]  我請弟兄讀單數節
[00:08:18.480 --> 00:08:20.640]  姐妹讀雙數節
[00:08:20.640 --> 00:08:23.120]  讀完這一章的成經
[00:08:23.120 --> 00:08:24.880]  我們弟兄先讀
[00:08:24.880 --> 00:08:27.360]  羅亞的後代記在下面
[00:08:27.360 --> 00:08:28.880]  羅亞是個異人
[00:08:28.880 --> 00:08:31.440]  在當時的世代是個完全人
[00:08:31.440 --> 00:08:33.200]  羅亞與神同行
[00:08:33.200 --> 00:08:34.160]  姐妹
[00:08:34.160 --> 00:08:36.240]  羅亞生了三個兒子
[00:08:36.240 --> 00:08:38.640]  就是陝陷瓦墳
[00:08:38.640 --> 00:08:40.720]  世界在神面前敗壞
[00:08:40.720 --> 00:08:43.040]  地上滿了強暴
[00:08:43.040 --> 00:08:45.200]  神觀看全世界
[00:08:45.200 --> 00:08:46.160]  敗壞了
[00:08:46.160 --> 00:08:50.240]  凡有血氣的人在地上都敗壞了行為
[00:08:50.240 --> 00:08:51.760]  神就對羅亞說
[00:08:51.760 --> 00:08:53.440]  凡有血氣的人
[00:08:53.440 --> 00:08:56.080]  他的盡頭已經來到我面前
[00:08:56.080 --> 00:08:58.560]  因為地上滿了他們的強暴
[00:08:58.560 --> 00:09:01.680]  我要把他們和地一並毀滅
[00:09:01.680 --> 00:09:05.040]  你要用光飛木做一隻方舟
[00:09:05.040 --> 00:09:07.280]  一隻做
[00:09:07.280 --> 00:09:09.520]  戎外沒上重行
[00:09:09.520 --> 00:09:12.240]  方舟的做法乃是這樣
[00:09:12.240 --> 00:09:13.840]  要長三百爪
[00:09:13.840 --> 00:09:15.440]  闊五十爪
[00:09:15.440 --> 00:09:17.200]  高三十爪
[00:09:17.200 --> 00:09:21.280]  方舟的上邊要頭高一爪
[00:09:21.280 --> 00:09:23.920]  方舟的門要開在旁邊
[00:09:23.920 --> 00:09:26.960]  方舟要分上中下三層
[00:09:26.960 --> 00:09:27.680]  看啊
[00:09:27.680 --> 00:09:31.120]  我要使洪水泛濫在地上
[00:09:31.120 --> 00:09:32.640]  毀滅天下
[00:09:32.640 --> 00:09:36.000]  凡地上有血肉有色的物物
[00:09:36.000 --> 00:09:37.600]  無一不死
[00:09:37.600 --> 00:09:39.600]  我卻要與你納約
[00:09:39.600 --> 00:09:41.520]  你和你的妻子
[00:09:41.520 --> 00:09:42.800]  以儀式
[00:09:42.800 --> 00:09:44.640]  都要進入方舟
[00:09:44.640 --> 00:09:46.480]  凡有血肉的活物
[00:09:46.480 --> 00:09:47.760]  每個兩樣
[00:09:47.760 --> 00:09:49.040]  一公一母
[00:09:49.040 --> 00:09:50.800]  你要帶進方舟
[00:09:50.800 --> 00:09:53.760]  好在你那裡保存生命
[00:09:53.760 --> 00:09:55.760]  廢了各種其類
[00:09:55.760 --> 00:09:57.760]  (各種其類)
[00:09:57.760 --> 00:09:59.760]  昆蟲各種其類
[00:09:59.760 --> 00:10:04.800]  (各種其類)
[00:10:04.800 --> 00:10:06.480]  你要拿各樣食物
[00:10:06.480 --> 00:10:07.600]  積蓄起來
[00:10:07.600 --> 00:10:10.160]  好作你和他們的食物
[00:10:10.160 --> 00:10:11.920]  羅亞就這樣行
[00:10:11.920 --> 00:10:15.920]  (凡人都安靜)
[00:10:15.920 --> 00:10:18.880]  這段聖經讓我們看到了一些背景
[00:10:18.880 --> 00:10:20.000]  這個背景
[00:10:20.000 --> 00:10:22.960]  我在第六章第一到第八節的時候
[00:10:22.960 --> 00:10:24.000]  就說了
[00:10:24.000 --> 00:10:25.440]  是首先
[00:10:25.440 --> 00:10:27.200]  這個世界上
[00:10:27.200 --> 00:10:29.920]  是人將個人的自由
[00:10:29.920 --> 00:10:32.000]  是置於道德
[00:10:32.000 --> 00:10:36.000]  置於社會公眾的利益之上
[00:10:36.000 --> 00:10:37.440]  我的自由先行
[00:10:37.440 --> 00:10:39.920]  第二我的權利先行
[00:10:39.920 --> 00:10:41.520]  就是因為我的自由
[00:10:41.520 --> 00:10:43.280]  我的權利先行
[00:10:43.280 --> 00:10:47.440]  所以他們就將性和愛
[00:10:47.440 --> 00:10:49.200]  和婚姻分開
[00:10:49.200 --> 00:10:50.480]  換句話來說
[00:10:50.480 --> 00:10:53.040]  性不需要有愛
[00:10:53.040 --> 00:10:54.640]  這是我的自由
[00:10:54.640 --> 00:10:56.000]  這是我的需要
[00:10:56.000 --> 00:10:57.440]  這是我的權利
[00:10:57.440 --> 00:11:00.240]  所以人人都可以隨意
[00:11:00.240 --> 00:11:02.720]  發洩他們的性慾
[00:11:02.720 --> 00:11:03.520]  第二
[00:11:03.520 --> 00:11:06.240]  是將性和婚姻分開
[00:11:06.240 --> 00:11:09.040]  性不一定要在婚姻里有
[00:11:09.040 --> 00:11:10.560]  我可以在婚姻外
[00:11:10.560 --> 00:11:12.400]  不需要結婚都可以
[00:11:12.400 --> 00:11:13.280]  隨便
