
[00:00:00.000 --> 00:00:02.000]  (字幕:陳志全)
[00:00:03.000 --> 00:00:05.000]  多謝大家
[00:00:05.000 --> 00:00:08.000]  首先有少少抱歉
[00:00:08.000 --> 00:00:10.000]  有少少乾咳
[00:00:10.000 --> 00:00:12.000]  但無影響我,我好精神
[00:00:12.000 --> 00:00:14.000]  後面聽到嗎?
[00:00:14.000 --> 00:00:15.000]  全部聽到嗎?
[00:00:15.000 --> 00:00:16.000]  我知咪好靚
[00:00:16.000 --> 00:00:19.000]  今日時間唔係好長
[00:00:19.000 --> 00:00:21.000]  不過要做少少嘢
[00:00:21.000 --> 00:00:23.000]  如果你鍾意,你落筆
[00:00:23.000 --> 00:00:26.000]  寫低一兩個字
[00:00:26.000 --> 00:00:28.000]  有冇人冇筆呀?
[00:00:28.000 --> 00:00:30.000]  有可以問隔離嗰個
[00:00:30.000 --> 00:00:32.000]  多些筆一借俾佢
[00:00:32.000 --> 00:00:35.000]  但我想了解下你先
[00:00:35.000 --> 00:00:38.000]  你多數頭先入嚟呢
[00:00:38.000 --> 00:00:41.000]  同人傾計呀
[00:00:41.000 --> 00:00:44.000]  有冇問過人哋
[00:00:44.000 --> 00:00:47.000]  你同屋企人開唔開心呀?
[00:00:47.000 --> 00:00:49.000]  有冇人講過呢句嘢?
[00:00:49.000 --> 00:00:51.000]  呢類嘢呢個範圍
[00:00:51.000 --> 00:00:54.000]  同屋企人開唔開心呀?
[00:00:54.000 --> 00:00:55.000]  有冇呀?
[00:00:55.000 --> 00:00:56.000]  冇呀?
[00:00:56.000 --> 00:00:58.000]  犀利喎
[00:00:58.000 --> 00:01:00.000]  第二個可能
[00:01:00.000 --> 00:01:02.000]  你有冇問人呢
[00:01:02.000 --> 00:01:04.000]  份工好唔好做呀?
[00:01:04.000 --> 00:01:07.000]  份工好唔好做呀?
[00:01:07.000 --> 00:01:09.000]  有,第一個
[00:01:09.000 --> 00:01:12.000]  第三個可能
[00:01:12.000 --> 00:01:13.000]  你有冇問人呢
[00:01:13.000 --> 00:01:16.000]  呢排係邊度玩過呀?
[00:01:16.000 --> 00:01:19.000]  有冇人問過呢句嘢呀?
[00:01:19.000 --> 00:01:20.000]  又係你
[00:01:20.000 --> 00:01:24.000]  嘩,好犀利喎
[00:01:24.000 --> 00:01:26.000]  其實我講晒㗎喇喎
[00:01:26.000 --> 00:01:29.000]  好似你冇講過嘢喎
[00:01:29.000 --> 00:01:32.000]  唔係話你冇講嘢
[00:01:32.000 --> 00:01:35.000]  而係呢男人呢
[00:01:35.000 --> 00:01:38.000]  喺講嘢裏面呢
[00:01:38.000 --> 00:01:41.000]  要學搵到呢個方式
[00:01:41.000 --> 00:01:44.000]  你就好易同女性
[00:01:44.000 --> 00:01:47.000]  同任何人傾計啦
[00:01:47.000 --> 00:01:50.000]  因為呢你研究你自己
[00:01:50.000 --> 00:01:52.000]  你鍾唔鍾意問人哋
[00:01:52.000 --> 00:01:53.000]  同屋企人
[00:01:53.000 --> 00:01:54.000]  屋企啲人
[00:01:54.000 --> 00:01:55.000]  屋企啲人
[00:01:55.000 --> 00:01:57.000]  相處得好唔好呢?
[00:01:57.000 --> 00:01:59.000]  咁你係一個
[00:01:59.000 --> 00:02:01.000]  同人傾計嘅時候呢
[00:02:01.000 --> 00:02:02.000]  對感情呀
[00:02:02.000 --> 00:02:03.000]  感情
[00:02:03.000 --> 00:02:05.000]  好掌握
[00:02:05.000 --> 00:02:07.000]  好有興趣嘅人
[00:02:07.000 --> 00:02:08.000]  多數嗰啲人呢
[00:02:08.000 --> 00:02:10.000]  同你傾計嘅時候呢
[00:02:10.000 --> 00:02:13.000]  都係越行越埋嘅
[00:02:13.000 --> 00:02:17.000]  但係你從來冇講過呢啲嘢呢
[00:02:17.000 --> 00:02:19.000]  你有困難呢
[00:02:19.000 --> 00:02:22.000]  同人哋好交心
[00:02:22.000 --> 00:02:24.000]  但你好小心喎
[00:02:24.000 --> 00:02:25.000]  你諗下
[00:02:25.000 --> 00:02:27.000]  最近
[00:02:27.000 --> 00:02:29.000]  你同人講
[00:02:29.000 --> 00:02:31.000]  你同屋企人
[00:02:31.000 --> 00:02:33.000]  相處好唔好呀係幾時呢
[00:02:33.000 --> 00:02:35.000]  你諗諗先喎
[00:02:35.000 --> 00:02:39.000]  係幾時呢
[00:02:39.000 --> 00:02:43.000]  如果冇呢
[00:02:43.000 --> 00:02:44.000]  機會嚟啦
[00:02:44.000 --> 00:02:46.000]  你同隔離嗰個問吓佢呀
[00:02:46.000 --> 00:02:48.000]  你同屋企人相處點呀
[00:02:48.000 --> 00:02:49.000]  咁你試吓問吓佢
[00:02:49.000 --> 00:02:50.000]  睇吓佢個樣
[00:02:50.000 --> 00:02:51.000]  佢個樣呀
[00:02:51.000 --> 00:02:53.000]  點同你講嘢呀
[00:02:53.000 --> 00:02:55.000]  (咳嗽聲)
[00:02:55.000 --> 00:03:03.000]  好啦差唔多啦
[00:03:03.000 --> 00:03:05.000]  係咪好尷尬呀
[00:03:05.000 --> 00:03:07.000]  有少少喎
[00:03:07.000 --> 00:03:08.000]  但係好開心㗎喎
[00:03:08.000 --> 00:03:09.000]  講到之後
[00:03:09.000 --> 00:03:10.000]  好開心㗎喎
[00:03:10.000 --> 00:03:11.000]  突然間好似呢
[00:03:11.000 --> 00:03:13.000]  突然間好似
